"IDRSSD"	RCON1039	RCON1041	RCON1042	RCON1043	RCON1044	RCON1209	RCON1280	RCON1281	RCON1282	RCON1374	RCON1752	RCON2155	RCON2163	RCON2192	RCON2920	RCON2941	RCON3129	RCON3190	RCONA510	RCONB989	RCONB995	
	AMORT COST HTM & AFS- US TREAS SEC	AMORT COST HTM & AFS- US GOVT AGEN	AMORT COST HTM & AFS- ST & POL SEC	AMORT COST HTM & AFS- PT MBS: GUAR	AMORT COST HTM & AFS- PT MBS: OTHR	AMORT COST HTM & AFS- OTH MBS: QUAR	AMORT COST HTM & AFS- OTH MBS: OTHR	AMORT COST HTM & AFS- OTH DEBT SEC	AMORT COST HTM & AFS- FGN DEB SEC	AMORT COST HTM & AFS- TOTL DOM SEC	HISTCL COST OF ALL OTH AVL-FOR-SALE	CUSTOMERS LIABILITY ON ACCEPTANCES	NET DUE FROM FOREIGN OFFICES	TOTAL ASSETS	ACCEPTANCES EXECUTED FOR ACCT. & OUT	NET DUE TO FOREIGN OFFICES	TOTAL LIABILITIES, EXCL NET DUE TO	OTHER BORROWED MONEY	AMTZ COS OF AVL-FOR-SL INVES MUTL FD	SECURS PURCHSD UDR AGRMNTS TO RESELL	SECURS SOLD UNDR AGRMNTS TO REPURCH	
37											260	0			0			0	0	0	0	
242											134	0			0			880	0	0	0	
279											1225	0			0			22664	500	0	0	
354											4	0			0			0	0	0	0	
439											0	0			0			0	0	0	0	
457											5	0			0			0	0	0	0	
505											1419	0			0			13250	0	0	0	
1146											2300	0			0			369	6505	0	0	
1155											462	0			0			0	0	0	11750	
1351											0	0			0			0	0	0	0	
1454											1080	0			0			0	5	0	0	
1557											23	0			0			43	0	0	0	
1632											800	0			0			16000	0	0	16769	
1669											682	0			0			813	0	0	0	
1829											1041	0			0			5000	1732	0	100	
1856											20	0			0			0	0	0	0	
2040											943	0			0			10533	281	0	0	
2161											198	0			0			0	0	0	0	
2376											4462	0			0			80000	30000	0	0	
2451											100	0			0			2000	3	0	0	
2554											0	0			0			0	0	0	0	
2732											181	0			0			351	0	0	0	
2750											189	0			0			2589	0	0	0	
2938											1775	0			0			35500	32	0	3039	
2956											0	0			0			0	0	0	0	
3252											242	0			0			6204	0	0	0	
3458											47	0			0			0	0	0	2000	
3506											3937	0			0			17000	0	0	7155	
3579											1863	0			0			37728	0	0	6018	
3720											625	0			0			9058	0	0	2531	
3953											52	0			0			216	0	0	0	
4138											767	0			0			6125	3378	0	0	
4147											2778	0			0			6000	28	0	0	
4156											617	0			0			10157	0	0	0	
4231											0	0			0			0	0	0	0	
4437											525	0			0			434	0	0	2887	
4745											0	0			0			0	0	0	0	
4839											985	0			0			16400	0	0	1804	
5005											1909	0			0			26979	11985	0	0	
5050											388	0			0			0	0	0	0	
5069											0	0			0			0	712	0	0	
5135											334	0			0			0	0	0	0	
5210											3682	0			0			8150	0	0	25999	
5247											0	0			0			2609	0	0	15894	
5274											3367	0			0			7166	0	0	375	
5331											1178	0			0			7486	0	0	0	
5461											0	0			0			474	2340	0	0	
5751											0	0			0			0	0	0	0	
5939											15261	0			0			132246	0	0	36486	
6039											299	0			0			28	50	0	0	
6057											115	0			0			1600	0	0	0	
6141											0	0			0			0	0	0	0	
6329											780	0			0			0	0	0	0	
6842											68	0			0			262	0	0	0	
6972											0	0			0			2607	0	0	2645	
7009											0	0			0			0	57774	0	0	
7045											0	0			0			0	0	0	0	
7157											0	0			0			0	0	0	0	
7166											1467	0			0			12000	0	0	0	
7456											86	0			0			0	0	0	0	
7634											201	0			0			0	0	0	0	
8033											430	0			0			3332	0	0	0	
8154											132	0			0			0	0	0	0	
8417											2322	0			0			0	0	808736	0	
8462											21	0			0			0	0	0	0	
8547											2972	0			0			22200	0	0	0	
8631											139	0			0			0	0	0	0	
9115											1013	0			0			0	849	0	4064	
9160											562	0			0			7650	0	0	0	
9339											3358	0			0			51550	0	0	0	
9357											7560	0			0			52100	0	0	4690	
9553											405	0			0			6245	0	0	0	
9807											9304	0			0			115717	0	0	42254	
9955											958	0			0			1656	0	0	0	
10157											533	0			0			5375	4	0	0	
10250											672	0			0			0	0	0	0	
10849											1230	0			0			8296	0	0	0	
10858											1209	0			0			6170	0	0	11219	
11145											687	0			0			12730	0	0	0	
11350											185	0			0			93	0	0	235	
11640											2158	0			0			32888	0	0	0	
11837											896	0			0			0	0	0	0	
12030											541	0			0			0	0	0	0	
12058											346	60			60			2092	0	0	0	
12142											503	0			0			0	0	0	0	
12245											460	0			0			3500	0	0	0	
12311	0	918712	92733	1022055	0	494869	128322	155523	3500	2815758	61292	16778	0	25136788	16778	1702438	21525517	1802786	44	71336	1169439	
12357											4	0			0			0	0	0	0	
12647											147	0			0			0	0	0	0	
12656											23	0			0			0	0	0	0	
12937											616	0			0			2115	0	0	0	
12946											1413	0			0			15315	0	0	0	
12955											324	0			0			5500	0	0	0	
13037											51	0			0			0	391	0	0	
13103											2532	0			0			3225	27963	0	6257	
13251											102	0			0			0	0	0	0	
13309											15033	0			0			275028	3004	0	45809	
13457											3	0			0			0	1	0	0	
14052											241	0			0			0	0	0	0	
14155											228	0			0			4340	0	0	0	
14258											3314	0			0			25000	0	0	0	
