"IDRSSD"	RCFD1410	RCFD1563	RCFD1590	RCFD1616	RCFD1763	RCFD1764	RCFD2011	RCFD2081	RCFD2107	RCFD2122	RCFD2123	RCFD2182	RCFD2183	RCFD2746	RCFDA247	RCFDA570	RCFDA571	RCFDA572	RCFDA573	RCFDA574	RCFDA575	RCFDB532	RCFDB533	RCFDB534	RCFDB536	RCFDB537	RCFDB538	RCFDB539	RCFDB837	RCON1288	RCON1415	RCON1420	RCON1460	RCON1480	RCON1545	RCON1563	RCON1564	RCON1590	RCON1616	RCON1763	RCON1764	RCON1766	RCON1797	RCON2011	RCON2081	RCON2107	RCON2122	RCON2123	RCON2165	RCON2182	RCON2183	RCON2746	RCON5367	RCON5368	RCON5370	RCONA247	RCONA564	RCONA565	RCONA566	RCONA567	RCONA568	RCONA569	RCONA570	RCONA571	RCONA572	RCONA573	RCONA574	RCONA575	RCONB531	RCONB532	RCONB533	RCONB534	RCONB535	RCONB536	RCONB537	RCONB538	RCONB539	RCONB837	
310437																														0	0	0	140	13021		49		0	0			22562	0	3294	0	0	39819	359	0			0	814	298	223	23449	0	814	0	0	0	0	18553	15162	1695	866	220	478								0	0		
310727	2267695	0	1111	0	633331	0	295416	0	3113	3203462	0	219	0	0	870391	1508391	138710	433366	520314	204294	44763	0	0	0	0	0	0	2577	0	0	530958	768	69200	1144070	0	0	0	1111		633331	0	633331	182122	295416	0	3113	3203462	0	219				324047	16530	94404		46702	16989	31536	40135	77703	108123							0			0	0			0	2577		
310754																														0	2145	1517	0	1954		0		5332	0			4880	175	2571	0	0	22604	0	0			0	2987	946	0	11099	126	797	1625	237	201	0	3516	7931	6721	1167	192	97								0	97		
310875																														0	7325	168	817	26838		0		0	0			10005	11148	10040	0	1131	114244	0	0			0	46398	68	29331	24501	235	7362	19646	7482	9121	2369	23910	5532	16108	8848	12484	834								0	306		
310950																														0	0	1948	1562	3161		8		7266	0			4479	0	835	0	0	19353	0	0			0	94	0	0	10627	0	16	34	44	0	0	10568	5302	2140	802	0	0								0	0		
310978																														0	59375	1336	260303	27761	0	0	0	0	0	0	0	0	20283	8	0	0	898179	2575	0	0	0	0	526160	5353	463188	24154	87038	106171	284832	38018	2157	2272	55568	37520	225617	30597	12531	5492	0	0	0	0	0	0	0	175	0	0	
311050																														0	8183	2246	140	30801	0	201	201	1745	0	29517	0	29517	0	35446	0	1873	186347	0	1898	1898	0	0	70707	2375	2346	34882	2738	2217	1427	3288	60985	43	48358	10623	22344	17253	16713	309	0	0	0	0	0	0	0	1215	0	0	
311144																														0	0	0	0	0		0		0	0			6699	0	3875	0	0	16562	0	0			0	5988	0	0	4910	351	756	2336	2202	343	0	951	2852	4420	1299	1052	0								0	0		
311256																														0	654	1112	451	3470		236		541	0			15728	4487	9661	0	7	46179	0	823			0	8154	324	0	13639	610	953	3266	527	822	1976	3904	8172	16804	6764	2317	47								236	295		
311265																														0	750	7245	836	2771		0		3260	0			4124	0	10788	0	27	50327	3	0			0	18910	1619	17237	11807	4295	12840	141	1153	388	93	6489	5281	4905	5594	5333	3644								0	0		
311331																														0	1224	0	6687	71305	0	24	24	0	0	136162	0	136162	5554	2006	0	6526	312481	0	72902	72902	0	0	7188	2797	1770	42330	331	949	34	84	655	5135	62578	21496	58391	55124	93695	9606	0	0	0	0	0	0	0	0	106	0	
311359																														0	17041	12560	2181	57357	24492	26665	2173	47112	0	64934	0	64934	0	16745	0	0	280642	1	0	0	0	2160	32892	3156	8872	142659	8560	1749	876	4686	9840	7181	156586	35183	10850	25244	18445	1442	0	0	0	0	0	0	0	0	0	0	
311452																														0	0	789	0	2721		15		2066	0			547	0	7439	0	119	28848	0	109			0	15043	0	7062	12087	2842	4281	3170	4414	120	0	3164	3065	3417	3274	718	0								0	0		
311603																														0	2432	0	3385	56219	0	59	59	0	0	18495	0	18495	11360	5109	0	0	296035	0	0	0	0	0	187902	10932	95527	12296	4311	8517	10799	15597	92901	55367	26627	14444	27158	25218	10772	2577	0	0	0	0	0	0	0	0	142	0	
311649																														0	753	374	62	3379		27		354	0			3340	98	2580	0	0	16947	0	0			0	4579	1401	1566	4451	132	897	1578	1418	140	414	2258	1948	3283	4071	808	0								0	0		
311658																														0	643	0	522	3383		0		0	0			1333	0	6352	0	766	30427	0	0			0	15924	1504	0	9103	778	4360	8166	1088	948	582	1885	2245	5204	3931	1238	0								0	0		
311845	2210610	32150	57036	154	476191	0	502729	0	8343	3351803	14	607	0	15	1154051	1034638	388829	542062	415388	181076	22189	0	8	0	0	0	43226	20917	0	8	368203	84801	59261	722723	1928	32150	30222	57036		476191	0	476191	84465	502729	0	8343	3351803	14	607				740613	150544	354110		129434	242514	212000	72597	50719	23074							8			0	0			43226	20917		
311939																														0	5463	579	757	19829		43		8685	635			5626	214	2649	0	386	50102	0	1			0	5826	44	892	8102	608	980	1931	1408	890	9	11933	3903	16499	5925	4838	1130								0	0		
312244																														0	2927	46025	1702	27251		115		7662	1353			11030	3139	12667	0	41	227936	0	43			0	111549	3726	47888	23872	2113	6468	27650	9675	34467	30772	27676	14060	45099	26059	2676	0								0	59		
312356																														0	0	9196	0	5873		142		7630	0			6606	0	16125	0	80	72080	1	0			0	26429	0	26429	49282	6871	15584	941	236	2620	0	8148	18680	10916	4540	2400	263								0	0		
312431																														0	1201	551	1160	9899		5		5349	0			10915	0	4368	0	0	39773	0	0			0	6267	58	230	17755	900	1330	3747	54	56	0	18651	7289	3972	2036	740	0								0	0		
312730																														0	51981	0	51494	122118	0	2822	2822	0	0	99361	855	100216	11344	4938	0	1751	402208	0	0	0	0	0	42539	13005	17755	181711	2013	8918	18424	11469	1019	404	185398	17945	64763	72949	10558	135	0	0	0	0	0	0	0	0	0	0	
312954																														0	8629	3741	566	23387		1489		6213	41			25409	394	14662	0	3590	114420	1	1807			0	23474	996	72	44088	1091	2095	11909	8130	140	0	41212	10678	18715	16374	642	2996								0	64		
313009																														0	6957	313	7817	48379		755		178	0			7806	1605	613	0	0	87725	200	33			0	13355	87	2462	9939	198	672	875	1238	2659	7263	31510	10349	19568	2972	4525	573								0	27		
313157																														0	0	4853	0	797		28		4336	0			1493	0	1956	0	315	17083	0	0			0	3197	40	40	6760	351	752	1984	101	49	0	3610	3166	3405	1736	1102	354								68	0		
313223																														1009	2333	11369	1881	7076		25		2150	337			5632	367	2204	0	607	53654	59	0			0	18286	545	10137	5077	1326	4058	5417	93	2412	4773	9801	11259	11186	1593	673	836								229	0		
313241																														0	4611	0	786	25876		46		0	0			9585	52	6394	0	53	72403	50	0			0	22243	2053	11054	23269	1905	3192	3868	1500	3775	6779	7879	10293	12152	8376	8382	908								754	0		
313401																														0	6973	60	1655	8901		0		546	0			17483	465	6125	0	0	68422	4	0			298	25201	669	210	14833	258	219	144	765	14588	9228	5436	8920	4636	9579	9228	5421								348	0		
313531																														0	16467	3441	4094	33816		1987		5432	0			24755	4187	7006	0	5843	135120	33	0			3733	25771	2143	1184	44071	2999	3453	2506	11818	4610	371	37367	12909	12724	25842	19723	76								0	211		
313577																														0	5020	0	4433	3080		13		0	0			6575	947	10033	0	15	108146	0	0			0	73735	4155	67988	9015	20395	9479	13282	19310	10645	624	13414	2240	9032	8035	1690	0								115	25		
314033																														0	285	796	0	7115		0		4019	0			7747	0	13308	0	229	44938	0	0			0	11297	142	0	20185	675	1748	1519	7054	261	0	4447	13315	11676	3492	572	0								0	0		
314257																														0	4914	482	32	25539		230		404	0			23029	2354	11732	0	696	91397	0	0			0	19734	1629	4456	25446	1740	2369	10841	3480	420	850	35472	5998	19235	9475	781	650								491	131		
314444																														0	1897	1180	61	6067		19		0	0			10199	0	12455	0	345	54878	0	0			0	22178	477	0	11747	186	1132	5340	3866	11178	377	5467	4962	11006	9848	1356	0								0	0		
315339																														0	356	1752	58	1979		7		2074	87			2974	2	3432	0	363	22547	2	0			0	8803	749	4686	5891	769	898	2784	2441	1037	874	2083	3258	5564	2570	271	0								0	0		
315348																														0	74	276	4	619		1		45	0			358	0	3647	0	0	8026	0	0			0	2999	0	1141	2339	306	835	1652	150	0	0	433	765	2558	1121	12	0								0	3		
315357																														0	1481	4865	34	872		25		6668	0			11884	199	3707	0	710	39567	0	0			0	9122	0	6493	11643	1629	4872	451	775	1155	79	9856	10332	4285	3012	2225	675								0	0		
315629																														0	31544	212	5072	102073	0	67	67	98	0	57711	0	57711	9225	28528	0	7569	304511	1	0	0	0	0	51805	7664	2812	30008	1276	1343	1621	5226	22674	19431	67801	22736	56828	69545	34276	1438	0	0	0	0	0	0	0	0	2944	0	
315656																														0	9126	497	2707	61401		1122		25	0			30463	0	6027	0	0	132184	0	0			0	16343	4473	2579	76144	5171	5840	2141	628	554	0	60358	29000	9558	4722	2674	0								0	0		
315674																														0	5396	0	15915	9889		0		0	0			0	0	1199	0	430	96253	0	0			0	62956	468	58	20542	3383	9487	36252	4209	9120	213	2777	4895	16737	6886	436	430								0	0		
315852																														0	3121	27301	4597	27639		117		30822	0			13803	6304	22033	0	1413	156486	251	1083			0	13092	4141	8378	31813	1448	1456	2932	3720	3536	0	43758	9988	20195	45067	24554	12								804	467		
315973																														0	224	864	773	692		0		214	0			1378	0	1948	0	0	16600	0	0			0	9989	91	1816	1621	199	57	66	174	2969	6524	611	880	1021	739	1778	1487								427	0		
316158																														0	6005	0	1024	12344		12		0	0			8945	970	20200	0	0	65303	0	0			0	13738	2002	363	20984	1282	1341	3064	5412	1385	0	18866	2852	12112	15386	1664	0								0	63		
316354																														0	1944	0	892	26462		0		0	200			22857	1470	5012	0	0	100443	54	1249			0	34823	5588	18031	26686	5252	10771	14491	4011	101	0	23278	4718	19259	14070	3815	0								120	80		
316738																														0	3456	0	2192	24160		26		0	0			6163	201	3459	0	0	92273	52	0			0	18674	33807	12371	9243	1121	2870	6182	2923	3807	1607	30627	7481	9669	6329	16089	1813								0	187		
316840																														0	62016	5718	77416	285653	19	834	815	0	0	28262	0	28262	132751	25096	0	0	1160355	1017	0	0	0	0	516837	25951	454428	137367	67103	136850	174003	61702	56552	17524	355702	69774	113377	72921	26918	1499	0	0	0	0	0	0	0	0	838	0	
316859																														0	3382	2531	458	9055		43		715	0			3785	0	10284	0	0	45686	1	340			0	14389	705	2645	11365	2262	957	504	2442	5152	2992	14957	2172	3946	4747	3844	1538								0	0		
316916																														0	0	0	0	0		0		0	0			0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0								0	0		
316934																														0	0	4874	0	1491		75		4739	72			2692	0	1458	0	82	16660	1	0			0	1250	0	0	6724	65	221	913	51	0	0	1718	5311	7352	837	192	0								0	0		
317100																														0	6400	0	1820	25581		79		0	401			14804	12006	1693	0	79	133452	205	0			0	70921	184	37676	9436	2569	7057	14250	5597	27925	13523	28846	10853	14191	6001	931	1914								0	90		
317258																														0	1979	12798	152	35658		386		12520	27			8695	2065	8937	0	32	118633	0	0			0	35156	187	8786	31219	4494	6481	399	1111	21799	859	37249	16151	12419	9557	7970	102								0	68		
317342																														3495	40753	4403	7996	261595	0	1845	1845	1280	0	138153	0	138153	48999	56516	0	8145	805817	726	0	0	0	0	204523	27490	6101	167094	61703	20017	26976	67479	22134	4875	196546	41118	89035	207523	50220	14384	3495	0	3495	0	0	0	0	0	1350	0	
317650																														0	97	110	0	165		0		552	0			2977	0	1992	0	0	9684	8	0			0	3750	26	3750	1213	2674	13	45	112	734	172	2007	993	1039	762	474	667								0	23		
317735																														0	1942	3342	0	6112		336		2930	0			4435	0	4556	0	1629	36088	0	0			290	9602	1204	6	20693	1164	1950	5536	249	703	0	7916	9662	6050	1232	1526	0								0	0		
318125																														0	0	0	0	0		6650		0	0			8714	0	4538	0	0	19902	0	0			0	0	0	0	19902	0	0	0	0	0	0	19902	0	0	0	0	0								0	0		
318639																														0	57	511	0	377		51		2035	298			689	0	1958	0	34	10527	0	0			0	4693	122	0	3243	397	400	1621	1823	114	95	680	1816	1419	1585	338	0								0	0		
318835																														0	3536	0	1593	32136		0		0	0			14909	1725	8155	0	0	66376	0	0			0	3301	939	2057	12244	118	0	2300	550	253	80	15056	9343	17469	14070	5467	391								0	82		
318947																														0	0	138	0	1211		0		18	0			162	0	445	0	0	2521	0	0			0	514	33	0	876	0	264	79	171	0	0	362	285	903	382	75	0								0	0		
319047																														0	636	2009	425	5039		37		1230	0			3313	3053	21553	0	209	84327	0	0			0	45544	365	15424	15623	3663	2370	8608	18641	10262	1673	3049	6541	13886	3014	9523	2646								914	0		
319458																														0	366	8908	111	5741		312		5495	0			4762	0	4891	0	40	34910	20	0			114	4222	82	34	8577	126	412	1261	2392	31	0	12865	3912	7942	5919	49	0								0	0		
319542																														0	0	14236	0	19900		215		15977	0			15302	671	2474	0	827	80317	0	0			0	10570	43	44	35618	591	646	2564	2987	2530	1228	20397	15221	23853	6957	3161	98								46	56		
319551																														0	734	5728	1486	5071		0		55881	352			10403	0	2950	0	1181	88793	0	558			4	4523	65	332	58998	26	517	114	179	3107	574	50561	15952	9368	2865	2888	0								156	57		
320034																														0	88	7052	0	4339		0		3267	0			5251	0	6080	0	0	31937	498	0			0	6207	0	197	17429	366	909	4275	498	159	0	11858	7187	4463	2399	321	0								151	0		
320052																														0	6619	7372	126	35814		121		14640	49			103167	0	23002	0	1418	225679	0	26			0	32219	1155	27364	44632	12475	3788	13397	2299	240	0	124560	10720	39792	15049	171	2								0	0		
320070																														0	424	0	2006	9068		0		0	0			0	0	263	0	0	55950	0	0			0	44189	0	18685	5706	1039	3503	12427	1594	16171	9243	247	922	5320	129	2718	2425								0	0		
320119	300269	150639	0	13721	993028	168948	56039	2767	0	1928421	4298	43656	0	106644	1365066	1314332	325807	153594	61664	50181	0	0	0	533	1284	210000	232	5324	0	1747	19418	0	48482	209829	0	134311	134311	0		988228	13036	1001264	250	19628	0	0	1503889	2542	43656				22290	0	8579		11841	0	3070	7379	0	0							0			0	1747			232	5324		
320155																														0	1543	27361	0	15480		283		35178	73			27246	0	15343	0	0	139431	0	1823			0	14334	669	4595	49427	1589	4432	608	708	5455	1490	49211	29543	10983	10746	17511	6076								0	171		
320856																														0	5806	73	0	2686		0		472	0			1273	0	1223	0	0	13834	0	1383			0	909	9	836	4416	163	584	117	26	19	0	5648	3814	1797	739	755	0								0	0		
321152																														0	563	15	0	852		0		272	0			1290	0	3012	0	0	8795	311	0			0	3009	93	3009	3309	123	847	707	1180	152	0	1149	1190	1724	1634	399	0								0	0		
321255																														0	25	1345	0	574		25		1972	0			3479	0	3371	0	0	14127	0	0			0	3329	7	2	3013	41	226	858	1996	18	0	821	1952	3538	3922	491	0								0	0		
321330																														0	44	7607	0	1695		8		4465	0			2356	47	3192	0	181	29201	0	744			0	8812	0	7240	4700	333	851	3648	3898	23	0	5592	3412	4447	6363	569	0								0	50		
321536																														0	12165	1220	0	8377		486		0	153			3876	78	1774	0	0	43951	0	0			0	14907	703	5453	17388	1573	2668	2615	3387	815	3849	10400	7270	4975	4000	1592	764								302	63		
321844																														0	1271	7853	1065	5737		0		7475	0			10674	1630	3474	0	0	45202	0	0			0	5758	123	653	12207	981	371	1713	1701	952	40	9693	5239	10683	7122	5456	1005								142	0		
321947																														0	3561	11265	673	12819		72		1628	0			3024	3866	9100	0	11	106141	191	0			0	55273	4968	44158	9914	5487	13297	22852	2645	4422	6140	13321	10210	13245	7197	6204	880								0	72		
322056																														0	19936	4904	5156	30855		2096		12502	0			24251	0	34961	0	2084	183932	206	293			0	46410	690	147	53934	1283	3297	14369	11886	8643	6932	41466	20149	36253	33493	4419	236								0	0		
322449																														0	24	4404	62	1813		0		3202	0			1540	0	1181	0	0	15907	0	0			0	3651	30	0	4282	53	156	57	511	2150	724	1473	2600	1056	2125	4076	640								0	0		
322458																														0	19848	0	0	32507		20		0	0			32085	0	3763	0	0	96916	656	0			0	7619	1730	1089	43182	1687	873	1426	3330	258	45	55999	5814	11789	15122	957	0								0	0		
322476																														0	0	51	0	567		0		0	0			213	0	504	0	0	5732	0	0			101	4294	103	0	1211	262	715	2322	125	745	125	201	33	646	246	312	0								0	0		
322551																														0	174	1313	0	103		22		2092	0			1301	0	1255	0	0	10708	0	0			0	4448	0	0	2939	41	406	613	3388	0	0	816	1680	1722	1801	241	0								0	0		
322757																														0	208	323	582	3923		126		40	0			661	9	4284	0	111	15696	1	0			0	5202	228	0	8713	681	2301	1043	217	891	0	1925	4757	1732	1247	819	0								0	0		
322850																														0	39	3638	319	12197		54		1197	0			9990	439	4303	0	1679	41443	70	0			0	7498	160	222	13278	842	2150	2718	314	1353	0	7674	11278	6132	2529	4580	0								0	0		
323035																														0	13791	0	19098	83328		1829		0	0			9293	6057	1437	0	0	182491	14	25746			0	20423	1503	6990	23907	7212	2164	3300	3936	1109	2702	20237	13300	34458	67584	25916	0								0	0		
323204																														0	1329	2507	1995	16859		593		4478	531			13696	7670	17430	0	19	92941	0	0			0	25231	824	2145	11102	121	103	1138	1679	10984	11104	25137	2477	9282	17865	7764	3324								0	310		
323651																														0	114	152	179	7426		183		9762	0			8150	0	32815	0	902	78749	3239	0			114	22305	0	20695	27192	766	8324	11763	841	371	56	10829	17965	14293	13513	2923	0								0	0		
323718																														0	1735	400	968	28940		6		347	0			10753	3556	11433	0	224	116709	405	0			0	48889	9351	2763	13651	24	2831	235	602	19151	26046	41530	1998	6694	8411	9133	356								512	0		
324153																														0	3593	4609	3796	14193		401		1238	278			7233	0	2917	0	4427	51112	0	0			0	8666	39	7838	10005	198	665	2932	4706	36	0	9560	6118	12889	10163	2172	1187								0	0		
324229																														0	25	39	230	630		0		146	0			1591	205	4426	0	17	22448	0	0			25	14595	512	11752	1792	3038	8455	367	741	1994	0	1435	1928	1807	1561	1121	1								0	32		
324256																														0	26	1874	8	249		49		8141	0			691	0	2350	0	0	14744	0	0			0	1356	0	11	6305	12	4	25	701	337	277	6672	1883	1744	2043	354	692								0	0		
324274																														15000	0	0	1927	93	0	0	0	0	0	0	0	0	0	816	0	0	104620	15	0	0	0	0	86730	69	0	15073	44	56	259	1174	16132	69065	15816	0	9	39	60	1981	0	0	0	15000	0	0	0	0	0	0	
324340																														0	7980	2742	259	38806		486		4470	0			21558	2701	19378	0	346	173224	59	0			14	66138	7727	41735	36052	5999	7083	21132	12691	9548	8359	34504	5989	24782	33153	5853	1276								526	166		
324649																														0	7144	4690	121	28717		0		1173	0			15516	557	12027	0	568	100482	0	0			0	28782	921	12636	51394	3901	15236	6915	498	1845	387	12701	20222	20788	8817	6236	2936								0	266		
324751																														0	0	5271	0	0		5		7970	0			715	0	534	0	30	14562	0	0			0	30	7	0	13780	0	30	0	0	0	0	9978	3772	632	97	0	0								0	0		
324854																														0	789	4714	0	12890		35		2923	0			10692	15	4717	0	1173	45681	0	0			0	7249	462	1595	12806	279	694	862	459	4766	100	9808	6060	4532	2010	11787	3886								0	22		
324863																														1740	13598	12888	129	14384	0	300	300	61636	0	62365	25	62389	6038	23320	0	1103	240652	390	0	0	0	804	38238	4303	5971	119863	19861	4836	10515	2581	266	85	123995	36739	25602	15037	1302	0	1740	0	1740	0	0	0	0	0	976	0	
324902																														415000	0	0	0	0	3907	3907	0	0	0	0	0	0	12953	20415	0	0	549504	0	0	0	0	0	97229	0	83531	416724	50608	22122	4075	6262	2143	10462	445339	1082	5689	0	0	0	415000	200000	215000	0	0	0	0	0	0	0	
324975																														0	361	411	276	745		0		0	0			457	550	9245	0	0	35963	0	0			0	23712	206	9869	2285	418	2502	6269	2352	6840	5331	1643	642	4996	2804	2166	0								0	0		
325141																														0	5461	452	0	3608		562		218	0			8170	0	15795	0	0	93011	1647	31			0	58699	1662	7321	27281	6198	10947	19434	11624	8075	2114	3208	6928	10667	12437	2719	0								0	0		
325459																														0	0	975	0	0		659		3048	0			1551	0	1550	0	0	9671	165	0			286	2053	0	133	3597	292	284	1296	150	31	0	2262	2895	1503	928	195	0								0	0		
325534																														0	1421	1112	84	16040		17		1246	0			8597	1993	3657	0	550	56023	0	0			0	14974	5991	110	10234	792	888	3125	540	1614	7905	7273	4232	11863	15388	2044	0								248	93		
325824																														0	751	95	0	4955		44		0	0			1203	0	14497	0	0	55895	6	0			0	33703	190	11758	2521	4	11841	280	839	12938	7801	1526	5068	4984	7548	2724	348								463	0		
326054																														0	4389	4387	1346	29261		0		6016	0			31155	1504	3431	0	57	100632	0	170			1846	17268	1648	2341	35662	1394	675	2529	5409	6291	970	49040	7489	15491	8805	1336	1200								0	0		
326250																														0	840	851	209	5523		5		3200	0			5284	0	6285	0	0	30025	12	0			0	7174	367	100	10547	1114	747	1898	3056	241	104	7804	4108	4380	5023	1145	88								299	0		
326344																														0	2	24161	188	21353		8		18260	526			11295	228	5485	0	1437	98723	2	0			0	15660	113	0	15908	1891	943	1819	7033	3927	0	36008	8299	9239	20914	5073	2975								503	32		
326670																														0	366	427	291	1643		60		0	35			531	89	1577	0	0	38690	0	0			0	32201	1505	2269	3757	616	1779	1449	1262	12397	14681	575	787	821	1515	1712	1068								0	0		
326858																														2000	18527	19574	1936	78270	0	5989	5989	27966	0	118152	0	118152	15219	23161	0	7649	430167	0	0	0	0	0	98929	11852	429	189801	1762	862	3525	6842	46740	39198	170201	16976	56841	63948	20149	561	2000	0	2000	0	0	0	0	0	943	0	
326979																														0	4180	368	950	12734		0		4	98			7367	6970	948	0	0	113017	0	0			0	73847	5641	59452	389	1041	4588	6177	16388	41639	4014	12423	1222	3692	10055	11107	638								0	8		
327015																														0	556	2095	109	3293		13		14	0			2638	0	2995	0	0	31063	0	0			0	19350	0	506	7034	1786	1325	3591	4256	2670	5572	3752	2259	1827	2084	1179	574								0	0		
327220																														0	616	1065	176	4412		13		86	0			3773	1453	3624	0	228	41434	0	0			0	24863	1064	14648	2442	2257	11775	746	1112	3881	5077	2068	2355	3844	2872	4025	1313								0	61		
327305																														0	2557	2623	3972	38014		1855		3519	2966			40101	13151	18207	0	896	169652	0	0			0	39953	3368	1644	15130	872	958	2580	3010	23440	9040	46726	6647	24029	35122	10570	5494								459	977		
327435																														0	6350	814	0	69531		0		0	0			13042	8437	10268	0	0	169561	234	0			0	59975	282	42315	21050	10524	11371	16106	19874	496	1365	39081	7450	26733	26323	9695	259								0	1096		
327453																														0	18639	7430	1074	53318		57		4843	0			25752	817	18125	0	127	166564	181	0			0	33286	3206	13614	80597	3446	10392	11592	6777	1079	0	45061	33632	30255	21547	2436	0								71	0		
327556																														0	244	2640	0	1743		44		12499	0			1944	0	5210	0	267	27288	0	0			293	2622	75	0	14333	0	117	279	652	1574	0	16515	3338	1689	2172	952	0								0	0		
327855																														0	2618	7022	1227	17150		196		3133	204			10868	0	18340	0	97	76919	0	0			9640	15740	444	6557	17946	219	2136	3207	2734	5019	2306	14035	11830	13208	19511	2260	8								0	84		
327949																														0	12303	916	5507	12337		30		51	0			2017	2188	11167	0	330	175261	0	0			0	114353	14062	24	17493	256	3046	23641	28154	58187	848	5489	8995	12821	17174	16223	0								0	0		
328058																														0	269	2908	0	946		51		5516	0			3509	0	2045	0	55	16776	0	0			0	1138	62	919	6198	918	2	60	81	53	0	6950	2570	1616	3210	36	494								277	0		
328151																														0	0	1879	76	100		13		3028	0			756	0	675	0	0	7984	0	0			0	1449	8	0	2341	0	0	6	222	1221	0	1335	1019	695	1131	2284	71								0	0		
328357																														0	40	18	258	1909		0		646	38			2298	0	5398	0	0	14955	537	0			0	4925	0	0	4789	565	922	2312	429	520	151	1304	1998	4898	1879	401	54								0	0		
328423																														0	4599	7565	5451	25871	44	1077	1033	12336	0	111480	0	111480	26943	64498	0	2673	389386	293	0	0	0	0	122326	3628	103330	43039	10101	7805	41746	30740	17917	12976	48946	24087	110246	52818	23387	3621	0	0	0	0	0	0	0	0	1232	0	
328450																														0	7016	6637	117	9913		126		20126	0			12702	0	8872	0	621	78398	0	0			0	11991	277	2586	30511	3441	2917	4512	726	55	179	47593	6065	5183	4024	2579	70								0	0		
328553																														0	7531	0	2779	10021	0	327	327	0	0	3953	0	3953	7481	1680	0	0	103858	593	0	0	0	200	51617	16503	27904	9320	2527	3231	6752	23064	16043	0	22122	7618	10693	6158	6224	0	0	0	0	0	0	0	0	0	2559	0	
328656																														0	0	7961	0	2336		287		17802	0			3953	0	1990	0	109	36925	0	0			0	1872	615	0	17832	32	128	545	1129	38	0	3841	13986	7497	6816	2853	60								0	0		
328777																														0	18276	372	13208	39290	0	4	4	0	0	4862	0	4862	7469	2395	0	1400	403688	3626	0	0	0	1120	286573	33465	236668	11053	15707	30857	180746	20268	27519	10190	23253	14684	33708	33663	13520	1679	0	0	0	0	0	0	0	0	0	0	
329149																														0	327	12038	288	5959		0		10814	1			8309	91	5263	0	2855	57340	0	937			0	10248	211	4489	13200	217	1000	2999	2439	1470	2123	11052	6328	11145	6905	6329	5200								0	0		
329345																														0	0	822	60	3981		3		73	0			6873	0	4358	0	1059	22155	0	0			0	4818	108	130	8501	296	656	1695	803	1323	0	4476	3073	6621	2738	117	0								0	0		
329550																														0	36980	6085	984	67391	181	182	1	1895	0	35028	0	35028	13570	16212	0	1456	356374	0	127	127	0	0	173958	2424	26383	172228	103612	7541	15989	25453	17034	3366	51156	40164	43642	21215	14049	255	0	0	0	0	0	0	0	0	82	0	
329578																														0	1931	0	1297	5646		0		0	0			220	2801	1081	0	0	48334	0	0			0	34372	956	12196	1711	595	4859	2658	3234	11286	11601	1167	3810	4972	1215	1709	1089								0	30		
329756																														0	3459	1450	0	9521		250		933	0			12300	1148	5194	0	0	40562	0	0			0	6307	0	2633	15396	1541	2667	1638	274	67	120	10917	11288	4863	5997	757	226								0	0		
329952																														0	17763	2726	560	19858		223		2468	616			8354	0	18050	0	44	91058	70	12			0	19286	1711	0	28268	4277	2252	2838	6418	3045	383	10600	11139	14076	27365	7649	679								0	73		
330239																														0	573	54	176	6188		0		0	0			15777	1133	28886	0	0	101349	0	0			0	46823	846	13407	18353	1077	2129	2568	4321	29266	7462	11142	7970	12177	11871	10059	287								893	0		
330248																														0	731	10817	0	5944		17		9498	46			4214	0	5077	0	431	51467	2	0			41	14397	318	10643	8963	887	1809	5822	4162	1337	319	5464	12192	11576	6593	1075	98								0	25		
330417																														0	1283	788	45	6142		94		1031	0			14564	2080	4388	0	287	40627	0	0			0	9155	216	6288	8759	582	1211	2596	3049	1259	458	16454	2504	4217	6365	1225	624								219	335		
330453																														0	953	6234	92	1203		2		5492	0			2169	0	2837	0	0	26245	0	0			77	5943	1320	0	9345	152	702	4869	220	0	0	3213	5278	7295	4017	498	0								0	0		
330659																														0	8718	460	151	30350		480		875	0			15731	692	12202	0	600	106851	2	0			0	35655	907	22263	34585	7945	13130	12335	1458	132	655	36688	20411	8210	4678	697	321								0	32		
330855																														0	5146	6560	6543	46834		667		2658	0			17069	2207	12414	0	847	156565	0	148			301	51816	3641	42659	28635	4484	6992	21758	17602	313	585	30605	15318	37822	20013	609	334								15	0		
330873																														0	1215	0	1214	1877		29		0	0			255	1223	14298	0	0	57824	0	0			0	37544	150	11417	3638	468	1018	4744	4558	6871	19885	15210	1719	1823	1054	265	207								0	19		
330949																														0	1121	2281	0	7561		0		1338	0			3074	0	11105	0	707	62648	60	0			0	35157	364	29234	13138	1135	1174	877	1865	14313	14468	1945	8884	5812	3932	5681	980								0	0		
331106																														0	2221	12683	464	35673		0		3066	151			7814	1411	3931	0	888	102654	404	5			0	34711	191	20419	19710	5271	5882	3677	6581	4931	8097	39613	6762	5561	5982	4483	2641								0	0		
331375																														0	2476	0	478	8918		0		0	0			2377	3890	1504	0	0	76008	0	0			0	55207	1158	37778	1863	1232	1599	17222	13241	21913	0	4945	1943	3411	7664	2838	0								0	0		
331544																														0	0	4709	0	4229		94		1547	0			4201	1941	9007	0	1558	49793	0	0			0	20244	2263	0	32171	2111	13677	3471	553	308	0	4724	11659	6676	4901	1234	120								0	0		
