RCFD1410,RCFD1420,RCFD1460,RCFD1563,RCFD1590,RCFD1616,RCFD1763,RCFD1764,RCFD1797,RCFD2011,RCFD2081,RCFD2107,RCFD2122,RCFD2123,RCFD2182,RCFD2183,RCFD2746,RCFD5367,RCFD5368,RCFDA247,RCFDA570,RCFDA571,RCFDA572,RCFDA573,RCFDA574,RCFDA575,RCFDB532,RCFDB533,RCFDB534,RCFDB536,RCFDB537,RCFDB538,RCFDB539,RCFDB837,RCFDC391,RCFDC779,RCFDC780,RCFDF158,RCFDF159,RCFDF160,RCFDF161,RCFDF162,RCFDF163,RCFDG091,RCFDG092,RCFDG093,RCFDG094,RCFDG095,RCFDG096,RCFDG097,RCFDG098,RCFDG099,RCFDG100,RCFDG101,RCFDG102,RCFDG378,RCFDHK25,RCFDK098,RCFDK137,RCFDK163,RCFDK164,RCFDK165,RCFDK168,RCFDK203,RCFDK204,RCFDK207,RCON1288,RCON1415,RCON1420,RCON1460,RCON1480,RCON1545,RCON1564,RCON1590,RCON1763,RCON1764,RCON1766,RCON1797,RCON2011,RCON2081,RCON2107,RCON2122,RCON2123,RCON2165,RCON2746,RCON5367,RCON5368,RCON5370,RCONA247,RCONA564,RCONA565,RCONA566,RCONA567,RCONA568,RCONA569,RCONA570,RCONA571,RCONA572,RCONA573,RCONA574,RCONA575,RCONB531,RCONB534,RCONB535,RCONB538,RCONB539,RCONC779,RCONC780,RCONF158,RCONF159,RCONF160,RCONF161,RCONF230,RCONF231,RCONF232,RCONF576,RCONF577,RCONG376,RCONG378,RCONGW45,RCONGW46,RCONGW47,RCONHK25,RCONJ451,RCONJ454,RCONJ464,RCONK098,RCONK137,RCONK158,RCONK159,RCONK160,RCONK161,RCONK162,RCONK165,RCONK166,RCONK168,RCONK203,RCONK204,RCONK207,RCONK256,RCONLE75,RCONLG24,RCONLG25,RIADG377,IDRSSD,RCON9999
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1740,172,,,,41,,,1125,0,8901,0,1153,46233,0,0,0,22629,99,0,17647,1123,5618,7843,4702,2895,89,3524,7382,7393,3836,828,263,,,,0,0,0,0,864,421,8658,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,2008-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1370,0,,,,1912,,,1943,0,2841,0,0,20056,0,0,0,7553,33,0,10670,683,1092,3484,667,1569,0,4356,4539,2055,1288,265,0,,,,0,0,0,0,0,0,0,4394,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,242,2008-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,202,83,,,,433,,,2979,236,6351,0,0,61559,26,329,130,33755,400,493,7895,437,330,2924,1753,11530,16782,3775,3540,5573,4474,8574,1894,,,,0,0,0,0,2222,3869,2903,7818,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,279,2008-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,943,0,,,,656,,,350,0,731,0,0,4466,0,0,0,1720,24,1447,954,0,1674,0,0,0,0,397,1657,346,146,11,0,,,,0,0,0,0,0,0,0,42,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,354,2008-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,3343,0,,,,5780,,,4309,0,3066,0,232,27975,0,0,0,4677,720,4158,12757,168,722,3540,190,0,0,3866,7125,7478,3240,697,232,,,,0,0,0,0,593,1661,2483,1071,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,457,2008-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,4637,,0,27,0,16277,0,16277,14504,41531,0,7567,266960,8242,0,0,149074,6920,41827,19860,781,8835,19344,10644,42861,66270,28497,7036,19972,27345,29440,12751,0,0,0,0,450,0,0,3077,1336,19109,10693,0,,,0,582,,,,,,,,,,,,,,,,,,,,,,,,,,,,505,2008-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,5198,516,,,,6341,,,34122,806,5943,0,1350,130288,0,0,0,16468,3604,400,50071,2361,2361,4643,5902,669,532,36916,17514,24242,30079,3162,1907,,,,573,210,0,0,3170,6682,11704,29449,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1155,2008-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,8927,0,,,,5579,,,17220,0,9953,0,0,65156,0,94,0,11371,0,11371,51988,2426,7866,413,181,251,0,12482,29251,6229,4438,655,0,,,,0,0,0,0,0,0,0,11840,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1351,2008-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,4738,997,,0,27,3548,32837,0,32837,2359,29601,0,0,213637,568,68,0,73993,6868,5745,44229,5791,3442,3095,6600,31665,23400,37764,10953,23727,33441,30431,3888,0,0,0,0,1097,0,0,2849,7127,23979,24117,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1454,2008-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,4838,0,,,,10144,,,1251,0,782,0,0,21552,0,0,0,2443,0,0,8578,134,214,767,965,363,0,2787,5633,2821,4957,2053,858,,,,0,0,0,0,0,207,1855,30,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1557,2008-06-30
