RCFD1410,RCFD1420,RCFD1460,RCFD1563,RCFD1590,RCFD1616,RCFD1763,RCFD1764,RCFD1797,RCFD2011,RCFD2081,RCFD2107,RCFD2122,RCFD2123,RCFD2182,RCFD2183,RCFD2746,RCFD5367,RCFD5368,RCFDA247,RCFDA570,RCFDA571,RCFDA572,RCFDA573,RCFDA574,RCFDA575,RCFDB532,RCFDB533,RCFDB534,RCFDB536,RCFDB537,RCFDB538,RCFDB539,RCFDB837,RCFDC391,RCFDC779,RCFDC780,RCFDF158,RCFDF159,RCFDF160,RCFDF161,RCFDF162,RCFDF163,RCFDG091,RCFDG092,RCFDG093,RCFDG094,RCFDG095,RCFDG096,RCFDG097,RCFDG098,RCFDG099,RCFDG100,RCFDG101,RCFDG102,RCFDG378,RCFDHK25,RCFDK098,RCFDK137,RCFDK163,RCFDK164,RCFDK165,RCFDK168,RCFDK203,RCFDK204,RCFDK207,RCON1288,RCON1415,RCON1420,RCON1460,RCON1480,RCON1545,RCON1564,RCON1590,RCON1763,RCON1764,RCON1766,RCON1797,RCON2011,RCON2081,RCON2107,RCON2122,RCON2123,RCON2165,RCON2746,RCON5367,RCON5368,RCON5370,RCONA247,RCONA564,RCONA565,RCONA566,RCONA567,RCONA568,RCONA569,RCONA570,RCONA571,RCONA572,RCONA573,RCONA574,RCONA575,RCONB531,RCONB534,RCONB535,RCONB538,RCONB539,RCONC779,RCONC780,RCONF158,RCONF159,RCONF160,RCONF161,RCONF230,RCONF231,RCONF232,RCONF576,RCONF577,RCONG376,RCONG378,RCONGW45,RCONGW46,RCONGW47,RCONHK25,RCONJ451,RCONJ454,RCONJ464,RCONK098,RCONK137,RCONK158,RCONK159,RCONK160,RCONK161,RCONK162,RCONK165,RCONK166,RCONK168,RCONK203,RCONK204,RCONK207,RCONK256,RCONLE75,RCONLG24,RCONLG25,RIADG377,IDRSSD,RCON9999
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,1248,0,5928,,,84,,,1072,0,9976,0,3172,44548,0,0,0,22899,70,0,13402,1047,2105,9567,4162,5922,96,5062,5277,6472,2811,1662,220,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,2002-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2104,0,3354,,,2209,,,1203,100,2721,0,0,18237,1,0,0,6450,95,0,4543,261,511,4013,1454,211,0,3393,4897,1812,1428,258,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242,2002-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,813,84,110,4136,,,156,,,458,4,2334,0,0,28504,27,104,9,19639,693,689,2059,57,103,329,448,6075,12627,712,1465,1054,1093,3826,742,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279,2002-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,920,0,101,,,855,,,217,0,1023,0,0,4268,0,0,0,1124,28,1018,1006,0,1008,10,0,0,0,326,1485,646,399,124,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354,2002-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3593,12431,44,33356,,,1199,,,18191,0,9476,0,3977,107132,0,0,0,23341,1524,1104,38363,2769,2582,11187,4108,2125,27,24396,12708,30814,10247,3326,1411,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439,2002-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,626,1841,0,1215,,,3985,,,2014,0,3544,0,251,15738,0,0,0,2238,0,2014,7311,42,351,1411,412,22,0,2783,4135,4316,1846,414,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,457,2002-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2596,0,2252,34041,,,0,,,21492,9014,29130,0,2384,164988,5490,0,300,67023,1580,5252,21906,190,2216,1631,2399,30753,29679,27555,12879,16056,22267,15232,7728,,,,318,598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,505,2002-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,31919,82,2383,47673,0,345,0,35592,0,35592,5272,12379,0,0,253472,8,0,0,79380,8643,0,200180,54221,5255,9953,5745,1467,2733,35606,36323,72767,26329,2721,33,0,0,0,29643,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1146,2002-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5811,756,1097,15907,,,3625,,,28483,1358,6221,0,0,85133,0,0,0,16445,4813,398,30178,2289,2514,3449,5814,913,1414,29331,6775,10769,15740,5557,225,,,,381,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1155,2002-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,7470,0,5094,,,4167,,,13826,0,8974,0,0,47480,0,123,0,7772,0,6915,39782,2120,5287,134,217,14,0,11446,20929,5706,1474,147,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1351,2002-09-30
