RCFD1410,RCFD1420,RCFD1460,RCFD1563,RCFD1590,RCFD1616,RCFD1763,RCFD1764,RCFD1797,RCFD2011,RCFD2081,RCFD2107,RCFD2122,RCFD2123,RCFD2182,RCFD2183,RCFD2746,RCFD5367,RCFD5368,RCFDA247,RCFDA570,RCFDA571,RCFDA572,RCFDA573,RCFDA574,RCFDA575,RCFDB532,RCFDB533,RCFDB534,RCFDB536,RCFDB537,RCFDB538,RCFDB539,RCFDB837,RCFDC391,RCFDC779,RCFDC780,RCFDF158,RCFDF159,RCFDF160,RCFDF161,RCFDF162,RCFDF163,RCFDG091,RCFDG092,RCFDG093,RCFDG094,RCFDG095,RCFDG096,RCFDG097,RCFDG098,RCFDG099,RCFDG100,RCFDG101,RCFDG102,RCFDG378,RCFDHK25,RCFDK098,RCFDK137,RCFDK163,RCFDK164,RCFDK165,RCFDK168,RCFDK203,RCFDK204,RCFDK207,RCON1288,RCON1415,RCON1420,RCON1460,RCON1480,RCON1545,RCON1564,RCON1590,RCON1763,RCON1764,RCON1766,RCON1797,RCON2011,RCON2081,RCON2107,RCON2122,RCON2123,RCON2165,RCON2746,RCON5367,RCON5368,RCON5370,RCONA247,RCONA564,RCONA565,RCONA566,RCONA567,RCONA568,RCONA569,RCONA570,RCONA571,RCONA572,RCONA573,RCONA574,RCONA575,RCONB531,RCONB534,RCONB535,RCONB538,RCONB539,RCONC779,RCONC780,RCONF158,RCONF159,RCONF160,RCONF161,RCONF230,RCONF231,RCONF232,RCONF576,RCONF577,RCONG376,RCONG378,RCONGW45,RCONGW46,RCONGW47,RCONHK25,RCONJ451,RCONJ454,RCONJ464,RCONK098,RCONK137,RCONK158,RCONK159,RCONK160,RCONK161,RCONK162,RCONK165,RCONK166,RCONK168,RCONK203,RCONK204,RCONK207,RCONK256,RCONLE75,RCONLG24,RCONLG25,RIADG377,IDRSSD,RCON9999
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,678,0,8703,,,120,,,969,0,9594,0,2788,46555,0,0,0,23561,28,0,14237,1104,3430,9414,5125,4213,95,2232,7583,7176,4079,1309,368,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,2005-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2512,0,3761,,,2293,,,1105,0,2512,0,0,19821,0,0,0,7469,159,0,5017,462,1182,4314,1129,382,0,3238,5297,2632,1096,71,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242,2005-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3809,383,1090,5178,,,258,,,1081,16,2652,0,0,39808,12,347,200,24568,410,610,4625,820,449,527,1676,9454,11642,2437,2175,1756,2893,5342,649,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279,2005-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,780,0,55,,,707,,,203,0,620,0,0,4172,0,0,0,1807,0,1696,925,0,1780,0,0,0,0,419,1377,363,119,17,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354,2005-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10105,18407,162,43864,,,1704,,,17824,0,5642,0,3438,124063,0,0,0,22061,856,2512,48323,3823,3850,9065,4207,755,25,43722,13892,30075,12159,2012,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439,2005-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2029,2472,0,1693,,,4940,,,2801,0,4138,0,121,23486,0,0,0,5144,121,4630,9848,440,904,3773,27,0,0,2957,5547,6951,2760,117,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,457,2005-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6322,0,4324,24146,,,0,,,16434,10298,35462,0,9236,188981,8172,0,0,87901,2507,23789,19459,1,21451,929,3807,36867,24846,33444,5693,11657,25029,19770,13451,,,,0,499,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,505,2005-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,69623,925,6413,78594,54,1238,9,24386,0,24386,11899,13065,0,0,361088,6,0,0,91197,9559,18598,165164,42938,4392,9864,10407,838,22697,78757,27001,104036,57820,1786,336,0,0,0,53977,155,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1146,2005-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5273,4198,223,31332,,,4561,,,30886,1221,6410,0,935,110915,0,0,0,15050,5255,756,36424,1301,1437,3800,6982,976,554,32204,10869,15409,31043,5907,0,,,,489,228,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1155,2005-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,9091,0,9976,,,4720,,,16613,0,8403,0,0,58569,0,224,0,9442,0,8882,49820,2348,6525,126,265,115,0,12590,28357,5334,2308,165,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1351,2005-06-30
