RCFD1410,RCFD1420,RCFD1460,RCFD1563,RCFD1590,RCFD1616,RCFD1763,RCFD1764,RCFD1797,RCFD2011,RCFD2081,RCFD2107,RCFD2122,RCFD2123,RCFD2182,RCFD2183,RCFD2746,RCFD5367,RCFD5368,RCFDA247,RCFDA570,RCFDA571,RCFDA572,RCFDA573,RCFDA574,RCFDA575,RCFDB532,RCFDB533,RCFDB534,RCFDB536,RCFDB537,RCFDB538,RCFDB539,RCFDB837,RCFDC391,RCFDC779,RCFDC780,RCFDF158,RCFDF159,RCFDF160,RCFDF161,RCFDF162,RCFDF163,RCFDG091,RCFDG092,RCFDG093,RCFDG094,RCFDG095,RCFDG096,RCFDG097,RCFDG098,RCFDG099,RCFDG100,RCFDG101,RCFDG102,RCFDG378,RCFDHK25,RCFDK098,RCFDK137,RCFDK163,RCFDK164,RCFDK165,RCFDK168,RCFDK203,RCFDK204,RCFDK207,RCON1288,RCON1415,RCON1420,RCON1460,RCON1480,RCON1545,RCON1564,RCON1590,RCON1763,RCON1764,RCON1766,RCON1797,RCON2011,RCON2081,RCON2107,RCON2122,RCON2123,RCON2165,RCON2746,RCON5367,RCON5368,RCON5370,RCONA247,RCONA564,RCONA565,RCONA566,RCONA567,RCONA568,RCONA569,RCONA570,RCONA571,RCONA572,RCONA573,RCONA574,RCONA575,RCONB531,RCONB534,RCONB535,RCONB538,RCONB539,RCONC779,RCONC780,RCONF158,RCONF159,RCONF160,RCONF161,RCONF230,RCONF231,RCONF232,RCONF576,RCONF577,RCONG376,RCONG378,RCONGW45,RCONGW46,RCONGW47,RCONHK25,RCONJ451,RCONJ454,RCONJ464,RCONK098,RCONK137,RCONK158,RCONK159,RCONK160,RCONK161,RCONK162,RCONK165,RCONK166,RCONK168,RCONK203,RCONK204,RCONK207,RCONK256,RCONLE75,RCONLG24,RCONLG25,RIADG377,IDRSSD,RCON9999
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,376,1651,0,9192,,,47,,,1335,0,10392,0,1651,47886,0,0,0,22562,62,0,16390,1931,3357,9923,3507,3679,93,2874,8844,7268,4892,1095,278,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,2006-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1903,0,4082,,,2596,,,1802,0,2678,0,0,20930,0,0,0,7832,30,0,6120,619,1390,4480,558,727,0,2976,6634,2112,1265,97,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242,2006-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5395,229,1075,8302,,,349,,,1418,619,3848,0,0,49368,11,219,180,27512,399,737,7478,911,409,1211,1814,11752,11415,5735,3087,2161,4136,6658,90,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279,2006-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,977,0,38,,,599,,,187,0,700,0,0,4085,0,0,0,1584,0,1508,870,0,1557,0,0,0,0,627,1380,311,157,11,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354,2006-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7164,19296,142,48313,,,1679,,,18538,0,5586,0,2973,130506,0,0,0,26080,735,4538,58304,5578,5348,10938,3388,610,25,37870,19151,33699,12536,1087,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439,2006-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1717,2524,0,3323,,,5209,,,3299,0,3625,0,116,25220,0,0,0,5089,304,4580,12789,541,1568,2466,514,0,0,3227,8050,6927,1594,149,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,457,2006-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9096,0,5360,25685,0,18,0,13618,0,13618,11158,45997,0,6492,226466,7975,0,0,110013,6511,37286,21176,2,35501,675,3723,37483,32629,27249,11122,11115,35655,28142,10885,0,0,0,0,493,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,505,2006-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,94395,3059,9956,79061,9,1177,0,36250,0,36250,13849,10348,0,0,378141,5,0,0,87535,10794,16524,187193,41595,6243,11834,5311,201,22332,119365,22364,96424,47222,2431,446,0,0,0,31582,131,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1146,2006-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10433,3836,234,32225,,,5158,,,34160,1129,6501,0,882,119146,0,0,0,16742,5316,905,35613,2647,1739,3917,5839,1904,547,31404,10417,28938,24813,4671,1750,,,,492,233,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1155,2006-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,9499,0,10878,,,4805,,,15638,0,8818,0,0,59530,0,182,0,9565,0,8649,49391,2120,6814,302,102,164,0,11630,28827,5314,3635,144,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1351,2006-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8459,4904,4542,46466,0,69,3805,36556,0,36556,2104,29613,0,0,197698,483,127,0,52431,6426,3764,39630,3849,3229,3052,4859,26321,11122,42412,9651,21941,43343,25015,3183,0,0,0,1558,1121,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1454,2006-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3581,0,1718,,,8603,,,695,0,712,0,0,17613,0,0,0,2301,0,0,7704,40,129,787,1028,316,0,1702,5833,3187,3657,284,650,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1557,2006-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,171109,9676,7386,106857,1084,1407,6128,60592,0,60592,24779,10236,0,592,468659,163,0,0,62131,6162,17168,208543,20376,13148,22184,3430,1179,1814,237145,48812,66882,34071,17466,830,0,0,0,0,683,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1632,2006-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,396,67,0,7415,,,1793,,,8460,0,9852,0,0,69268,0,0,0,39339,1833,24210,6936,1541,6487,4641,2141,15182,9335,3453,7889,6573,7517,4408,63,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1669,2006-06-30
