RCFD1410,RCFD1420,RCFD1460,RCFD1563,RCFD1590,RCFD1616,RCFD1763,RCFD1764,RCFD1797,RCFD2011,RCFD2081,RCFD2107,RCFD2122,RCFD2123,RCFD2182,RCFD2183,RCFD2746,RCFD5367,RCFD5368,RCFDA247,RCFDA570,RCFDA571,RCFDA572,RCFDA573,RCFDA574,RCFDA575,RCFDB532,RCFDB533,RCFDB534,RCFDB536,RCFDB537,RCFDB538,RCFDB539,RCFDB837,RCFDC391,RCFDC779,RCFDC780,RCFDF158,RCFDF159,RCFDF160,RCFDF161,RCFDF162,RCFDF163,RCFDG091,RCFDG092,RCFDG093,RCFDG094,RCFDG095,RCFDG096,RCFDG097,RCFDG098,RCFDG099,RCFDG100,RCFDG101,RCFDG102,RCFDG378,RCFDHK25,RCFDK098,RCFDK137,RCFDK163,RCFDK164,RCFDK165,RCFDK168,RCFDK203,RCFDK204,RCFDK207,RCON1288,RCON1415,RCON1420,RCON1460,RCON1480,RCON1545,RCON1564,RCON1590,RCON1763,RCON1764,RCON1766,RCON1797,RCON2011,RCON2081,RCON2107,RCON2122,RCON2123,RCON2165,RCON2746,RCON5367,RCON5368,RCON5370,RCONA247,RCONA564,RCONA565,RCONA566,RCONA567,RCONA568,RCONA569,RCONA570,RCONA571,RCONA572,RCONA573,RCONA574,RCONA575,RCONB531,RCONB534,RCONB535,RCONB538,RCONB539,RCONC779,RCONC780,RCONF158,RCONF159,RCONF160,RCONF161,RCONF230,RCONF231,RCONF232,RCONF576,RCONF577,RCONG376,RCONG378,RCONGW45,RCONGW46,RCONGW47,RCONHK25,RCONJ451,RCONJ454,RCONJ464,RCONK098,RCONK137,RCONK158,RCONK159,RCONK160,RCONK161,RCONK162,RCONK165,RCONK166,RCONK168,RCONK203,RCONK204,RCONK207,RCONK256,RCONLE75,RCONLG24,RCONLG25,RIADG377,IDRSSD,RCON9999
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,1032,0,8435,,,38,,,1664,0,10111,0,0,44145,0,0,0,22697,60,0,12494,1468,2978,8624,5892,3708,0,2787,5364,6787,4224,1293,438,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,2004-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2649,0,3463,,,2417,,,930,0,2522,0,0,19572,0,0,0,7432,151,0,5168,359,1352,3995,1419,307,0,5008,3843,2012,1139,120,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242,2004-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3437,388,1097,4223,,,257,,,382,8,2327,0,35,34885,14,299,1,22034,412,679,4199,157,671,606,948,9111,10541,2455,1467,1816,1809,4697,617,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279,2004-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,695,0,62,,,797,,,271,0,735,0,0,4290,0,0,0,1730,0,1622,921,1622,0,0,0,0,0,1451,460,435,140,19,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354,2004-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10350,17920,170,47171,,,1746,,,17822,0,6760,0,4600,128729,0,0,0,21426,764,1645,46858,3319,3665,8528,4559,981,26,43049,15038,32518,13491,2424,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439,2004-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1993,2542,0,1923,,,4057,,,2979,0,4039,0,123,23010,0,0,0,5202,111,4682,9580,507,693,3833,169,0,0,3728,4652,5949,2960,238,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,457,2004-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6067,0,4502,21565,,,0,,,13540,10737,35307,0,9077,172765,7867,0,0,77629,1657,18945,20232,5,16485,1089,3993,31988,24041,25425,11241,12102,22583,18564,12864,,,,0,516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,505,2004-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,48892,1016,4968,76241,9,942,61,29555,0,29555,9737,10569,0,0,323549,7,0,0,80750,9448,17816,153984,33147,4776,7676,13067,1144,20940,59446,29888,88808,61089,3169,0,0,0,0,51215,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1146,2004-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4000,1320,143,29835,,,3902,,,34552,1177,6199,0,0,102735,0,0,0,15571,5008,870,32538,1993,1971,3635,6074,1340,558,32152,6475,13574,29311,5645,0,,,,470,213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1155,2004-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,8953,0,9119,,,4692,,,15907,0,8287,0,0,56478,0,224,0,9232,0,8270,48321,1983,6464,197,363,100,0,12517,27357,4841,1928,130,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1351,2004-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3231,5129,1634,38529,0,59,2958,33299,0,33299,2179,28742,0,0,163865,376,0,0,41693,3842,3799,25201,3521,2582,2090,5294,22350,5856,39173,6983,17875,35638,22321,176,0,0,0,1642,1304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1454,2004-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,71,3493,0,1157,,,9369,,,857,0,664,0,0,17948,0,0,0,2335,0,0,7375,2,121,636,1157,399,0,1596,5657,3303,4750,307,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1557,2004-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,72610,5082,7320,88616,,,7414,,,50179,15826,12881,0,637,309735,0,0,0,42204,4010,18116,129613,21987,4536,10983,2950,171,1577,179394,23100,37627,17567,8380,1394,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1632,2004-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,642,121,0,5533,,,1824,,,9695,0,9481,0,100,69625,0,0,0,40433,1686,25239,6744,454,4558,4149,5583,16852,8728,4269,6576,6508,6943,4797,83,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1669,2004-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,924,0,13475,44801,,,0,,,28278,8326,1407,0,19,183514,220,20845,0,56153,7999,0,25343,112,77,466,8450,26650,19299,24431,723,13679,42482,43242,2032,,,,652,796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1829,2004-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,93,470,0,512,,,1421,,,2924,0,1427,0,0,9366,0,0,0,2519,0,2102,3251,2116,33,7,144,54,0,5060,359,579,688,161,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1856,2004-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,2701,2986,4694,1754,,,2979,,,57649,854,6181,0,0,116238,0,0,0,35244,556,1987,46454,7038,6611,17707,2395,140,0,19828,12977,40510,5829,1341,0,,,,448,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2040,2004-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,540,1163,0,6664,,,1609,,,5751,0,10108,0,0,53901,53,0,0,27645,0,20084,17800,922,7607,5844,6856,6184,143,4307,4964,7758,6586,2604,90,,,,431,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2161,2004-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7338,0,162903,60645,0,0,0,0,0,0,5864,553,0,0,420536,0,0,0,144352,38881,14266,7716,664,1217,5388,6755,96600,33598,16831,1037,32192,25405,115898,84746,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2376,2004-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4566,0,2996,,,2224,,,3455,59,701,0,0,16984,0,0,0,2468,42,1999,3036,1396,995,51,12,14,0,9338,4572,334,272,0,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2451,2004-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,869,0,0,,,1674,,,575,0,434,0,0,3733,0,0,0,181,0,0,1303,0,0,6,0,137,38,2494,87,379,219,373,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2554,2004-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,26394,0,83821,139703,0,182,0,75389,0,75389,8125,37049,0,0,384471,974,0,0,12770,2012,3954,97630,6179,2419,1866,616,0,1491,180682,35978,110648,31417,1533,12377,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2732,2004-12-31
