RCFD1410,RCFD1420,RCFD1460,RCFD1563,RCFD1590,RCFD1616,RCFD1763,RCFD1764,RCFD1797,RCFD2011,RCFD2081,RCFD2107,RCFD2122,RCFD2123,RCFD2182,RCFD2183,RCFD2746,RCFD5367,RCFD5368,RCFDA247,RCFDA570,RCFDA571,RCFDA572,RCFDA573,RCFDA574,RCFDA575,RCFDB532,RCFDB533,RCFDB534,RCFDB536,RCFDB537,RCFDB538,RCFDB539,RCFDB837,RCFDC391,RCFDC779,RCFDC780,RCFDF158,RCFDF159,RCFDF160,RCFDF161,RCFDF162,RCFDF163,RCFDG091,RCFDG092,RCFDG093,RCFDG094,RCFDG095,RCFDG096,RCFDG097,RCFDG098,RCFDG099,RCFDG100,RCFDG101,RCFDG102,RCFDG378,RCFDHK25,RCFDK098,RCFDK137,RCFDK163,RCFDK164,RCFDK165,RCFDK168,RCFDK203,RCFDK204,RCFDK207,RCON1288,RCON1415,RCON1420,RCON1460,RCON1480,RCON1545,RCON1564,RCON1590,RCON1763,RCON1764,RCON1766,RCON1797,RCON2011,RCON2081,RCON2107,RCON2122,RCON2123,RCON2165,RCON2746,RCON5367,RCON5368,RCON5370,RCONA247,RCONA564,RCONA565,RCONA566,RCONA567,RCONA568,RCONA569,RCONA570,RCONA571,RCONA572,RCONA573,RCONA574,RCONA575,RCONB531,RCONB534,RCONB535,RCONB538,RCONB539,RCONC779,RCONC780,RCONF158,RCONF159,RCONF160,RCONF161,RCONF230,RCONF231,RCONF232,RCONF576,RCONF577,RCONG376,RCONG378,RCONGW45,RCONGW46,RCONGW47,RCONHK25,RCONJ451,RCONJ454,RCONJ464,RCONK098,RCONK137,RCONK158,RCONK159,RCONK160,RCONK161,RCONK162,RCONK165,RCONK166,RCONK168,RCONK203,RCONK204,RCONK207,RCONK256,RCONLE75,RCONLG24,RCONLG25,RIADG377,IDRSSD,RCON9999
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1445,368,,,,89,,,3089,0,7951,0,2081,44922,0,0,0,21330,130,0,15664,2262,2844,8899,5097,1839,54,2050,8563,7216,3645,1617,0,,,,0,0,0,0,900,0,6088,1397,0,,,206,0,,0,,,,,,0,54,,,,,,,,,,,,,,,,,,,37,2010-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,3116,0,,,,2616,,,1441,28,2842,0,0,21181,0,0,0,7481,35,0,11784,346,1054,4222,1369,468,0,6843,3541,2040,1028,230,0,,,,0,0,0,0,0,0,0,3610,0,,,0,0,,7481,,,,,,0,12,,,,,,,,,,,,,,,,,,,242,2010-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,566,1966,,,,292,,,2269,661,7006,0,213,75590,74,0,72,45637,628,1753,7553,994,866,1299,1589,12410,28479,3634,3686,4038,3520,9737,5390,,,,0,0,0,0,974,3855,3078,8519,0,,,0,0,,31805,,,,,,0,0,,,,,,,,,,,,,,,,,,,279,2010-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1043,0,,,,719,,,340,0,845,0,0,4330,0,0,0,1368,15,683,742,18,668,40,52,348,168,275,1123,570,216,565,0,,,,0,0,0,0,0,0,0,0,0,,,0,0,,0,,,,,,0,0,,,,,,,,,,,,,,,,,,,354,2010-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,3672,0,,,,6913,,,6462,0,2982,0,448,31358,0,0,0,5744,907,4845,16209,289,1622,3069,324,79,0,3636,10988,7407,2535,63,448,,,,0,0,0,0,522,395,1915,1363,0,,,0,0,,13982,,,,,,0,35,,,,,,,,,,,,,,,,,,,457,2010-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,6540,,0,,0,13928,0,13928,15459,32251,0,10319,246192,6424,0,0,127628,3975,28304,21665,2737,15191,6535,7109,26221,68440,32421,7607,14736,23623,32612,13033,0,0,0,0,439,0,0,58,1538,20249,18552,0,,,0,1635,,127180,,,,,96,1584,96,,,,,,,,,,,,,,,,,,,505,2010-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,5836,477,,,,7619,,,39248,856,6411,0,2574,146886,0,0,0,19906,4018,408,41685,2374,1022,4501,10042,986,795,38520,12713,24415,38013,6036,3074,,,,570,202,0,0,1615,4437,19923,31782,0,,,0,103,,146886,,,,,,1100,312,,,,,,,,,,,,,,,,,,,1155,2010-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,10807,0,,,,4673,,,19648,0,10306,0,0,71856,0,0,0,12072,0,11995,57695,2508,8689,186,221,391,0,17151,29347,7616,4567,568,0,,,,0,0,0,0,0,0,0,14236,0,,,0,0,,0,,,,,,0,114,,,,,,,,,,,,,,,,,,,1351,2010-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,4899,1661,,0,,3277,26474,0,26474,4887,26501,0,0,216350,737,0,0,77837,5919,3525,34164,3001,3032,2887,7866,40354,20697,17893,17387,21542,44705,28750,7397,0,0,0,0,1214,0,0,596,6782,34693,22280,0,,,0,0,,0,,,,,67,0,67,,,,,,,,,,,,,,,,,,,1454,2010-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,7602,0,,,,16941,,,1317,0,1093,0,0,31635,0,0,0,2460,0,0,10264,0,112,528,590,1230,0,2719,7433,3136,8094,7094,699,,,,0,0,0,0,0,0,2008,0,0,,,0,0,,2286,,,,,,0,214,,,,,,,,,,,,,,,,,,,1557,2010-06-30
