RCFD1410,RCFD1420,RCFD1460,RCFD1563,RCFD1590,RCFD1616,RCFD1763,RCFD1764,RCFD1797,RCFD2011,RCFD2081,RCFD2107,RCFD2122,RCFD2123,RCFD2182,RCFD2183,RCFD2746,RCFD5367,RCFD5368,RCFDA247,RCFDA570,RCFDA571,RCFDA572,RCFDA573,RCFDA574,RCFDA575,RCFDB532,RCFDB533,RCFDB534,RCFDB536,RCFDB537,RCFDB538,RCFDB539,RCFDB837,RCFDC391,RCFDC779,RCFDC780,RCFDF158,RCFDF159,RCFDF160,RCFDF161,RCFDF162,RCFDF163,RCFDG091,RCFDG092,RCFDG093,RCFDG094,RCFDG095,RCFDG096,RCFDG097,RCFDG098,RCFDG099,RCFDG100,RCFDG101,RCFDG102,RCFDG378,RCFDHK25,RCFDK098,RCFDK137,RCFDK163,RCFDK164,RCFDK165,RCFDK168,RCFDK203,RCFDK204,RCFDK207,RCON1288,RCON1415,RCON1420,RCON1460,RCON1480,RCON1545,RCON1564,RCON1590,RCON1763,RCON1764,RCON1766,RCON1797,RCON2011,RCON2081,RCON2107,RCON2122,RCON2123,RCON2165,RCON2746,RCON5367,RCON5368,RCON5370,RCONA247,RCONA564,RCONA565,RCONA566,RCONA567,RCONA568,RCONA569,RCONA570,RCONA571,RCONA572,RCONA573,RCONA574,RCONA575,RCONB531,RCONB534,RCONB535,RCONB538,RCONB539,RCONC779,RCONC780,RCONF158,RCONF159,RCONF160,RCONF161,RCONF230,RCONF231,RCONF232,RCONF576,RCONF577,RCONG376,RCONG378,RCONGW45,RCONGW46,RCONGW47,RCONHK25,RCONJ451,RCONJ454,RCONJ464,RCONK098,RCONK137,RCONK158,RCONK159,RCONK160,RCONK161,RCONK162,RCONK165,RCONK166,RCONK168,RCONK203,RCONK204,RCONK207,RCONK256,RCONLE75,RCONLG24,RCONLG25,RIADG377,IDRSSD,RCON9999
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1664,0,,,,213,,,3081,0,,0,747,40926,0,0,0,20322,49,0,12542,1074,3495,8326,5267,1668,52,3399,4574,6821,2957,1492,0,,,,0,0,0,0,1057,0,4391,2318,0,,,0,0,,0,,,,,,0,62,0,4391,0,0,0,0,0,0,0,,0,0,2631,0,,,,,37,2011-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,3386,0,,,,2250,,,1394,27,,0,0,20821,0,0,0,7490,39,0,6953,547,1388,3664,1200,690,0,7052,2879,1930,1217,251,0,,,,0,0,0,0,0,0,0,3393,0,,,63,0,,7490,,,,,,0,12,0,1607,0,0,0,0,0,0,0,0,0,0,1223,0,,,,,242,2011-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,489,2165,,,,309,,,2187,724,,0,148,74728,82,0,48,47243,564,1035,5718,625,463,871,1558,12927,30799,2730,2310,3645,3255,10102,5525,,,,0,0,0,0,700,3705,49,11031,0,,,0,0,,22092,,,,,,0,0,0,3238,0,0,0,0,0,0,0,,0,0,2258,0,,,,,279,2011-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1176,0,,,,606,,,427,0,,0,0,4169,0,0,0,1153,0,659,845,16,647,19,0,295,164,307,1457,452,212,475,0,,,,0,0,0,0,0,0,0,0,0,,,0,0,,0,,,,,,0,0,0,536,0,0,0,0,0,0,0,0,0,0,271,0,,,,,354,2011-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,4451,419,,,,6997,,,5813,0,,0,437,32150,0,0,0,6288,723,5356,18185,777,1342,3566,266,0,0,6024,10367,6718,2089,43,437,,,,0,0,0,0,753,323,1996,1342,0,,,0,0,,11475,,,,,,0,17,0,1040,0,0,0,0,0,0,0,0,0,0,1551,0,,,,,457,2011-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,6195,,0,,0,16538,0,16538,15217,,0,8200,233613,5379,0,0,115808,3350,25589,21031,2506,12299,8230,7200,21954,61366,29713,7776,20380,20575,31346,11065,,0,,0,394,0,0,405,3225,21078,17676,0,,,0,1499,,114456,,,,,164,2011,164,0,5923,0,0,0,0,0,0,0,0,0,0,22808,0,,,,,505,2011-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,6503,460,,,,8590,,,37773,712,,0,1979,140989,0,0,0,19345,3543,730,48012,1083,2238,5800,8474,916,507,39072,13507,24989,32320,7803,762,,,,496,199,0,0,544,2511,19153,28846,0,,,0,328,,140989,,,,,,851,3678,0,3326,0,328,0,0,1030,0,0,0,0,0,2480,42,,,,,1155,2011-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,10543,0,,,,4658,,,18692,0,,0,0,70372,0,0,0,12163,0,12096,56495,2414,8960,437,122,164,0,12933,32189,7724,3691,470,0,,,,0,0,0,0,0,0,0,14809,0,,,838,0,,0,,,,,,0,53,0,4748,0,0,0,0,1034,897,356,0,319,188,4706,1219,,,,,1351,2011-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,5457,1638,,0,,2505,25099,0,25099,4944,,0,0,215326,812,0,24,80452,4859,3481,23603,2822,2171,2217,7622,44383,21226,12406,10928,28496,45536,31131,6937,,0,,0,1072,0,0,887,1176,36236,26200,0,,,0,0,,0,,,,,47,0,47,0,17222,0,0,0,0,0,0,0,0,0,0,8344,0,,,,,1454,2011-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,7455,0,,,,18890,,,1827,0,,0,0,33990,0,0,0,2518,0,0,12152,108,60,606,409,1335,0,2975,9009,3508,7395,7886,699,,,,0,0,0,0,0,0,1901,0,0,,,0,0,,0,,,,,,0,330,0,791,0,0,0,0,0,0,0,0,0,0,278,0,,,,,1557,2011-03-31
