"IDRSSD"	RCFD0071	RCFD0081	RCFD0426	RCFD1754	RCFD1773	RCFD2130	RCFD2145	RCFD2150	RCFD2155	RCFD2160	RCFD2170	RCFD2920	RCFD2930	RCFD2948	RCFD3000	RCFD3123	RCFD3163	RCFD3190	RCFD3200	RCFD3210	RCFD3230	RCFD3300	RCFD3545	RCFD3548	RCFD3632	RCFD3838	RCFD3839	RCFD5369	RCFD6724	RCFDA130	RCFDB528	RCFDB529	RCFDB530	RCFDB989	RCFDB995	RCFN2200	RCFN6631	RCFN6636	RCON0071	RCON0081	RCON0426	RCON1754	RCON1773	RCON2130	RCON2145	RCON2150	RCON2155	RCON2160	RCON2170	RCON2200	RCON2920	RCON2930	RCON2948	RCON3000	RCON3123	RCON3163	RCON3190	RCON3200	RCON3210	RCON3230	RCON3300	RCON3545	RCON3548	RCON3632	RCON3838	RCON3839	RCON5369	RCON6631	RCON6636	RCON6724	RCONA130	RCONB528	RCONB529	RCONB530	RCONB987	RCONB989	RCONB993	RCONB995	
	INT-BEARING BALS DUE FRM DEP INSTS	NONINTEREST-BEARING BALS&CURR&COIN	OTHER IDENTIFIABLE INTANGIBLE ASSETS	HELD-TO-MATURITY SECURITIES	AVAILABLE-FOR-SALE SECURITIES	INVEST. IN UNCONSOLIDATED SUBS & CO.	PREMISES&FIXED ASSETS(INCL CAP LSES)	OTHER REAL ESTATE OWNED	CUSTOMERS LIABILITY ON ACCEPTANCES	OTHER ASSETS	TOTAL ASSETS	ACCEPTANCES EXECUTED FOR ACCT. & OUT	OTHER LIABILITIES, TOTAL	TOTAL LIABILITIES	MINORITY INT. IN CONSOL. SUBSIDIARIE	ALLL_AMT	GOODWILL	OTHER BORROWED MONEY	SUBORDINATED NOTES AND DEBENTURES	TOTAL EQUITY CAPITAL	COMMON STOCK	TOT LIAB, RESERVE & CAPITAL ACCOUNTS	TOTAL TRADING ASSETS	TRADING LIABILITES	UNDIVIDED PROFITS & CAPITAL RESERVES	PERPETUAL PREFERRED STK&REL SURPLUS	SURPLUS	LOANS AND LEASES HELD FOR SALE	AUDIT INDICATOR	OTHER COMPONENTS OF EQUITY CAPITAL	LOANS & LEASES, NET UNEARNED INCOME	LOANS & LEASES, NET UNEARN INC&ALLOW	ACCUMULATED OTH COMPREHENSIVE INCOME	SECURS PURCHSD UDR AGRMNTS TO RESELL	SECURS SOLD UNDR AGRMNTS TO REPURCH	TOTAL DEPOSITS	NON-INTEREST BEARING DEPOSITS	TOT INT BEAR DEPS IN DOM&FGN OFF	INT-BEARING BALS DUE FRM DEP INSTS	NONINTEREST-BEARING BALS&CURR&COIN	OTHER IDENTIFIABLE INTANGIBLE ASSETS	HELD-TO-MATURITY SECURITIES	AVAILABLE-FOR-SALE SECURITIES	INVEST. IN UNCONSOLIDATED SUBS & CO.	PREMISES&FIXED ASSETS(INCL CAP LSES)	OTHER REAL ESTATE OWNED	CUSTOMERS LIABILITY ON ACCEPTANCES	OTHER ASSETS	TOTAL ASSETS	TOTAL DEPOSITS	ACCEPTANCES EXECUTED FOR ACCT. & OUT	OTHER LIABILITIES, TOTAL	TOTAL LIABILITIES	MINORITY INT. IN CONSOL. SUBSIDIARIE	ALLL_AMT	GOODWILL	OTHER BORROWED MONEY	SUBORDINATED NOTES AND DEBENTURES	TOTAL EQUITY CAPITAL	COMMON STOCK	TOT LIAB, RESERVE & CAPITAL ACCOUNTS	TOTAL TRADING ASSETS	TRADING LIABILITES	UNDIVIDED PROFITS & CAPITAL RESERVES	PERPETUAL PREFERRED STK&REL SURPLUS	SURPLUS	LOANS AND LEASES HELD FOR SALE	NON-INTEREST BEARING DEPOSITS	TOT INT BEAR DEPS IN DOM&FGN OFF	AUDIT INDICATOR	OTHER COMPONENTS OF EQUITY CAPITAL	LOANS & LEASES, NET UNEARNED INCOME	LOANS & LEASES, NET UNEARN INC&ALLOW	ACCUMULATED OTH COMPREHENSIVE INCOME	FEDERAL FNDS SOLD IN DOMESTIC OFFICS	SECURS PURCHSD UDR AGRMNTS TO RESELL	FEDERAL FNDS PURCD IN DOMESTIC OFFCS	SECURS SOLD UNDR AGRMNTS TO REPURCH	
37																																							0	1681	0	28927	0	0	623	47	0	1528	79758	65568	0	313	65881	0	1061	0	0	0	13877	1200	79758	0	0	9177	0	3500	0	6506	59062	1	0	44341	43280	0	3672	0	0	0	
242																																							199	629	0	0	7139	0	253	0	0	362	28805	22825	0	47	25164	0	158	0	2292	0	3641	120	28805	0	0	3507	0	120	0	3499	19326	3	0	19213	19055	-106	1168	0	0	0	
279																																							1	1697	60	57789	24447	246	1399	428	0	2597	127373	78998	0	289	108631	0	436	0	29344	0	18742	0	127373	0	0	18913	0	0	0	2614	76384	1	0	38085	37649	-171	1060	0	0	0	
354																																							0	142	0	0	3609	0	26	0	0	153	8152	7210	0	17	7227	0	168	0	0	0	925	25	8152	0	0	448	0	500	0	1237	5973	4	0	4056	3888	-48	334	0	0	0	
439																																							0	6934	2643	3445	21759	0	2387	105	0	2882	171271	149535	0	1080	150615	0	1609	0	0	0	20656	596	171271	0	0	10930	0	9404	0	33956	115579	2	0	128269	126660	-274	4456	0	0	0	
457																																							0	738	0	1741	0	0	89	282	0	791	26981	23703	0	242	23945	0	329	0	0	0	3036	60	26981	0	0	786	0	2190	0	2877	20826	4	0	22569	22240	0	1100	0	0	0	
505																																							149	7086	215	0	98181	0	4579	0	0	7048	301227	261440	0	2112	279552	53	2184	1594	16000	0	21622	6480	301227	0	0	6278	0	10653	0	42488	218952	1	0	179359	177175	-1789	5200	0	0	0	
1146																																							244	17879	571	255	39210	0	22859	177	0	12941	424367	325336	0	6286	390671	0	3464	137	49049	6000	33696	19	424367	0	0	25350	0	8854	34642	70975	254361	2	0	298916	295452	-527	0	0	4000	0	
1155																																							2916	4795	0	4757	31722	0	4642	210	0	5472	156097	121343	0	736	144823	0	1723	0	3000	0	11274	1600	156097	0	0	6506	0	3400	248	12902	108441	5	0	103058	101335	-232	0	0	0	19744	
1351																																							0	1960	0	35770	2889	0	1023	15	0	1138	103202	89348	0	344	89692	0	706	0	0	0	13510	240	103202	0	0	12851	0	530	0	10985	78363	8	0	58129	57423	-111	2984	0	0	0	
1454																																							356	24135	92	0	138177	0	3526	0	0	3525	369392	340274	0	368	340642	0	885	0	0	0	28750	1000	369392	0	0	28658	0	1214	1129	78406	261868	2	0	165637	164752	-2122	33700	0	0	0	
1557																																							50	1650	0	1348	11431	0	186	18	0	607	32810	28015	0	215	28243	0	378	0	13	0	4567	200	32810	0	0	3576	0	800	0	4210	23805	4	0	16161	15783	-9	1737	0	0	0	
1632																																							259	7255	0	0	25914	0	6292	0	0	7676	391085	314826	0	2957	359763	0	4468	0	39000	0	31322	1900	391085	0	0	9244	0	20290	0	52202	262624	5	0	342575	338107	-112	5582	0	0	2980	
1669																																							2164	9234	1877	70258	48253	0	1677	0	0	8793	222174	181909	0	727	183096	0	1210	0	460	0	39078	800	222174	0	0	37943	0	800	0	35066	146843	4	0	70052	68842	-465	11076	0	0	0	
1829																																							8712	4485	0	0	114139	0	2773	0	0	3788	311484	261259	0	949	273251	0	3087	0	9000	0	38233	390	311484	0	0	34013	0	3100	0	54019	207240	2	0	180674	177587	730	0	0	0	2043	
1856																																							97	861	0	76376	117055	0	590	0	0	5629	214245	67641	0	277	202008	0	112	98	81000	0	12237	400	214245	0	0	2035	0	13882	0	1621	66020	4	0	13651	13539	-4080	0	0	3090	50000	
2040																																							62	3046	0	0	25498	0	2425	0	0	3528	148112	115491	0	617	132568	0	1693	0	16460	0	15544	480	148112	0	0	10565	0	4270	303	9492	105998	4	0	111978	110285	229	2965	0	0	0	
