"IDRSSD"	RCFD1578	RCFD1752	RCFD2148	RCFD2160	RCFD2166	RCFD2168	RCFD3549	RCFD3550	RCFD3551	RCFDA519	RCFDA520	RCFDB556	RCFDC009	RCFDC010	RCFDC436	RCON1578	RCON1752	RCON2148	RCON2160	RCON2166	RCON2168	RCON3549	RCON3550	RCON3551	RCONA519	RCONA520	RCONB556	RCONC009	RCONC010	RCONC436	TEXT3549	TEXT3550	TEXT3551	
	REPOSSESSED PERSONAL PROPERTY	HISTCL COST OF ALL OTH AVL-FOR-SALE	NET DEFERRED TAX ASSETS	OTHER ASSETS	PREPAID EXPENSES	ALL OTHER ASSETS	1ST ITM AMT FOR OTH AS OV25% OF 2160	2ND ITM AMT FOR OTH AS OV25% OF 2160	3RD ITM AMT FOR OTH AS OV25% OF 2160	INT-ONLY STRIPS RCVBL ON:MORTG LOANS	INT-ONLY STRPS RCVBL ON:OT FIN ASSTS	ACCRUED INTEREST RECEIVABLE	CASH SURRENDER VAL OF LIFE INSURANCE	DERIVATIVES W/POSITIVE FAIR VALUE	RETAINED INT IN ACCURED INTEREST	REPOSSESSED PERSONAL PROPERTY	HISTCL COST OF ALL OTH AVL-FOR-SALE	NET DEFERRED TAX ASSETS	OTHER ASSETS	PREPAID EXPENSES	ALL OTHER ASSETS	1ST ITM AMT FOR OTH AS OV25% OF 2160	2ND ITM AMT FOR OTH AS OV25% OF 2160	3RD ITM AMT FOR OTH AS OV25% OF 2160	INT-ONLY STRIPS RCVBL ON:MORTG LOANS	INT-ONLY STRPS RCVBL ON:OT FIN ASSTS	ACCRUED INTEREST RECEIVABLE	CASH SURRENDER VAL OF LIFE INSURANCE	DERIVATIVES W/POSITIVE FAIR VALUE	RETAINED INT IN ACCURED INTEREST	1ST ITM AMT FOR OTH AS OV25% OF 2160	2ND ITM AMT FOR OTH AS OV25% OF 2160	3RD ITM AMT FOR OTH AS OV25% OF 2160	
37																0	157	224	1528	39	596	556	0	0	0	0	551	0	0	0	dda non post                                                                                                                                                                                     			
242																0	158	0	362	13	16				0	0	188	0	0	0				
279																2	1866	71	2597	39	107	0	0	0	0	0	553	44	0	0				
354																8	5	25	153	0	63	43	0	0	0	0	60	0	0	0	Federal Income Tax                                                                                                                                                                               			
439																0	340	653	2882	185	590	383	0	0	0	0	1299	0	0	0	Investment-Midland Tax Credit                                                                                                                                                                    			
457																0	40	0	791	0	464	0	0	0	0	0	287	442	0	0				
505																0	1933	1687	7048	662	2083	896	0	0	0	0	1345	0	0	0	SPLIT DOLLAR RECEIVABLE                                                                                                                                                                          			
1146																0	2910	0	12941	0	9238	5405	0	0	0	0	793	0	0	0	LTC-Title Plant Invt                                                                                                                                                                             			
1155																0	538	603	5472	66	3220	31	0	0	0	0	1111	3081	0	0	Computer Software                                                                                                                                                                                			
1351																36	0	0	1138	72	163	55	0	0	0	0	975	0	0	0	Computer Software                                                                                                                                                                                			
1454																0	1093	0	3525	382	549	0	0	0	0	0	1883	0	0	0				
1557																0	90	0	607	0	37	0	0	0	0	0	480	0	0	0				
1632																0	2457	1743	7676	0	1170	0	0	0	0	0	2306	1170	0	0				
1669																13	682	492	8793	204	5718	0	0	0	0	0	1901	5498	0	0				
1829																0	1088	19	3788	604	967	0	0	0	0	0	1714	0	0	0				
1856																0	4160	0	5629	295	295	0	0	0	0	0	1174	0	0	0				
2040																0	1113	237	3528	239	1394	4	117	0	0	0	784	1034	0	0	Petroleum cleanup receivables                                                                                                                                                                    	Computer software                                                                                                                                                                                		
2161																0	244	165	3170	0	2133	0	0	0	0	254	374	2059	0	0				
2376																0	8488	5495	36505	342	19095	0	0	0	0	0	3427	18087	0	0				
2451																0	261	0	622	0	136	44			0	0	225	0	0	0	Data Processing Systems                                                                                                                                                                          			
2554																0	0	0	88	6	18	0	0	0	0	0	70	0	0	0				
2732																0	181	516	3785	60	434	109	0	0	0	0	2654	240	0	0	Leasehold Purchase                                                                                                                                                                               			
2750																0	382	0	1808	0	717	0	0	0	0	0	709	620	0	0				
2938																0	2502	1625	6542	45	45	0	0	0	0	0	2370	0	0	0				
2956																0	163	0	1039	36	96	45	0	0	0	0	780	0	0	0	Prepaid Maintance			
3252																0	278	36	2200	267	788	192	128	199	0	0	1098	0	0	0	NP DDA DEBITS                                                                                                                                                                                    	TAX RECEIVABLE                                                                                                                                                                                   	LEASES                                                                                                                                                                                           	
3458																0	74	47	334	0	30	0	0	0	0	0	183	0	0	0				
3506																0	5524	4533	47115	0	30300	0	0	0	0	0	6758	26110	0	0				
3579																0	3019	0	5852	0	1337	638	0	0	0	0	1496	0	0	0	Prepaid pension contribution                                                                                                                                                                     			
3720																0	792	845	4464	0	1886	0	0	0	0	0	941	1735	0	0				
3953																0	898	0	2774	120	626	0	0	0	0	0	1250	506	0	0				
4138																0	858	301	2342	145	156	0	0	0	0	0	1027	0	0	0				
4147																0	3227	0	7798	0	4022	0	0	0	0	0	549	3609	0	0				
4156																36	1260	29	5700	12	3037	0	0	0	0	0	1374	2694	0	0				
4231																0	0	636	1659	0	46	0	0	0	0	0	977	0	0	0				
4437																0	732	731	3378	179	688	434	0	0	0	0	1227	0	0	0	DUE FROM PARENT COMPANY                                                                                                                                                                          			
4839																0	1416	0	2801	142	197	0	0	0	0	0	1188	0	0	0				
5005																0	2174	0	11613	0	8130	0	0	0	0	0	1309	6384	0	0				
5050																0	406	10	1188	109	112	0	0	0	0	0	660	0	0	0				
5069																0	0	408	3746	0	1641	595	953	0	0	0	1697	0	0	0	Deferred costs                                                                                                                                                                                   	Accts receivable                                                                                                                                                                                 		
5135																200	961	62	6280	182	3117	0	0	0	0	0	2140	2140	0	0				
5210																0	10593	5710	42872	0	21733	0	0	0	0	0	4836	19346	0	0				
5247																0	0	57667	62179	274	296	0	0	0	0	0	4216	0	0	0				
5274																0	3962	405	5217	132	302	0	0	0	0	0	548	0	0	0				
5331																0	4461	625	9366	2060	3859	1532	0	0	0	0	421	0	0	0	ACCRUED INTEREST ON SECURITIES PURCHASED                                                                                                                                                         			
5461																0	0	0	5016	307	2819	1635	0	0	0	0	2197	592	0	0	QZAB                                                                                                                                                                                             			
5751																0	0	23	2996	61	2043	0	0	0	0	0	930	1981	0	0				
