"IDRSSD"	RCON1039	RCON1041	RCON1042	RCON1043	RCON1044	RCON1209	RCON1280	RCON1281	RCON1282	RCON1374	RCON1752	RCON2155	RCON2163	RCON2192	RCON2920	RCON2941	RCON3129	RCON3190	RCONA510	RCONB989	RCONB995	
	AMORT COST HTM & AFS- US TREAS SEC	AMORT COST HTM & AFS- US GOVT AGEN	AMORT COST HTM & AFS- ST & POL SEC	AMORT COST HTM & AFS- PT MBS: GUAR	AMORT COST HTM & AFS- PT MBS: OTHR	AMORT COST HTM & AFS- OTH MBS: QUAR	AMORT COST HTM & AFS- OTH MBS: OTHR	AMORT COST HTM & AFS- OTH DEBT SEC	AMORT COST HTM & AFS- FGN DEB SEC	AMORT COST HTM & AFS- TOTL DOM SEC	HISTCL COST OF ALL OTH AVL-FOR-SALE	CUSTOMERS LIABILITY ON ACCEPTANCES	NET DUE FROM FOREIGN OFFICES	TOTAL ASSETS	ACCEPTANCES EXECUTED FOR ACCT. & OUT	NET DUE TO FOREIGN OFFICES	TOTAL LIABILITIES, EXCL NET DUE TO	OTHER BORROWED MONEY	AMTZ COS OF AVL-FOR-SL INVES MUTL FD	SECURS PURCHSD UDR AGRMNTS TO RESELL	SECURS SOLD UNDR AGRMNTS TO REPURCH	
37											157	0			0			0	0	0	0	
242											158	0			0			2292	0	0	0	
279											1866	0			0			29344	0	0	0	
354											5	0			0			0	0	0	0	
439											340	0			0			0	0	0	0	
457											40	0			0			0	0	0	0	
505											1933	0			0			16000	0	0	0	
1146											2910	0			0			49049	948	0	0	
1155											538	0			0			3000	0	0	19744	
1351											0	0			0			0	0	0	0	
1454											1093	0			0			0	5	0	0	
1557											90	0			0			13	0	0	0	
1632											2457	0			0			39000	0	0	2980	
1669											682	0			0			460	0	0	0	
1829											1088	0			0			9000	2103	0	2043	
1856											4160	0			0			81000	0	0	50000	
2040											1113	0			0			16460	534	0	0	
2161											244	0			0			0	0	0	0	
2376											8488	0			0			162414	60000	0	0	
2451											261	0			0			1341	0	0	0	
2554											0	0			0			0	0	0	0	
2732											181	0			0			353	0	0	0	
2750											382	0			0			3600	0	0	592	
2938											2502	0			0			40500	0	0	7553	
2956											163	0			0			0	0	0	0	
3252											278	0			0			4237	0	0	0	
3458											74	0			0			0	0	0	2125	
3506											5524	0			0			91856	0	0	3729	
3579											3019	0			0			33249	0	0	10057	
3720											792	0			0			9598	0	0	1877	
3953											898	0			0			6507	0	0	0	
4138											858	0			0			2916	0	0	0	
4147											3227	0			0			13000	0	0	0	
4156											1260	0			0			20600	0	0	0	
4231											0	0			0			0	0	0	8000	
4437											732	0			0			9302	0	0	22649	
4839											1416	0			0			24900	0	0	10371	
5005											2174	0			0			24832	16690	0	0	
5050											406	0			0			800	0	0	0	
5069											0	0			0			0	0	0	0	
5135											961	0			0			12000	0	0	0	
5210											10593	0			0			174187	0	0	22259	
5247											0	0			0			2587	500	0	13104	
5274											3962	0			0			13455	0	0	661	
5331											4461	0			0			25101	0	0	82000	
5461											0	0			0			420	1045	0	0	
5751											0	0			0			0	0	0	0	
6039											277	0			0			0	50	0	0	
6057											112	0			0			600	0	0	0	
6141											0	0			0			0	0	0	0	
6329											722	0			0			0	0	0	0	
6972											715	0			0			0	0	0	5248	
7009											0	0			0			0	7480	0	0	
7045											0	0			0			0	0	0	0	
7157											23	0			0			0	0	0	0	
7166											2231	0			0			9000	0	0	0	
7456											186	0			0			0	0	0	0	
7634											496	0			0			0	0	0	0	
8033											867	0			0			10030	0	0	0	
8417											30972	0			0			2944092	0	103708	0	
8462											21	0			0			0	0	0	0	
8631											85	0			0			0	0	0	0	
9357											1420	0			0			8200	992	0	9456	
9553											615	0			0			4991	0	0	0	
9807											24409	0			0			342377	0	0	120141	
9955											414	0			0			1936	0	0	0	
10157											585	0			0			3000	0	0	0	
10250											1111	0			0			3000	0	0	1200	
10849											1333	0			0			24252	0	0	0	
10858											1350	0			0			6850	0	0	17007	
11145											866	0			0			12969	0	0	0	
11640											2017	0			0			17604	0	0	0	
11837											1151	0			0			6500	0	0	0	
12030											990	0			0			6000	0	0	0	
12058											348	0			0			2086	0	0	0	
12142											742	0			0			0	0	0	0	
12245											349	0			0			3000	302	0	0	
12311	20006	981334	392410	328437	0	353337	435931	1441128	4250	3996324	85568	7194	0	31731670	7194	2066909	27612735	3794291	39491	130217	1229191	
12647											172	0			0			0	0	0	0	
12656											29	0			0			0	0	0	0	
12937											734	0			0			5816	0	0	0	
12946											1174	0			0			8142	0	0	0	
12955											661	0			0			10500	0	0	0	
13037											41	0			0			0	0	0	0	
13103											3796	0			0			35605	41076	0	11912	
13251											141	0			0			0	0	0	0	
13457											3	0			0			0	28	0	0	
14052											278	0			0			0	0	0	0	
14155											541	0			0			8880	0	0	0	
14258											4022	0			0			13000	0	0	0	
14409	3560	599995	15736	1260649	1908783	4360482	197881	128038	655	8475779	83679	6185	0	31726337	6185	263436	27838660	1146993	0	0	2046268	
14454											145	0			0			16	0	0	0	
14650											100	0			0			0	0	0	0	
14753											9	0			0			0	0	0	0	
14865											560	0			0			3063	0	0	0	
14940											0	0			0			0	0	0	2191	
15536											4667	0			0			0	0	0	0	
16337											1496	0			0			17000	0	0	1654	
16458											663	0			0			6816	0	0	0	
16551											1335	0			0			20183	0	0	0	
16748											323	0			0			2000	0	0	0	
16944											0	0			0			0	0	0	0	
16953											0	0			0			0	0	0	0	
17110											219	0			0			0	0	1087	0	
17147											4760	0			0			58291	0	0	23574	
17259											285	0			0			1750	0	0	0	
17464											2966	0			0			32825	359	0	0	
17549											947	0			0			0	0	0	0	
17839											804	0			0			10000	0	0	3047	
17950											929	0			0			9730	0	0	0	
18050											1128	0			0			4429	0	0	0	
18135											1238	0			0			11179	0	0	6518	
18368											2357	0			0			49778	37	0	0	
18377											133	0			0			1975	0	0	0	
18827											335	0			0			757	0	0	0	
18836											585	0			0			6456	28	0	0	
18854											125	0			0			0	0	0	0	
18957											360	0			0			4032	0	0	0	
19356											0	0			0			0	0	0	0	
19730											44316	0			0			58449	5886	0	17444	
19936											949	0			0			280	0	0	3351	
19972											115	0			0			0	0	0	0	
20053											814	0			0			5778	39	0	367	
20147											430	0			0			2081	0	0	0	
20259											38	0			0			0	4546	0	0	
20370											302	0			0			1400	0	0	0	
20512											797	0			0			11500	0	0	0	
20633											445	0			0			2240	1000	0	0	
20754											0	0			0			0	0	0	0	
20839											644	0			0			9000	0	0	0	
20857											292	0			0			3272	0	0	0	
20866											586	0			0			418	0	0	0	
21256											77	0			0			504	0	0	0	
21359											107	0			0			387	0	0	0	
21630											598	0			0			6650	0	0	0	
21658											638	0			0			2000	0	0	0	
22048											730	0			0			6622	2091	0	846	
22235											1092	0			0			10000	0	0	0	
22356											815	0			0			392	10	0	3603	
22459											487	0			0			1859	0	0	2587	
22543											193	0			0			0	0	0	0	
22552											428	0			0			500	0	0	0	
22730											283	0			0			2124	0	0	5159	
22936											986	0			0			13418	0	0	0	
22954											478	0			0			5587	74	0	0	
23036											0	0			0			49	0	0	4457	
23045											217	0			0			0	0	0	0	
23241											33002	0			0			271016	17582	0	274151	
23456											445	0			0			4400	0	0	0	
23504											1979	0			0			5500	0	0	0	
23540											656	0			0			0	0	0	0	
23643											541	0			0			475	0	0	0	
23755											512	0			0			5000	0	0	0	
23812											6011	0			0			69771	861	0	0	
24006											2455	0			0			0	6	0	0	
24266											7743	0			0			23621	0	0	0	
24453											130	0			0			0	0	0	0	
24659											0	0			0			0	0	0	0	
24668											360	0			0			449	0	0	5676	
24855											19	0			0			0	0	0	0	
24949											13046	0			0			18500	0	0	1184	
25357											484	0			0			4826	0	0	0	
25647											0	0			0			0	0	5000	0	
25852											1670	0			0			20000	0	0	515	
26149											0	0			0			0	0	0	1996	
26233											2171	0			0			681	4694	0	0	
26242											2694	0			0			20576	0	0	6564	
26457											0	0			0			0	0	0	0	
26756											82	0			0			800	0	0	0	
26765											263	0			0			0	0	0	0	
26859											1810	0			0			28560	0	0	0	
26916											1703	0			0			4000	0	0	7149	
27548											5765	0			0			44200	0	0	33791	
27614											1308	0			0			3000	0	0	5584	
27838											2442	0			0			13000	90	0	0	
27847											770	0			0			6683	0	0	0	
28013											15625	0			0			68190	1961	0	273000	
28152											340	0			0			2669	0	0	0	
28255											639	0			0			5000	0	0	0	
28349											437	0			0			0	0	0	399	
28406											3051	0			0			0	35156	0	0	
28572											979	0			0			12928	1026	0	0	
28732											96	0			0			0	0	0	0	
29104											6324	0			0			105000	3395	0	136482	
29159											94	0			0			604	0	0	0	
29252											985	0			0			7500	0	0	0	
29636											3501	0			0			47233	0	0	0	
29850											0	0			0			56	0	0	0	
29944											58	0			0			0	0	0	0	
29953											565	0			0			9693	0	0	0	
30052											36	0			0			288	0	0	0	
30155											1133	0			0			18470	971	0	0	
30258											623	0			0			10012	515	0	1187	
30418											0	0			0			0	0	0	518420	
30502											3633	0			0			60475	2751	0	10069	
30650											567	0			0			2850	0	0	0	
30810											13518	0			0			1811817	2000	0	0	
30856											806	0			0			9300	0	0	4070	
31134											113	0			0			5000	0	0	0	
31255											1481	0			0			7973	0	0	690	
31657											0	0			0			0	0	0	0	
31826											769	0			0			1000	100	0	0	
31835											619	0			0			3000	0	0	0	
32159											498	0			0			674	0	0	0	
32234											43	0			0			0	0	0	11158	
32766											24	0			0			0	0	0	0	
33147											849	0			0			10000	0	0	0	
33259											719	0			0			0	0	0	1417	
33268											75	0			0			0	0	0	0	
33549											10	0			0			0	0	0	0	
33727											1101	0			0			198	0	0	0	
33754											0	0			0			0	0	0	0	
33772											10430	0			0			0	4000	0	14547	
33839											128	0			0			0	0	0	245	
33857											581	0			0			5000	0	0	0	
