"IDRSSD"	RCON9999	RSSD9017	RSSD9050	RSSD9130	RSSD9200	RSSD9220	
	MICR9999REPORT DATE	NM_LGL	ID_FDIC_CERT	CITY	STATE_ABBR_NM	ZIP CODE	
37	20050331						
242	20050331						
279	20050331						
354	20050331						
439	20050331						
457	20050331						
505	20050331						
1146	20050331						
1155	20050331						
1351	20050331						
1454	20050331						
1557	20050331						
1632	20050331						
1669	20050331						
1829	20050331						
1856	20050331						
2040	20050331						
2161	20050331						
2376	20050331						
2451	20050331						
2554	20050331						
2732	20050331						
2750	20050331						
2938	20050331						
2956	20050331						
3252	20050331						
3458	20050331						
3506	20050331						
3579	20050331						
3720	20050331						
3953	20050331						
4138	20050331						
4147	20050331						
4156	20050331						
4231	20050331						
4437	20050331						
4839	20050331						
5005	20050331						
5050	20050331						
5069	20050331						
5135	20050331						
5210	20050331						
5247	20050331						
5274	20050331						
5331	20050331						
5461	20050331						
5751	20050331						
6039	20050331						
6057	20050331						
6141	20050331						
6329	20050331						
6972	20050331						
7009	20050331						
7045	20050331						
7157	20050331						
7166	20050331						
7456	20050331						
7634	20050331						
8033	20050331						
8417	20050331						
8462	20050331						
8631	20050331						
9357	20050331						
9553	20050331						
9807	20050331						
9955	20050331						
10157	20050331						
10250	20050331						
10849	20050331						
10858	20050331						
11145	20050331						
11640	20050331						
11837	20050331						
12030	20050331						
12058	20050331						
12142	20050331						
12245	20050331						
12311	20050331						
12647	20050331						
12656	20050331						
12937	20050331						
12946	20050331						
12955	20050331						
13037	20050331						
13103	20050331						
13251	20050331						
13457	20050331						
14052	20050331						
14155	20050331						
14258	20050331						
14409	20050331						
14454	20050331						
14650	20050331						
14753	20050331						
14865	20050331						
14940	20050331						
15536	20050331						
16337	20050331						
16458	20050331						
16551	20050331						
16748	20050331						
16944	20050331						
16953	20050331						
17110	20050331						
17147	20050331						
17259	20050331						
17464	20050331						
17549	20050331						
17839	20050331						
17950	20050331						
18050	20050331						
18135	20050331						
18368	20050331						
18377	20050331						
18827	20050331						
18836	20050331						
18854	20050331						
18957	20050331						
19356	20050331						
19730	20050331						
19936	20050331						
19972	20050331						
20053	20050331						
20147	20050331						
20259	20050331						
20370	20050331						
20512	20050331						
20633	20050331						
20754	20050331						
20839	20050331						
20857	20050331						
20866	20050331						
21256	20050331						
21359	20050331						
21630	20050331						
21658	20050331						
22048	20050331						
22235	20050331						
22356	20050331						
22459	20050331						
22543	20050331						
22552	20050331						
22730	20050331						
22936	20050331						
22954	20050331						
23036	20050331						
23045	20050331						
23241	20050331						
23456	20050331						
23504	20050331						
23540	20050331						
23643	20050331						
23755	20050331						
23812	20050331						
24006	20050331						
24266	20050331						
24453	20050331						
24659	20050331						
24668	20050331						
24855	20050331						
24949	20050331						
25357	20050331						
25647	20050331						
25852	20050331						
26149	20050331						
26233	20050331						
26242	20050331						
26457	20050331						
26756	20050331						
26765	20050331						
26859	20050331						
26916	20050331						
27548	20050331						
27614	20050331						
27838	20050331						
27847	20050331						
28013	20050331						
28152	20050331						
28255	20050331						
28349	20050331						
28406	20050331						
28572	20050331						
28732	20050331						
29104	20050331						
29159	20050331						
29252	20050331						
29636	20050331						
29850	20050331						
29944	20050331						
29953	20050331						
30052	20050331						
30155	20050331						
30258	20050331						
30418	20050331						
30502	20050331						
30650	20050331						
30810	20050331						
30856	20050331						
31134	20050331						
31255	20050331						
31657	20050331						
31826	20050331						
31835	20050331						
32159	20050331						
32234	20050331						
32766	20050331						
33147	20050331						
33259	20050331						
33268	20050331						
33549	20050331						
33727	20050331						
33754	20050331						
33772	20050331						
33839	20050331						
33857	20050331						
34153	20050331						
34359	20050331						
34425	20050331						
34434	20050331						
34452	20050331						
34537	20050331						
34555	20050331						
34742	20050331						
34836	20050331						
34863	20050331						
35057	20050331						
35244	20050331						
35301	20050331						
35570	20050331						
35646	20050331						
35842	20050331						
35936	20050331						
36054	20050331						
36344	20050331						
36456	20050331						
36858	20050331						
36933	20050331						
37051	20050331						
37341	20050331						
37350	20050331						
37378	20050331						
37435	20050331						
37640	20050331						
37659	20050331						
37743	20050331						
37949	20050331						
38478	20050331						
38526	20050331						
38535	20050331						
38740	20050331						
39327	20050331						
39420	20050331						
39475	20050331						
39756	20050331						
39934	20050331						
40033	20050331						
40305	20050331						
40350	20050331						
40707	20050331						
40855	20050331						
41245	20050331						
41553	20050331						
41629	20050331						
41647	20050331						
41759	20050331						
41825	20050331						
41937	20050331						
41955	20050331						
42037	20050331						
42055	20050331						
42354	20050331						
42420	20050331						
42448	20050331						
42457	20050331						
42541	20050331						
43052	20050331						
43155	20050331						
43173	20050331						
43324	20050331						
43351	20050331						
43454	20050331						
43511	20050331						
43641	20050331						
43744	20050331						
43856	20050331						
43959	20050331						
44040	20050331						
44134	20050331						
44433	20050331						
44451	20050331						
44602	20050331						
44741	20050331						
44750	20050331						
44929	20050331						
45038	20050331						
45047	20050331						
45056	20050331						
45430	20050331						
45458	20050331						
45551	20050331						
45560	20050331						
45627	20050331						
45775	20050331						
46053	20050331						
46941	20050331						
47153	20050331						
47247	20050331						
47256	20050331						
47452	20050331						
47500	20050331						
48057	20050331						
48150	20050331						
48374	20050331						
48440	20050331						
48552	20050331						
48730	20050331						
49054	20050331						
49148	20050331						
49241	20050331						
49344	20050331						
49540	20050331						
49643	20050331						
49652	20050331						
49821	20050331						
49858	20050331						
49951	20050331						
50144	20050331						
50461	20050331						
50546	20050331						
50854	20050331						
50957	20050331						
51253	20050331						
51356	20050331						
51459	20050331						
51730	20050331						
51842	20050331						
51972	20050331						
52410	20050331						
52456	20050331						
52719	20050331						
52951	20050331						
53015	20050331						
53033	20050331						
53051	20050331						
53239	20050331						
53453	20050331						
53752	20050331						
54049	20050331						
54058	20050331						
54357	20050331						
54375	20050331						
54441	20050331						
54656	20050331						
55176	20050331						
55251	20050331						
55336	20050331						
55635	20050331						
55653	20050331						
56230	20050331						
56258	20050331						
56351	20050331						
56427	20050331						
56548	20050331						
56557	20050331						
56717	20050331						
56726	20050331						
57040	20050331						
57228	20050331						
57255	20050331						
57451	20050331						
57572	20050331						
57956	20050331						
58074	20050331						
58207	20050331						
58225	20050331						
58243	20050331						
58355	20050331						
58551	20050331						
58636	20050331						
58757	20050331						
58971	20050331						
59259	20050331						
59316	20050331						
59352	20050331						
59679	20050331						
59754	20050331						
60143	20050331						
60219	20050331						
60330	20050331						
60433	20050331						
60545	20050331						
60554	20050331						
60648	20050331						
61122	20050331						
61355	20050331						
61476	20050331						
61533	20050331						
61757	20050331						
61832	20050331						
61953	20050331						
62044	20050331						
62101	20050331						
62147	20050331						
62651	20050331						
63050	20050331						
63069	20050331						
63078	20050331						
63201	20050331						
63359	20050331						
63573	20050331						
63733	20050331						
63742	20050331						
63751	20050331						
64150	20050331						
64543	20050331						
64552	20050331						
64619	20050331						
64730	20050331						
64758	20050331						
65205	20050331						
65241	20050331						
65513	20050331						
65559	20050331						
65746	20050331						
65858	20050331						
66015	20050331						
66154	20050331						
66172	20050331						
66275	20050331						
66837	20050331						
66846	20050331						
66903	20050331						
67142	20050331						
67151	20050331						
67209	20050331						
67254	20050331						
67311	20050331						
67414	20050331						
68345	20050331						
68448	20050331						
68756	20050331						
68831	20050331						
68840	20050331						
68859	20050331						
68943	20050331						
69333	20050331						
69351	20050331						
69650	20050331						
69678	20050331						
69847	20050331						
70049	20050331						
70058	20050331						
70076	20050331						
70151	20050331						
70218	20050331						
70254	20050331						
70414	20050331						
70638	20050331						
70955	20050331						
71318	20050331						
71457	20050331						
71859	20050331						
72258	20050331						
72351	20050331						
72454	20050331						
72614	20050331						
72678	20050331						
73031	20050331						
73116	20050331						
73152	20050331						
73554	20050331						
73956	20050331						
74056	20050331						
74140	20050331						
74159	20050331						
74337	20050331						
74403	20050331						
74449	20050331						
74458	20050331						
75053	20050331						
75259	20050331						
75446	20050331						
75455	20050331						
75558	20050331						
75633	20050331						
75651	20050331						
76050	20050331						
