"IDRSSD"	RCON0030	RCON0031	RCON0032	RCON2211	RCON2229	RCON2314	RCON2315	RCON2351	RCON2383	RCON2702	RCON2710	RCON2722	RCON3510	RCON3512	RCON3514	RCON3520	RCON3779	RCON5514	RCON5515	RCON5516	RCON5517	RCON5597	RCON8432	RCON8785	RCONA181	RCONA182	RCONA527	RCONA528	RCONA531	RCONA532	RCONA533	RCONA545	TEXTA545	
1829	0	0	0	0		0	0	0		182488	78771	418	0	0	0	0		0		0	0	43537	0	0	0	0	0	0	0	0	0	0		
1856	0	0	0	0		0	0	0		5945	61696	12	0	0	0	0		0		0	0	20968	0	0	0	0	0	0	0	0	0	0		
2040	3	0	0	0		0	0	0		65565	49926	167	0	0	0	0		0		0	0	21150	0	0	0	0	0	0	0	0	0	0		
2161	0	0	0	0		0	0	0		52182	45501	182	0	0	0	0		0		0	0	32816	0	0	0	0	0	0	0	0	0	0		
2376	0	0	0	6		0	0	2583		584541	131843	886	0	0	0	0		0		0	0	43200	0	0	0	0	0	0	0	0	0	0		
2451	0			0		0	0	0		12454	3898	20	0			0		0		0	0	998	0	0	0	0	0	0	0	0	0			
2554	0	0	0	0		0	0	0		5316	1011	8	0	0	0	0		0		0	0	748	0	0	0	0	0	0	0	0	0	0		
2732	0	0	0	0		0	0	0		164482	279931	603	0	0	0	0		0		0	0	225114	0	0	0	0	0	0	0	0	0	0		
2750	0	0	0	0		0	0	0		25430	13769	75	0	0	0	0		0		0	0	9034	0	0	0	0	0	0	0	0	0	0		
2938	0	0	0	0		0	0	0		79157	173996	336	0	0	0	0		0		0	0	20010	0	0	0	0	0	0	0	0	0	0		
2956	0	0	0	0		0	0	0		72199	25283	128	0	0	0	0		0		0	0	15094	0	0	0	0	0	0	0	0	0	0		
3252	0	0	0	0		0	0	0		42516	28739	104	0	0	0	0		0		0	0	18339	0	0	0	0	0	0	0	0	0	0		
3458	0	0	0	0		0	0	0		12050	7076	37	0	0	0	0		0		0	0	6070	0	0	0	0	0	0	0	0	0	0		
3506	0	0	0	25640		0	0	11445		659180	574141	1785	0	0	0	0		0		0	0	379421	0	0	0	0	0	0	0	0	0			
3579	0	0	0	0		0	0	0		165989	74561	359	0	0	0	0		0		0	0	21424	0	0	0	0	0	0	0	0	0	0		
3720	0	0	0	0		0	0	0		85686	40250	134	0	0	0	0		0		0	0	22839	0	0	0	0	0	0	0	0	0	0		
3953	0	344	0	0		0	0	0		48333	30509	173	0	0	0	0		0		0	0	25504	0	0	0	0	0	0	0	0	0	0		
4138	0	84	35	0		0	0	0		105768	44199	232	0	2	0	0		0		0	0	20999	0	0	0	0	0	0	0	0	0	0		
4147	0	0	0	0		0	0	0		57721	26630	118	0	0	0	0		0		0	0	12029	0	0	0	0	0	0	0	0	0	0		
4156	0	0	0	0		0	0	0		64447	35956	141	0	0	0	0		0		0	0	21855	0	0	0	0	0	0	0	0	0	0		
4231	0	0	0	0		0	0	0		59170	34348	142	0	0	0	0		0		0	0	11511	0	0	0	0	0	0	0	0	0	0		
4437	0	0	0	0		0	0	0		94593	72982	303	0	0	0	0		0		0	0	42682	0	0	0	0	0	0	0	0	0	0		
4839	0	0	0	0		0	0	0		93744	90727	328	0	0	0	0		0		101	0	54027	0	0	0	0	0	0	0	0	0	0		
5005	0	0	0	34		0	0	267		176883	74733	379	0	0	0	0		0		0	0	35226	0	0	0	0	0	0	0	0	0	0		
5050	0	0	0	0		0	0	0		47594	30619	114	0	0	0	0		0		0	0	24556	0	0	0	0	0	0	0	0	0	0		
5069	0	0	0	740		0	0	0		140876	108818	392	0	0	0	0		0		0	0	56125	0	0	0	0	0	0	0	0	0	0		
5135	0	0	0	0		0	0	0		79326	110828	380	0	0	0	0		0		0	0	72828	0	0	0	0	0	0	0	0	0	0		
5210	0	0	0	0		0	0	0		499775	160129	751	0	0	0	0		0		0	0	109633	0	0	0	0	0	0	0	0	0	0		
5247	0	0	0	0		0	0	0		692017	225572	1139	0	0	0	0		0		0	0	149611	0	0	0	0	0	0	0	0	0	0		
5274	0	0	0	16		0	0	134		68902	22752	103	0	0	0	0		0		0	0	6566	0	0	0	0	0	0	0	0	0	0		
5331	0	0	0	2545		0	0	60		131394	66693	313	0	0	0	0		0		0	0	59078	0	0	0	0	0	0	0	0	0	0		
5461	0	0	0	0		0	0	0		123902	214263	679	0	0	0	0		0		0	0	146361	0	0	0	0	0	0	0	0	0	0		
5751	0	1	0	0		0	0	0		32526	41458	126	0	0	0	0		0		0	0	36159	0	0	0	0	0	0	0	0	0	0		
6039	0	0	0	0		0	0	0		47318	20441	86	0	0	0	0		0		0	0	11841	0	0	0	0	0	0	0	0	0	0		
6057	0	0	0	0		0	0	0		12270	1489	9	0	0	0	0		0		0	0	489	0	0	0	0	0	0	0	0	0	0		
6141	0	0	0	0		0	0	0		20279	11304	44	0	0	0	0		0		0	0	6904	0	0	0	0	0	0	0	0	0	0		
6329	7	0	0	0		0	0	0		130667	113897	496	0	0	0	0		0		0	0	64297	0	0	0	0	0	0	0	0	0	0		
6972	0	0	0	0		0	0	0		338517	269886	920	0	0	0	0		0		0	0	194386	0	0	0	0	0	0	0	0	0	0		
7009	0	0	0	0		0	0	536		55027	364900	596	0	0	0	0		1		0	0	305300	0	0	0	0	0	0	0	0	0	0		
7045	0	0	0	0		0	0	0		54554	34294	118	0	0	0	0		0		0	0	11787	0	0	0	0	0	0	0	0	0	0		
7157	0	0	0	0		0	0	0		21357	4832	31	0	0	0	0		0		0	0	1932	0	0	0	0	0	0	0	0	0	0		
7166	0	0	0	0		0	0	0		148335	349489	842	0	0	0	0		0		0	0	283989	0	0	0	0	0	0	0	0	0	0		
7456	0	0	0	0		0	0	0		27856	8351	38	0	0	0	0		0		0	0	5996	0	0	0	0	0	0	0	0	0			
7634	0	0	0	0		0	0	0		23038	10936	65	0	0	0	0		0		0	0	4436	0	0	0	0	0	0	0	0	0	0		
8033	0	0	0	0		0	0	0		31535	12992	55	0	0	0	0		0		0	0	3473	0	0	0	0	0	0	0	0	0	0		
8417	0	0	0	0		0	0	0		167603	347130	169	0	0	0	0		0		0	0	230258	0	0	0	0	0	0	0	0	0	0		
8462	1	0	0	0		0	0	0		29136	38311	154	0	0	0	0		0		0	0	22911	0	0	0	0	0	0	0	0	0	0		
8631	0	0	0	0		0	0	0		29867	13481	61	0	0	0	0		0		0	0	9045	0	0	0	0	0	0						
9357	0	0	0	0		0	0	0		46912	226501	421	0	0	0	0		0		0	0	191041	0	0	0	0	0	0	0	0	0	0		
9553	0	0	0	0		0	0	0		35075	11679	70	0	0	0	0		0		0	0	2904	0	0	0	0	0	0	0	0	0	0		
9807	566	0	0	0		0	0	0		888644	832294	2204	0	0	0	0		0		0	0	489458	0	0	0	0	0	0	0	0	0	0		
9955	0			0		0	0	0		54447	20512	76	0			0		0		0	0	4926	0	0	0	0	0	0	0	0	0			
10157	0	0	0	0		0	0	0		35317	15702	70	0	0	0	0		0		0	0	12024	0	0	0	0	0	0	0	0	0	0		
10250	0	0	0	0		0	0	0		181954	95751	419	0	0	0	0		0		0	0	44405	0	0	0	0	0	0	0	0	0	0		
10849	0	0	0	0		0	0	0		113394	77095	392	0	0	0	0		0		0	0	37632	0	0	0	0	0	0	0	0	0	0		
10858	0	0	0	0		0	0	0		212841	114541	493	0	0	0	0		0		0	0	113598	0	0	0	0	0	0						
11145	0	0	0	0		0	0	0		70366	45155	146	0	0	0	0		0		0	0	40020	0	0	0	0	0	0	0	0	0	0		
11640	763	0	0	0		0	0	0		76352	93087	238	39	0	0	0		0		0	0	79526	0	0	0	0	0	0	0	0	0	0		
11837		0	0	0		0	0	0		40879	36790	111		0	0	0		0		0	0	6747	0	0	0	0	0	0	0	0	0			
12030	0	0	0	0		0	0	0		144939	70304	489	0	0	0	0		0		0	0	2113	0	0	0	0	0	0	0	0	0	0		
12058	0	0	0	0		0	0	0		64434	22884	127	0	0	0	0		0		0	0	1305	0	0	0	0	0	0	0	0	0			
12142	0	0	0	0		0	0	0		75156	84046	228	0	0	0	0		0		0	0	43853	0	0	0	0	0	0	0	0	0	0		
12245	0	0	0	0		0	0	0		50036	33708	156	0	0	0	0		0		0	0	25108	0	0	0	0	0	0	0	0	0	0		
12311	144	0	0	2826548	0	0	0	0	0	10023670	11575258	24276	0	0	0	72476		42	0	10898	0	12519702	0	0	0	0	0	0	0	0	0	0		
12647	0	0	0	0		0	0	0		34265	16175	80	0	0	0	0		0		0	0	9586	0	0	0	0	0	0	0	0	0	0		
12656	0			0		0	0	0		5224	3268	14	0			0		0		0	0	1868	0	0	0	0	0	0	0	0	0			
12937	0	0	0	0		0	0	0		45324	71316	221	0	0	0	0		0		0	0	49000	0	0	0	0	0	0	0	0	0	0		
12946	0	0	0	0		0	0	0		261275	162497	623	0	0	0	0		0		0	0	96662	0	0	0	0	0	0	0	0	0	0		
12955	7	0	0	0		0	0	0		50560	38710	126	6	0	0	0		0		0	0	26110	0	0	0	0	0	0	0	0	0	0		
13037	0			0		0	0	0		76588	17530	91	0			0		0		0	0	8430	0	0	0	0	0	0	0	0	0			
13103	0	0	0	117		0	0	0		422386	253588	1107	0	0	0	0		0		0	0	159644	0	0	0	0	0	0	0	0	0	0		
13251	0	0	0	0		0	0	0		18066	10879	54	0	0	0	0		0		0	0	2811	0	0	0	0	0	0	0	0	0	0		
13457	0	0	0	0		0	0	0		11496	3456	18	0	0	0	0		0		0	0	2420	0	0	0	0	0	0	0	0	0	0		
14052	0	0	0	0		0	0	0		38811	18085	100	0	0	0	0		0		0	0	8085	0	0	0	0	0	0	0	0	0	0		
14155	0	1	0	0		0	0	0		53519	18639	79	0	0	0	0		0		0	0	3000	0	0	0	0	0	0	0	0	0	0		
14258	11	0	0	0		0	0	0		192612	405564	1056	40	0	0	0		0		0	0	299965	0	0	0	0	0	0						
14409	9	0	0	490083	0	0	0	46	0	10450973	13233250	38032	0	0	0	0		0	0	649	0	9430049	0	0	0	0	0	0	0	0	0	0		
14454	0	1	0	0		0	0	0		19908	14650	104	0	0	0	0		0		0	0	3265	0	0	0	0	0	0	0	0	0	0		
14650	0	0	0	0		0	0	0		17406	7469	28	0	0	0	0		0		0	0	4669	0	0	0	0	0	0						
14753	0	0	0	0		0	0	0		21148	5827	24	0	0	0	0		0		0	0	1777	0	0	0	0	0	0	0	0	0	0		
14865	0	0	0	0		0	0	0		97559	50377	215	0	0	0	0		0		0	0	12260	0	0	0	0	0	0	0	0	0	0		
14940	0	0	0	0		0	0	0		77921	48085	266	0	0	0	0		0		0	0	21985	0	0	0	0	0	0	0	0	0	0		
15536	0			0		0	0	0		663500	305818	1724	0			0		0		0	0	184155	0	0	0	0	0	0	0	0	0			
16337	0	0	0	0		0	0	0		182084	118490	418	0	0	0	0		0		0	0	76768	0	0	0	0	0	0	0	0	0	0		
16458	2511	0	0	0		0	0	0		102784	62791	270	0	0	0	0		0		0	0	35792	0	0	0	0	0	0	0	0	0	0		
16551	0	0	0	0		0	0	0		57731	41603	136	0	0	0	0		0		0	0	6023	0	0	0	0	0	0	0	0	0	0		
16748	0			0		0	0	0		34860	6291	34	0			0		0		0	0	5444	0	0	0	0	0	0	0	0	0			
16944	0	0	0	0		0	0	0		19253	5732	29	0	0	0	0		0		0	0	4070	0	0	0	0	0	0	0	0	0	0		
16953	195	0	0	0		0	0	0		20582	4667	24	0	0	0	0		0		0	0	2267	0	0	0	0	0	0	0	0	0	0		
17110	0			0		0	0	0		17102	83785	219	0			0		0		0	0	67327	0	0	0	0	0	0	0	0	0			
17147	0	0	0	0		0	0	0		295771	315593	748	0	0	0	0		0		0	0	203249	0	0	0	0	0	0	0	0	0	0		
17259	0	9	0	0		0	0	0		37678	11408	55	0	0	0	0		0		0	0	3131	0	0	0	0	0	0	0	0	0	0		
17464	0	0	0	0		0	0	0		380299	525557	1304	47	0	0	0		0		0	0	484333	0	0	0	0	0	0	0	0	0	0		
17549	0	0	0	0		0	0	0		131494	111544	478	0	0	0	0		0		0	0	79847	0	0	0	0	0	0	0	0	0	0		
17839	0	0	0	0		0	0	0		80616	65231	218	0	0	0	0		0		0	0	54245	0	0	0	0	0	0	0	0	0	0		
17950	0	0	0	0		0	0	0		68741	55796	214	0	3	0	0		0		0	0	34396	0	0	0	0	0	0	0	0	0	0		
18050	0	0	0	0		0	0	0		147461	82632	302	0	0	0	0		0		0	0	52132	0	0	0	0	0	0	0	0	0	0		
18135	0	0	0	0		0	0	0		71371	61028	242	0	0	0	0		0		0	0	35347	0	0	0	0	0	0	0	0	0	0		
18368	57	0	0	0		0	0	0		171975	242305	855	0	0	0	0		0		0	0	187657	0	0	0	0	0	0	0	0	0	0		
18377	0	0	0	0		0	0	0		17932	1916	12	0	0	0	0		0		0	0	716	0	0	0	0	0	0	0	0	0	0		
18827	0	0	0	0		0	0	0		96776	48586	164	0	0	0	0		0		0	0	17592	0	0	0	0	0	0	0	0	0	0		
18836	0			0		0	0	0		85557	23899	152	0			0		0		0	0	12764	0	0	0	0	0	0	0	0	0			
18854		0	0	0		0	0	0		15026	9712	47		0	0	0		0		0	0	3551	0	0	0	0	0	0	0	0	0			
18957	0	0	0	0		0	0	0		29942	17008	80	0	0	0	0		0		0	0	11574	0	0	0	0	0	0	0	0	0	0		
19356	0	0	0	0		0	0	0		50412	15426	77	0	0	0	0		0		0	0	7521	0	0	0	0	0	0	0	0	0	0		
19730	105	0	0	766		0	0	0		812743	566809	1989	0	0	0	0		0		0	0	312507	0	0	0	0	0	0	0	0	0	0		
19936	0	0	0	0		0	0	0		70791	74457	271	0	0	0	0		0		0	0	63143	0	0	0	0	0	0	0	0	0	0		
19972	0	0	0	0		0	0	0		31455	6163	45	0	0	0	0		0		0	0	1545	0	0	0	0	0	0	0	0	0	0		
20053	0	0	0	0		0	0	4029		17026	10300	45	0	0	0	0		0		0	0	9572	0	0	0	0	0	0	0	0	0	0		
20147	0	0	0	0		0	0	0		33520	5986	38	0	0	0	0		0		0	0	6453	0	0	0	0	0	0	0	0	0	0		
20259	0	41	0	0		0	0	0		25708	17945	80	0	0	0	0		0		0	0	9945	0	0	0	0	0	0	0	0	0	0		
20370	0	0	0	0		0	0	0		56817	43580	117	0	0	0	0		0		0	0	33180	0	0	0	0	0	0	0	0	0	0		
20512	0	0	0	0		0	0	0		53708	16452	85	0	0	0	0		0		0	0	7952	0	0	0	0	0	0	0	0	0	0		
20633	0	0	0	0		0	0	0		133059	76693	429	0	0	0	0		0		0	0	33793	0	0	0	0	0	0	0	0	0	0		
20754	0	0	0	0		0	0	0		9274	2050	14	0	0	0	0		0		0	0	1472	0	0	0	0	0	0	0	0	0	0		
20839	0	0	0	0		0	0	0		65397	40855	228	0	0	0	0		0		0	0	38575	0	0	0	0	0	0	0	0	0	0		
20857	0	0	0	0		0	0	0		17230	50109	55	0	0	0	0		0		0	0	47855	0	0	0	0	0	0	0	0	0	0		
20866	91			0		0	0	0		71543	69468	362	0			0		0		0	0	32268	0	0	0	0	0	0	0	0	0			
21256	0			0		0	0	0		4495	2515	12	0			0		0		0	0	2014	0	0	0	0	0	0	0	0	0			
21359	0			0		0	0	0		11131	3809	27	0			0		0		0	0	1109	0	0	0	0	0	0	0	0	0			
21630	0	0	0	0		0	0	0		26843	28812	75	0	0	0	0		0		0	0	25546	0	0	0	0	0	0	0	0	0	0		
21658	0	0	0	0		0	0	0		84131	20141	102	0	0	0	0		0		0	0	11236	0	0	0	0	0	0	0	0	0	0		
22048	104	0	0	0		0	0	0		85481	86095	419	0	0	0	0		0		0	0	43995	0	0	0	0	0	0	0	0	0	0		
22235	0	0	0	254		0	0	0		186470	87602	532	0	0	0	0		0		0	0	34402	0	0	0	0	0	0	0	0	0	0		
22356	1	0	0	0		0	0	0		109088	96568	252	5	0	0	0		0		0	0	70237	0	0	0	0	0	0	0	0	0	0		
22459	0	0	0	0		0	0	0		61934	20800	97	0	0	0	0		0		0	0	11462	0	0	0	0	0	0	0	0	0	0		
22543	0	0	0	0		0	0	0		36954	18581	80	0	0	0	0		0		0	0	10581	0	0	0	0	0	0	0	0	0	0		
22552	0	0	0	0		0	0	0		27775	7590	36	0	0	0	0		0		0	0	1838	0	0	0	0	0	0	0	0	0	0		
22730	0	0	0	0		0	0	0		55719	22860	131	0	0	0	0		0		0	0	9760	0	0	0	0	0	0	0	0	0	0		
22936	0	0	0	0		0	0	0		89772	55839	279	0	0	0	0		0		0	0	40597	0	0	0	0	0	0	0	0	0	0		
22954	0	37	0	0		0	0	0		38804	15696	75	0	0	0	0		0		0	0	7190	0	0	0	0	0	0	0	0	0	0		
23036	0	0	0	0		0	0	0		142234	206332	551	0	0	0	0		0		0	0	166402	0	0	0	0	0	0	0	0	0	0		
23045	0	0	0	0		0	0	0		13221	16700	41	0	0	0	0		0		0	0	11033	0	0	0	0	0	0	0	0	0	0		
23241	0	0	0	1028		0	0	270010		1183669	713827	1970	0	0	0	28		0		0	0	1132540	0	0	0	0	0	0	0	0	0	0		
23456	0	0	0	0		0	0	0		49623	12379	73	0	0	0	0		0		0	0	12662	0	0	0	0	0	0	0	0	0	0		
23504	0	0	0	1247		0	0	8087		183076	298204	843	0	0	0	0		0		0	0	213903	0	0	0	0	0	0	0	0	0	0		
23540	0	0	0	0		0	0	0		89317	44997	183	0	0	0	0		0		0	0	26697	0	0	0	0	0	0	0	0	0	0		
23643	0	0	0	0		0	0	0		91694	58263	257	0	0	0	0		0		0	0	40062	0	0	0	0	0	0	0	0	0	0		
23755	0	0	0	0		0	0	0		53603	44332	173	0	0	0	0		0		0	0	25015	0	0	0	0	0	0	0	0	0	0		
23812	0	0	0	0		0	0	0		269059	375276	1055	0	0	0	0		0		0	0	93819	0	0	0	0	0	0	0	0	0	0		
24006	0	8	0	4181		0	0	3549		584377	222217	1302	0	37	18	0		7		0	0	113625	0	0	0	0	0	0	0	0	0	0		
24266	0	0	0	10956		0	0	18383		1139221	867438	3492	0	0	0	0		0		0	0	664504	0	0	0	0	0	0	0	0	0	0		
24453	0	17	0	0		0	0	0		17112	26166	61	0	0	2	0		0		0	0	20066	0	0	0	0	0	0	0	0	0	0		
24659	0	0	0	0		0	0	0		18976	4695	33	0	0	0	0		0		0	0	2549	0	0	0	0	0	0	0	0	0	0		
24668	0	0	0	0		0	0	0		85391	27944	185	0	0	0	0		0		0	0	20554	0	0	0	0	0	0	0	0	0	0		
24855	2	0	0	0		0	0	0		5472	1652	8	0	0	0	0		0		0	0	852	0	0	0	0	0	0	0	0	0	0		
24949	0	0	0	0		0	0	0		267081	173701	567	0	0	0	0		0		0	0	99328	0	0	0	0	0	0	0	0	0	0		
25357	0	0	0	0		0	0	0		28947	12676	61	0	0	0	0		0		0	0	6576	0	0	0	0	0	0	0	0	0	0		
25647	0	0	0	0		0	0	0		36112	40820	204	0	0	0	0		0		0	0	25820	0	0	0	0	0	0	0	0	0	0		
25852	0	0	0	1262		0	0	0		208976	116652	357	0	0	0	0		0		0	0	67050	0	0	0	0	0	0	0	0	0	0		
26149	0	0	0	0		0	0	0		30094	11058	69	0	0	0	0		0		0	0	3981	0	0	0	0	0	0	0	0	0	0		
26233	0	0	0	0		0	0	0		252935	147462	532	0	0	0	0		0		0	0	94261	0	0	0	0	0	0	0	0	0	0		
26242	0	0	0	0		0	0	0		196297	80670	380	0	0	0	0		0		0	0	17763	0	0	0	0	0	0	0	0	0	0		
26457	0	0	0	0		0	0	0		15459	6267	33	0	0	0	0		0		0	0	2967	0	0	0	0	0	0	0	0	0	0		
26756	0	0	0	0		0	0	0		9690	4370	24	0	0	0	0		0		0	0	251	0	0	0	0	0	0	0	0	0	0		
26765	0	0	0	0		0	0	0		19732	28754	68	0	0	0	0		0		0	0	28411	0	0	0	0	0	0	0	0	0	0		
26859	0	0	0	0		0	0	0		144812	119735	733	0	0	0	0		0		0	0	38077	0	0	0	0	0	0	0	0	0	0		
26916	0	0	0	0		0	0	0		170007	106081	448	0	0	0	0		0		0	0	67462	0	0	0	0	0	0	0	0	0	0		
27548	0	0	0	776		0	0	306		176112	123144	443	0	4	0	0		0		8	0	85654	0	0	0	0	0	0	0	0	0	0		
27614	0	0	0	0		0	0	0		150477	61490	253	0	0	0	0		0		0	0	67074	0	0	0	0	0	0						
27838	0	0	0	0		0	0	0		105942	114967	388	0	0	0	0		0		0	0	76267	0	0	0	0	0	0	0	0	0	0		
27847	0	0	0	234		0	0	1186		109435	67103	415	0	0	0	0		1		0	0	60657	0	0	0	0	0	0	0	0	0	0		
28013	0	0	0	0		0	0	0		763075	285317	1665	0	0	0	0		0		0	0	118816	0	0	0	0	0	0	0	0	0	0		
28152	0	0	0	0		0	0	0		35342	15175	57	0	0	0	0		0		0	0	10858	0	0	0	0	0	0	0	0	0	0		
28255	0	0	0	0		0	0	0		58278	35561	143	0	0	0	0		0		0	0	27215	0	0	0	0	0	0	0	0	0	0		
28349	0			0		0	0	0		68860	45344	278	0			0		0		0	0	2883	0	0	0	0	0	0	0	0	0			
28406	0	0	0	0		0	0	29		461099	199479	1209	0	0	0	0		0		0	0	78579	0	0	0	0	0	0	0	0	0	0		
28572	0	0	0	0		0	0	0		32690	17259	129	0	0	0	0		0		0	0	6190	0	0	0	0	0	0	0	0	0	0		
28732	0	0	0	0		0	0	0		38065	18341	70	0	0	0	0		0		0	0	11341	0	0	0	0	0	0	0	0	0	0		
29104	0	0	0	0		0	0	0		315532	380596	1029	0	0	0	0		0		0	0	296293	0	0	0	0	0	0	0	0	0	0		
29159	0	0	0	0		0	0	0		14121	5620	22	0	0	0	0		0		0	0	4216	0	0	0	0	0	0	0	0	0			
29252	0	0	0	0		0	0	0		57720	29229	123	0	0	0	0		0		0	0	17843	0	0	0	0	0	0	0	0	0	0		
29636	0	0	0	0		0	0	0		253598	224642	766	0	0	0	0		0		0	0	157042	0	0	0	0	0	0	0	0	0	0		
29850	0	0	0	0		0	0	0		31075	21755	73	0	0	0	0		0		0	0	15363	0	0	0	0	0	0	0	0	0	0		
29944	2288	0	0	0		0	0	0		23167	29982	62	0	0	0	0		0		0	0	9000	0	0	0	0	0	0	0	0	0	0		
29953	0	0	0	0		0	0	0		31022	14592	80	0	0	0	0		0		0	0	2825	0	0	0	0	0	0	0	0	0	0		
30052	0	0	0	0		0	0	0		8334	3702	28	0	0	0	0		0		0	0	902	0	0	0	0	0	0	0	0	0	0		
30155	0	0	0	0		0	0	0		44060	11644	66	0	0	0	0		0		0	179	5525	0	0	0	0	0	0	0	0	0	0		
30258	0	0	0	0		0	0	0		114409	93836	260	0	0	0	0		0		0	0	74236	0	0	0	0	0	0	0	0	0	0		
30418	0	0	0	0		0	0	0		241889	3657	15	0	0	0	0		0		4024	0	5419	0	0	0	0	0	0	0	0	0	0		
30502	0	0	0	0		0	0	0		200830	81461	359	0	0	0	0		0		0	0	68114	0	0	0	0	0	0	0	0	0	0		
30650	0	0	0	0		0	0	0		59088	71937	162	0	0	0	0		0		0	0	26539	0	0	0	0	0	0	0	0	0	0		
30810	0	0	0	0		0	0	0		1626504	11097933	3795	0	0	0	0		0		0	26894	1654880	0	0	0	0	0	0	0	0	0	0		
30856	0	0	0	0		0	0	0		52732	69866	273	0	0	0	0		0		0	25	56080	0	0	0	0	0	0	0	0	0	0		
31134	0	140	0	0		0	0	0		45171	23202	94	0	1	0	0		0		0	0	13802	0	0	0	0	0	0	0	0	0	0		
31255	0	0	0	0		0	0	0		132090	76651	460	0	0	0	0		0		0	0	30650	0	0	0	0	0	0	0	0	0	0		
31657	0	0	0	0		0	0	0		41157	22347	152	0	0	0	0		0		0	0	3319	0	0	0	0	0	0	0	0	0	0		
31826	0	0	0	0		0	0	0		107058	86834	440	0	0	0	0		0		0	0	51308	0	0	0	0	0	0	0	0	0	0		
31835	0	0	0	232		0	0	0		31209	35236	141	0	0	0	0		0		0	0	14065	0	0	0	0	0	0	0	0	0	0		
32159	0	0	0	0		0	0	0		42735	47491	275	0	0	0	0		0		0	0	27324	0	0	0	0	0	0	0	0	0	0		
