"IDRSSD"	RCON0352	RCON2202	RCON2203	RCON2210	RCON2213	RCON2215	RCON2216	RCON2236	RCON2343	RCON2344	RCON2365	RCON2377	RCON2385	RCON2520	RCON2530	RCON2604	RCON5590	RCON6648	RCON6810	RCON6835	RCONA241	RCONA242	RCONA243	RCONA244	RCONA579	RCONA580	RCONA581	RCONA582	RCONA584	RCONA585	RCONA586	RCONA587	RCONB549	RCONB550	RCONB551	RCONB552	
	OTH NONTRANSACTION SAVINGS DEPOSITS	TOT TRANSACTION ACCTS-US GOVERNMENT	TOT TRANSACT ACCTS-STS&POL SUB IN US	TOTAL DEMAND DEPOSITS	TOT TRANS ACCTS-BKS IN FGN COUNTRIES	TOTAL TRANSACTIONS ACCOUNTS	TOT TRANS ACCTS-FGN GOVTS&OFFCL INST	NONTRANS DPS OF BKS IN FGN COUNTRIES	BROKERED DEPS LT 100000	BROKERED DEPS/PARTICIPATNS LE 100000	TOTAL BROKERED DEPOSITS	TOT NONTRANS ACCTS-FGN GOVTS&OFFCL I	TOTAL NONTRANSACTION ACCOUNTS	TOT NONTRANSACTION ACCTS-US GOVT	TOT NONTRANSACTION ACCTS-STS&POL SUB	TIME DEPOSITS GE 100000	PREFERRED DEPOSITS	TIME DEPOSITS LT 100000	AMT OUTSTDG IN MONEY MARKET DEP ACCT	IRA AND KEOGH PLAN ACCOUNTS	TM DEPS LT 100000 MAT LESS 1 YR	TIME DEPS GE 100000 MAT LESS 1 YR	BROKERED DEPS LT 100000 MAT LE 1 YR	BROKERED DEPS GE 100000 MAT LE 1 YR	TM DEPS LT 100000 MAT/REPRCE LE 3 MO	TM DEPS LT 100000 MAT/REPRCE 3-12 MO	TM DEPS LT 100000 MAT/REPRCE 1-3 YR	TM DEPS LT 100000 MAT/REPRCE GT 3 YR	TM DEPS GE 100000 MAT/REPRCE LE 3 MO	TM DEPS GE 100000 MAT/REPRCE 3-12 MO	TM DEPS GE 100000 MAT/REPRCE 1-3 YR	TM DEPS GE 100000 MAT/REPRCE GT 3 YR	TRANSACTION ACCTS: IPC DEPOSITS	NONTRANSACTION ACCTS: IPC DEPOSITS	TRANSACTION ACCT: CB'S & DI'S IN U.S	NONTRANSACT ACCT: CB'S & DI'S IN U.S	
37	6545	0	2435	6506	0	14039	0	0	0	0	0	0	51529	0	693	12590		29625	2769	3886	10998	4762	0	0	2851	8147	9182	9445	1313	3449	1592	6237	11604	50836	0	0	
242	3198	0	907	3499	0	8107	0	0	0	0	0	0	14718	0	1131	2524		7509	1487	1266	4479	1923	0	0	1611	2868	2031	999	608	1315	501	100	7200	13587	0	0	
279	11524	0	0	2612	0	10464	0	0	0	0	0	0	68534	0	0	18785		35982	2243	9095	25893	12064	0	0	7068	18825	8276	1813	1722	10342	4813	1908	10464	68534	0	0	
354	1141	0	70	1237	0	1237	0	0	0	0	0	0	5973	0	1675	1000		2573	1259	0	2567	1000	0	0	635	1932	6	0	800	200	0	0	1167	4298	0	0	
439	16770	0	5183	33956	0	52514	0	0	0	6867	6867	0	97021	0	8868	28811		43045	8395	8050	31923	24826	0	6867	10157	21766	11112	10	6483	18343	3985	0	47331	88153	0	0	
457	3174	0	482	2877	0	4979	0	0	396	697	1093	0	18724	0	1588	3206		8854	3490	700	7048	2209	198	100	2060	4988	1572	234	1296	913	997	0	4497	16043	0	1093	
505	63206	6	11252	42488	0	73184	0	0	0	0	0	0	188256	0	47553	32741		46962	45347	8022	35494	25910	0	0	8516	26978	10523	945	15262	10648	5553	1278	61926	140503	0	200	
1146	62427	0	483	62825	0	112424	0	0	0	0	0	0	212912	0	9994	42812		72572	35101	9939	54879	32150	0	0	12663	42295	15846	1768	15899	16253	9538	1122	111475	193906	466	9012	
1155	392	2	1065	12902	0	47834	0	0	0	0	0	0	73509	0	14016	20647		39225	13245	9159	28246	15230	0	0	18298	9948	8215	2764	8977	6253	4160	1257	46756	59493	11	0	
1351	3538	10	5604	10985	0	21631	0	0	0	0	0	0	67717	0	3776	13081		35034	16064	5175	27949	9906	0	0	9259	18690	7085	0	4270	5636	3175	0	16017	63941	0	0	
1454	2430	115	2868	78406	0	140043	0	0	0	0	0	0	200231	6	13008	40083		45865	111853	13825	30789	12103	0	0	16513	16381	7226	5745	29520	5552	2208	2803	137054	187217	6	0	
1557	2042	1	1087	4210	0	7490	0	0	0	0	0	0	20525	0	2128	4044		11980	2459	1830	8360	3256	0	0	3229	5131	3086	534	1316	1940	788	0	6402	18347	0	50	
1632	54763	14	47408	35862	0	48170	0	0	0	28000	28000	0	266656	0	1830	69996		48174	93723	11349	40818	45825	0	18000	20077	20975	6594	528	17903	27922	23845	326	576	264544	172	282	
1669	13319	6	15529	34041	0	77086	0	0	0	0	0	0	104823	0	538	19558		58179	13767	10768	40633	11979	0	0	15057	26902	9954	6266	2120	9859	5373	2206	61442	104178	109	107	
1829	33068	2	56	54016	0	71452	0	0	0	0	0	0	189807	0	3235	31739		90011	34989	18325	45648	13739	0	0	11508	34140	36536	7827	5317	8422	14081	3919	70609	186572	785	0	
1856	634	0	355	1621	0	2731	0	0	0	35057	35057	0	64910	0	20508	60797		1818	1661	3	1760	28435	0	6991	706	1054	8	50	20943	7492	23651	8711	2376	44402	0	0	
2040	6781	15	2600	9492	0	27369	0	0	0	0	14237	0	88122	0	4367	23993		29906	27442	9651	17741	10511	0	3608	6612	11129	9359	2806	3321	7190	11769	1713	24754	83755	0	0	
2161	13945	0	3817	16624	0	36353	0	0	0	0	0	0	61330	0	18883	27282		15191	4912	6064	12989	25943	0	0	3957	9032	1673	529	13303	12640	590	749	32536	42447	0	0	
2376	233078	0	211	31627	0	76206	0	0	0	0	0	0	640178	0	132	64067		317006	26027	47725	241290	47391	0	0	85306	155989	64151	11560	16887	30504	14817	1858	75995	640046	0	0	
2451	1773	0	574	1724	0	3695	0	0	396	500	896	0	12656	0	1698	3145		6413	1325	600	5083	2645	396	500	1710	3373	1173	157	929	1716	0	500	3121	10364	0	594	
2554	532	0	148	1375	0	2955	0	0	0	0	0	0	3372	0	766	608		2231	0	0	1682	508	0	0	406	1276	480	69	308	200	100	0	2807	2606	0	0	
2732	40749	6	4254	76799	0	115309	0	0	0	0	0	0	329104	0	75771	118454		61049	108852	10411	54177	115369	0	0	35062	19650	5450	887	90696	24673	1360	1725	111049	253333	0	0	
2750	5234	0	872	2895	0	8255	0	0	396	209	605	0	30944	0	5129	8519		14988	2203	1650	10960	7123	297	100	6334	5120	3261	273	4398	2852	1269	0	7383	24925	0	890	
2938	13143	0	9313	61783	0	65713	0	0	0	0	60429	0	187440	0	12238	71879		18438	83980	5138	15015	23917	0	14950	6162	8853	2853	570	13961	9956	42460	5502	55100	175102	1300	100	
2956	5132	32	802	9001	0	22291	0	0	0	0	0	0	75192	0	13309	14130		37738	18193	5823	27519	13192	0	0	9046	18473	7546	2673	5416	7776	538	400	21457	61883	0	0	
3252	9797	1	628	13391	0	26458	0	0	0	0	0	0	44797	0	3517	9847		17715	7438	4747	13579	8132	0	0	4245	9334	3208	928	4912	3220	1715	0	25829	41280	0	0	
