"IDRSSD"	RCON0352	RCON2202	RCON2203	RCON2210	RCON2213	RCON2215	RCON2216	RCON2236	RCON2343	RCON2344	RCON2365	RCON2377	RCON2385	RCON2520	RCON2530	RCON2604	RCON5590	RCON6648	RCON6810	RCON6835	RCONA241	RCONA242	RCONA243	RCONA244	RCONA579	RCONA580	RCONA581	RCONA582	RCONA584	RCONA585	RCONA586	RCONA587	RCONB549	RCONB550	RCONB551	RCONB552	
3458	1326	3	2162	2353	0	6581	0	0	0	0	0	0	12545	0	1562	3094		6634	1491	415	4704	2311	0	0	1085	3619	1660	270	288	2023	483	300	4416	10983	0	0	
3506	112621	82	2702	100570	0	148436	0	0	0	0	0	0	1084885	0	59477	53151		292227	626886	33339	246616	51526	0	0	107740	138878	42676	2933	38616	12910	1504	121	138270	1025408	7382	0	
3579	29169	17	15085	35266	0	81704	0	0	0	0	0	0	158846	0	2805	37450		77276	14951	17139	50092	22067	0	0	12801	37291	24614	2570	8507	13560	13569	1814	66602	151976	0	4065	
3720	19453	0	3649	17836	0	56286	0	0	0	0	0	0	69650	0	1823	16934		31183	2080	4501	16140	11834	0	0	6657	9483	15008	35	7000	7384	2550	0	52637	67827	0	0	
3953	5366	49	1430	17721	0	26214	0	0	0	0	0	0	52628	0	5548	10232		16646	20384	432	14270	9408	0	0	3671	11030	1718	227	2935	6473	824	0	24735	47080	0	0	
4138	24725	5	1314	18775	0	32420	0	0	0	0	0	0	117547	0	5802	25425		43979	23418	9580	35464	18622	0	0	11155	24309	7531	984	6781	11841	4573	2230	31101	111745	0	0	
4147	11514	0	317	15397	0	28147	0	0	0	0	2110	0	56205	0	3283	6317		21299	17075	5434	14890	5219	0	2110	4798	10092	6409	0	1444	3775	1098	0	27830	52922	0	0	
4156	7062	0	5182	15233	0	31990	0	0	0	0	0	0	68412	0	10702	15359		28228	17763	5075	16547	12340	0	0	5503	11044	8415	3266	8034	4306	1332	1687	26808	57710	0	0	
4231	13140	0	5522	12523	0	23261	0	0	0	0	0	0	70257	0	8532	26134		21693	9290	9743	17561	18768	0	0	4995	12566	3162	970	7715	11053	5787	1579	17739	61725	0	0	
4437	91873	4	473	23015	0	41031	0	0	0	0	0	0	126544	0	2816	13196		21452	23	6892	11327	7737	0	0	3450	7877	8978	1147	225	7512	3367	2092	40554	123728	0	0	
4839	34750	5	34	40098	0	46365	0	0	0	17048	17048	0	138105	0	4200	47484		42590	13282	7702	28389	27910	0	0	8236	20154	12929	1272	8727	19183	12180	7394	46326	133509	0	396	
5005	71266	3	2694	28665	0	53840	0	0	0	0	0	0	197776	0	1250	30095		79407	17008	16315	40224	14150	0	0	12327	27897	36860	2323	3814	10336	15629	316	51143	196526	0	0	
5050	4686	5	1334	13534	0	22018	0	0	0	0	0	0	56195	0	8532	13003		19042	19465	5596	11076	11043	0	0	3190	8081	5917	1854	6643	4400	1619	341	20625	47364	54	299	
5069	42467	8	0	10630	0	14348	0	0	43925	14929	58854	0	235346	0	4524	92870		95641	4368	433	85354	88319	37658	13249	35128	50226	10287	0	48562	39757	4551	0	14340	195296	0	35526	
5135	13420	0	16122	26686	0	51758	0	0	0	0	31951	0	138396	0	5981	70162		40987	13825	9286	37409	55711	0	20267	11308	26101	3463	115	17489	38222	14452	0	35636	99531	0	32884	
5210	234640	49	16253	52792	0	82720	0	0	0	0	0	0	577184	0	13172	38487		191201	112856	45384	107697	16968	0	0	39326	70021	56772	25082	7376	9705	12225	9181	66418	564012	0	0	
5247	228805	0	2240	34456	0	49417	0	0	0	0	0	0	868172	0	14278	45823		181669	411875	42716	135503	34221	0	0	46626	89910	33387	11746	14474	19747	8159	3443	47177	853894	0	0	
5274	6040	2	624	10371	0	14082	0	0	8424	0	8424	0	77572	0	6270	9250		44715	17567	5398	17946	6903	8208	0	7992	18182	15409	3132	3625	3278	1833	514	13456	71302	0	0	
5331	23116	10	498	40581	0	62009	0	0	0	0	0	0	136078	0	0	17722		31827	63413	7472	20072	12998	0	0	7729	12343	6590	5165	4622	8376	1758	2966	61501	136078	0	0	
5461	130133	101	11076	63474	0	77955	0	0	0	0	0	0	260210	0	5139	31628		18341	80108	6963	15411	28132	0	0	8018	8427	1754	142	17605	10794	1591	1638	66708	255071	70	0	
5751	4721	5	1185	6172	0	15937	0	0	0	0	0	0	58047	0	19341	7269		11247	34810	4220	9611	4712	0	0	2876	6735	1598	38	1783	2929	2557	0	14747	38706	0	0	
6039	5673	0	3549	9424	0	19960	0	0	0	0	0	0	47799	0	2855	12779		25610	3737	7720	24456	12557	0	0	6463	17993	1144	10	2283	10274	222	0	16399	44938	12	6	
6057	691	0	379	1548	0	3495	0	0	0	0	0	0	10264	0	2164	840		8319	414	454	5903	639	0	0	1887	4470	1209	755	307	333	200	0	3116	8100	0	0	
6141	1601	7	808	8935	0	17038	0	0	0	0	0	0	14545	0	2052	5543		6288	1113	1058	5356	5343	0	0	2152	3204	493	438	3251	2092	200	0	16223	12493	0	0	
6329	12432	6	20563	59782	0	100936	0	0	0	0	0	0	143628	6	5027	56595		55391	19210	9280	51980	50410	0	0	22811	29169	2478	933	18106	32304	4657	1528	80367	138595	0	0	
6972	76167	119	10807	153980	0	217672	0	0	0	0	0	0	390731	0	8505	32520		88433	193611	32724	68328	24554	0	0	40139	34777	10386	3131	14082	12247	2642	3549	206350	381890	396	336	
7009	0	27	4	24453	0	24453	0	0	0	0	0	0	395474	0	0	0		0	395474	60	0	0	0	0	0	0	0	0	0	0	0	0	24422	395474	0	0	
7045	10408	5	12303	12826	0	36097	0	0	0	0	0	0	52751	0	4478	7025		24237	11081	4648	10289	2438	0	0	2667	7622	10360	3588	1530	908	3135	1452	23789	48273	0	0	
7157	1997	0	189	3382	0	6235	0	0	0	0	0	0	19954	0	624	1721		11253	4983	2203	8796	1270	0	0	3246	5550	2457	0	313	957	451	0	6046	19330	0	0	
7166	141514	41	3603	62434	0	74318	0	0	0	0	19676	0	423506	0	4872	113903		54754	113335	6181	48835	108607	0	19676	14154	34681	4933	986	44849	63758	4065	1231	70674	416357	0	2277	
7456	6169	1	2249	7374	0	12811	0	0	0	0	0	0	23396	0	1121	1415		14951	861	1923	9915	880	0	0	3759	6157	4982	53	202	678	435	100	10558	22275	3	0	
7634	3518	0	863	5195	0	8626	0	0	693	0	693	0	25348	0	1011	8670		12389	771	1961	9603	6697	0	0	2992	6611	2233	553	1840	4857	363	1610	7628	24337	135	0	
8033	7092	1	1168	11311	0	17294	0	0	0	0	0	0	27233	0	2972	7595		12088	458	1604	9192	5967	0	0	4184	5008	1641	1255	3041	2926	1384	244	16125	24261	0	0	
8417	0	0	0	456683	0	456683	0	0	0	0	0	0	58050	0	0	0		0	58050	622	0	0	0	0	0	0	0	0	0	0	0	0	456683	58050	0	0	
8462	327	4	1247	12877	0	29881	0	0	0	0	0	0	37566	0	7628	21993		11747	3499	2300	10689	21865	0	0	6059	5249	439	0	10307	11558	128	0	28630	29938	0	0	
8631	10196	0	3786	9762	0	16282	0	0	0	0	0	0	27066	0	236	3227		10709	2934	2743	6470	2012	0	0	2957	3513	3598	641	840	1172	1033	182	12496	26830	0	0	
9357	90570	331	0	15756	0	21263	0	0	0	0	0	0	252150	4683	0	2550		1687	157343	1398	1256	2365	0	0	1103	548	36	0	2295	255	0	0	20932	247467	0	0	
9553	0	2	1560	6296	0	15431	0	0	0	0	0	0	31323	0	2529	7694		20179	3450	5819	17675	7137	0	0	8585	9090	2504	0	3593	3544	557	0	13869	28794	0	0	
9807	256387	29	19948	65300	0	111382	0	0	168220	0	168220	0	1609556	0	308067	205574		267649	879946	79595	246042	201111	168220	0	129420	116622	20427	1180	121593	79518	3368	1095	91405	1301489	0	0	
9955	6120	8	2325	8710	0	26032	0	0	0	0	0	0	48927	1	16785	14018		16866	11923	2553	10479	10870	0	0	3581	6976	5799	510	6149	4721	3148	0	23699	32141	0	0	
10157	5048	0	928	11102	0	17657	0	0	0	0	0	0	33362	0	6845	5687		16068	6559	2167	11167	4483	0	0	4322	6845	3840	1061	3552	932	1100	103	16729	26517	0	0	
10250	56392	9	2077	13830	0	26874	0	0	98	200	298	0	250831	0	22572	56755		95795	41889	31727	42676	31037	0	0	10241	32435	41831	11288	9056	21981	18157	7561	24788	228259	0	0	
10849	46432	1571	1451	10266	0	17226	0	0	0	0	0	0	173263	0	24094	52491		61274	13066	5256	49235	46015	0	0	25235	24090	11685	264	24461	21554	5668	808	14202	149169	2	0	
10858	100814	18	3853	16890	0	21963	0	0	0	0	0	0	305419	0	27534	62213		122509	19883	9258	57061	26806	0	0	16708	40353	53448	12000	8629	18177	33402	2005	18092	277885	0	0	
11145	16912	0	20149	15810	0	45559	0	0	0	0	0	0	69962	0	8975	6965		22294	23791	3718	10768	4417	0	0	4016	6752	9415	2111	1232	3186	2064	483	24817	60937	593	50	
11640	7212	5	25307	35965	0	86290	0	0	0	0	0	0	83149	0	22650	34213		31684	10040	6845	22363	30083	0	0	7485	15020	6413	2766	14778	15306	2319	1810	60839	60499	139	0	
11837	4469	6	16676	5599	0	31444	0	0	792	0	792	0	46225	6	1175	13762		24371	3623	4473	12182	4996	0	0	3173	9009	6735	5455	1483	3513	5066	3701	14762	45044	0	0	
12030	18324	5	9821	24338	0	47727	0	0	0	0	0	0	167516	0	5285	49749		88645	10797	12973	79441	41771	0	0	22727	56714	7894	1310	10147	31624	7373	603	37901	159031	0	3200	
12058	6175	39	2448	12098	0	20676	0	0	0	0	0	0	66642	70	7557	9825		31362	19280	4100	18593	6864	0	0	6760	11915	9209	3478	3137	3728	1920	1040	18189	59015	0	0	
12142	20678	0	14506	29558	0	64161	0	0	0	0	0	0	95041	0	13493	37500		28617	8246	9403	19330	36543	0	0	13578	13984	1055	0	29790	7610	100	0	49469	81548	186	0	
12245	17165	0	3167	16293	0	22972	0	0	0	0	2500	0	60772	0	9770	14426		18350	10831	4704	13878	11286	0	2500	5185	8693	3997	475	3261	8025	2940	200	19805	51002	0	0	
12311	3339529	0	143677	1395407	81	1814911	0	0	0	841349	2999753	0	19784017	0	1710385	4234275		2569281	9640932	6669	897033	1609292	0	614394	245380	651653	1331016	341232	794975	814317	1422019	1202964	1645792	18073632	25361	0	
12647	5999	0	371	7753	0	11135	0	0	1786	0	2977	0	39305	0	4749	6168		18402	8736	5151	12199	5364	994	1090	3556	8643	6203	0	1395	3969	804	0	10764	34556	0	0	
12656	920	0	299	1525	0	2794	0	0	0	0	0	0	5698	0	1618	930		2720	1128	286	2184	705	0	0	998	1186	536	0	500	205	225	0	2495	4080	0	0	
12937	10021	0	0	25146	0	38728	0	0	109	739	848	0	77912	0	0	33925		13632	20334	4595	11732	33433	109	739	2784	8948	1900	0	20161	13272	492	0	38728	77912	0	0	
12946	22974	15	11071	23006	0	42501	0	0	0	0	0	0	381271	0	42685	105015		144297	108985	29064	100032	81104	0	0	51786	62965	21902	7644	42798	46139	9814	6264	31415	338586	0	0	
12955	7987	0	676	18214	0	25599	0	0	0	0	0	0	63672	0	13556	17331		21470	16884	5663	11202	14106	0	0	2888	8358	8258	1965	6899	7207	2130	1095	24923	50116	0	0	
13037	17527	7	847	14398	0	24480	0	0	0	0	0	0	69638	0	160	7552		35916	8642	5146	23115	4627	0	0	9409	14213	9313	2981	2349	2278	2318	608	23626	69478	0	0	
13103	190078	14	7730	28548	0	89480	0	0	0	0	0	0	586494	0	15419	44956		148112	203348	43991	109539	34715	0	0	35568	73971	35193	3380	10948	23767	8519	1722	81519	570048	217	1027	
13251	1505	0	48	3709	0	5107	0	0	0	0	0	0	23838	0	1357	1181		10178	10974	2277	8790	958	0	0	2697	6096	1385	0	211	835	135	0	5059	22481	0	0	
13457	1235	0	376	1682	0	3956	0	0	0	0	0	0	10996	0	986	1319		5509	2933	1130	5024	965	0	0	1461	3563	485	0	206	759	354	0	3580	10010	0	0	
14052	9651	1	2710	11122	0	18636	0	0	0	0	0	0	38260	0	643	9544		12756	6309	2018	10841	9142	0	0	3489	7430	1829	8	2080	7062	402	0	15529	37617	396	0	
14155	5308	8	1413	9843	0	21140	0	0	0	0	0	0	51018	0	7905	6947		21391	17372	3933	14160	5230	0	0	4729	9432	5492	1738	2220	3010	1461	256	19719	43113	0	0	
14258	21613	77	9822	37723	0	75796	0	0	3069	13066	16135	0	522380	0	47190	101238		45504	354025	23950	30821	67127	2079	3317	14977	20286	7876	2365	39650	29726	15790	16072	65897	475190	0	0	
14409	8701384	361	554175	1579049	0	2673062	0	0	0	0	0	0	21011161	0	790171	2872363		3156380	6281034	631727	2380480	2369329	0	0	720393	1660087	660115	115785	864281	1505048	380209	122825	2117862	20216430	664	4560	
14454	2647	0	376	2387	0	4453	0	0	5276	1700	6976	0	30105	0	1440	4234		13177	10047	1187	8936	3534	3263	1300	3701	5235	3095	1146	2095	1439	600	100	4077	23036	0	5629	
14650	4575	2	3511	5616	0	11788	0	0	0	0	0	0	13087	0	424	1735		5937	840	1490	5269	1635	0	0	2999	2603	326	9	503	1132	100	0	8275	12663	0	0	
14753	5499	0	231	5479	0	7834	0	0	0	0	0	0	19141	0	1744	3496		10146	0	3091	8454	3065	0	0	5364	4471	311	0	2168	1228	100	0	7603	17397	0	0	
14865	12358	21	16587	21480	0	60563	0	0	0	0	0	0	87373	0	11816	14833		31407	28775	4713	22477	13059	0	0	8970	14404	5962	2070	7071	5988	1010	764	43955	75557	0	0	
14940	23570	0	77	9341	0	19103	0	0	0	0	0	0	106903	0	2143	16128		22457	44748	8166	17060	12994	0	0	4731	12329	4943	454	3304	9690	2628	506	19026	104760	0	0	
15536	153772	2	1665	103596	0	126214	0	0	34804	31829	66633	0	843104	0	13742	172458		360106	156768	68186	312695	154467	34804	31829	109156	212539	38151	260	44677	109790	17738	254	124472	804531	75	24831	
16337	53527	66	4202	71676	0	116340	0	0	0	0	0	0	184234	0	5808	51843		65726	13138	20215	51850	48398	0	0	27981	28219	9340	186	14479	35541	1603	220	112072	177926	0	500	
16458	53008	26	535	15371	0	22922	0	0	0	0	0	0	142653	0	5686	13509		26548	49588	7942	16045	9115	0	0	5872	10173	10182	321	2973	6142	4114	280	22195	136967	166	0	
16551	14350	8	1095	10758	0	17669	0	0	0	21980	21980	0	81665	80	3325	32742		30027	4546	8858	15114	13149	0	6411	9677	10017	8390	1943	5554	9857	13097	4234	16566	78260	0	0	
16748	6276	0	853	8077	0	12178	0	0	0	0	0	0	28973	0	828	2572		17795	2330	3376	7076	1456	0	0	5236	6290	4097	2174	957	499	1116	0	11325	28145	0	0	
16944	6875	0	1930	4594	0	11534	0	0	0	0	0	0	13451	0	707	209		4685	1682	781	2778	209	0	0	1065	1760	1676	183	100	109	0	0	9604	12744	0	0	
16953	3483	0	663	4570	0	7996	0	0	0	0	0	0	17253	0	1546	1947		9377	2446	480	6129	1447	0	0	1986	4143	3248	0	400	1047	500	0	7333	15707	0	0	
17110	0	0	0	0	0	0	0	0	0	0	0	0	100886	0	14100	83785		17005	96	0	17005	83185	0	0	16985	20	0	0	70285	13500	0	0	0	86786	0	0	
17147	235862	9	17947	49196	0	80852	0	0	0	15360	15360	0	530512	0	81288	100646		128569	65434	28477	60257	82152	0	2939	19120	41137	50344	17969	67027	15125	18136	358	54316	449224	8580	0	
17259	17476	3	62	5118	0	9741	0	0	0	0	0	0	39345	0	3185	4895		15907	1067	3884	7019	2298	0	0	1880	5139	7994	894	314	1984	1783	814	9676	36160	0	0	
17464	39146	293	12131	209303	0	240827	0	0	0	0	0	0	665029	0	74375	33137		31342	561404	9429	23293	24318	0	0	8251	15042	7282	767	7036	17282	5955	2864	228403	590654	0	0	
17549	46859	0	5672	46019	0	61875	0	0	17422	11630	29052	0	181163	0	16909	50152		47643	36509	3650	43800	47481	17422	11630	15572	28228	3746	97	23073	24408	2548	123	56203	150649	0	13605	
17839	8409	13	6964	28751	0	47728	0	0	0	0	0	0	98119	0	1431	27613		29682	32415	8925	17165	20246	0	0	6211	10954	10364	2153	6611	13635	6464	903	40751	96688	0	0	
17950	30205	328	8588	17714	0	43045	0	0	0	0	0	0	81492	208	12686	16573		22916	11798	5395	18857	14904	0	0	6222	12635	3669	390	9211	5693	1287	382	34129	68598	0	0	
18050	97009	2	6072	16125	0	28638	0	0	0	0	0	0	201455	0	27038	31539		55096	17811	10204	46012	21799	0	0	18730	28759	7588	19	9865	12201	9273	200	22564	174417	0	0	
18135	22640	0	0	32698	0	59476	0	0	0	0	0	0	72923	0	8000	20007		14455	15821	2389	10279	18816	0	0	2903	7376	3401	775	6920	11896	865	326	59476	64923	0	0	
18368	15522	0	6954	25339	0	39934	0	0	0	0	0	0	374346	0	1066	20118		22339	316367	5342	19042	15662	0	0	8640	10402	3297	0	6544	9118	4456	0	32909	373280	71	0	
18377	5026	0	0	0	0	0	0	0	387	0	387	0	19848	0	2	1916		12906	0	2462	5202	414	387	0	1682	3520	6381	1323	0	414	379	1123	0	18166	0	1680	
18827	46145	8	6565	23489	0	58327	0	0	0	0	0	0	87035	0	9918	9510		28916	2464	7320	15508	5148	0	0	7347	8519	8790	4260	3025	2123	3570	792	51754	77117	0	0	
18836	10187	0	1890	14739	0	23810	0	0	198	0	198	0	85647	0	211	20958		46021	8481	10502	23089	8768	198	0	11954	13256	17257	3554	2993	5899	9811	2255	21920	83936	0	1500	
18854	0	0	3502	2525	0	9815	0	0	0	0	0	0	14923	0	2086	4517		8749	1657	572	7198	4111	0	0	2030	5168	594	957	3055	1056	306	100	6313	12837	0	0	
18957	5836	4	4827	4500	0	12983	0	0	0	0	0	0	33967	0	5116	10829		14373	2929	3519	9466	7821	0	0	2009	7457	3230	1678	3578	4243	1585	1423	8152	28851	0	0	
19356	7863	9	5703	12964	0	27282	0	0	0	0	0	0	38556	0	1051	5347		23718	1628	3520	17303	3647	0	0	4665	13052	5519	482	1027	2620	1450	250	21029	37505	541	0	
19730	374026	85	11392	228502	0	252147	0	0	0	38566	38566	0	1127405	0	53055	168649		263394	321336	48118	198229	142519	0	27076	62430	141546	48542	10876	47547	95083	24252	1767	240497	1072737	173	1613	
19936	9213	1	13113	34673	0	66906	0	0	0	0	0	0	78342	0	11622	25364		25034	18731	5623	21349	23212	0	0	7165	14184	2994	691	12502	10710	885	1267	53792	66720	0	0	
19972	37618	0	0	0	0	0	0	0	0	0	0	0	37618	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37618	0	0	
20053	1938	0	700	2760	0	4833	0	0	0	1960	1960	0	22493	0	3111	6497		9752	4306	1749	6988	4493	0	1960	2939	4520	2270	23	399	4094	2004	0	4133	19382	0	0	
20147	15123	0	1335	7862	0	11383	0	0	0	0	0	0	28123	0	638	1751		11249	0	1148	4334	336	0	0	1111	3405	4252	2481	0	336	200	1215	10048	27485	0	0	
20259	13541	20	4747	15191	0	28849	251	0	0	0	0	0	14805	0	1703	156		1099	9	279	1021	156	0	0	1035	64	0	0	156	0	0	0	23831	13102	0	0	
20370	17063	9	1077	35045	0	43469	0	0	0	0	0	0	56928	0	5992	3547		19803	16515	4117	12545	3078	0	0	3690	8856	5924	1333	1433	1646	317	151	42383	50936	0	0	
20512	15926	0	701	11872	0	18332	0	0	0	0	0	0	51828	0	42	4800		24694	6408	6	8909	1274	0	0	3400	5509	12659	3126	400	874	3101	425	17631	51786	0	0	
20633	108504	7	8417	16896	0	33017	0	0	792	0	892	0	176735	0	563	24327		38453	5451	6620	8514	4117	0	0	1214	7300	17014	12925	1020	3097	10270	9940	24580	176172	13	0	
20754	543	0	581	678	0	2732	0	0	0	0	0	0	8592	0	1066	1101		5946	1002	866	4765	800	0	0	1503	3262	831	350	133	667	201	100	2151	7526	0	0	
20839	2066	8	519	11322	0	20029	0	0	0	0	0	0	86223	0	1091	28212		44254	11691	2673	41512	26374	0	0	16046	25466	2378	364	13450	12924	968	870	19502	67170	0	17962	
20857	2025	0	793	17508	0	28672	0	0	0	0	0	0	38667	0	1378	2559		7553	26530	542	6408	1526	0	0	2070	4338	1029	116	447	1079	1033	0	27879	37289	0	0	
20866	85665	16	2027	1610	0	29710	0	0	0	0	0	0	111302	0	0	1297		4308	20032	103	3183	1197	0	0	1059	2125	511	614	663	534	100	0	27667	111302	0	0	
21256	712	0	559	1341	0	3035	0	0	0	0	0	0	3975	0	1408	500		1685	1078	447	1270	500	0	0	518	753	414	0	500	0	0	0	2476	2567	0	0	
21359	2622	0	456	1816	0	3022	0	0	0	0	0	0	11918	0	1705	2254		4047	2995	1005	3583	1439	0	0	1023	2560	389	75	306	1134	409	405	2566	10213	0	0	
21630	5083	0	9422	8591	0	21356	0	0	0	0	0	0	34299	0	2707	13371		12410	3435	2404	7543	11228	0	0	1986	5557	3843	1024	2445	8783	1885	258	11934	31592	0	0	
