"IDRSSD"	RIAD3123	RIAD4230	RIAD4605	RIAD5523	RIADB522	RIADC079	RIADC233	
225942	186	17	23	0	153	7	0	
226051	1821	120	217	0	2653	1169	0	
226659	42	6	0	0	43	7	0	
226734	407	814	57	0	418	882	0	
226752	595	53	0	0	545	3	0	
226949	102	71	1	0	75	45	0	
227151	587	69	3	0	579	64	0	
227179	4142	927	142	0	3581	508	0	
227357	1507	221	15	0	1308	37	0	
227405	1896	0	25	0	1872	1	0	
227656	599	95	27	0	685	208	0	
228000	1975	117	82	0	1975	199	0	
228055	401	0	53	0	408	60	0	
228158	1155	231	75	0	1096	247	0	
228345	620	100	0	0	520	0	0	
228952	131	45	3	0	118	35	0	
229146	1786	185	31	0	1835	265	0	
229342	904	1	14	0	904	15	0	
229427	10891	1003	111	0	9922	145	0	
229454	337	153	36	0	444	296	0	
229801	66189	10978	4369	0	63803	12801	-160	
229913	7048	-4918	133	0	12434	601	0	
229940	345	27	1	0	326	9	0	
229959	82	0	15	0	89	22	0	
230254	488	32	6	0	507	57	0	
230357	301	87	23	0	266	75	0	
230423	1575	0	23	0	1610	58	0	
230508	752	0	29	0	746	23	0	
230535	997	0	30	0	1026	59	0	
230553	3781	485	57	0	3323	84	0	
230610	2058	315	62	0	1971	290	0	
230740	294	0	37	0	438	181	0	
230759	3412	469	34	0	3201	292	0	
231149	905	185	26	0	828	134	0	
231242	9717	3390	199	0	7523	1395	0	
231279	473	0	2	0	473	2	0	
231336	584	68	0	0	516	0	0	
231961	6042	309	56	0	5963	286	0	
232258	330	0	0	0	330	0	0	
232548	2110	85	32	0	2110	117	0	
232744	522	0	118	0	452	48	0	
232847	571	0	3	0	571	3	0	
232856	1199	60	48	0	1223	132	0	
233022	2553	415	135	0	2158	155	0	
233031	435797	102478	34881	0	415034	122332	5736	
233246	357	0	2	0	389	34	0	
233358	780	20	32	0	762	34	0	
233442	173	27	2	0	149	5	0	
233451	222	35	4	0	195	12	0	
233527	605	90	25	0	536	46	0	
233554	8152	3522	187	0	7093	2634	-16	
234056	246	17	0	0	237	8	0	
234355	5225	275	500	0	5164	727	13	
234506	882	190	61	0	746	115	0	
234645	609	189	12	0	538	130	0	
234739	3800	900	130	0	3521	751	0	
234841	433	0	10	0	457	34	0	
235017	201	60	0	0	161	20	0	
235231	880	140	50	0	869	179	0	
235316	394	45	17	0	382	50	0	
235446	775	105	21	0	884	235	0	
235521	1873	595	54	0	1938	714	0	
235530	2360	1327	82	0	1799	848	0	
235558	110	0	12	0	98	0	0	
235950	796	200	17	0	596	17	0	
236050	248	50	0	0	208	10	0	
236153	5785	2275	252	0	4289	1031	0	
236256	408	15	15	0	405	27	0	
236452	286	86	11	0	273	84	0	
236519	4500	575	354	0	4100	529	0	
236603	528	23	67	0	582	144	0	
236649	5202	2025	241	0	9590	6654	0	
236667	7578	0	66	0	7580	68	0	
236706	4594	599	36	0	4023	64	0	
236751	8048	1657	156	0	7207	972	0	
236957	940	115	4	0	1055	234	0	
237066	2286	291	236	0	2343	584	0	
237150	545	90	27	0	495	67	0	
237619	4063	592	85	0	3841	455	0	
237637	532	20	1	0	531	20	0	
237936	11173	6052	518	0	7666	3063	0	
237954	534	90	61	0	609	226	0	
238045	103	0	0	0	104	1	0	
238139	653	0	21	0	733	101	0	
238241	1628	1618	225	0	1655	1870	0	
238250	639	45	1	0	601	8	0	
238371	1948	509	16	0	1477	54	0	
238661	1340	97	35	0	1329	121	0	
238737	2318	656	11	0	1741	90	0	
238755	284	45	7	0	302	70	0	
238812	466	0	1	0	465	0	0	
239015	2302	0	11	0	2291	0	0	
239042	172	11	3	0	168	10	0	
239275	3157	770	31	0	2903	547	0	
239323	312	162	47	0	262	159	0	
239556	2026	445	42	0	1644	105	0	
239613	6151	975	119	0	5594	537	0	
239640	378	41	11	0	328	2	0	
239659	1422	400	28	0	1073	79	0	
239752	424	0	4	0	441	21	0	
240141	1133	19	15	0	1185	86	0	
240356	627	85	9	0	549	16	0	
240459	504	100	20	0	463	79	0	
240468	421	18	0	0	423	20	0	
240954	650	65	24	0	594	33	0	
241009	277	36	18	0	261	38	0	
241157	2632	750	96	0	2021	235	0	
241559	554	275	17	0	496	234	0	
241607	1751	290	0	0	1462	1	0	
242015	14538	800	180	0	14403	845	0	
242248	718	120	32	0	652	86	0	
242257	745	133	20	0	711	119	0	
242275	706	45	49	0	778	166	0	
242444	5045	315	73	0	4827	170	0	
242949	302	0	3	0	315	16	0	
242958	382	68	4	0	339	29	0	
243151	6334	2365	138	0	6015	2184	0	
243375	166	40	1	0	207	82	0	
243414	804	0	2	0	841	39	0	
243647	200	13	15	0	201	29	0	
243870	690	150	10	0	611	81	0	
243955	443	0	77	0	412	46	0	
244037	210	0	6	0	218	14	0	
244149	676	100	151	0	553	128	0	
244158	970	0	13	0	970	13	0	
244251	1586	23	243	0	1517	197	0	
244345	5513	930	479	0	4873	769	0	
244907	28338	5235	737	0	24754	2388	0	
245016	3498	433	133	0	3129	197	0	
245276	3300	1790	706	0	3037	2233	0	
245333	379878	160100	32762	0	363607	176591	0	
245351	565	255	22	0	511	223	0	
245557	2163	270	17	0	1978	102	0	
245566	3955	1465	206	0	3083	799	0	
245856	224	24	0	0	207	7	0	
246022	1383	195	29	0	1201	42	0	
246134	684	250	42	0	489	234	137	
246237	93	6	4	0	84	1	0	
246321	3544	180	42	0	3500	178	0	
246451	282	27	12	0	336	93	0	
246657	6138	1750	112	0	5682	1406	0	
246947	298	45	16	0	304	67	0	
246956	1873	1500	91	0	1967	1685	0	
247140	765	64	4	0	727	30	0	
247355	2634	702	45	0	2133	246	0	
247449	435	61	22	0	420	68	0	
247476	326	182	68	0	989	913	0	
247551	637	0	15	0	651	29	0	
247645	399	102	7	0	329	39	0	
247711	295	200	27	0	276	208	0	
247908	6046	517	188	0	5513	172	0	
248147	324	0	0	0	324	0	0	
248240	2500	695	16	0	1985	196	0	
248352	228	25	15	0	238	50	0	
248455	1691	270	100	0	1526	205	0	
248633	584	225	58	0	493	192	0	
248745	1629	400	12	0	1217	0	0	
248950	653	0	88	0	649	84	0	
248969	1268	118	0	0	1150	0	0	
249153	249	40	0	0	270	61	0	
249256	741	18	53	0	744	74	0	
249304	566	-12	103	0	610	135	0	
249416	861	135	26	0	768	68	0	
249546	221	27	0	0	194	0	0	
249555	560	222	100	0	545	307	0	
249564	131	0	0	0	131	0	0	
249612	24146	-10074	799	0	33442	21	0	
249658	668	300	14	0	446	92	0	
249872	14935	110	68	0	13128	365	1994	
249957	240	0	0	0	240	0	0	
250047	263	0	43	0	244	24	0	
250113	330	176	12	0	204	62	0	
250430	381	116	62	0	404	201	0	
250850	455	90	7	0	392	34	0	
251008	436	0	11	0	437	12	0	
251352	1225	310	11	0	929	25	0	
251558	1649	314	48	0	1510	223	0	
251736	5773	630	256	0	5138	803	552	
251745	1462	225	134	0	1475	372	0	
251857	845	90	3	0	778	26	0	
251969	2141	1825	191	0	3713	3588	0	
252041	884	20	47	0	842	25	0	
252256	32	4	0	0	32	4	0	
252452	382	0	9	0	475	102	0	
252658	462	123	46	0	428	135	0	
252706	6348	875	12	0	2829	387	3019	
252836	5338	0	69	0	5402	133	0	
253262	525	160	17	0	302	284	330	
253356	1836	390	75	0	1707	336	0	
253440	828	92	9	0	763	36	0	
253468	8410	300	744	0	8132	766	0	
253646	509	130	37	0	484	142	0	
253730	482	105	41	0	456	120	0	
253776	55	54	0	3	45	41	0	
254148	444	229	1	0	323	109	0	
254317	2636	0	626	0	2677	667	0	
254504	1159	400	22	0	916	179	0	
254652	242	65	9	0	310	142	0	
254670	5	-1	0	0	6	0	0	
254849	1140	90	60	0	1255	265	0	
254867	331	29	16	0	291	5	0	
255136	1967	164	85	0	1600	367	485	
255350	508	21	2	0	498	13	0	
255462	1033	79	0	0	954	0	0	
255547	480	81	3	0	426	30	0	
255556	926	0	26	0	1008	108	0	
255659	11016	767	117	0	10550	418	0	
255873	426	50	3	0	382	9	0	
255958	143	0	1	0	148	6	0	
256049	46	7	0	0	39	0	0	
256058	661	100	29	0	612	80	0	
256179	429	17	8	0	421	17	0	
256272	683	0	20	0	693	30	0	
256450	291	0	32	0	296	37	0	
256553	11200	1485	361	0	9923	569	0	
256722	178699	74044	7736	1809	151411	52683	0	
256964	1261	327	249	0	1006	321	0	
257000	5621	1825	235	0	4994	1433	0	
257233	1252	435	42	0	963	188	0	
257345	417	30	0	0	390	3	0	
257466	249	28	20	0	214	13	0	
257653	376	11	56	0	357	48	0	
257756	364	32	22	0	316	6	0	
257840	611	90	4	0	533	16	0	
257868	3070	1249	27	0	2559	765	0	
258146	170	99	4	0	154	87	0	
258306	2306	45	4	0	2434	0	-177	
258351	947	270	11	0	766	100	0	
258379	671	166	5	0	580	80	0	
258445	6363	556	72	0	6125	390	0	
258539	337	23	0	0	315	1	0	
258632	117	30	5	0	94	12	0	
258771	12339	1384	0	0	10993	38	0	
259031	36740	0	1766	0	40457	5483	0	
259059	120	0	1	0	119	0	0	
259330	6281	2967	694	0	6590	3970	0	
259442	1526	525	22	0	1416	437	0	
259518	472270	285944	35207	4477	424464	268868	0	
259554	196	9	6	0	191	10	0	
259657	2925	1410	101	0	2271	854	-3	
259853	121	23	0	0	108	10	0	
259956	490	120	1	0	385	16	0	
260055	7380	1408	295	0	6428	751	0	
260149	159	0	1	0	161	3	0	
260354	1300	0	10	0	1290	0	0	
260831	669	135	32	0	565	63	0	
260868	505	386	1	0	173	59	4	
261070	1245	281	68	0	966	70	0	
261146	862	143	80	0	831	192	0	
261258	1585	225	121	0	1246	7	0	
261360	1080	45	61	0	1146	172	0	
261557	61	11	1	0	53	4	0	
261632	170	167	3	0	104	113	9	
261904	790	68	1	0	800	79	0	
261940	2274	290	88	0	2026	130	0	
262059	1243	291	24	0	1070	142	0	
262068	13947	2048	244	0	11753	98	0	
262237	524	0	0	0	531	7	0	
262273	276	9	1	0	272	6	0	
262349	68824	27501	4664	532	68958	32199	432	
262358	265	50	66	0	241	92	0	
262451	972	146	7	0	827	8	0	
262741	812	270	34	0	680	172	0	
262844	2626	338	12	0	2293	17	0	
262956	952	141	16	0	889	94	0	
262965	790	230	3	0	574	17	0	
263243	1582	620	38	0	1403	479	0	
263551	277	113	10	0	289	135	0	
263627	1227	331	82	0	1127	313	0	
263953	1138	225	90	0	1102	279	0	
264156	47	0	1	0	60	14	0	
264455	923	326	105	0	771	279	0	
264558	5547	7774	8	0	4989	7224	0	
264941	2095	199	63	0	2229	396	0	
265041	788	566	184	0	532	494	0	
265340	547	108	29	0	505	95	0	
265407	7599	690	693	0	8768	2552	0	
265452	314	25	27	0	193	51	120	
265676	769	60	45	0	827	163	0	
265948	1100	0	25	0	1146	71	0	
266066	414	125	48	0	291	50	0	
266244	461	15	2	0	444	0	0	
266253	330	94	28	0	297	89	0	
266271	76157	17939	3333	0	74627	20116	374	
266440	157	324	37	0	139	351	8	
266655	609	30	19	0	560	0	0	
266851	1031	225	30	0	849	73	0	
266879	378	38	4	0	354	18	0	
266945	2853	2171	78	0	2277	2180	507	
267652	941	81	20	0	869	29	0	
267737	3845	369	41	0	3675	240	0	
267755	1183	90	24	0	1218	149	0	
267979	31532	25742	6873	0	30661	31744	0	
268042	1141	45	21	0	1159	84	0	
268136	644	108	11	0	552	27	0	
268257	2840	706	141	0	2305	312	0	
268341	533	45	1	0	521	34	0	
268556	4842	923	151	0	4240	472	0	
268734	3720	1554	29	0	2442	305	0	
268828	2055	315	50	0	1843	153	0	
268846	1397	135	135	0	1239	112	0	
268976	524	25	0	0	504	5	0	
269049	947	332	10	0	616	11	0	
269058	726	36	37	0	704	51	0	
269478	314	0	0	0	314	0	0	
269656	269	7	359	0	285	382	0	
269759	613	0	19	0	605	11	0	
270036	4061	630	1	0	3904	474	0	
270148	574	220	16	0	504	166	0	
270335	3724	1080	118	0	3836	1310	0	
270353	349	68	1	0	326	46	0	
270504	2161	276	94	0	2008	217	0	
270531	5491	1114	549	0	12394	8566	0	
270652	337	30	1	0	337	31	0	
271136	1800	337	347	0	1800	684	0	
271154	658	40	6	0	627	15	0	
271275	903	65	5	0	843	10	0	
271341	955	88	100	0	1079	312	0	
271529	984	101	43	0	896	56	0	
271631	1052	180	142	0	1026	296	0	
271743	305	0	68	0	294	57	0	
271752	685	276	60	0	683	334	0	
271855	961	-128	13	0	1110	34	0	
272030	159	85	13	0	132	71	0	
272058	131	14	2	0	115	0	0	
272151	353	0	19	0	345	11	0	
272218	78510	14489	3725	0	73484	13188	0	
272245	120	6	2	0	112	0	0	
272254	113	10	19	0	116	32	0	
272272	1681	300	44	0	1441	104	0	
272302	1178	-2	1	0	1203	24	0	
272357	289	25	33	0	231	0	0	
272870	544	0	13	0	531	0	0	
273149	1031	264	23	0	784	40	0	
273251	520	40	11	0	499	30	0	
273336	4946	1810	41	0	5472	2377	0	
273523	10674	2297	834	0	9844	2301	0	
273550	1170	0	70	0	1143	43	0	
273653	657	80	106	0	606	135	0	
273662	1964	0	9	0	1987	32	0	
273840	178	12	1	0	166	1	0	
273859	27	0	1	0	32	6	0	
273907	2571	326	120	0	2218	93	0	
274025	140	11	1	0	129	1	0	
274052	217	25	4	0	205	17	0	
274164	1179	270	48	0	1077	216	0	
274548	1379	0	4	0	1495	120	0	
274641	274	0	52	0	222	0	0	
274753	120	0	6	0	114	0	0	
274829	2665	585	174	0	2426	520	0	
274856	609	0	3	0	623	17	0	
275116	1596	220	44	0	1577	245	0	
275255	259	20	8	0	312	81	0	
275358	1921	0	36	0	2066	181	0	
275509	1614	90	0	0	1524	0	0	
275657	261	60	4	0	326	129	0	
275750	2657	361	50	0	2410	164	0	
275769	92	0	27	0	65	0	0	
276159	528	105	64	0	605	246	0	
276355	376	0	71	0	336	31	0	
276449	463	0	86	0	392	15	0	
276551	899	0	1	0	916	18	0	
276579	87439	31300	4013	0	83196	31070	0	
276645	647	90	15	0	592	50	0	
276654	276	29	0	0	278	31	0	
276711	370	0	0	0	370	0	0	
276775	107	0	5	0	110	8	0	
276850	4904	2416	406	0	4838	2756	0	
276953	209	6	3	0	221	21	0	
277053	491	36	47	0	442	34	0	
277138	1976	208	61	0	1818	111	0	
277240	967	135	0	0	832	0	0	
277277	107	0	0	0	107	0	0	
277558	429	154	12	0	413	150	0	
277567	1424	66	100	0	1366	108	0	
277736	660	73	29	0	660	102	0	
277820	1640	144	192	0	1496	192	0	
277950	171	35	18	0	163	45	0	
278078	791	157	0	0	634	0	0	
278153	399	401	22	0	219	243	0	
278256	913	225	6	0	774	92	0	
278555	2567	767	141	0	2272	613	0	
278733	821	316	44	0	827	366	0	
278751	146	63	40	0	117	74	0	
278818	1896	120	50	0	1816	90	0	
278957	748	335	4	0	729	320	0	
279105	3921	0	49	0	3917	45	0	
279253	1721	183	83	0	1537	82	0	
279338	1938	580	24	0	1660	326	0	
279673	482	-89	216	0	357	2	0	
279842	1338	156	2	0	1207	27	0	
279954	1777	-1100	579	0	2511	213	0	
280044	9320	2700	553	0	7992	1925	0	
280110	1365613	318276	75779	13837	1578008	592613	0	
280138	843	72	63	0	799	91	0	
280352	152	9	0	0	143	0	0	
280558	92	0	6	0	87	1	0	
280624	4677	77	57	0	4666	123	0	
280950	1132	214	82	0	945	89	-20	
281144	1324	180	2	0	1153	11	0	
281210	1073	360	230	0	951	468	0	
281416	7178	1260	361	0	6204	647	0	
281751	80	30	2	0	104	56	0	
281845	259	36	4	0	270	51	0	
282048	574	91	62	0	555	134	0	
282141	41065	41596	869	0	21008	22408	0	
282208	6222	75	103	0	5482	177	739	
282226	1669	120	44	0	1648	143	0	
282329	5956	742	135	0	3536	639	2182	
282824	833	177	17	0	743	104	0	
283054	2373	687	25	0	2164	503	0	
283157	507	100	52	0	628	273	0	
283438	1964	400	407	0	1751	594	0	
283652	405	216	40	0	616	467	0	
283737	2676	256	60	0	2581	221	0	
283858	354	0	0	0	354	0	0	
283867	1493	0	200	0	1728	435	0	
284154	421	54	83	0	411	127	0	
284239	981	696	477	0	940	1132	0	
284248	346	27	4	0	352	37	0	
284257	1328	227	1	0	1136	36	0	
284332	1991	675	68	0	1829	581	0	
284408	325	162	19	0	153	9	0	
284556	595	961	28	0	448	842	0	
284743	370	50	4	0	431	115	0	
284819	10989	2635	750	0	9843	2239	0	
284958	391	0	39	0	468	116	0	
285151	770	11	50	0	831	122	0	
285348	876	92	6	0	789	11	0	
285544	2212	515	91	0	1983	377	0	
285553	144	8	0	0	144	8	0	
285740	3025	455	41	0	2661	132	0	
285759	376	82	6	0	310	22	0	
285777	35	5	0	0	35	5	0	
285852	879	270	16	0	774	181	0	
285928	1097	233	10	0	1001	147	0	
285937	1906	180	51	0	1838	163	0	
286251	145	10	38	0	164	67	0	
286457	164	39	5	0	139	19	0	
286466	1736	603	49	0	1294	210	0	
286840	171	0	0	0	172	1	0	
286952	858	177	11	0	766	96	0	
287007	2138	900	15	0	1259	36	0	
287155	192	5	0	0	215	28	0	
287324	662	170	114	0	510	132	0	
287342	191	12	0	0	179	0	0	
287351	1105	33	61	0	1035	24	0	
287445	1857	319	36	0	1602	100	0	
287539	1577	427	0	0	1189	39	0	
287650	346	27	6	0	322	9	0	
287856	295	40	36	0	252	33	0	
287922	624	0	24	0	618	18	0	
287959	407	9	8	0	390	0	0	
288152	103	0	0	0	103	0	0	
288358	658	261	96	0	621	320	0	
288376	1263	380	113	0	1158	538	150	
288750	253	105	28	0	208	88	0	
288853	2241	-120	147	0	2740	526	0	
289056	510	38	4	0	471	3	0	
289065	550	295	9	0	361	115	0	
289225	143	9	1	0	142	9	0	
289449	1241	0	117	0	1124	0	0	
289515	4338	895	95	0	4051	703	0	
289542	2522	400	8	0	2168	54	0	
289702	6374	450	425	0	6196	697	0	
289739	535	54	2	0	498	19	0	
289757	1128	449	3	0	785	109	0	
290052	6770	844	330	0	6783	1187	0	
290230	899	90	46	0	840	77	0	
290249	4057	644	102	0	3907	596	0	
290838	50	0	0	0	51	1	0	
290847	147	9	0	0	138	0	0	
290922	309	50	10	0	277	28	0	
291059	416	166	6	0	426	182	0	
291152	559	67	39	0	543	90	0	
291273	1321	0	0	0	1389	68	0	
291330	341	40	86	0	321	106	0	
291611	2308	450	129	0	2171	442	0	
291732	279	44	7	0	298	70	0	
291910	676	203	77	0	673	277	0	
292234	1076	1703	39	0	275	1440	499	
292467	194	0	10	0	195	11	0	
292524	2800	731	93	0	2650	674	0	
292850	306	41	12	0	278	25	0	
292908	2084	315	15	0	1786	32	0	
293026	1678	303	24	0	1494	144	1	
293053	1158	50	1	0	879	72	300	
293352	149	24	1	0	161	37	0	
293437	266	4	38	0	351	127	0	
293558	1119	4	57	0	1146	88	0	
293651	367	0	10	0	365	8	0	
293736	5248	1415	139	0	4211	517	0	
293754	410	52	3	0	412	57	0	
294023	610	50	156	0	762	358	0	
294153	398	0	8	0	390	0	0	
294256	2466	333	52	0	2412	331	0	
294331	1528	405	170	0	1129	176	0	
294359	265	29	21	0	250	35	0	
294564	574	284	4	0	360	74	0	
294751	2187	220	261	0	1837	131	0	
294779	3630	600	106	0	3352	428	0	
294809	5002	-38	68	0	4973	1	0	
294827	497	120	5	0	394	22	0	
295011	2281	234	47	0	2090	90	0	
295057	421	320	199	0	520	618	0	
295356	213	21	6	0	186	0	0	
295552	1091	30	4	0	442	132	747	
295628	4496	270	130	0	4364	268	0	
295637	994	45	15	0	993	59	0	
295646	59	20	0	0	59	20	0	
295758	300	50	0	0	399	149	0	
296102	1122	155	41	0	1035	109	0	
296438	578	20	3	0	414	12	153	
296456	1403	0	287	0	1471	355	0	
296559	1013	215	47	0	1533	782	0	
296755	528	126	50	0	496	144	0	
296858	207	447	0	0	185	425	0	
297042	1040	158	33	0	926	77	0	
297051	529	73	6	0	456	6	0	
297257	253	96	0	0	259	102	0	
297453	571	-21	17	0	629	54	0	
297547	124	17	8	0	109	10	0	
297631	1767	150	54	0	1627	64	0	
297734	1694	185	46	0	1738	275	0	
297761	596	77	13	0	566	60	0	
298049	475	68	1	0	460	54	0	
298058	119	3	0	0	117	1	0	
298218	810	124	2	0	700	16	0	
298245	1055	270	58	0	919	192	0	
299046	9661	2951	379	0	9108	2777	0	
299251	169	5	9	0	155	0	0	
299644	946	0	98	0	485	15	378	
299653	272	25	23	0	241	17	0	
299868	3888	128	183	0	3908	331	0	
300009	3064	315	25	0	2891	263	96	
300036	2250	940	137	0	2118	945	0	
300063	2049	0	35	0	2092	78	0	
300157	352	0	1	0	366	15	0	
300250	321	96	32	0	275	82	0	
300353	1087	844	148	0	217	924	802	
300371	1252	922	31	0	1114	815	0	
300456	162	0	8	0	197	43	0	
300531	3946	895	75	0	3385	409	0	
300559	578	147	6	0	491	57	-9	
300933	3764	678	140	0	3531	585	0	
300942	519	45	0	0	496	22	0	
300960	1692	565	62	0	1470	405	0	
301453	291	0	3	0	339	51	0	
301640	209	32	0	0	188	11	0	
301668	3969	1080	341	0	3878	1042	-288	
301800	3928	60	3	0	3911	46	0	
302030	193	4	0	0	189	0	0	
302133	72	0	0	0	72	0	0	
302450	290	15	8	0	283	16	0	
302553	552	0	1	0	553	2	0	
302656	3171	462	129	0	2695	115	0	
302665	370	3	18	0	372	23	0	
303345	2717	76	248	0	2717	324	0	
303550	451	40	28	0	404	21	0	
303653	637	0	47	0	635	45	0	
303701	872	60	48	0	844	80	0	
303747	432	11	53	0	423	30	-25	
303952	1963	228	34	0	2496	795	0	
304034	3327	624	155	0	3042	494	0	
304155	92	0	1	0	100	9	0	
304173	350	21	0	0	329	0	0	
304520	754	0	1	0	761	8	0	
304762	199	10	11	0	192	14	0	
304913	2181	81	0	0	2100	0	0	
305059	742	1727	30	0	429	1444	0	
305152	475	147	21	0	408	101	0	
305237	868	198	74	0	799	203	0	
305433	118	296	57	0	244	479	0	
305442	2474	166	56	0	2301	49	0	
305648	404	25	45	0	356	22	0	
305750	455	298	102	0	437	382	0	
305835	1398	495	20	0	990	107	0	
306056	85	130	2	0	74	121	0	
306140	458	45	3	0	450	40	0	
306159	4766	4250	86	0	3883	3453	0	
306337	670	30	26	0	690	76	0	
306739	172	200	9	0	181	218	0	
306908	2745	600	116	0	2614	585	0	
307053	240	7	1	0	296	64	0	
307062	2132	100	13	0	2137	118	0	
307231	96	12	0	0	94	10	0	
307334	441	220	64	0	466	309	0	
307361	1226	55	63	0	1247	139	0	
307679	2546	954	37	0	2109	554	0	
307745	1163	230	4	0	982	53	0	
307932	193	66	15	0	142	30	0	
307950	592	90	1	0	506	5	0	
308247	352	136	5	0	256	45	0	
308256	210	0	0	0	211	1	0	
308340	761	175	4	0	709	127	0	
308443	2921	412	93	0	2530	114	0	
308649	6911	630	116	0	5413	737	1489	
308836	381	4	0	0	377	0	0	
309150	573	62	4	0	515	8	0	
309347	581	50	2	0	549	20	0	
309570	6213	995	26	0	5524	332	0	
309655	858	0	83	0	805	30	0	
309664	1354	345	44	0	1150	185	0	
309758	1367	210	53	0	1301	197	0	
309851	394	50	4	0	389	49	0	
309936	1668	232	12	0	1551	127	0	
310053	1037	204	12	0	921	100	0	
310437	1140	802	19	0	1129	810	0	
310727	37334	12305	2522	0	36675	14168	0	
310754	228	38	0	0	195	5	0	
310875	1551	242	23	0	1326	40	0	
310950	513	0	0	0	794	281	0	
310978	2691	626	24	0	2322	281	0	
311050	2047	400	328	0	1757	666	228	
311144	153	9	1	0	147	4	0	
311256	503	213	37	0	414	161	0	
311265	525	90	22	0	494	81	0	
311331	3890	1085	147	0	3921	842	-421	
311452	418	50	25	0	403	60	0	
311603	3825	0	13	0	4260	448	0	
311649	295	0	0	0	296	1	0	
311658	306	23	29	0	271	17	0	
311845	58625	16440	1819	0	12154	11173	39385	
311939	1398	508	95	0	1013	218	0	
312244	2099	0	19	0	2363	283	0	
312356	909	250	50	0	799	190	0	
312431	660	335	76	0	789	540	0	
312730	8215	1350	477	0	9093	2705	0	
312954	1245	230	23	0	1138	146	0	
313009	5039	4822	10	0	1707	1500	0	
313157	585	0	40	0	640	95	0	
313223	702	105	25	0	609	37	0	
313241	1878	90	206	0	2336	754	0	
313401	712	475	2	0	508	273	0	
313531	1933	647	57	0	1576	347	0	
313577	570	122	0	0	483	35	0	
314033	1024	495	340	0	1038	849	0	
314257	1149	405	58	0	929	243	0	
314444	587	0	5	0	610	28	0	
315339	291	36	3	0	320	68	0	
315348	129	0	11	0	142	24	0	
315357	585	110	6	0	541	72	0	
315629	3270	233	43	0	3069	75	0	
315656	1296	215	8	0	1288	215	0	
315674	610	27	0	0	595	12	0	
315852	2213	356	98	0	1994	235	0	
315973	516	104	80	0	569	249	12	
316158	1155	680	39	0	693	257	0	
316354	865	228	10	0	833	206	0	
316738	1402	390	19	0	1028	35	0	
316840	8962	1400	2277	0	8462	3177	0	
316859	555	155	28	0	471	99	0	
316916	0	0	0	0	0	0	0	
316934	156	0	0	0	160	4	0	
317100	3265	225	3	0	3082	45	0	
317258	1881	135	42	0	1877	173	0	
317342	11530	3150	118	0	10964	2702	0	
317650	225	0	3	0	222	0	0	
317735	589	35	128	0	548	122	0	
318125	175	75	0	0	100	0	0	
318639	243	101	57	0	242	157	0	
318835	744	450	1	0	1058	765	0	
318947	36	14	0	0	23	1	0	
319047	907	270	41	0	928	332	0	
319458	336	40	31	0	297	32	0	
319542	760	45	12	0	819	116	0	
319551	2566	1100	48	0	2771	1353	0	
320034	379	0	8	0	411	40	0	
320052	2833	1301	351	0	1846	665	0	
320070	249	9	0	0	240	0	0	
320119	52992	246	890	0	57131	5318	43	
320155	2140	605	79	0	2037	581	0	
320856	228	145	1	0	111	29	0	
321152	91	9	0	0	86	4	0	
321255	432	-13	91	0	525	171	0	
321330	369	12	4	0	363	10	0	
321536	796	0	59	0	779	42	0	
321844	546	50	21	0	483	8	0	
321947	1145	360	42	0	1031	288	0	
322056	2322	1136	135	0	2034	983	0	
322449	188	144	5	0	185	146	0	
322458	1094	148	3	0	954	11	0	
322476	147	0	43	0	145	41	0	
322551	175	18	1	0	171	15	0	
322757	384	123	20	0	296	55	0	
322850	663	80	26	0	841	284	0	
323035	2334	800	0	0	1861	327	0	
323204	1193	529	28	0	1007	371	0	
323651	1171	649	25	0	1002	505	0	
323718	1106	40	14	0	1100	48	0	
324153	1185	70	2	0	1128	15	0	
324229	68	9	12	0	158	111	0	
324256	198	27	10	0	211	50	0	
324274	362	36	0	0	326	0	0	
324340	2134	710	142	0	2013	731	0	
324649	1525	210	3	0	1366	54	0	
324751	197	10	8	0	188	9	0	
324854	709	67	4	0	715	77	0	
324863	3024	50	69	0	3080	175	0	
324902	316	-419	8	0	727	0	0	
324975	105	59	12	0	83	49	0	
325141	1231	183	75	0	1134	161	0	
325459	230	0	3	0	229	2	0	
325534	599	60	3	0	547	11	0	
325824	521	90	70	0	518	157	0	
326054	470	68	8	0	422	28	0	
326250	421	165	30	0	291	65	0	
326344	1980	340	126	0	1670	156	0	
326670	155	105	14	0	162	126	0	
326858	6001	1425	92	0	5332	848	0	
326979	850	80	28	0	745	3	0	
327015	488	137	15	0	489	153	0	
327220	510	50	33	0	514	87	0	
327305	2228	435	34	0	2098	339	0	
327435	2437	360	41	0	2224	188	0	
327453	2478	351	290	0	2153	316	0	
327556	386	25	14	0	449	102	0	
327855	1003	280	105	0	844	226	0	
327949	1115	0	0	0	975	0	140	
328058	562	40	90	0	613	181	0	
328151	90	0	0	0	90	0	0	
328357	269	64	47	0	231	73	0	
328423	3804	1400	245	0	3810	1651	0	
328450	538	827	35	0	528	852	0	
328553	1248	110	106	0	1180	148	0	
328656	394	27	0	0	367	0	0	
328777	6055	0	10	0	6236	191	0	
329149	506	193	9	0	450	146	0	
329345	266	90	18	0	396	238	0	
329550	4698	126	289	0	5517	1234	0	
329578	450	-529	478	0	501	0	0	
329756	488	220	16	0	363	111	0	
