"IDRSSD"	RCFD0010	RCFD0022	RCFD0073	RCFD0074	RCFD0083	RCFD0085	RCFD0090	RCON0010	RCON0020	RCON0070	RCON0073	RCON0074	RCON0080	RCON0082	RCON0083	RCON0085	RCON0090	
	CASH AND DUE FROM DEPOSITORIES	CASH & CASH ITEMS IN PROCESS OF COLL	BAL WITH FGN BRCHS OF OTHER U.S. BKS	BAL WITH OTHER BKS IN FGN COUNTRIES	BALS DUE FR US BRNCHS&AGENC OF FGNBK	BALS DUE FR OTH DEPOSITORY INSTS-US	BALANCES WITH F. R. BKS (COML BK BOO	CASH AND DUE FROM DEPOSITORIES	CASH ITEMS IN PROCESS OF COLLECTION	BALANCES WITH BKS IN FGN COUNTRIES	BAL WITH FGN BRCHS OF OTHER U.S. BKS	BAL WITH OTHER BKS IN FGN COUNTRIES	CURR&COIN (U.S. & FGN) VAULT CASH	BALS DUE FROM DEPOSITORY INSTS IN US	BALS DUE FR US BRNCHS&AGENC OF FGNBK	BALS DUE FR OTH DEPOSITORY INSTS-US	BALANCES WITH F. R. BKS (COML BK BOO	
37								2892										
242								924										
279								8517										
354								250										
439								6407										
457								973										
505								9326										
1146								14647	4739	0	0	0	1174	2139	0	2139	6595	
1155								6299										
1351								1829										
1454								25117										
1557								1481										
1632								6456										
1669								12265										
1829								10100										
1856								1160										
2040								3919										
2161								12780										
2376								11195	0	0	0	0	2743	8419	0	8419	33	
2451								220										
2554								468										
2732								19555	5229	0	0	0	3958	7074	0	7074	3294	
2750								800										
2938								7895										
2956								3522										
3252								6841										
3458								4167										
3506								26148	16206	265	0	265	6942	74	1	73	2661	
3579								7250										
3720								3084										
3953								2814										
4138								7206										
4147								764										
4156								3466										
4231								1200										
4437								3642										
4745								528										
4839								7171										
5005								5573										
5050								3316										
5069								1661										
5135								2284										
5210								25652	12825	0	0	0	8262	1244	0	1244	3321	
5247								23383	43	0	0	0	6334	14284	0	14284	2722	
5274								4221										
5331								8190										
5461								20949										
5751								1383										
5939								64616	31946	8	0	8	9175	13746	0	13746	9741	
6039								3365										
6057								371										
6141								2696										
6329								8495										
6972								36828	3971	0	0	0	6763	18299	0	18299	7795	
7009								5597	4	5000	5000	0	10	558	0	558	25	
7045								4868										
7157								1782										
7166								14597	10434	0	0	0	1984	382	0	382	1797	
7456								1264										
7634								1805										
8033								2602										
8154								745										
