"IDRSSD"	RCFD3561	RCFD3562	RCFD7701	RCFD7702	RCON3561	RCON3562	RCON7701	RCON7702	
	NO. OF LOANS TO EXECUTIVE OFFICERS	TOT DOLLAR AMT OF LNS TO EXEC OFFCRS	RGE OF INT CHG ON LNS TO EXEC OFF-FR	RGE OF INT CHG ON LNS TO EXEC OFF-TO	NO. OF LOANS TO EXECUTIVE OFFICERS	TOT DOLLAR AMT OF LNS TO EXEC OFFCRS	RGE OF INT CHG ON LNS TO EXEC OFF-FR	RGE OF INT CHG ON LNS TO EXEC OFF-TO	
37					2	193	0.0700	0.0700	
242					2	121	0.0625	0.0625	
279					5	80	0.0600	0.0750	
354					4	123	0.0475	0.0475	
439					2	10	0.0575	0.0575	
457					0	0	0.0000	0.0000	
505					0	0	0.0000	0.0000	
1146					0	0	0.0000	0.0000	
1155					0	0	0.0000	0.0000	
1351					0	0	0.0000	0.0000	
1454					0	0	0.0000	0.0000	
1557					1	13	0.0790	0.0790	
1632					1	162	0.0500	0.0500	
1669					1	10	0.0750	0.0750	
1829					1	1	0.0775	0.0775	
1856					0	0	0.0000	0.0000	
2040					2	33	0.0650	0.0650	
2161					0	0	0.0000	0.0000	
2376					0	0	0.0000	0.0000	
2451					2	76	0.0700	0.0800	
2554					0	0	0.0000	0.0000	
2732					0	0	0.0000	0.0000	
2750					0	0	0.0000	0.0000	
2938					0	0	0.0000	0.0000	
2956					0	0	0.0000	0.0000	
3252					0	0	0.0000	0.0000	
3458					0	0	0.0000	0.0000	
3506					0	0	0.0000	0.0000	
3579					1	16	0.0506	0.0506	
3720					0	0	0.0000	0.0000	
3953					0	0	0.0000	0.0000	
4138					3	10	0.0886	0.1600	
4147					0	0	0.0000	0.0000	
4156					0	0	0.0000	0.0000	
4231					0	0	0.0000	0.0000	
4437					3	62	0.0525	0.1400	
4745					0	0	0.0000	0.0000	
4839					0	0	0.0000	0.0000	
5005					0	0	0.0000	0.0000	
5050					0	0	0.0000	0.0000	
5069					0	0	0.0000	0.0000	
5135					1	12	0.0575	0.0575	
5210					2	63	0.0524	0.0575	
