"IDRSSD"	RCFD3561	RCFD3562	RCFD7701	RCFD7702	RCON3561	RCON3562	RCON7701	RCON7702	
	NO. OF LOANS TO EXECUTIVE OFFICERS	TOT DOLLAR AMT OF LNS TO EXEC OFFCRS	RGE OF INT CHG ON LNS TO EXEC OFF-FR	RGE OF INT CHG ON LNS TO EXEC OFF-TO	NO. OF LOANS TO EXECUTIVE OFFICERS	TOT DOLLAR AMT OF LNS TO EXEC OFFCRS	RGE OF INT CHG ON LNS TO EXEC OFF-FR	RGE OF INT CHG ON LNS TO EXEC OFF-TO	
37					5	425	0.0700	0.0700	
242					0	0	0.0000	0.0000	
279					0	0	0.0000	0.0000	
354					0	0	0.0000	0.0000	
439					1	14	0.0750	0.0750	
457					1	5	0.0400	0.0400	
505					0	0	0.0000	0.0000	
1146					0	0	0.0000	0.0000	
1155					0	0	0.0000	0.0000	
1351					0	0	0.0000	0.0000	
1454					1	100	0.0700	0.0700	
1557					3	31	0.0551	0.0634	
1632					2	423	0.0550	0.0600	
1669					1	7	0.0950	0.0950	
1829					0	0	0.0000	0.0000	
1856					1	51	0.0600	0.0600	
1959					0	0	0.0000	0.0000	
2040					4	221	0.0588	0.0750	
2161					3	29	0.0670	0.1000	
2376					0	0	0.0000	0.0000	
2451					0	0	0.0000	0.0000	
2554					0	0	0.0000	0.0000	
2732					0	0	0.0000	0.0000	
2750					1	200	0.0800	0.0800	
2938					0	0	0.0000	0.0000	
2956					0	0	0.0000	0.0000	
3252					1	22	0.0875	0.0875	
3458					0	0	0.0000	0.0000	
3506					0	0	0.0000	0.0000	
3579					4	63	0.0000	0.0825	
3720					0	0	0.0000	0.0000	
3953					0	0	0.0000	0.0000	
4138					2	145	0.0565	0.0594	
4147					1	28	0.0650	0.0650	
4156					0	0	0.0000	0.0000	
4231					0	0	0.0000	0.0000	
4437					3	428	0.0500	0.0975	
4745					6	115	0.1200	0.1200	
4839					0	0	0.0000	0.0000	
5005					0	0	0.0000	0.0000	
5050					0	0	0.0000	0.0000	
5069					0	0	0.0000	0.0000	
5135					1	12	0.0400	0.0400	
5210					3	551	0.0400	0.0400	
5247					1	40	0.0550	0.0550	
5274					3	1175	0.0550	0.0640	
5331					0	0	0.0000	0.0000	
5461					0	0	0.0000	0.0000	
5751					0	0	0.0000	0.0000	
5939					0	0	0.0000	0.0000	
6039					4	34	0.0490	0.0675	
6057					1	21	0.0900	0.0900	
6141					0	0	0.0000	0.0000	
6329					0	0	0.0000	0.0000	
6842					3	34	0.0600	0.0875	
6972					0	0	0.0000	0.0000	
7009					0	0	0.0000	0.0000	
7045					0	0	0.0000	0.0000	
7157					1	14	0.0680	0.0680	
7166					0	0	0.0000	0.0000	
7456					1	17	0.0775	0.0775	
7634					7	244	0.0475	0.0600	
8033					0	0	0.0000	0.0000	
