"IDRSSD"	RCFD1410	RCFD1563	RCFD1590	RCFD1616	RCFD1763	RCFD1764	RCFD2011	RCFD2081	RCFD2107	RCFD2122	RCFD2123	RCFD2182	RCFD2183	RCFD2746	RCFDA247	RCFDA570	RCFDA571	RCFDA572	RCFDA573	RCFDA574	RCFDA575	RCFDB532	RCFDB533	RCFDB534	RCFDB536	RCFDB537	RCFDB538	RCFDB539	RCFDB837	RCON1288	RCON1415	RCON1420	RCON1460	RCON1480	RCON1545	RCON1563	RCON1564	RCON1590	RCON1616	RCON1763	RCON1764	RCON1766	RCON1797	RCON2011	RCON2081	RCON2107	RCON2122	RCON2123	RCON2165	RCON2182	RCON2183	RCON2746	RCON5367	RCON5368	RCON5370	RCONA247	RCONA564	RCONA565	RCONA566	RCONA567	RCONA568	RCONA569	RCONA570	RCONA571	RCONA572	RCONA573	RCONA574	RCONA575	RCONB531	RCONB532	RCONB533	RCONB534	RCONB535	RCONB536	RCONB537	RCONB538	RCONB539	RCONB837	
390457																														0	10006	4023	857	21228		0		5917	0			14131	704	2836	0	253	68215	111	45			0	7089	1114	1592	21376	1289	1573	2312	1239	592	84	24180	12130	12304	5880	3802	1505								0	123		
390505																														0	5379	303	622	58906	0	586	586	0	464	83871	0	83871	16589	47221	0	0	340871	556	0	0	0	0	107966	19965	38012	14561	4404	10692	12787	10714	28142	41007	86634	20249	48192	49514	27223	1502	0	0	0	0	0	0	0	0	19	0	
390765																														0	7279	987	3217	26249		0		0	0			14759	1292	1348	0	0	57392	126	0			0	894	1391	4	22450	286	205	7	128	268	0	32423	2538	4659	14361	2643	0								0	102		
390840																														0	8191	21897	0	20375		117		10825	0			8894	2424	5716	0	0	97816	0	0			0	16887	2269	1038	22879	2699	1266	7470	1865	2302	1285	33589	12734	17751	10781	5646	428								0	221		
390925																														0	55861	1656	3998	168419	25	225	200	728	0	88474	0	88474	46169	37112	0	7	535345	0	0	0	0	0	125628	638	23401	135767	15857	12753	17339	11111	36468	31311	294788	11917	46505	33778	17979	3279	0	0	0	0	0	0	0	0	6430	0	
391137																														0	16231	10259	7513	83479	0	4265	4265	3178	0	43559	0	43559	24895	15157	0	1937	265877	0	0	0	0	0	51101	2643	28207	58869	11066	20783	6556	5186	4130	2921	87009	10186	35126	43485	37592	294	0	0	0	0	0	0	0	728	932	0	
391249																														0	720	33549	93	23681		19		6349	0			13512	0	4439	0	0	96991	7	0			0	14300	336	9818	35549	1094	4152	6895	1360	564	235	15482	14821	21212	13443	15721	1591								0	0		
391418																														0	4868	202	261	22482		120		461	0			1631	1752	35050	0	753	105777	4256	0			100	41852	506	41399	11880	7140	32914	755	114	551	60	12328	19501	17080	16409	2373	240								0	95		
391557																														0	504	433	0	722		2		177	0			1435	0	5541	0	100	17358	4	1083			0	7340	25	6616	3811	230	6105	98	248	581	73	1765	2862	2877	2084	434	0								0	0		
391650																														0	419	4382	0	8348		1198		8590	0			8822	0	1496	0	52	45558	0	0			0	11756	495	0	22130	1459	1379	7595	1241	42	0	19779	6242	5853	1400	456	0								0	0		
391838																														0	89576	712	4521	208989	0	6577	6577	0	0	78714	0	78714	9358	17930	0	4166	512093	658	0	0	0	0	83719	7283	5334	94275	5987	12816	15703	16425	26946	5358	103873	53641	87125	113928	63308	4577	0	0	0	0	0	0	0	0	1206	0	
391856																														0	1471	3023	0	1680		12		1115	0			841	0	1872	0	0	20085	1	0			0	10072	0	4306	5268	1608	3452	671	365	2107	1869	3334	3568	1051	813	896	352								0	0		
391959																														0	120	1123	0	1107		137		5869	0			1690	0	1177	0	0	14094	0	0			0	2871	0	0	6537	24	681	1118	1048	0	0	4427	4084	1561	969	182	0								0	0		
391977																														0	711	0	8145	51432		0		5499	0			6370	5990	948	0	0	266301	111	0			0	184286	3031	146154	6797	10795	14736	85971	35354	8370	28181	19470	5249	25228	28110	3845	59								0	0		
392031																														0	5711	1415	693	9540		0		0	0			9178	93	5052	0	0	56234	19	0			0	23379	1052	0	19341	257	2624	12736	1714	2845	3142	9999	6461	10131	5233	838	146								0	140		
392152																														0	0	1213	0	141		42		2311	68			642	0	725	0	0	9083	0	1597			0	2412	0	23	3263	169	184	1509	304	172	0	1133	1777	2610	653	366	68								0	0		
392228	3003248	20239	3574	0	712941	0	411825	0	5410	4723568	0	0	100498	21914	1499724	2451561	484116	452033	391486	221744	104235	39	400000	40	0	0	0	65754	0	400079	562267	28600	53009	1272369	9003	20239	11236	3574		712941	0	712941	416543	411825	0	5410	4723568	0	100498				586310	84150	144484		154213	39438	57758	47961	225522	56620							400039			40	0			0	65754		
392255																														0	801	2455	18	5039		104		4040	0			9047	973	8226	0	420	40183	0	0			0	8706	190	6532	23380	1221	4063	1683	138	1414	143	7249	10847	6280	3953	2309	20								0	164		
392358																														0	6875	0	4957	18972		207		17	35			7702	0	9483	0	0	65369	2	0			0	16268	524	990	16792	1105	643	3047	4277	6947	0	2773	12321	12133	16074	4971	818								0	366		
392451																														0	756	6419	301	2447		60		3028	0			2601	0	3578	0	0	27167	0	0			0	6914	1063	0	8223	652	1187	2271	1821	913	54	7825	2608	4499	3937	1384	0								0	0		
392620	23011501	1184426	97727	0	12673874	1444571	5973388	0	362202	46996841	0	1044499	72298	672244	15189291	27406607	1539007	2778014	4335864	3870540	515858	0	4550	106330	1672	49603	0	970200	1895	161153	4355422	147979	729960	8571351	47139	1184426	1137287	97727		12428630	884051	13312681	2763793	5973366	0	362202	46190053	0	1116797				6168238	274758	4475808		652160	420866	1035058	1731043	1698979	607767							4550			106330	50273			0	970200		
392778																														0	0	125	89	356		0		0	0			4664	1197	0	0	0	70748	0	4081			0	55677	4040	53	4263	27	122	1797	3493	27423	22810	1615	2499	1526	4036	3338	1917								0	519		
392844																														0	0	817	28	339		5		325	0			630	0	1862	0	0	8138	0	0			0	4117	15	3016	1596	548	1989	1015	111	101	207	286	976	1991	223	488	0								0	0		
393252																														0	0	3683	0	314		409		17179	0			2782	0	872	0	0	26997	2	135			0	1625	0	5	13537	1	156	545	159	702	62	20706	2438	1290	306	620	0								0	0		
393355																														0	1543	1949	0	8122		10		1444	0			7978	0	2494	0	126	41089	133	580			0	15570	1406	6906	10659	1795	5728	803	42	3599	3603	12277	8334	3129	1028	884	0								0	0		
393757																														0	0	4948	0	213		35		9777	0			8198	30	3626	0	107	30147	0	315			0	2683	0	1586	9475	459	1297	226	236	465	0	9680	9183	4250	3241	989	121								0	215		
393850																														0	394	11772	540	4117		16		7285	6			6716	1206	4365	0	242	48982	136	0			0	11480	967	65	13943	526	1138	4567	2700	2378	0	5166	8367	9776	8466	4210	1188								0	18		
393953																														0	6015	835	1855	24829		329		89	0			3805	0	15648	0	0	86186	0	1089			0	30034	1480	19820	17041	2158	2632	3675	1688	18817	1064	19302	6730	10611	11370	7117	934								1	177		
394053																														0	2758	16844	0	15123		349		13444	0			8073	0	10980	0	1000	81823	0	0			1000	12573	679	10255	24006	711	4301	5805	666	137	925	21570	19270	19934	7324	165	135								0	0		
394156																														0	0	1702	0	425		52		3696	93			1223	0	1700	0	135	10640	0	0			0	1619	88	0	2912	18	32	435	794	340	0	4381	1450	1207	1470	485	0								0	0		
394259																														0	112	14529	0	4487		289		22523	938			16504	0	4880	0	35	73615	0	458			0	9798	0	8432	27410	196	8446	464	68	126	181	26684	27927	3691	2768	551	103								0	0		
394352																														0	0	4935	0	748		27		7393	0			1940	0	2157	0	30	18729	2	0			0	1364	137	0	7221	0	340	633	182	209	0	8882	2435	2398	2542	1044	27								0	0		
394932																														0	304	3430	0	666		0		5296	0			3714	0	4836	0	546	24695	0	0			0	5855	48	302	6045	357	679	2747	110	1962	0	2906	2292	5262	6347	1988	0								0	0		
395238																														9365	396223	23292	60552	376405	4490	166082	161592	29425	0	352522	0	352522	45850	77988	52	12446	1985003	0	81325	81325	0	50743	129328	9760	22383	797538	26876	5484	13936	14453	29486	38803	1299936	66446	175732	198258	96636	4703	3182	0	3182	6183	0	0	0	214388	0	0	
395256																														0	0	1705	124	817		21		12678	0			4985	0	1955	0	0	24518	0	661			0	1401	0	0	12907	57	162	477	705	0	0	18893	310	1495	1142	1025	168								127	44		
395377																														0	67886	868	9616	91744	4251	11691	7440	106	0	120324	0	120324	299	36979	0	0	460301	0	87	87	0	0	112601	7336	89962	128736	7260	42537	21844	10319	21796	8786	169788	43007	66002	44440	22374	1079	0	0	0	0	0	0	0	0	764	0	
395452																														0	58	11935	0	835		3		3758	144			1028	0	2509	0	513	22795	6	0			0	2104	58	0	9412	0	1	117	286	1700	0	9760	4859	2445	2624	1009	0								0	0		
395555																														0	12181	1989	1660	36835		135		2871	0			30176	10075	17514	0	6971	220293	0	0			0	67499	30418	23232	29056	3750	5992	13172	11145	27505	5935	33464	14350	39114	40615	22845	2377								416	1553		
395836																														0	17677	508	3711	118899	0	400	400	0	0	84467	0	84467	42585	7635	0	522	352700	0	0	0	0	2155	68152	6641	11880	84163	20019	2031	5338	6834	29579	4351	115081	22197	61226	62217	19606	1482	0	0	0	0	0	0	0	0	1503	0	
396057																														0	749	1630	36	7391		397		974	0			7302	269	1113	0	1008	30488	0	0			0	8667	894	3518	7991	437	1333	4884	876	313	824	5059	4089	4401	4111	3572	0								39	19		
396244																														0	6595	382	1023	8343		366		0	0			2983	2042	7592	0	0	99032	485	0			0	66847	3344	62835	26585	10463	46327	1556	4992	1990	1519	5708	22558	1314	2574	516	0								0	0		
396253																														0	2695	241	0	3442		17		951	0			10683	0	4636	0	0	33112	0	0			0	9994	337	1290	14322	2897	2210	3553	877	457	0	15052	2296	3466	2174	47	0								0	116		
396271																														0	16285	344	58093	47951	0	118	118	0	0	15637	0	15637	14689	1932	0	0	539308	315	496	496	0	0	383933	145	108722	32789	360	10577	11165	64054	58799	238978	29588	17670	26393	57371	10397	14271	0	0	0	0	0	0	0	0	0	0	
396356																														0	1154	2711	20	1020		7		3677	0			1195	0	1438	0	0	17443	0	0			144	6202	19	3034	4762	689	1798	600	702	2413	0	3876	4312	1827	1078	148	0								0	0		
396879																														0	19084	0	3086	5287		0		0	0			75	8645	4479	0	0	90942	0	0			0	50169	0	351	19552	723	404	9825	13127	22074	3893	21277	4307	1281	3364	8653	545								0	117		
396954																														0	158	580	0	5645		139		2938	0			9579	0	8194	0	0	33495	216	0			0	6119	3	5941	8787	130	162	254	451	5082	40	6168	2999	6725	4909	6670	121								356	0		
397447																														0	16667	0	9411	44473		2184		0	0			22767	3199	1200	0	0	107719	0	0			2597	5088	2014	974	35742	1552	545	1175	990	96	471	44474	2949	28031	19598	5354	549								628	88		
397456																														0	290	449	893	4203		14		770	0			3158	0	1920	0	864	15360	0	0			0	2546	3	2530	4347	696	441	1404	5	0	0	7662	1265	1258	1597	1032	0								34	216		
397531																														0	13982	0	27985	101993	0	558	558	0	0	30861	0	30861	12112	2422	0	0	298366	493	0	0	0	6883	22162	504	2963	193988	9433	3183	3967	4816	164	599	161445	20016	46167	46379	140	0	0	0	0	0	0	0	0	85526	754	0	
397540																														1238	25089	4668	11370	141181	243	3189	2946	1033	0	143781	0	143781	108	28356	0	2917	396607	0	20	20	0	202	30449	3194	1242	235379	3768	8890	16268	1272	205	46	168632	115495	61179	9815	4103	1458	285	0	285	953	0	0	0	14	0	0	
397559																														0	79	661	0	25		4		2865	0			510	0	960	0	0	6153	0	38			0	1011	0	0	3232	26	3	479	341	162	0	1709	1494	1197	618	118	0								0	0		
397652																														0	248	209	0	219		2		754	0			368	167	196	0	0	3599	0	0			0	1346	72	781	454	0	346	442	0	538	20	422	354	1023	324	129	0								0	18		
397755																														0	0	617	0	1655		10		442	0			556	0	2547	0	0	12659	20	0			0	6443	409	0	5925	806	1842	1759	200	873	963	1318	1959	1947	932	63	0								0	0		
397858																														0	202	1000	0	1608		31		1150	0			2749	0	4212	0	38	17067	1	195			0	5696	187	657	6793	796	666	2955	1178	101	0	6441	1644	2314	832	116	0								0	0		
398051																														0	540	6386	183	1268		21		6923	0			3029	0	1935	0	0	28043	0	0			0	7529	0	0	10104	263	603	2538	3462	293	370	15440	254	1871	2861	9	79								149	80		
398248																														0	0	749	2411	386		0		662	0			20474	4570	13400	0	241	143034	0	0			0	94538	4085	21029	22219	6901	16440	1082	1015	68619	412	16984	6463	9808	10392	4755	94								0	1518		
398350																														0	91897	10596	22418	268564	14493	15068	575	6713	0	286801	0	286801	18838	113023	0	4143	931046	0	427	427	0	0	68225	19143	38649	435115	15212	20973	12772	6483	4383	8134	553289	175498	67291	38964	20738	18	0	0	0	0	0	0	0	0	5190	0	
398631																														0	1839	2128	28	19149		5		71	0			7676	0	2359	0	0	44228	0	0			0	10640	333	211	6170	1279	755	2739	2782	2850	212	21463	3177	3078	4068	1780	0								0	0		
398668																														0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
398837																														0	8210	266	669	5604		732		540	0			6686	0	9381	0	132	46276	0	0			0	13442	288	0	19619	1081	1155	1603	2318	7183	50	7897	9486	7258	4693	3310	148								0	326		
399067																														0	238	932	0	5421		1053		2854	0			6155	0	6921	0	0	30824	1	0			0	7006	0	561	14597	660	1689	3275	456	657	192	4256	7992	7517	3447	44	0								245	0		
399142																														0	56409	23391	2152	181388	9621	10308	687	23139	59	260166	0	260166	29245	33441	0	9426	881129	0	1266	1266	0	0	223886	22227	144808	280161	8388	64547	75776	22370	34525	15330	267585	72124	177230	97891	29149	0	0	0	0	0	0	0	0	3379	1306	0	
399151																														0	3373	152	0	4979		36		389	0			3093	0	10684	0	0	27107	21	0			0	4422	0	0	8874	567	891	1592	678	562	63	6914	2967	6265	5423	754	133								0	0		
399357																														0	26	1291	0	71		0		8981	52			1528	0	1394	0	0	13561	0	0			0	270	0	164	4949	0	94	70	57	0	0	5543	1695	2834	1299	1095	103								0	0		
399517																														0	6234	197	3249	73904	0	4501	4501	10	690	81088	0	81088	13780	35686	0	13936	392297	1	19968	19968	0	859	109044	25357	42682	66445	15924	3575	18857	30221	33489	6367	57264	13816	72124	73187	63819	2479	0	0	0	0	0	0	0	2804	2538	0	
399656																														0	50	2016	0	2380		89		19420	19			11653	85	2980	0	438	41097	0	94			0	1729	86	0	19135	63	180	857	619	10	0	22572	2680	10305	3169	610	32								0	77		
399731																														0	0	224	3	2234		0		793	0			9212	0	4283	0	0	22366	0	0			1538	5436	120	5436	11550	1084	1400	1707	1245	0	0	4180	4886	4365	2404	1095	0								61	0		
400057																														0	5122	7915	0	12957		302		11087	38			16961	0	9002	0	233	76306	0	49			202	12531	107	7825	48194	3604	5982	80	704	1126	676	25395	20945	7642	6500	1288	57								0	40		
400141																														0	841	8604	322	39732		60		3686	773			14264	661	26941	0	524	123476	75	0			0	27235	614	24104	23651	1821	4592	9089	10512	1115	40	17362	27934	25184	23830	1409	30								0	67		
400253																														10000	212737	3804	20156	204279	0	1982	1982	5436	31	172740	0	172740	9365	4494	0	7916	688878	819	3184	3184	0	1173	25589	7780	11979	389472	19024	2221	2881	473	218	678	558673	29517	27133	16906	17633	0	10000	0	10000	0	0	0	0	42	193	0	
400356																														0	2119	37	137	25811		110		0	0			14954	664	6179	0	0	68944	0	0			0	15411	3020	0	13661	947	2575	10072	1589	188	0	12555	8844	19745	7069	3712	1147								360	142		
400365																														0	9968	227	0	18780		1		586	0			15005	0	7243	0	0	58917	102	0			0	6195	1014	271	20671	373	446	543	882	1464	2420	29392	5970	4059	4934	3013	621								0	0		
400552																														0	0	1552	178	356		28		4138	0			851	0	958	0	54	9769	0	0			0	1407	225	716	3586	186	158	10	754	264	35	3878	1125	882	1272	1205	0								0	22		
400758																														0	709	1227	224	7731		32		2272	0			9038	884	5861	0	0	40058	0	0			0	10108	1770	0	13755	1302	2476	5875	376	79	0	5192	8748	12025	3543	441	1								0	202		
400767																														0	431	87	82	3896		41		347	0			1731	0	8880	0	1213	24873	38	0			0	7407	352	5913	2222	1932	4463	414	440	105	0	4977	2793	3062	5275	981	273								167	277		
400945																														0	4379	18459	124	18636		173		3029	0			2570	0	10499	0	0	93098	0	0			0	31777	3452	0	62463	3421	15958	10924	11	39	0	10969	32261	16829	290	11	69								0	0		
401148																														0	32067	1273	2899	60616	196	4232	4036	1548	0	64484	0	64484	10713	42880	0	1878	353407	0	0	0	0	941	129859	9	43038	56687	6919	16793	21201	28428	49070	7405	86702	8695	41506	38193	45404	2007	0	0	0	0	0	0	0	0	949	0	
401447																														0	537	168	257	3839		60		14992	0			2301	33	3980	0	0	33441	0	0			0	7113	161	114	6752	675	1880	2553	861	1101	40	2255	4272	5851	5294	2796	1341								0	0		
401559																														0	2647	2800	561	2930		19		2248	0			1070	0	1889	0	689	19795	0	3302			0	1426	186	56	4200	95	99	339	571	179	98	4486	846	2463	2880	5008	2411								0	28		
401755																														0	8483	1561	0	13537		99		19230	91			10400	0	3796	0	0	63837	0	135			0	6591	5	106	37891	1700	1298	755	2423	415	0	30046	14477	4964	6515	523	583								0	0		
401906																														0	4867	0	330	28398	0	0	0	0	0	12595	0	12595	4860	62434	0	5106	279331	0	0	0	0	0	159583	54	14763	34779	7357	10833	3637	3425	69905	63094	6129	10460	30097	38507	27225	3819	0	0	0	0	0	0	0	584	520	0	
401951																														0	0	1133	0	94		9		2181	0			139	0	906	0	0	4638	0	0			0	176	0	0	3232	0	14	94	53	0	0	1883	1335	874	351	0	0								0	0		
402462																														0	0	0	0	0		3		4741	0			552	0	215	0	555	6098	0	0			0	32	0	26	2327	7	0	25	0	0	0	3710	1312	731	33	280	0								0	0		
402837																														0	4436	1158	338	2505		2139		470	0			7176	2656	10754	0	0	47275	0	0			0	14740	903	0	23040	1532	4295	6337	2532	44	0	7676	9587	10670	4571	31	0								0	0		
402846																														0	634	6743	150	2678		72		10373	50			3321	0	1979	0	78	30295	0	0			0	3447	781	2334	11783	124	573	1053	1366	331	0	10041	3284	5421	5981	2121	0								0	39		
402949																														0	2999	16970	660	13436		77		18482	0			5024	2077	10048	0	393	91104	5	537			0	18951	876	16818	24426	4731	7332	3723	2430	602	133	26011	15498	11250	13753	5322	219								579	0		
403058																														0	2274	1837	0	15568		1136		5270	0			9693	0	3350	0	373	42068	4	0			0	1901	670	611	13498	605	119	190	197	563	162	23988	1518	2333	6557	4059	754								0	0		
403067																														0	1995	0	4244	43222		21		0	0			20940	6543	384	0	0	81335	247	0			0	2953	1280	2773	20955	2004	769	180	0	0	0	53824	7662	11062	5239	842	0								0	0		
403106																														0	8515	450	512	34811		30		0	0			8065	3249	1812	0	0	106148	0	87			0	39745	8439	3180	14213	667	259	5040	6059	24706	2765	15756	7215	14530	16726	7382	2549								322	111		
403151																														0	991	17081	2149	23293	0	13828	13828	78775	0	43452	0	43452	174	13926	0	2283	221948	0	409	409	0	0	23057	2179	16493	94533	2383	3891	10318	685	1783	3978	101700	38110	27605	15426	13159	1391	0	0	0	0	0	0	0	0	351	0	
403254																														0	316	1874	0	1584		0		1234	0			1874	0	2513	0	0	13191	0	0			0	3670	0	0	4360	311	819	1902	638	0	0	849	2539	2374	3679	80	0								0	126		
403348																														0	680	2955	0	2680		368		6830	0			7584	0	3234	0	0	29487	0	482			0	4674	0	42	14098	36	245	2419	816	1158	0	8766	5051	5797	4600	362	180								0	0		
403357																														0	215	2941	0	1166		34		2262	0			1475	737	2866	0	327	15759	0	0			0	3542	175	0	6620	137	616	2789	0	0	0	2495	3372	4831	997	522	0								0	19		
403441																														0	20499	659	1630	98835	0	580	580	564	0	87010	0	87010	20662	5152	0	1967	315167	340	0	0	0	0	63901	14048	13932	32367	1945	3393	9592	4923	40872	2890	109395	7433	48353	63153	12732	8125	0	0	0	0	0	0	0	0	0	0	
403553																														0	2553	8226	741	6631		37		8596	0			9896	1940	8604	0	586	72233	0	595			0	22204	616	3856	15460	951	1616	861	1607	15614	1466	13259	10364	8886	6325	9838	1264								577	431		
403656																														0	0	465	0	0		94		5310	0			2103	0	2644	0	134	11292	0	0			0	542	0	0	3366	0	4	127	103	308	0	1413	3840	2286	1344	1322	0								0	0		
403937																														0	21	2274	0	294		1		3136	177			1423	0	927	0	413	9995	0	468			0	1038	0	0	5433	66	216	454	217	0	85	2028	3124	2271	1194	265	0								0	0		
403946																														0	11467	442	10183	68578		90		350	0			33696	14083	4958	0	481	204729	0	0			0	47369	10492	3831	50718	2158	4123	24122	11611	2424	2882	40005	19937	65235	21889	9461	36								2452	88		
404653																														0	191	163	0	0		0		829	0			786	0	2027	0	0	4035	1	0			0	36	4	0	1712	0	0	36	0	0	0	577	1135	1302	775	211	0								0	0		
404747																														911065	182451	34772	31284	492813	23396	74413	51017	89745	0	1561227	0	1561227	174646	198471	0	20063	4088235	0	146843	146843	0	32053	106993	39379	35095	1890537	8939	10814	26933	7430	33122	17410	2508769	269336	511624	290905	270576	65313	911065	0	911065	0	0	0	0	0	24070	0	
404774																														0	0	2918	0	109		0		0	0			2080	0	47	0	0	9697	0	0			0	4161	382	218	27	1	8	138	4	1360	2650	811	12	94	400	238	3981								0	0		
404943																														0	293	3112	267	1068		0		5329	0			2664	0	1628	0	0	16341	0	0			0	1980	0	72	7380	107	602	960	90	221	0	4133	3199	4221	1427	742	280								0	0		
405061																														0	800	814	445	1089		0		1299	101			1928	0	4428	0	0	11572	1	19			0	722	0	0	3772	125	95	278	85	73	32	4355	551	2973	2810	73	65								0	29		
405641																														0	392	5325	526	7744		228		17699	0			31659	0	11568	0	2018	90691	0	0			0	13003	529	0	50677	1704	2768	6821	868	662	0	32047	15093	18932	8015	1592	109								0	0		
405744																														0	36942	649	9711	53041		216		201	0			12202	7357	9670	0	2243	251516	478	0			0	104829	14830	33040	40720	5198	11565	16005	9579	52899	9513	45996	9415	31251	49441	5199	4512								0	103		
405959																														17038	35445	924	21868	165140	7902	8395	493	0	0	308757	0	308757	8525	36515	0	1848	651929	0	0	0	0	3141	38320	9050	10952	441748	26016	2888	3434	4861	655	0	382107	30725	45043	94417	48720	1401	0	0	0	17038	0	0	0	0	104	0	
406022																														0	5434	3199	482	17012		23		646	0			13581	1870	4609	0	692	75832	0	0			0	27256	1028	9572	25380	6376	8204	7890	3472	698	0	5981	15459	11585	9122	5986	0								0	0		
406059																														0	4851	0	0	5366		85		74	0			8956	0	7825	0	0	27518	15	0			0	276	100	0	11208	18	235	9	14	0	0	8889	3735	6529	7213	891	0								0	0		
406255																														0	287	1760	0	2286		1496		8604	0			7197	41	1997	0	1818	38714	0	31			0	12664	496	0	12784	42	36	735	1606	5522	4723	9805	2903	3756	5570	4016	0								0	37		
406349																														0	3291	5900	5787	6032		209		7964	514			27455	1251	13715	0	800	155080	0	26			0	81529	1000	68684	17591	5383	12773	19958	32038	10692	685	22806	6928	10694	23407	7440	1844								0	121		
406554																														0	137	470	0	0		195		4258	0			258	0	3795	0	0	10969	0	0			0	1758	98	1518	4322	0	102	849	795	12	0	3490	4057	994	509	161	0								0	0		
406666																														0	245	3390	143	2622		223		7847	0			5732	0	8813	0	1314	43603	1	0			0	13275	0	1790	13531	1914	728	4003	5167	1288	166	20732	2118	4058	1486	480	304								0	0		
406974																														0	9478	0	4961	47537		91		0	0			4154	7	2019	0	0	77963	442	0			0	6479	3325	862	25182	2278	922	1948	1264	67	0	18969	8904	14233	20414	7804	423								0	354		
407168																														0	0	2714	0	583		125		17302	0			6115	0	2482	0	172	30414	5	0			9	898	28	863	17717	193	628	11	66	0	0	22162	2812	1799	1391	573	197								0	0		
407252																														0	0	630	0	1990		24		6031	0			2936	0	1416	0	0	14226	12	829			0	382	0	0	5136	4	92	130	93	63	0	7395	695	1791	2357	1322	0								0	0		
407373																														0	68442	3850	14474	38200	0	10	10	6650	289	21017	0	21017	1506	3054	0	0	293142	0	0	0	0	0	129404	6277	45978	69269	5700	22494	23429	11458	32705	32940	34051	47102	31955	37242	9110	1778	0	0	0	0	0	0	0	258	0	0	
407506																														0	19204	0	4044	40847	0	194	194	0	0	15449	0	15449	17806	5590	0	0	340689	915	0	0	0	0	222675	15795	40640	14250	8367	27043	4497	6016	62079	113818	31369	12184	12413	27664	21595	12893	0	0	0	0	0	0	0	0	0	0	
407645																														0	6927	9034	832	35995		15		8355	0			17017	8447	8195	0	633	142046	485	13			0	35018	11512	2238	48817	3982	4888	11828	3153	3425	7742	53151	8700	25769	16687	3206	0								368	170		
407850																														0	68	4614	0	967		99		4479	0			781	0	532	0	0	11563	0	0			0	23	0	0	5211	0	0	23	0	0	0	9669	668	698	150	355	0								0	0		
408147																														0	517	2081	0	3882		11		2202	0			2744	0	1149	0	128	19277	0	0			1	6401	162	0	6110	500	1016	3492	952	102	0	2306	3139	5801	1409	205	16								0	0		
408307																														0	8748	0	3641	11891		0		0	0			5859	13652	1888	0	0	128418	145	0			0	82801	40	25359	5221	1318	7478	11434	6152	30930	25489	16129	12234	4577	7410	4917	495								0	43		
408473																														0	0	5578	195	25458		2893		2026	0			2707	0	20148	0	1505	72113	0	0			0	10891	712	1900	29794	2456	1153	2270	4185	489	40	23106	8515	14180	13045	1043	422								0	0		
408642																														60	1694	1331	4583	16743		27026		100	0			6522	0	446	0	470	73962	0	0			0	14685	0	0	32998	8829	85	3498	1342	488	443	31771	10932	6841	9201	62	470								302	0		
409265																														0	0	1215	0	562		27		2547	0			1339	0	2673	0	15	11114	8	0			0	2744	0	0	3952	16	104	168	204	2252	0	2303	2271	1508	556	1572	128								0	0		
409555																														0	15693	2	450	4696		70		0	0			1643	1738	1001	0	0	81556	422	0			0	50910	5254	37399	13980	1325	3115	7902	26698	11870	0	10712	9441	6488	2498	1921	0								0	521		
409649																														0	26	3776	0	1047		0		5302	0			1281	0	2339	0	0	16727	0	0			0	2956	0	2472	3935	298	1222	1165	60	211	0	5566	820	3231	1901	1198	1055								0	0		
410056																														0	3994	3344	257	2250		598		17230	0			853	0	913	0	121	30067	0	0			0	388	100	0	22568	0	37	23	37	291	0	19849	2682	2005	1266	3367	210								0	19		
410159																														0	1821	815	0	151		8		1333	0			723	0	748	0	158	5973	0	0			0	216	0	0	2205	0	73	35	71	37	0	1275	1176	1001	1174	1128	0								0	0		
410337																														0	3210	0	2331	19115		11		0	0			1813	731	1156	0	0	38836	38	0			0	10090	363	9110	2299	1308	3211	4927	0	127	517	6362	6085	13796	2241	42	178								0	54		
410560																														0	1137	10608	241	3460		166		33970	0			6158	0	3664	0	429	78894	0	1524			0	17009	528	15008	34347	433	13758	1188	217	338	1075	43855	9093	4515	1860	2231	331								0	0		
410748																														0	2213	32	6863	12270		271		0	0			7069	2193	9203	0	302	114418	3	0			0	73159	846	3899	31286	4252	6813	19119	14228	28747	0	10425	13497	12069	4249	861	101								0	0		
410917																														3831	15338	5394	152	43469		102		2841	0			40934	482	18796	0	8	187041	1944	0			288	53659	3979	1576	100869	4778	9530	254	2118	15635	21222	82867	21015	14319	10241	3709	208								0	0		
410944																														0	0	2335	0	245		31		5360	13			2847	230	2303	0	0	16473	0	0			0	2988	131	0	5062	42	322	1778	684	93	69	4052	1134	3172	4310	814	3								0	3		
411053																														0	393	3158	91	2487		100		3819	0			5228	12	1569	0	0	18664	0	0			0	1747	24	0	9292	93	261	1363	30	0	0	4931	4007	6289	1285	405	0								0	36		
411062																														0	19	2335	0	1366		0		4229	0			2003	0	3084	0	220	14617	0	0			0	1361	0	0	6628	25	252	595	216	273	0	5114	1947	2569	2290	1212	111								0	0		
411231																														62	30	1009	0	1324		159		789	0			5235	0	4588	0	792	18756	5	0			0	4543	230	157	7439	280	352	1285	1273	798	555	2922	3885	2530	2436	2290	0								0	0		
411240																														0	435	5876	316	2335		12		6959	0			1201	98	831	0	293	23233	0	0			0	4787	90	4067	6681	100	714	2118	607	696	342	3566	5907	7538	658	416	283								0	0		
