"IDRSSD"	RCONA223	RCONA224	RCONA250	RCONB503	RCONB504	RCONB505	RCONB528	RCONB588	RCONB589	RCONB590	RCONB591	RCONB592	RCONB593	RCONB594	RCONB595	RCONB596	RCONB600	RCONB601	RCONB602	RCONB603	RCONB604	RCONB605	RCONB606	RCONB607	RCONB608	RCONB609	RCONB610	RCONB611	RCONB612	RCONB613	RCONB614	RCONB616	RCONB617	RCONB618	RCONB619	RCONB620	RCONB621	RCONB622	RCONB623	RCONB624	RCONB625	RCONB626	RCONB627	RCONB628	RCONB629	RCONB630	RCONB631	RCONB639	RCONB640	RCONB641	RCONB642	RCONB643	RCONB644	RCONB645	RCONB646	RCONB647	RCONB648	RCONB649	RCONB650	RCONB651	RCONB652	RCONB653	RCONB654	RCONB655	RCONB656	RCONB657	RCONB658	RCONB659	RCONB660	RCONB661	RCONB662	RCONB663	RCONB664	RCONB665	RCONB666	RCONB667	RCONB668	RCONB669	RCONB670	RCONB671	RCONB672	RCONB673	RCONB674	RCONB675	RCONB676	RCONB677	RCONB678	RCONB679	RCONB680	RCONB681	RCONB682	RCONB683	RCONB684	RCONB685	RCONB686	RCONB687	RCONB688	RCONB689	RCONB690	RCONB691	RCONB693	RCONB694	RCONB695	RCONB696	RCONB697	RCONB698	RCONB699	RCONB700	RCONB701	RCONB702	RCONB703	RCONB704	
	RISK-WEIGHTED ASSETS	"AVERAGE TOTAL ASSETS"	AMT OF RETAINED RECOURSE ON SBO'S	ADJSTMNT TO TOTL RSK-BASED CPTL	ADJUSTMENT TO RWA	ADJUSTMENT TO AVERAGE TOTAL ASSETS	LOANS & LEASES, NET UNEARNED INCOME	NONQUALIFYING PERPETUAL PREFER STOCK	QUALIFYING MINORITY INT CONSOL SUBS	DISALLOWD GOODWILL&OTH INTANG ASSETS	DISALLOWD SERVICING ASSETS & PCCR'S	OTHER ADDITIONS(DEDUCT) FROM TIER1	CUMULATIVE PERPETUAL PREFERRED STOCK	OTHER TIER 2 CAPITAL COMPONENTS	DEDUCTIONS FOR TOTL RISK-BASED CAPTL	OTHR DEDUCT FR ASSETS FOR LEVRGE CAP	CASH & BAL DUE FROM DI'S: 0% RSK-WGT	CASH & BAL DUE FROM DI'S: 20% RSK-WT	CASH & BAL DUE FROM DI'S:100% RSK-WT	H-T-M SECURITIES-NOT SUBJECT RSK-WT	HELD-TO-MATUR SECURITIES: 0% RSK-WGT	HELD-TO-MATUR SECURITIES: 20%RSK-WGT	HELD-TO-MATUR SECURITIES: 50%RSK-WGT	HELD-TO-MATUR SECURITIES:100%RSK-WGT	A-F-S SECURITES - NOT SUBJECT RSK-WT	AVAIL-FOR-SALE SECUR: 0% RISK-WGT	AVAIL-FOR-SALE SECUR: 20% RISK-WGT	AVAIL-FOR-SALE SECUR: 50% RISK-WGT	AVAIL-FOR-SALE SECUR: 100% RISK-WGT	FED FUNDS SOLD&SEC PUR: 0% RISK-WTG	FED FUNDS SOLD&SECS PUR: 20% RSK-WGT	FED FUNDS SOLD&SECS PUR: 100% RSK-WG	LOANS&LEASES H-F-S: NOT SUBJ RSK-WGT	LOANS & LEASES H-F-S: 0% RISK-WEIGHT	LOANS & LEASES H-F-S: 20% RISK-WGT	LOANS & LEASES H-F-S:-50% RISK-WGT	LOANS & LEASES H-F-S: 100% RISK-WGT	LOANS & LEASES,NET: NOT SUBJ RSK-WGT	LOANS & LEASES, NET: 0% RISK-WEIGHT	LOANS & LEASES, NET: 20% RISK-WEIGHT	LOANS & LEASES, NET: 50% RISK-WEIGHT	LOANS & LEASES,NET: 100% RISK-WEIGHT	TRADING ASSETS: NOT SUBJ RISK-WGT	TRADING ASSETS: 0% RISK-WEIGHT	TRADING ASSETS: 20% RISK-WEIGHT	TRADING ASSETS: 50% RISK-WEIGHT	TRADING ASSETS: 100% RISK-WEIGHT	OTHER ASSETS - TOTALS	OTHER ASSETS - NOT SUBJ RISK-WGT	OTHER ASSETS: 0% RISK-WEIGHT	OTHER ASSETS: 20% RISK-WEIGHT	OTHER ASSETS: 50% RISK-WEIGHT	TOTAL ASSETS: NOT SUBJ RISK-WGT	FINANCL STNDBY LETTERS OF CRDT-EQVLN	FINANCL STANDBY LETRS OF CRDT-0% R/W	FINANCL STANDBY LETRS OF CRDT-20%R/W	FINANCL STANDBY LETRS OF CRDT-50%R/W	FINAN STANDBY LETRS OF CRDT-100% R/W	PERFORM STANDBY LETRS OF CRDT-EQUIV	PERFORM STANDBY LETRS OF CRDT-0% R/W	PERFORM STANDBY LETRS OF CRDT-20%R/W	PERFORM STANDBY LETRS OF CRDT-50%R/W	PERFORM STANDBY LETRS OF CRDT-100%	CMMRCL&SIMILAR LETTRS OF CRDT-EQUIVL	COMMERCIAL &SIM LETRS OF CRDT-0%	COMMERCIAL &SIM LETRS OF CRDT-20%	COMMERCIAL &SIM LETRS OF CRDT-50%	COMMERCIAL &SIM LETRS OF CRDT-100%	RSK PARTICPTNS IN BKRS ACCPTNCS-EQVL	RISK PARTIC IN BKRS ACCEPT - 0%	RISK PARTIC IN BKRS ACCEPT - 20%	RISK PARTIC IN BKRS ACCEPT - 100%	SECURITIES LENT-CREDIT EQUIVALNT AMT	SECURITIES LENT - 0%	SECURITIES LENT - 20%	SECURITIES LENT - 50%	SECURITIES LENT - 100%	RECOURSE ON SMALL BUS OBLIG - EQUIV	RECOURSE ON SMALL BUS OBLIG - 0%	RECOURSE ON SMALL BUS OBLIG - 20%	RECOURSE ON SMALL BUS OBLIG - 50%	RECOURSE ON SMALL BUS OBLIG - 100%	FIN ASSETS W/LOW-LEVL REC - 100%	OTHR FNCL ASSETS SOLD W/RECRS ($AMT)	OTHR FNCL ASSETS SOLD W/RECRS (EQUIV	OTHR FNCL ASSETS SOLD W/RECRS-0%	OTHR FNCL ASSETS SOLD W/RECRS-20%	OTHR FNCL ASSETS SOLD W/RECRS-50%	OTHR FNCL ASSETS SOLD W/RECRS-100%	ALL OTH OFF-BALNCE SHEET LIABILITIES	ALL OTH OFF-BAL SHEET LIABS-CDT EQVL	ALL OTH OFF-BAL SHEET LIABILITIES-0%	ALL OTH OFF-BAL SHEET LIABILTIES-20%	ALL OTH OFF-BAL SHEET LIABILTIES-50%	ALL OTH OFF-BAL SHEET LIABLTIES-100%	CMMTMNTS W/AN ORGNL MAT,ETC-CRD EQVL	CMMTMTS W/AN ORGNL MAT EXCDNG 1YR-0%	CMMTMNTS W/AN ORGNL MAT EXCD 1YR-20%	CMMTMTS W/AN ORGNL MAT EXCDG 1YR-50%	CMMTMTS W/AN ORGNL MAT EXCD 1YR-100%	DERIVATIVE CONTRACTS - 0%	DERIVATIVE CONTRACTS - 20%	DERIVATIVE CONTRACTS - 50%	TOT ASSTS,DERVTVS,&OFF-BAL SHT-0%	TOT ASSTS,DERVTVS,&OFF-BAL SHT - 20%	TOT ASTS,DERVTVS,&OFF-BAL SHT - 50%	TOT ASTS,DERVTVS,&OFF-BAL SHT - 100%	RSK-WGHTD ASTS BY RSK WGHT CTGRY-0%	RSK-WGHTD ASTS BY RSK WGHT CTRY-20%	RSK-WGHTD ASTS BY RSK WGHT CTGRY-50%	RSK-WGHTD ASTS BY RSK WGH CTGRY-100%	RSK-WGHTD ASTS BEFORE DEDCTNS - 100%	
37	37918	67550	0	0	0	0	41514	0	0	0	0	0	0	0	0	0	0	1716	0	0	1099	11408	6160	250	0	0	0	0	0	0	3646	0	0	0	0	0	0	0	0	0	23236	18278	0	0	0	0	0	1818	0	0	0	0	-987	14	0	0	0	14	13	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1099	16770	29396	20373	0	3354	14698	20373	38425	
242	25165	25178	0	0	0	0	15701	0	0	0	0	0	0	0	0	0	0	0	781	0	0	0	0	0	185	0	0	0	5670	0	0	2382	0	0	0	0	0	0	0	0	0	15701	0	0	0	0	0	631	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25165	0	0	0	25165	25165	
279	33701	100092	0	0	0	0	26433	0	0	0	0	0	0	0	0	0	0	2736	0	0	5298	29614	3228	0	189	3030	24606	679	425	0	3790	0	0	0	0	0	0	0	0	0	19067	7366	0	0	0	0	0	2274	0	0	0	0	-134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8328	60746	22974	10065	0	12149	11487	10065	33701	
354	4467	8483	0	0	0	0	4019	0	0	0	0	0	0	0	0	0	69	578	0	0	0	0	0	0	53	0	3787	0	0	0	0	0	0	0	0	0	0	0	0	1	1055	2962	0	0	0	0	0	180	0	0	0	0	-80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	4366	1055	3142	0	873	528	3142	4543	
439	103170	144465	0	0	0	0	103753	0	0	3546	0	0	0	0	0	0	2615	6196	0	0	0	1922	1869	0	260	1109	16042	0	0	0	5700	0	0	0	0	0	0	0	0	0	23247	80506	0	0	0	0	0	7815	3546	22	236	35	2875	0	0	0	0	0	0	0	0	0	0	93	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3746	30096	25151	84575	0	6019	12576	84575	103170	
457	13427	20529	0	0	0	0	11938	0	0	0	0	0	0	0	0	0	92	1004	0	0	251	4097	0	0	0	0	0	0	0	0	2400	0	0	0	0	0	0	0	0	0	1612	10326	0	0	0	0	0	839	0	0	55	0	-152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	343	7556	1612	11110	0	1511	806	11110	13427	
505	151194	253407	0	0	0	0	159787	0	0	1755	0	0	0	0	0	0	3611	5754	0	0	0	0	0	0	1190	5747	59718	0	0	0	1100	0	0	0	0	0	0	0	0	4244	63725	91818	0	0	0	0	0	12123	1755	389	1381	0	827	0	0	0	0	0	76	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5934	0	0	2505	3429	0	0	0	9747	72197	66230	103921	0	14439	33115	103921	151475	
1146	251363	315388	0	0	0	0	269591	0	0	142	637	0	0	0	0	0	7566	7404	0	0	0	0	275	0	397	5648	18997	0	2508	0	0	0	0	0	0	0	0	0	0	26195	53652	189744	0	0	0	0	0	22678	206	259	2013	0	-2406	1025	0	0	0	1025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13473	54609	53927	213477	0	10922	26964	213477	251363	
1155	88428	128086	0	0	0	0	82445	0	0	0	0	0	0	0	0	0	1061	4728	0	0	428	12173	0	0	339	4530	12184	0	0	0	3800	0	0	0	0	0	0	0	0	43	15536	66866	0	0	0	0	0	7155	0	0	463	0	-900	556	0	0	0	556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6019	33391	15536	74114	0	6678	7768	74114	88560	
1351	57186	90395	0	0	0	0	46571	0	0	0	0	0	0	0	0	0	0	0	2415	0	0	21000	4714	0	123	499	4000	0	0	0	7678	0	0	0	0	0	0	0	0	0	7545	39026	0	0	0	0	0	2981	0	0	0	0	-251	0	0	0	0	0	100	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	499	32678	12259	44522	0	6535	6129	44522	57186	
1454	151361	286633	0	0	0	0	131752	0	0	157	0	0	0	0	0	0	9010	15809	0	0	0	0	0	0	1408	13367	82250	2992	0	0	25500	0	0	0	0	850	0	0	0	306	31028	100418	0	0	0	0	0	6809	157	66	812	0	703	13995	0	13995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22443	138672	34870	106192	0	27734	17435	106192	151361	
1557	23104	35249	0	0	0	0	20386	0	0	0	0	0	0	0	0	0	112	1380	0	0	0	2034	0	0	214	0	7997	694	0	0	1799	0	0	0	0	0	0	0	0	0	3068	17318	0	0	0	0	0	871	0	0	0	0	-144	0	0	0	0	0	23	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	437	0	0	0	437	0	0	0	112	13210	3762	18649	0	2642	1881	18649	23172	
1632	158927	191939	0	0	0	0	150946	0	0	0	0	0	0	0	0	0	2016	5822	0	0	0	0	0	0	895	49	29110	828	0	0	411	0	0	0	0	0	0	0	0	3058	25594	122294	0	0	0	0	0	8527	0	0	800	0	-1193	1518	0	68	0	1450	174	0	0	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6404	0	0	0	6404	0	0	0	2065	39269	26596	137875	0	7854	13298	137875	159027	
1669	79170	243653	0	0	0	0	64535	0	0	2449	0	0	0	0	0	0	8623	5585	0	0	3498	99135	2266	280	726	18574	23395	0	0	0	11219	0	0	0	0	0	0	0	0	0	33106	31429	0	0	0	0	0	6980	2449	365	2380	708	2260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31060	141714	36080	32787	0	28343	18040	32787	79170	
1829	141647	247269	0	0	0	0	126711	0	0	0	0	0	0	0	0	0	6117	2334	0	0	0	0	0	0	1389	19011	71862	3731	10361	0	0	0	0	0	0	0	0	0	0	342	42461	83908	0	0	0	0	0	6706	0	0	964	0	-306	101	0	0	0	101	69	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3270	0	0	0	3270	0	0	0	25128	75502	46192	103451	0	15100	23096	103451	141647	
1856	4268	9121	0	0	0	0	3921	0	0	0	0	0	0	0	0	0	222	815	0	0	0	0	0	0	33	488	2195	0	0	0	740	0	0	0	0	0	0	0	0	40	1554	2327	0	0	0	0	0	446	0	0	0	0	-78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	17	0	0	0	710	3790	1554	2790	0	758	777	2790	4325	
1959	7085	17248	0	0	0	0	4961	0	0	0	0	0	0	0	0	0	0	2009	0	0	1700	0	0	0	164	0	6581	0	0	0	1450	0	0	0	0	0	0	0	0	0	134	4827	0	0	0	0	0	272	0	0	0	0	-15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1700	10040	134	5099	0	2008	67	5099	7174	
2040	90730	125689	0	0	0	0	96168	0	0	0	0	0	0	0	0	0	848	1950	0	0	0	314	0	0	319	995	16419	1806	136	0	3652	0	0	0	0	232	0	0	0	1552	29168	65448	0	0	0	0	0	5204	0	0	822	0	-1062	463	0	0	0	463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1843	24709	31206	70429	0	4942	15603	70429	90974	
2161	50992	93357	0	0	0	0	52375	0	0	0	0	0	0	0	0	0	1457	10902	0	0	773	0	0	0	458	229	21061	0	0	0	3325	0	0	0	0	0	0	0	0	0	21974	30401	0	0	0	0	0	2717	0	60	138	0	-34	114	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2633	35426	21974	32920	0	7085	10987	32920	50992	
2376	278107	710626	0	0	0	0	362895	0	0	0	0	0	0	0	0	0	2215	2541	0	0	4567	6488	0	0	-771	65703	200190	39995	2000	0	13200	0	0	0	0	0	0	0	0	1073	323583	38239	0	0	0	0	0	16106	0	0	3969	0	-5817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72485	227461	363578	52376	0	45492	181789	52376	279657	
2451	9348	11961	0	0	0	0	10140	0	0	0	0	0	0	0	0	0	29	226	0	0	0	307	0	0	12	0	650	0	0	0	90	0	0	0	0	0	0	0	0	0	2975	7165	0	0	0	0	0	438	0	0	0	0	-99	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	1273	2975	7605	0	255	1488	7605	9348	
2554	4799	6466	0	0	0	0	3962	0	0	0	0	0	0	0	0	0	0	1201	0	0	5	10	0	0	-22	0	1126	195	0	0	475	0	0	0	0	0	0	0	0	0	71	3891	0	0	0	0	0	213	0	0	0	0	-55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2812	266	4104	0	562	133	4104	4799	
2732	291436	399674	0	0	0	0	291990	0	0	1747	0	0	0	0	0	0	6026	12499	0	0	4	0	0	0	1472	0	70240	1911	1579	0	13300	0	0	0	0	0	0	0	0	1547	62995	227448	0	0	0	0	0	10415	1747	181	0	0	923	1952	0	0	0	1952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6211	97586	64906	239466	0	19517	32453	239466	291436	
2750	41085	48293	0	0	0	0	37822	0	0	0	0	0	0	0	0	0	113	1466	0	0	0	0	0	0	55	1199	1500	1120	275	0	2130	0	0	0	0	0	0	0	0	0	2707	35115	0	0	0	0	0	3211	0	33	202	93	-844	10	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163	0	0	0	163	0	0	0	1345	5298	3920	38446	0	1060	1960	38446	41466	
2938	194692	266616	0	0	0	0	182076	0	0	0	0	0	0	0	0	0	4271	9346	0	0	0	0	0	0	1161	154	38406	2706	32	0	0	0	0	0	0	0	0	0	0	0	28330	153746	0	0	0	0	0	10483	0	1	1000	0	-1272	4012	0	0	0	4012	147	0	0	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2005	0	0	0	2005	0	0	0	4426	48752	31036	169424	0	9750	15518	169424	194692	
2956	67537	113307	0	0	0	0	66957	0	0	0	0	0	0	0	0	0	1118	1584	0	0	0	0	0	0	416	123	32762	1035	1629	0	6000	0	0	0	0	0	0	0	0	0	25533	41424	0	0	0	0	0	2946	0	0	0	0	-436	0	0	0	0	0	35	0	0	0	35	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	194	0	0	97	97	0	0	0	1241	40346	26665	46135	0	8069	13333	46135	67537	
3252	64586	85722	0	0	0	0	55665	0	0	0	0	0	0	0	0	0	1516	5489	5	0	0	9264	348	0	34	0	11525	947	0	0	0	0	0	0	0	0	0	0	0	302	999	54364	0	0	0	0	0	3881	0	15	398	17	-852	132	0	0	0	132	120	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	40	0	0	0	1531	26978	2311	58112	0	5396	1156	58112	64664	
3458	9272	21049	0	0	0	0	7933	0	0	0	0	0	0	0	0	0	88	4223	0	0	0	736	0	0	193	700	5226	0	0	0	1660	0	0	0	0	0	0	0	0	0	1885	6048	0	0	0	0	0	345	0	0	248	0	-160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	788	12093	1885	6145	0	2419	943	6145	9507	
3506	570518	824249	0	0	0	0	581323	0	54	0	0	0	0	0	0	1156	9656	12555	0	0	0	38564	208	100	2095	6378	140352	2227	0	0	0	0	0	0	0	0	0	0	0	910	181090	399323	0	0	0	0	0	43056	0	730	3242	0	-4474	90	0	0	0	90	1033	0	0	0	1033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16764	195623	183525	439630	0	39125	91763	439630	570518	
3579	150598	195328	0	0	0	0	157329	0	0	5555	0	0	0	0	0	0	2127	3681	0	0	0	0	0	0	-463	0	19654	9434	6034	0	2300	0	0	0	0	0	0	0	0	0	63193	94136	0	0	0	0	0	15186	5555	0	1464	0	3529	643	0	643	0	0	1992	0	1992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2127	29734	72627	108337	0	5947	36314	108337	150598	
3720	64804	124101	0	0	0	0	70588	0	0	0	0	0	0	0	0	0	4749	240	0	0	0	9746	1120	0	370	0	33753	0	0	0	0	0	0	0	0	0	0	0	1156	6239	27732	35461	0	0	0	0	0	5591	233	0	625	660	-401	0	0	0	0	0	213	0	0	213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	956	0	0	956	0	0	0	0	5905	50603	30681	39534	0	10121	15341	39534	64996	
3953	42643	57381	0	0	0	0	37211	0	0	0	0	0	0	0	0	0	511	1944	0	0	0	0	0	0	0	0	0	0	0	0	360	0	0	0	13741	0	0	0	0	1222	4536	31453	0	0	0	0	0	5134	0	0	45	0	-666	0	0	0	0	0	502	0	0	0	502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511	17312	4536	37044	0	3462	2268	37044	42774	
4138	89127	153527	0	0	0	0	91196	0	0	0	0	0	0	0	0	0	2488	2908	0	0	0	0	0	0	232	3745	40788	710	4425	0	0	0	0	0	0	0	0	0	0	0	45916	45280	0	0	0	0	0	7733	0	18	741	0	-711	0	0	0	0	0	248	0	0	0	248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6251	44437	46626	56927	0	8887	23313	56927	89127	
4147	48061	99040	0	0	0	0	54828	0	0	0	0	0	0	0	0	0	5292	60	0	0	0	0	0	0	-133	151	18358	895	1527	0	1425	0	0	0	0	0	0	0	9508	8838	11921	24561	0	0	0	0	0	19842	0	0	7713	7712	-630	39	0	39	0	0	28	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14951	36461	20528	30505	0	7292	10264	30505	48061	
4156	58125	72181	0	0	0	0	54039	0	0	0	0	0	0	0	0	0	444	2394	0	0	0	0	0	0	142	0	19211	0	0	0	1500	0	0	0	0	0	623	0	0	0	13697	40342	0	0	0	0	0	5460	0	0	0	0	-494	230	0	0	0	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	444	23105	13697	46655	0	4621	6849	46655	58125	
4231	47142	82719	0	0	0	0	41626	0	0	0	0	0	0	0	0	0	0	1763	0	0	0	0	0	0	-198	1543	34070	4012	0	0	394	0	0	0	0	0	0	0	0	0	11785	29841	0	0	0	0	0	2165	0	0	0	0	-857	0	0	0	0	0	0	0	0	0	0	61	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1543	36227	15797	32067	0	7245	7899	32067	47211	
4437	94425	131268	0	0	0	0	103253	0	0	0	0	0	0	0	0	0	3498	2211	0	0	0	4492	1973	0	21	0	10413	0	0	0	13	0	0	0	0	0	0	0	0	0	37819	65434	0	0	0	0	0	5949	0	59	646	0	-816	0	0	0	0	0	0	0	0	0	0	31	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	580	0	0	580	0	0	0	0	3557	17806	40372	70678	0	3561	20186	70678	94425	
4745	5378	9746	0	0	0	0	5410	0	0	13	0	0	0	0	0	0	69	98	0	0	804	1702	0	0	0	0	0	0	0	0	1840	0	0	0	0	0	0	0	0	0	1891	3519	0	0	0	0	0	198	13	0	0	0	-42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	873	3640	1891	3704	0	728	946	3704	5378	
4839	149921	196255	0	0	0	0	134047	0	0	85	0	0	0	0	0	0	2447	2765	0	0	0	0	0	0	1143	9490	35172	7781	2542	0	0	0	0	0	0	0	0	0	0	0	13842	120205	0	0	0	0	0	7376	0	0	0	0	-373	301	0	0	0	301	209	0	0	209	0	52	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1482	0	0	1000	482	0	0	0	11937	37989	22832	130907	0	7598	11416	130907	149921	
5005	201624	259793	0	0	0	0	175539	0	0	1982	0	0	0	0	0	0	0	0	4704	0	805	1106	0	5751	1023	799	12353	0	40537	0	4746	0	0	0	0	0	0	0	0	0	92681	82858	0	0	0	0	0	19739	1982	0	0	0	1258	0	0	0	0	0	0	0	0	0	0	35	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1604	18205	92681	151642	0	3641	46341	151642	201624	
5050	49089	78193	0	0	0	0	43823	0	0	0	0	0	0	0	0	0	3283	2321	0	0	0	0	0	0	176	0	23684	1116	0	0	0	0	0	0	0	0	0	0	0	0	7923	35900	0	0	0	0	0	3439	0	0	0	0	-364	29	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3283	26005	9039	39368	0	5201	4520	39368	49089	
