"IDRSSD"	RCFD0010	RCFD0022	RCFD0073	RCFD0074	RCFD0083	RCFD0085	RCFD0090	RCON0010	RCON0020	RCON0070	RCON0073	RCON0074	RCON0080	RCON0082	RCON0083	RCON0085	RCON0090	
	CASH AND DUE FROM DEPOSITORIES	CASH & CASH ITEMS IN PROCESS OF COLL	BAL WITH FGN BRCHS OF OTHER U.S. BKS	BAL WITH OTHER BKS IN FGN COUNTRIES	BALS DUE FR US BRNCHS&AGENC OF FGNBK	BALS DUE FR OTH DEPOSITORY INSTS-US	BALANCES WITH F. R. BKS (COML BK BOO	CASH AND DUE FROM DEPOSITORIES	CASH ITEMS IN PROCESS OF COLLECTION	BALANCES WITH BKS IN FGN COUNTRIES	BAL WITH FGN BRCHS OF OTHER U.S. BKS	BAL WITH OTHER BKS IN FGN COUNTRIES	CURR&COIN (U.S. & FGN) VAULT CASH	BALS DUE FROM DEPOSITORY INSTS IN US	BALS DUE FR US BRNCHS&AGENC OF FGNBK	BALS DUE FR OTH DEPOSITORY INSTS-US	BALANCES WITH F. R. BKS (COML BK BOO	
37								1716										
242								781										
279								2736										
354								647										
439								8811										
457								1096										
505								9365										
1146								14970										
1155								5789										
1351								2415										
1454								24819										
1557								1492										
1632								7838										
1669								14208										
1829								8451										
1856								1037										
1959								2009										
2040								2798										
2161								12359										
2376								4756	0	0	0	0	2190	2541	0	2541	25	
2451								255										
2554								1201										
2732								18525	2204	0	0	0	4696	10295	0	10295	1330	
2750								1579										
2938								13617										
2956								2702										
3252								7010										
3458								4311										
3506								22211	12460	49	0	49	7465	46	5	41	2191	
3579								5808										
3720								4989										
3953								2455										
4138								5396										
4147								5352										
4156								2838										
4231								1763										
4437								5709										
4745								167										
4839								5212										
5005								4704										
5050								5604										
5069								2072										
5135								3430										
5210								21925	9658	0	0	0	8332	1021	0	1021	2914	
5247								26161	47	0	0	0	8145	13759	0	13759	4210	
5274								12792										
5331								7020										
5461								10786										
5751								3699										
5939								77198	42230	56	0	56	15312	12034	0	12034	7566	
6039								2445										
6057								546										
6141								2086										
6329								9794										
6842								1104										
6972								33206	3979	0	0	0	6544	16067	0	16067	6616	
7009								14352	7844	5000	5000	0	10	1473	0	1473	25	
7045								5267										
7157								1889										
7166								12684	7755	0	0	0	2953	1856	0	1856	120	
7456								1126										
7634								3274										
8033								2560										
8154								2255										
8417								285199	0	0	0	0	0	224144	0	224144	61055	
8462								2566										
8547								15242	5	0	0	0	4315	9504	0	9504	1418	
8631								2534										
9115								63468	296	0	0	0	17551	35496	0	35496	10125	
9160								29439										
9339								15889										
9357								18692										
9553								3774										
9807								26671	16369	0	0	0	4804	2818	0	2818	2680	
9955								8883										
10157								2167										
10250								7066										
10849								13222										
10858								13684	1571	0	0	0	2454	9482	0	9482	177	
11145								4676										
11350								4623										
11640								10298										
11837								1950										
12030								6617										
12058								2563										
12142								9550										
12245								3183										
12311	1078584	921049	0	0	0	92934	64601	1078584	641408	0			279641	92934			64601	
12357								3021										
12647								3425										
12656								1221										
12937								4551										
12946								8148	3776	0	0	0	3029	186	0	186	1157	
12955								4876										
13037								3772										
13103								12724	0	0	0	0	2265	8996	0	8996	1463	
13251								1752										
13309								55985	8499	0	0	0	12880	3384	0	3384	31222	
13457								670										
14052								4878										
14155								1954										
14258								25418	13482	0	0	0	3997	171	0	171	7768	
14409	171240	125312	0	564	0	45364	0	171240	4095	564			121217	45364			0	
14454								1401										
14650								1909										
14753								1786										
14865								3443										
14931								2327										
14940								4889										
15536								34060	9136	0	0	0	7593	4729	0	4729	12602	
15732								5313										
16337								15192										
16355								1741										
16458								6141										
16551								1885										
16748								1996										
16766								7873										
16944								2578										
16953								1048										
17110								6404										
17147								53515	18776	0	0	0	12026	7365	0	7365	15348	
17259								1181										
17464								22138	16059	0	0	0	4874	433	0	433	772	
17549								39333										
17642								1038										
17839								7921										
17950								1331										
18050								10564										
18126								21906	13073	0	0	0	7467	954	0	954	412	
18135								15753										
18368								15016	10458	0	0	0	1657	2286	0	2286	615	
18377								2687										
18827								5428										
18836								5642										
18854								2215										
18863								18008	9159	0	0	0	2150	6610	0	6610	89	
18957								2016										
19356								2613										
19730								30451	19335	0	0	0	6683	2215	0	2215	2218	
19936								6440										
19972								6632										
20053								2103										
20147								3068										
20259								4624										
20370								6554										
20512								1948										
20633								3094										
20754								304										
20839								3970										
20857								17772										
20866								2401										
21256								622										
21359								1162										
21630								4293										
21658								2354										
22048								6039										
22235								9650										
22356								10368										
22459								2487										
22543								3698										
22552								1197										
22730								2072										
22860								916	0	0	0	0	0	461	0	461	455	
22936								5948										
22954								2031										
23036								11394										
23045								1603										
23241								80150	24605	0	0	0	28624	24150	0	24150	2771	
23344								6764										
23456								1514										
23504								10863	3349	0	0	0	4023	2396	0	2396	1095	
23540								3806										
23643								6407										
23755								4771										
23812								25814	0	0	0	0	4319	19580	0	19580	1915	
24006								37318	8455	0	0	0	2901	21407	0	21407	4555	
24266								102970	4718	0	0	0	24907	5332	0	5332	68013	
24453								1791										
24659								1244										
24668								14576										
24855								1772										
24949								9767										
25357								6071										
25450								424768	123557	123135	123135	0	27351	95777	0	95777	54948	
25647								4401										
25852								13663										
26149								1594										
26233								12008										
26242								6349										
26457								757										
26756								1216										
26765								13314										
26859								14239										
26916								14016										
27548								19603	7126	0	0	0	4299	8178	0	8178	0	
27614								6052										
27838								9051										
27847								9818										
28013								49278	25	0	0	0	4040	44153	0	44153	1060	
28152								2887										
28255								7842										
28349								3613										
28406								6253	2071	0	0	0	1589	1616	0	1616	977	
28572								1549										
28732								1425										
29104								29672	14568	0	0	0	3850	10128	0	10128	1126	
29159								1408										
29252								4623										
29636								18135	67	0	0	0	4106	13962	0	13962	0	
29850								2408										
29944								1297										
29953								2905										
30025								9134	20	0	0	0	3043	5979	0	5979	92	
30052								3738										
30146								2809										
30155								3457										
30258								7460										
30418								2563	55	0	0	0	0	2439	0	2439	69	
30502								15236	7883	229	0	229	3670	656	0	656	2798	
30650								5902										
30810								669888	223430	0	0	0	396	445731	0	445731	331	
30856								4632										
31134								5320										
31152								5458										
31255								10349										
31303								124061	39385	0	0	0	45835	27509	0	27509	11332	
31657								2110										
31826								7939										
31835								3235										
32159								5386										
32234								2583										
32766								2531										
33147								11780										
33259								42955										
33268								1968										
33549								1940										
33727								16204										
33754								1196										
33772								35708	20898	0	0	0	6572	7669	0	7669	569	
33839								2228										
33857								3210										
34032								2460										
34153								10580										
34359								885										
34425								9387										
34434								6499										
34452								3991										
34537								47104	25	0	0	0	7168	30882	0	30882	9029	
34555								4123										
34742								6132										
34836								2593										
34863								1174										
35057								2164										
35244								11635										
35301	21944830	688168	9825316	11274131	35000	86314	35901	767529	645078	0			236	86314			35901	
35570								105555	236	0	0	0	6841	89826	0	89826	8652	
35646								1670										
35842								4521										
35851								1347										
35936								1441										
36054								16503	7320	0	0	0	4077	4909	0	4909	197	
36344								10370										
36456								2595										
36830								4015										
36858								6827										
36933								2971										
37051								1032										
37341								1103										
37350								727										
37378								4115										
37435								20234	26	0	0	0	6282	1782	0	1782	12144	
37640								71538	4624	0	0	0	4240	55885	0	55885	6789	
37659								1803										
37743								1924										
37949								4014										
38441								440										
38478								4598										
38526								6921										
38535								9078										
38740								4775										
39327								16986										
39420								27951	11299	0	0	0	7150	893	0	893	8609	
39475								25125	237	0	0	0	3554	6138	0	6138	15196	
39756								9989										
39934								5057										
40033								2868										
40051								16917	1420	0	0	0	2713	12542	0	12542	242	
40305								100402	67552	1300	0	1300	24866	2164	0	2164	4520	
40350								1037										
40707								26626										
40855								935										
41245								974										
41553								4770										
41629								9684										
41647								21002	13710	0	0	0	5428	1241	0	1241	623	
41759								1791										
41825								5728										
41937								1438										
41955								1474										
42037								2168										
42055								1449										
42354								4036										
42420								76765	47202	0	0	0	24056	4529	0	4529	978	
42448								7000										
42457								2638										
42541	784927	679644	0	0	0	33418	71865	784927	460884	0			218760	33418			71865	
43052								2442										
43155								11224										
43173								29955	6148	0	0	0	7419	11253	0	11253	5135	
43324								3972										
43351								194										
43454								2954										
43511								8288										
43641								13472										
43669								47077	27323	318	313	5	2916	15187	0	15187	1333	
43744								4183										
43856								2817										
43959								4209										
44040								5413										
44134	49401	2475	0	0	0	46843	83	49401	42	0			2433	46843			83	
44433								15646										
44451								3259										
44602	1096505	319355	708000	0	25094	1704	42352	376458	150426	0			156882	26798			42352	
44741								16543										
44750								3036										
44929								3013										
45038								1731										
45047								3225										
45056								2556										
45270								18970										
45430								2181										
45458								846										
45551								14747	320	0	0	0	2275	12128	0	12128	24	
45560								19298	13354	0	0	0	4176	1360	0	1360	408	
45627								140304	60333	0	0	0	22457	38331	0	38331	19183	
45775								23188										
46053								5892										
46905								26936	17122	0	0	0	5068	2674	0	2674	2072	
46941								3488										
47153								602										
47247								5962										
47256								1017										
47377								31402	16989	0	0	0	5203	7225	0	7225	1985	
47425								8480										
47452								4700										
47500								14279										
47658								902										
48057								3674										
48150								1199										
48208								6626										
48374								21592										
48440								1892										
