"IDRSSD"	RCON0352	RCON2202	RCON2203	RCON2210	RCON2213	RCON2215	RCON2216	RCON2236	RCON2343	RCON2344	RCON2365	RCON2377	RCON2385	RCON2520	RCON2530	RCON2604	RCON5590	RCON6648	RCON6810	RCON6835	RCONA241	RCONA242	RCONA243	RCONA244	RCONA579	RCONA580	RCONA581	RCONA582	RCONA584	RCONA585	RCONA586	RCONA587	RCONB549	RCONB550	RCONB551	RCONB552	
	OTH NONTRANSACTION SAVINGS DEPOSITS	TOT TRANSACTION ACCTS-US GOVERNMENT	TOT TRANSACT ACCTS-STS&POL SUB IN US	TOTAL DEMAND DEPOSITS	TOT TRANS ACCTS-BKS IN FGN COUNTRIES	TOTAL TRANSACTIONS ACCOUNTS	TOT TRANS ACCTS-FGN GOVTS&OFFCL INST	NONTRANS DPS OF BKS IN FGN COUNTRIES	BROKERED DEPS LT 100000	BROKERED DEPS/PARTICIPATNS LE 100000	TOTAL BROKERED DEPOSITS	TOT NONTRANS ACCTS-FGN GOVTS&OFFCL I	TOTAL NONTRANSACTION ACCOUNTS	TOT NONTRANSACTION ACCTS-US GOVT	TOT NONTRANSACTION ACCTS-STS&POL SUB	TIME DEPOSITS GE 100000	PREFERRED DEPOSITS	TIME DEPOSITS LT 100000	AMT OUTSTDG IN MONEY MARKET DEP ACCT	IRA AND KEOGH PLAN ACCOUNTS	TM DEPS LT 100000 MAT LESS 1 YR	TIME DEPS GE 100000 MAT LESS 1 YR	BROKERED DEPS LT 100000 MAT LE 1 YR	BROKERED DEPS GE 100000 MAT LE 1 YR	TM DEPS LT 100000 MAT/REPRCE LE 3 MO	TM DEPS LT 100000 MAT/REPRCE 3-12 MO	TM DEPS LT 100000 MAT/REPRCE 1-3 YR	TM DEPS LT 100000 MAT/REPRCE GT 3 YR	TM DEPS GE 100000 MAT/REPRCE LE 3 MO	TM DEPS GE 100000 MAT/REPRCE 3-12 MO	TM DEPS GE 100000 MAT/REPRCE 1-3 YR	TM DEPS GE 100000 MAT/REPRCE GT 3 YR	TRANSACTION ACCTS: IPC DEPOSITS	NONTRANSACTION ACCTS: IPC DEPOSITS	TRANSACTION ACCT: CB'S & DI'S IN U.S	NONTRANSACT ACCT: CB'S & DI'S IN U.S	
37	5612	0	3452	5516	0	13313	0	0	0	0	0	0	41118	0	614	7371	4065	25767	2368	3374	12399	4368	0	0	2996	9625	8398	4748	845	3523	2277	726	9861	40504	0	0	
242	2340	0	898	2634	0	6608	0	0	0	0	0	0	13658	0	475	1815	770	8447	1056	991	5639	1204	0	0	1865	3778	2339	465	100	1104	611	0	5710	13183	0	0	
279	8550	0	0	1440	0	8498	0	0	0	0	0	0	69068	0	0	15687	0	43298	1533	7903	33534	11864	0	0	11208	22326	7939	1824	2398	9466	3437	386	8498	69068	0	0	
354	664	0	41	1226	0	1226	0	0	0	0	0	0	5656	0	1402	700	984	3072	1220	0	3017	700	0	0	1064	1953	55	0	500	200	0	0	1185	4254	0	0	
439	13307	0	4210	28924	0	42666	0	0	0	0	0	0	85266	0	4804	19134	7599	47220	5605	8249	41521	17119	0	0	14895	26627	5615	83	8348	8771	2015	0	38438	80462	18	0	
457	1915	0	179	2610	0	4127	0	0	0	0	0	0	14162	0	467	804	100	8593	2850	595	5703	700	0	0	1792	3911	2512	378	200	500	104	0	3948	13695	0	0	
505	55285	53	6218	41740	0	63116	0	0	0	0	0	0	159744	0	27714	27096	31644	49794	27569	7740	33688	18208	0	0	8305	25357	15656	476	10696	7512	8788	100	56845	131830	0	200	
1146	43617	0	1122	49441	0	82023	0	0	0	0	0	0	199378	0	10249	44831	8227	83927	27003	11306	76073	43113	0	0	21562	54586	1857	5922	18119	24994	1513	205	80344	188793	557	336	
1155	553	31	3791	8396	0	37351	0	0	0	0	0	0	68908	0	9086	14237	12223	44785	9333	7584	34611	11239	0	0	10309	23766	9790	920	4190	7050	2745	252	33427	59822	102	0	
1351	2742	13	5000	8010	0	16799	0	0	0	0	0	0	59401	0	2265	11065	5958	33615	11979	4141	27529	8609	0	0	9245	18284	6084	2	2367	6239	2459	0	11786	57136	0	0	
1454	1831	270	3124	69781	0	115115	0	0	0	0	0	0	145475	5	11822	23634	13058	49585	70425	12466	37996	13072	0	0	20615	19468	7612	1890	17903	4433	998	300	110639	133640	1082	8	
1557	1778	2	574	3220	0	6462	0	0	0	0	0	0	22301	0	1485	3581	890	14741	2201	2091	10789	3132	0	0	3941	6848	3605	347	1764	1368	240	209	5886	20816	0	0	
1632	49157	126	9573	32104	0	46112	0	0	0	0	0	0	113557	0	24450	21323	31988	31516	11561	6644	27893	20596	0	0	7928	19965	3210	413	7371	13225	727	0	35960	88603	453	504	
1669	11294	14	13970	36647	0	70980	0	0	0	0	0	0	134858	0	733	27564	14215	77688	18312	11138	63780	24822	0	0	24382	40608	10428	2270	7370	17453	2542	200	56892	134120	104	5	
1829	32960	35	203	53994	0	69602	0	0	0	0	0	0	141878	0	6657	21766	5611	65740	21412	16120	43648	17521	0	0	14060	29588	16303	5789	1823	15698	2570	1675	69032	135221	332	0	
1856	323	0	671	1257	0	2853	0	0	297	0	297	0	5108	95	1014	1336	700	2605	844	18	2427	1336	198	0	973	1454	178	0	200	1136	0	0	2181	3702	1	297	
1959	894	2	193	4193	0	4193	0	0	0	0	0	0	10613	0	2130	627	1607	3671	5421	592	2355	527	0	0	926	1429	1220	96	325	202	100	0	3998	8383	0	100	
2040	4803	3	1749	9380	0	23788	0	0	80	0	7991	0	74692	0	6163	17477	0	34433	17979	8725	18329	13006	80	5500	6727	14602	8358	4746	2672	10334	2206	2265	22036	68429	0	100	
2161	10789	0	2826	13916	0	31320	0	0	0	0	0	0	52847	0	4758	15414	4400	22999	3645	6345	19950	14193	0	0	6953	12997	2550	499	4724	9469	963	258	28494	48089	0	0	
2376	39485	0	78	12724	0	39918	0	0	0	0	0	0	540172	0	228	49809	0	323382	127496	41601	262035	41564	0	0	100766	164332	55534	2750	14794	26770	8245	0	39840	539944	0	0	
2451	617	0	62	796	0	1488	0	0	0	0	0	0	7993	0	1237	1951	933	4840	585	615	3888	1710	0	0	1415	2473	936	16	1292	418	241	0	1426	6556	0	200	
2554	500	0	210	1505	0	3225	0	0	0	0	0	0	3089	0	646	500	382	2089	0	0	1394	500	0	0	505	979	540	65	100	400	0	0	3015	2443	0	0	
2732	38610	219	10487	63111	0	89738	0	0	1188	0	2905	0	267381	0	42212	101272	39163	88316	39183	12577	78287	96198	1188	1717	43583	35340	8809	584	62225	33973	5074	0	79032	225169	0	0	
2750	2700	0	608	2672	0	6733	0	0	5014	1397	6411	0	32989	0	2830	7021	2278	19547	3721	1650	13527	4455	3688	397	3968	9560	5639	380	2223	2232	2366	200	6125	30159	0	0	
2938	39040	0	10230	45479	0	60579	0	0	0	0	10000	0	102705	0	17974	21259	26049	22023	20383	5204	18852	20222	0	10000	6738	12114	2014	1157	2415	17807	758	279	49053	84581	1296	150	
2956	3958	59	2393	8048	0	20296	0	0	0	0	0	0	80157	0	8446	16338	6639	47043	12818	5696	35358	14014	0	0	10261	25097	8093	3592	6249	7765	1782	542	17844	71711	0	0	
3252	8111	0	514	14280	0	26662	0	0	0	0	0	0	48892	0	6667	10618	6115	22090	8073	4396	18548	9624	0	0	5661	12887	3533	9	6397	3227	994	0	26148	42225	0	0	
3458	891	3	1160	2790	0	5537	0	0	0	0	0	0	11447	0	2151	3251	2653	6356	949	235	4118	2996	0	0	1452	2666	1952	286	952	2044	155	100	4374	9296	0	0	
3506	72092	66	2500	31253	0	53242	0	0	0	0	0	0	673963	0	29429	20145	27582	195088	386638	32642	175083	18023	0	0	44161	130922	13570	6435	11681	6342	1081	1041	49612	644534	1064	0	
3579	12249	0	11060	25942	0	51374	0	0	0	0	0	0	114127	0	4296	33027	9760	53788	15063	10556	44074	29165	0	0	18818	25340	9031	599	14326	14839	2992	870	40314	105265	0	4566	
3720	13076	0	3935	12068	0	36351	0	0	0	0	0	0	60515	0	5994	14359	9120	32020	1060	4831	29763	13756	0	0	9039	20724	2200	57	3075	10681	603	0	32416	54521	0	0	
3953	4031	1	1047	11931	0	18872	0	0	0	0	0	0	33656	0	3038	7059	0	15715	6852	392	14722	6736	0	0	6950	8164	576	25	3271	3465	322	0	17824	30618	0	0	
4138	19765	5	363	14514	0	24372	0	0	0	0	0	0	106344	0	4461	24218	3500	42247	20114	8642	40307	21545	0	0	18283	22024	1870	70	7409	14136	2273	400	24004	101883	0	0	
4147	7511	0	1603	11773	0	24001	0	0	1460	0	1460	0	57184	0	3941	5098	1466	26784	17791	5601	19642	4119	1460	0	8081	11561	3567	3575	1735	2384	423	556	22398	53243	0	0	
4156	3613	0	8942	6440	0	21405	0	0	0	0	0	0	41337	0	8922	11958	15358	19292	6474	2912	13651	10327	0	0	4023	9628	4988	653	4099	6228	1197	434	12463	32415	0	0	
4231	4495	0	8101	10682	0	23359	0	0	0	0	0	0	50642	0	3783	17876	10409	22355	5916	7091	16926	14112	0	0	4534	12392	4156	1272	4030	10082	2858	905	15258	46859	0	0	
4437	49327	5	495	15999	0	31757	0	0	0	0	0	0	83326	0	467	7075	435	26903	21	7096	21136	6061	0	0	7190	13946	5395	372	1372	4689	855	159	31257	82859	0	0	
4745	609	0	358	1191	0	2587	0	0	0	0	0	0	6361	0	1062	1046	700	3886	820	1078	2293	1046	0	0	649	1644	1207	386	842	204	0	0	2229	5299	0	0	
4839	28271	12	13	34497	0	38817	0	0	0	6698	6698	0	118833	0	3300	30394	3100	45913	14255	8043	40833	29094	0	6303	16285	25135	4119	373	12869	16225	1000	300	38628	115137	164	396	
5005	51304	10	1023	20849	0	35994	0	0	0	0	0	0	175085	0	660	29716	0	76910	17155	16082	45589	17605	0	0	12065	33524	28973	2348	5839	11766	11477	634	34961	174425	0	0	
5050	3968	49	1321	10580	0	18515	0	0	0	0	0	0	51731	0	11333	14049	11954	20810	12904	5585	13416	12315	0	0	5339	8203	5201	2067	10610	1705	1335	400	17097	40300	48	98	
5069	9484	0	0	8402	0	10397	0	1374	9834	18700	28534	0	188240	0	13292	100556	0	74003	4197	1269	73747	100141	9834	18200	29766	43981	256	0	38792	61349	415	0	10397	164160	0	9414	
5135	6997	0	4081	13603	0	23227	0	0	0	0	0	0	52728	0	3479	14418	5461	21394	9919	4633	19441	13935	0	0	7888	11553	1941	12	7249	6686	483	0	19146	49199	0	50	
5210	106590	101	15580	70960	0	153919	0	0	0	0	0	0	355689	0	6497	34746	18358	191584	22769	35537	148097	27921	0	0	55091	93006	33347	10140	12049	15872	4755	2070	138238	349192	0	0	
5247	147433	0	4917	139995	0	196069	0	0	0	0	0	0	575235	0	9268	34297	12306	175663	217842	35311	152756	30463	0	0	60612	92144	18741	4166	13356	17107	2289	1545	191152	565967	0	0	
5274	3734	11	5	15431	0	18752	0	0	0	0	0	0	65191	0	2041	6676	1556	40516	14265	5452	22537	5041	0	0	7038	18769	13736	973	854	4187	1635	0	18736	63150	0	0	
5331	23574	24	670	38869	0	58167	0	0	0	0	0	0	133300	0	0	12380	0	35911	61435	7346	26390	10147	0	0	13454	12936	8554	967	5651	4496	2233	0	57473	133300	0	0	
5461	23429	41	356	67335	0	91270	0	0	0	0	0	0	100965	0	5500	26208	4956	18883	32445	7898	15319	23927	0	0	11943	6682	258	0	15017	10221	124	846	90873	95465	0	0	
5751	3969	13	1771	7559	0	17371	0	0	0	0	0	0	58705	0	20053	9153	20141	15620	29963	4291	13043	5983	0	0	4204	8839	2470	107	1610	4373	3170	0	15587	38652	0	0	
5939	190672	0	1352	161928	0	348745	0	0	0	0	0	0	1790555	0	5632	256316	4902	950404	393163	136128	728077	211144	0	0	160409	567668	168239	54088	48603	162541	33825	11347	347393	1784923	0	0	
6039	4560	0	4188	9472	0	19337	0	0	0	0	0	0	51918	0	1090	13053	3574	31084	3221	8451	28114	12472	0	0	9769	18345	2970	0	3206	9266	581	0	15149	50828	0	0	
6057	778	0	376	1125	0	3021	0	0	0	0	0	0	9456	0	2742	2521	2387	5997	160	353	2826	2321	0	0	1108	2071	2333	485	1759	562	100	100	2645	6714	0	0	
6141	1745	6	563	6831	0	12519	0	0	0	0	0	0	15788	0	1496	4999	1224	8270	774	1117	7187	4799	0	0	3370	3817	754	329	2484	2315	100	100	11950	14292	0	0	
6329	9166	28	6006	37060	0	62647	0	0	0	0	0	0	123519	28	15944	47320	16741	52538	14495	11428	50176	45335	0	0	26708	23468	2262	100	23341	21994	1535	450	56613	107547	0	0	
6842	1343	1	410	3380	0	5560	0	0	0	0	0	0	15234	0	1145	2538	770	10473	880	865	9364	2538	0	0	3432	5932	1109	0	1099	1439	0	0	5149	14089	0	0	
6972	51313	109	8895	113565	0	190572	0	0	0	0	0	0	356624	0	3362	38989	6051	121279	145043	37999	102106	32576	0	0	42575	59531	16865	2308	10498	22078	6040	373	181423	353262	145	0	
7009	0	24	3	31278	0	31278	0	0	0	0	0	0	539886	0	0	0	0	0	539886	0	0	0	0	0	0	0	0	0	0	0	0	0	31251	539886	0	0	
7045	9804	0	6539	11143	0	30736	0	0	0	0	0	0	51042	0	9535	9655	0	22960	8623	4398	17646	8017	0	0	9679	7967	3724	1590	5362	2655	1238	400	24197	41507	0	0	
7157	1660	0	268	3273	0	7039	0	0	0	0	0	0	19924	0	495	1420	160	12895	3949	1852	10876	1300	0	0	3466	7410	2004	15	691	609	120	0	6771	19429	0	0	
7166	19968	207	1973	86629	0	129735	0	0	0	0	0	0	236482	0	4492	71901	5817	85218	59395	10747	80018	69447	0	0	39415	40603	4614	586	42464	26983	2340	114	127555	231891	0	99	
7456	3336	3	3417	5408	0	11610	0	0	0	0	0	0	24110	0	2195	2093	0	17625	1056	1788	14517	1988	0	0	5081	9437	3093	14	855	1133	105	0	8168	21915	22	0	
7634	3117	0	1325	7801	0	11368	0	0	891	0	891	0	23880	0	580	7119	1333	12589	1055	1916	9577	6264	297	0	3475	6102	2571	441	1870	4394	655	200	9547	23300	496	0	
8033	6123	3	1351	10184	0	15908	0	0	0	0	0	0	24266	0	1670	5175	1495	12355	613	1529	11241	4641	0	0	5347	5894	1002	112	2409	2232	334	200	14554	22596	0	0	
8154	1251	9	2861	3882	0	9848	0	0	0	0	0	0	26600	0	2832	3348	3534	19249	2752	436	14139	2939	0	0	4747	9393	4202	907	412	2527	409	0	6978	23768	0	0	
8417	200000	0	0	1378041	0	1378041	0	0	0	0	0	0	578987	0	0	0	0	0	378987	2096	0	0	0	0	0	0	0	0	0	0	0	0	1378041	578987	0	0	
8462	204	6	354	7210	0	19997	0	0	0	0	0	0	33331	0	142	17960	354	12542	2624	2000	11658	17611	0	0	6841	5227	474	0	10471	7140	349	0	19637	33189	0	0	
8547	31397	0	25874	30298	0	95964	0	0	6329	5100	11429	0	198118	0	8427	38994	0	125943	1784	18280	91475	32362	4844	4600	35100	56375	31210	3258	14359	18003	5948	684	70090	189691	0	0	
8631	9300	0	1114	5624	0	12508	0	0	0	0	0	0	26372	0	164	3012	1151	12712	1348	2852	10650	2495	0	0	4233	6458	1778	243	901	1594	411	106	11394	26208	0	0	
9115	283911	854	24640	136569	0	199875	0	0	0	0	0	0	1280625	0	250241	121505	241582	154447	720762	20219	135243	118940	0	0	28077	107166	17259	1945	80349	38591	2565	0	174381	1030384	0	0	
9160	18758	16	145	21918	0	38268	0	0	0	0	0	0	82593	0	41	13313	0	44441	6081	5121	41354	12066	0	0	27635	13835	2940	31	7672	4559	1082	0	38107	82552	0	0	
9339	20329	20	11649	22128	0	71187	0	0	17000	0	17000	0	166535	0	4291	44058	14603	99941	2207	12543	82474	31007	17000	0	33465	48751	15194	2531	11956	19051	11179	1872	59518	162244	0	0	
9357	0	275	0	87877	0	103061	0	0	0	35143	35143	0	179418	4430	0	40435	0	1734	137249	2128	1074	39726	0	35143	1283	410	34	7	39735	700	0	0	102786	174988	0	0	
9553	0	0	810	5104	0	11136	0	0	0	0	0	0	33974	0	5176	9069	5257	22450	2455	5451	18872	8554	0	0	10953	7919	3575	3	4836	3718	515	0	10326	28698	0	100	
9807	126220	165	2368	43019	0	59053	0	0	0	0	0	0	1314277	0	295779	218207	295934	189320	780530	75139	182179	217532	0	0	111737	70442	7118	23	195537	21995	575	100	56520	1018498	0	0	
9955	4324	111	1855	8474	0	22851	0	0	0	0	0	0	56873	0	21738	13725	21956	21895	16929	3582	18734	10404	0	0	5792	12994	2713	396	6152	4252	3321	0	20885	35135	0	0	
10157	4760	0	809	9313	0	14673	0	0	485	0	485	0	43267	0	6353	6440	6053	27064	5003	2771	22052	6240	485	0	7961	14127	4735	241	3885	2355	200	0	13864	36429	0	485	
10250	0	45	4599	28610	0	58392	0	0	0	0	0	0	143208	0	5028	31747	9481	82773	28688	25013	49947	18085	0	0	9220	40727	27533	5293	2493	15592	11029	2633	53748	138180	0	0	
10849	8693	709	5824	15584	0	40140	0	0	0	0	0	0	101717	0	24613	32913	24231	43897	16214	5548	38304	30643	0	0	14411	23893	5424	169	13727	16916	2270	0	33607	77104	0	0	
10858	43371	708	3229	30330	0	57893	0	0	0	0	0	0	212450	0	16096	40599	0	116126	12354	9994	72682	34262	0	0	30447	42235	40783	2661	17450	16812	5896	441	53890	191354	66	5000	
11145	12551	0	9475	12920	0	36102	0	0	0	0	0	0	59628	0	2493	9020	0	27804	10253	3307	19688	5985	0	0	9419	10269	6365	1751	3388	2597	2702	333	26627	57135	0	0	
11350	8963	8	598	4561	0	9528	0	0	0	0	0	0	28527	0	4609	3679	4155	13021	2864	4376	10365	3379	0	0	3447	6918	2639	17	1656	1723	300	0	8895	23918	27	0	
11640	6686	71	6251	28298	0	51432	0	0	0	0	0	0	77126	0	15894	29225	16018	34311	6904	4973	28934	27182	0	0	14050	15117	3284	1861	19173	8009	776	1268	45059	61232	51	0	
11837	3489	1	4817	5965	0	19535	0	0	0	0	0	0	37576	1	1225	8540	0	22907	2640	3485	15242	6736	0	0	4312	10930	6486	1180	1485	5251	1602	201	14717	36350	0	0	
12030	6227	10	1651	15747	0	26355	0	0	0	0	0	0	139228	0	2251	47854	3102	84788	359	11826	72229	41507	0	0	23916	48393	12464	15	14311	27196	6347	0	24694	135218	0	1759	
12058	4663	63	957	8651	0	14452	0	0	0	0	0	0	76971	407	7853	13735	0	44703	13870	3554	38173	12708	0	0	12195	26037	6184	287	4680	8028	1027	0	13432	68711	0	0	
12142	14259	32	7982	28478	0	49782	0	0	0	0	0	0	101272	0	21690	43378	26530	32758	10877	9945	31224	43378	0	0	16974	14250	1506	28	29579	13799	0	0	41768	79582	0	0	
12245	12882	0	1212	14359	0	18395	0	0	0	0	2500	0	54186	0	7260	10795	0	21187	9322	4093	15385	10505	0	2500	4118	11267	5183	619	2450	8055	290	0	17183	46926	0	0	
12311	3483167	841	123508	2798575	1078	3215268	0	0	0	115000	137915	0	16836750	0	440041	1362738	18000	5774190	6216655	874672	1848616	674416	0	25000	726000	1122616	2189324	1736250	378660	295756	353484	334838	3067808	16396709	22033	0	
12357	1147	0	734	3464	0	6836	0	0	0	0	0	0	20450	0	1580	2227	1823	12736	4340	1555	9528	2127	0	0	3249	6279	3208	0	623	1504	100	0	6102	18870	0	0	
12647	3733	0	310	7115	0	9703	0	0	198	0	693	0	30652	0	1998	3398	0	12555	10966	3583	7423	2183	99	0	2120	5303	5131	0	1324	859	1215	0	9393	28654	0	0	
12656	924	0	389	1496	0	2651	0	0	0	0	0	0	7556	0	3337	3050	3246	3246	336	169	3112	3050	0	0	1132	1980	132	0	1000	2050	0	0	2262	4219	0	0	
12937	7777	0	28	23449	0	34102	0	0	0	1000	1000	0	69783	0	362	26729	262	15800	19478	3801	15087	26619	0	1000	5362	9725	711	0	18457	8162	109	0	34074	69421	0	0	
12946	11876	6	24054	33809	0	74206	0	0	0	0	0	0	273131	0	36439	97327	54903	121258	42670	22290	97190	88735	0	0	42009	58226	19661	1362	37265	51638	8063	361	50146	236692	0	0	
12955	8143	0	1392	16472	0	23625	0	0	0	0	0	0	50357	0	8984	13078	9720	19686	9450	5614	17375	11108	0	0	8035	9340	2177	134	2167	8941	1970	0	22233	41373	0	0	
13037	17148	8	1124	19041	0	23804	0	0	0	0	0	0	92491	0	186	10809	0	51113	13421	5559	37931	8988	0	0	10735	27196	10765	2417	1445	7543	1392	429	22672	92107	0	198	
13103	165336	176	5813	23925	0	64040	0	0	0	0	0	0	480618	0	9962	41569	0	161783	111930	38470	131853	37395	0	0	46698	85155	28608	1322	18846	18548	3939	236	57909	470242	142	414	
13251	1241	0	130	2559	0	4258	0	0	0	0	0	0	22779	0	764	1871	437	13301	6366	2034	10374	1871	0	0	3504	6978	2818	0	299	1572	0	0	4128	22015	0	0	
13309	166274	107	10	172084	0	198055	0	0	0	102495	102495	0	1311870	0	83988	248001	26662	449461	448134	105634	339850	203588	0	82495	95443	244497	99497	10024	89098	114491	42839	1573	197920	1222450	18	5432	
13457	2085	0	336	1713	0	4041	0	0	0	0	0	0	11771	0	983	934	448	6560	2192	1079	6094	934	0	0	2433	3661	416	50	321	613	0	0	3705	10788	0	0	
14052	7158	11	2236	10786	0	17733	0	0	0	0	0	0	33178	0	1718	4397	0	12339	9284	2362	11129	4268	0	0	4443	6686	1210	0	1494	2774	129	0	14694	31460	792	0	
14155	3282	3	376	6675	0	11791	0	0	0	0	0	0	46647	0	3618	6405	2442	24909	12051	3880	20423	5983	0	0	5792	14711	4100	306	2339	3644	422	0	11412	43029	0	0	
14258	14696	162	6079	77278	0	105410	0	0	0	0	0	0	297662	0	23987	41822	28519	32653	208491	13832	25903	35239	0	0	11727	14927	5547	452	19981	15387	6054	400	98724	273575	445	100	
14409	5958058	387	194424	1075373	0	1525320	0	0	0	0	0	0	11201260	0	403799	709098	0	2098925	2435179	519913	1661914	567901	0	0	510214	1151700	415384	21627	205962	361939	138165	3032	1318272	10797461	12237	0	
14454	1659	0	192	2519	0	4023	0	0	4343	5044	9387	0	28607	0	1320	7454	836	12851	6643	1155	12408	7454	4145	5044	4585	7823	423	20	4108	3346	0	0	3831	23726	0	3561	
14650	4334	1	1369	4940	0	9187	0	0	0	0	0	0	16295	0	892	3859	1813	7481	621	1386	6929	3859	0	0	4147	2974	354	6	2086	1773	0	0	7817	15403	0	0	
14753	3556	0	239	4906	0	5882	0	0	0	0	0	0	15281	0	1306	2147	763	9578	0	2750	7851	1512	0	0	4881	4073	605	19	1535	312	300	0	5643	13975	0	0	
14865	4948	27	2647	10486	0	19873	0	0	0	0	0	0	47740	0	10556	17966	10432	15883	8942	2110	13358	16715	0	0	7699	6199	1827	159	14234	2481	496	755	17199	37184	0	0	
14931	2028	142	60	11103	0	13359	0	0	0	0	0	0	11689	0	1735	2703	0	3600	3358	346	3353	2552	0	0	2267	1086	247	0	852	1700	151	0	13157	9954	0	0	
14940	12115	0	39	6855	0	8578	0	0	0	0	0	0	109062	0	8060	17130	7921	20745	59072	8353	17100	15241	0	0	8245	8855	2640	1005	6516	8725	1785	104	8539	101002	0	0	
15536	153600	60	920	88273	0	92699	0	0	33774	51225	84999	0	780135	0	17082	129113	170	351873	145549	68635	334132	126956	33774	51125	118640	215492	17132	609	69293	57663	2157	0	91580	728326	139	34727	
15732	1372	0	237	28347	0	43539	0	0	0	22500	22500	0	187618	0	3053	52169	3093	61732	72345	10905	48795	33242	0	9181	19785	29010	10766	2171	16223	17019	14292	4635	43302	184565	0	0	
16337	17012	217	7391	33158	0	53314	0	0	0	0	0	0	107792	0	686	33497	5927	49280	8003	11227	40494	31756	0	0	19290	23784	5742	464	10035	22260	860	342	45706	107106	0	0	
16355	2744	14	86	5359	0	10138	0	0	0	0	0	0	24451	0	3	5767	0	7648	8292	1408	6090	5130	0	0	1481	4609	1273	285	640	4490	637	0	10038	24448	0	0	
16458	44093	27	1312	13811	0	20120	0	0	0	0	990	0	119210	0	1439	12195	1927	28874	34048	7865	19587	6984	0	0	8284	12568	7895	127	2385	4599	4685	526	18767	117752	14	19	
16551	10163	6	944	7401	0	11717	0	0	0	0	0	0	39295	0	3404	5116	3348	20846	3170	4839	13100	4054	0	0	5845	9388	4953	660	2582	2017	517	0	10767	35891	0	0	
16748	4687	0	483	6587	0	9720	0	0	0	0	0	0	32754	0	600	3705	0	21634	2728	3071	5337	1407	0	0	8165	10152	2929	388	1280	2100	325	0	9237	32154	0	0	
16766	6351	75	0	15035	0	20310	0	0	0	42571	42571	0	222754	0	15138	94495	15038	18005	103903	5577	13270	91758	0	42571	6903	9168	1799	135	32046	60512	1737	200	19834	207616	401	0	
16944	7457	3	1927	3822	0	10366	0	0	0	0	0	0	16482	0	543	841	0	7257	927	626	5191	741	0	0	2078	3130	2049	0	226	515	100	0	8436	15939	0	0	
16953	3245	1	1323	4107	0	8773	0	0	0	0	0	0	17719	0	1623	1851	2195	10554	2069	636	8107	1751	0	0	2500	5607	2447	0	331	1420	100	0	7449	16096	0	0	
17110	0	0	0	0	0	0	0	0	0	0	0	0	73100	0	11200	66985	0	6020	95	0	6020	66985	0	0	5887	133	0	0	66465	520	0	0	0	61691	0	209	
17147	32748	267	21537	111512	0	198828	0	0	0	0	0	0	389568	0	24070	56355	0	138185	162280	30734	82686	43403	0	0	22910	59776	51330	4170	22908	20495	12850	102	168667	365498	8357	0	
17259	7861	0	63	4554	0	8099	0	0	0	0	0	0	31622	0	1603	5182	1232	17456	1122	3550	13916	4481	0	0	4408	9508	3245	295	1642	2839	701	0	8036	30019	0	0	
17464	18253	259	4030	94107	0	108236	0	0	0	0	0	0	318173	0	31929	33815	22659	35127	230979	7620	29665	30358	0	0	13798	15867	4472	990	22301	8057	1697	1760	103947	286244	0	0	
17549	42667	17	2802	24934	0	36119	0	0	4811	3853	8664	0	125120	0	12437	41713	5971	22771	17969	3111	21529	41413	4811	3853	9694	11835	1178	63	29551	11862	300	0	33300	108127	0	4556	
17642	2124	9	1353	4298	0	9745	0	0	0	0	0	0	23262	0	3409	5218	4071	14610	1310	3368	13956	5218	0	0	7412	6544	649	5	2729	2489	0	0	8383	19853	0	0	
17839	7406	9	7154	25079	0	45123	0	0	0	0	0	0	104958	0	5523	30282	12076	37942	29328	8893	29716	23288	0	0	7958	21522	7610	852	7951	15614	6517	200	37960	99435	0	0	
17950	8075	0	3285	3938	0	12285	0	0	0	0	0	0	27785	0	8321	6891	10005	10764	2055	1756	8951	5457	0	0	4652	4299	1645	168	3924	1533	1434	0	9000	19464	0	0	
18050	17016	77	12751	39362	0	68902	0	0	0	0	0	0	108801	0	8023	29321	16869	48890	13574	8990	41542	26657	0	0	19821	23612	5457	0	14350	12748	2223	0	56074	100778	0	0	
18126	56546	86	20504	120332	0	136585	0	0	0	0	0	0	643808	0	34066	94735	6420	305487	187040	63880	159922	68217	0	0	41952	117970	124695	20870	42434	25783	22378	4140	115950	609742	45	0	
18135	22860	23	0	25717	0	38284	0	0	0	0	0	0	77283	0	8000	17574	7900	19609	17240	804	15884	16521	0	0	8040	7844	2941	784	6957	9564	766	287	38261	69283	0	0	
18368	11972	196	2499	18288	0	22177	0	0	0	0	0	0	320858	0	1865	35021	3764	30416	243449	6369	28543	34587	0	0	11265	17278	1788	85	17842	16745	434	0	19482	318993	0	0	
18377	1980	0	0	0	0	0	0	0	0	0	0	0	12150	0	162	536	0	9634	0	729	6516	329	0	0	1448	5068	3114	4	119	210	207	0	0	11681	0	307	
18827	31609	5	4310	16896	0	42279	0	0	0	0	0	0	72050	0	3223	6735	6019	31721	1985	6410	22607	5064	0	0	12670	10300	5637	3114	3767	1297	697	974	37964	68827	0	0	
18836	6698	6	816	10273	0	17203	0	0	594	0	594	0	84352	0	434	23604	573	46442	7608	7897	29589	13489	99	0	15037	16270	12835	2300	3772	9824	7250	2758	16381	83918	0	0	
