"IDRSSD"	RCFD0071	RCFD0081	RCFD0426	RCFD1350	RCFD1754	RCFD1773	RCFD2130	RCFD2145	RCFD2150	RCFD2155	RCFD2160	RCFD2170	RCFD2800	RCFD2920	RCFD2930	RCFD2948	RCFD3000	RCFD3123	RCFD3163	RCFD3190	RCFD3200	RCFD3210	RCFD3230	RCFD3300	RCFD3545	RCFD3548	RCFD3632	RCFD3838	RCFD3839	RCFD5369	RCFD6724	RCFDA130	RCFDB528	RCFDB529	RCFDB530	RCFN2200	RCFN6631	RCFN6636	RCON0071	RCON0081	RCON0426	RCON1350	RCON1754	RCON1773	RCON2130	RCON2145	RCON2150	RCON2155	RCON2160	RCON2170	RCON2200	RCON2800	RCON2920	RCON2930	RCON2948	RCON3000	RCON3123	RCON3163	RCON3190	RCON3200	RCON3210	RCON3230	RCON3300	RCON3545	RCON3548	RCON3632	RCON3838	RCON3839	RCON5369	RCON6631	RCON6636	RCON6724	RCONA130	RCONB528	RCONB529	RCONB530	
1351																																							0	2415	0	7678	25714	4622	0	1192	200	0	1589	89607	76200	0	0	1404	77604	0	374	0	0	0	12003	240	89607	0	0	11156	0	530	0	8010	68190		0	46571	46197	77	
1454																																							165	24654	157	25500	0	100017	0	2848	0	0	3804	288885	260590	0	0	794	261384	0	862	0	0	0	27501	1000	288885	0	0	23879	0	1214	850	69782	190808		0	131752	130890	1408	
1557																																							0	1492	0	1799	2034	8905	0	142	0	0	729	35129	28763	0	0	455	29336	0	358	0	118	0	5793	200	35129	0	0	4659	0	800	0	3220	25543		0	20386	20028	134	
1632																																							0	7838	0	411	0	30882	0	4118	0	0	4409	196516	159669	2720	0	1760	180149	0	2088	0	16000	0	16367	1900	196516	0	0	6406	0	7511	0	32104	127565		0	150946	148858	550	
1669																																							4650	9558	0	11219	105179	42695	0	919	14	0	3598	243901	205838	0	0	1045	207347	0	915	2449	464	0	36554	800	243901	0	0	34475	0	800	0	36698	169140		0	64535	63620	479	
1829																																							2332	6119	0	0	0	106354	0	3943	46	0	2717	246527	211480	0	0	1755	213235	0	1695	0	0	0	33292	390	246527	0	0	28559	0	3100	0	53994	157486		0	126711	125016	1243	
1856																																							646	391	0	740	0	2716	0	186	0	0	260	8749	7961	0	0	60	8021	0	111	0	0	0	728	100	8749	0	0	456	0	150	0	1257	6704		0	3921	3810	22	
1959																																							700	1309	0	1450	1700	6745	0	4	0	0	268	16958	14806	0	0	163	14969	0	179	0	0	0	1989	75	16958	0	0	1416	0	400	0	4193	10613		0	4961	4782	98	
2040																																							190	2608	0	3652	314	19675	0	2809	0	0	2395	126662	98480	0	0	723	114623	0	1381	0	15420	0	12039	480	126662	0	0	7082	0	4270	232	9380	89100		0	96168	94787	207	
2161																																							7698	4661	0	3325	773	21748	0	1721	0	0	996	92805	84167	0	0	319	84486	0	492	0	0	0	8319	1000	92805	0	0	6017	0	1000	0	13916	70251		0	52375	51883	302	
2376																																							368	4388	0	13200	11055	307117	2786	4096	1462	0	7762	710083	580090	33093	0	6425	619608	67	5046	0	0	0	90408	500	710083	0	0	90412	0	0	0	17516	562574		0	362895	357849	-504	
2451																																							25	230	0	90	307	662	0	64	0	0	374	11781	9481	0	0	172	10853	0	111	0	1200	0	928	50	11781	0	0	370	0	499	0	796	8685		0	10140	10029	9	
2554																																							0	1201	0	475	15	1299	0	105	0	0	108	7132	6314	0	0	54	6368	0	33	0	0	0	764	50	7132	0	0	286	0	450	0	1536	4778		0	3962	3929	-22	
2732																																							0	18525	0	13300	4	75202	0	5759	0	0	2909	407140	357119	0	0	3416	360544	0	2296	1747	9	0	46596	2320	407140	0	0	39576	0	3728	0	63111	294008		0	291990	289694	972	
2750																																							0	1579	0	2130	0	4149	0	422	504	0	2285	47992	39722	100	0	254	42665	0	899	0	2589	0	5327	90	47992	0	0	5089	0	93	0	3019	36703		0	37822	36923	55	
2938																																							0	13617	0	0	0	42459	0	6549	265	0	3669	246202	163284	36004	0	3953	223241	0	2433	0	20000	0	22961	1250	246202	0	0	15914	0	5083	0	45479	117805		0	182076	179643	714	
2956																																							388	2314	0	6000	0	35965	0	1324	244	0	1378	113718	100453	0	0	550	101003	0	852	0	0	0	12715	100	113718	0	0	10665	0	1700	0	8048	92405		0	66957	66105	250	
3252																																							2399	4611	0	0	9612	12506	0	702	469	0	2710	87788	75554	2025	0	703	78386	0	886	0	104	0	9402	200	87788	0	0	8879	0	300	0	14280	61274		0	55665	54779	23	
3458																																							4223	88	0	1660	736	6119	0	97	0	0	248	20751	16984	1525	0	140	18649	0	353	0	0	0	2102	100	20751	0	0	1425	0	450	0	2790	14194		0	7933	7580	127	
3506																																							0	22211	0	0	38872	151052	0	10235	250	0	32571	829945	727205	17800	0	11437	763442	54	6569	0	7000	0	66449	2879	829945	0	0	40966	0	21448	0	110138	617067		0	581323	574754	1156	
3579																																							0	5808	0	2300	0	34659	0	5414	271	0	3946	213719	165501	4708	0	1831	194453	0	1563	5555	22413	0	19266	5000	213719	0	0	1087	0	14174	0	25942	139559		-689	157329	155766	-306	
3720																																							0	4989	0	0	10866	34123	0	1516	144	0	3931	125153	96866	3758	0	1119	109856	0	1004	0	8113	0	15297	1200	125153	0	0	7056	0	6800	0	12068	84798		0	70588	69584	241	
3953																																							0	2455	0	360	0	0	0	1559	1734	0	1841	58235	52528	0	0	365	52893	0	666	0	0	0	5342	500	58235	0	0	3162	0	1680	13741	11931	40597		0	37211	36545	0	
4138																																							0	5396	0	0	0	49900	24	4985	612	0	2112	153282	130716	1500	0	936	139369	0	943	0	6217	0	13913	300	153282	0	0	13174	0	300	0	14514	116202		0	91196	90253	139	
4147																																							60	5292	0	1425	0	20798	0	1642	88	0	18112	101748	81185	0	0	1070	90255	0	497	0	8000	0	11493	1950	101748	0	0	7397	0	2230	0	11878	69307		0	54828	54331	-84	
4156																																							135	2703	0	1500	0	19353	0	3847	6	0	1607	83177	62742	0	0	365	74331	0	636	0	11224	0	8846	1200	83177	0	0	6310	0	1200	623	6695	56047		0	54039	53403	136	
4231																																							0	1763	0	394	0	39427	0	930	10	0	1225	84716	74001	0	0	499	74500	0	659	0	0	0	10216	500	84716	0	0	4347	0	5500	0	10682	63319		0	41626	40967	-131	
4437																																							2139	3570	0	13	6465	10434	0	2455	796	0	2698	130986	115083	3401	0	1172	120098	0	837	0	442	0	10888	963	130986	0	0	8913	0	1000	0	15999	99084		0	103253	102416	12	
4745																																							0	167	0	1840	2506	0	0	54	0	0	131	10066	8948	0	0	48	8996	0	55	13	0	0	1070	50	10066	0	0	180	0	840	0	1191	7757		0	5410	5355	0	
4839																																							147	5065	0	0	0	56128	276	4377	0	0	2638	201247	157650	8194	0	1234	185978	0	1516	85	18900	0	15269	1875	201247	0	0	4323	0	7929	0	34497	123153		0	134047	132531	1142	
5005																																							170	4534	0	4746	7662	54712	0	7705	0	0	10052	265355	211079	0	0	2803	240156	0	1747	1982	26274	0	25199	0	265355	0	0	1702	0	22578	0	20849	190230		0	175539	173792	919	
5050																																							2036	3568	0	0	0	24976	0	1266	995	0	1178	77302	70246	0	0	275	70521	0	540	0	0	0	6781	400	77302	0	0	4805	0	1400	0	10580	59666		0	43823	43283	176	
5069																																							162	1910	0	30150	0	2849	0	18722	327	0	3233	247206	198637	0	0	4280	202917	0	5139	0	0	0	44289	4500	247206	0	0	35589	0	4129	0	8402	190235		0	194992	189853	71	
5135																																							32	3398	0	7982	0	28626	0	629	258	0	1989	88986	75955	0	0	374	76329	0	1069	379	0	0	12657	300	88986	0	0	2824	0	9300	0	13603	62352		0	46762	45693	233	
5210																																							740	21185	0	0	44824	175017	0	5704	1646	0	18896	627541	509608	33239	0	4911	566020	0	3723	673	18262	0	61521	4798	627541	0	0	50494	0	5455	0	70960	438648		0	362579	358856	774	
5247																																							200	25961	0	116900	5084	235858	0	16716	692	0	5572	858324	771304	19265	0	2537	796564	0	2222	0	3458	0	61760	700	858324	0	0	34998	0	19300	76	139995	631309		0	453487	451265	6762	
5274																																							10279	2513	0	0	0	14306	0	2601	0	0	4112	96258	83943	354	0	406	86228	0	646	0	1525	0	10030	66	96258	0	0	6158	0	3654	0	15431	68512		-25	63093	62447	177	
5331																																							0	7020	0	0	0	94562	0	6617	353	0	4448	218641	191467	7700	0	2169	201667	0	735	0	331	0	16974	2580	218641	0	0	5727	0	8360	0	38869	152598		0	106376	105641	307	
5461																																							53	10733	0	7950	0	66163	816	3350	187	0	4253	209964	192235	0	0	739	193001	0	1671	0	27	0	16963	2059	209964	0	0	10082	0	4241	0	67335	124900		0	118130	116459	581	
5751																																							0	3699	0	5375	0	43124	0	301	5	0	2560	96835	76076	0	0	264	76340	0	714	0	0	0	20495	600	96835	0	0	18839	0	700	0	7559	68517		0	42485	41771	356	
5939																																							11828	65370	28609	14925	21470	792719	0	42220	16893	0	50457	2456108	2139300	34169	0	11983	2237703	0	31997	2726	52251	0	218405	22146	2456108	19877	0	12651	0	180937	0	161928	1977372		0	1421011	1389014	2671	
6039																																							0	2445	0	2335	48	7524	0	2399	286	0	2184	78902	71255	0	0	633	71919	0	924	0	31	0	6983	469	78902	0	0	2405	0	4050	0	9472	61783		0	62605	61681	59	
6057																																							12	534	0	349	341	2819	0	270	0	0	374	15785	12477	0	0	167	14544	0	140	0	1900	0	1241	25	15785	0	0	1101	0	100	0	1125	11352		0	11226	11086	15	
6141																																							0	2086	0	6400	9986	0	0	327	0	0	535	31752	28307	0	0	213	28520	0	411	0	0	0	3232	400	31752	0	0	232	0	2600	0	6831	21476		0	12829	12418	0	
6329																																							74	9720	0	0	3492	49991	0	6727	350	0	3467	205505	186166	363	0	1114	187643	0	1697	0	0	0	17862	2600	205505	0	0	7123	0	7700	0	37060	149106		0	133381	131684	439	
6842																																							6	1098	0	2450	441	1788	0	873	0	0	624	23324	20794	0	0	232	21327	0	146	54	301	0	1997	150	23324	0	0	357	0	1464	0	3508	17286		0	16136	15990	26	
6972																																							0	33206	0	93040	151576	55838	393	8007	539	0	6951	643678	547196	1269	0	3072	554011	0	3858	0	2474	0	89667	2600	643678	0	0	63780	0	22400	1031	113565	433631		0	296955	293097	887	
7009																																							5000	9352	0	11700	0	334769	0	678	0	0	9615	644622	571164	0	0	2789	573953	0	0	0	0	0	70669	500	644622	0	0	68729	0	516	0	31278	539886		0	273508	273508	924	
7045																																							0	5267	0	4700	8349	25506	0	1043	0	0	1430	91017	81778	0	0	314	82092	0	676	0	0	0	8925	100	91017	0	0	6568	0	2100	0	11222	70556		0	45398	44722	157	
7157																																							0	1889	0	100	0	9436	0	200	0	0	295	30598	26963	0	0	166	27129	0	215	0	0	0	3469	200	30598	0	0	2925	0	200	0	3273	23690		0	18893	18678	144	
7166																																							853	11831	316	865	7184	57889	0	7075	0	0	8113	402302	366217	2000	0	2154	370371	0	3776	0	0	0	31931	5220	402302	0	0	20792	0	6352	5128	86629	279588		0	306824	303048	-433	
7456																																							0	1126	0	0	1660	19911	0	267	0	0	702	41141	35720	250	0	224	36194	0	360	0	0	0	4947	400	41141	0	0	1741	0	2400	0	5408	30312		0	17835	17475	406	
7634																																							100	3174	0	3191	2409	7320	0	262	0	0	754	40456	35248	0	0	152	35400	0	440	0	0	0	5056	200	40456	0	0	2026	0	2800	0	7801	27447		0	23686	23246	30	
8033																																							890	1670	0	4875	0	2598	0	561	655	0	1114	48722	40174	0	0	339	42845	0	615	0	2332	0	5877	774	48722	0	0	1604	0	3476	0	10184	29990		0	36974	36359	23	
8154																																							61	2194	0	2281	0	5058	55	507	0	0	839	40422	36448	0	0	347	36795	0	537	0	0	0	3627	134	40422	0	0	831	0	2664	77	3882	32566		0	29887	29350	-2	
8417																																							0	285199	9224	1466628	0	336	0	13065	0	0	250027	2219738	1957028	0	0	72264	2029292	0	292	0	0	0	190446	800	2219738	0	0	144485	0	45157	0	1378041	578987		0	195551	195259	4	
8462																																							0	2566	0	1100	1701	26705	0	450	0	0	832	60967	53328	0	0	493	53821	0	344	0	0	0	7146	350	60967	0	0	6166	0	350	0	7210	46118		0	27957	27613	280	
8547																																							2569	12673	1932	17500	1315	30102	0	2930	105	0	11072	354348	294082	0	0	3253	319535	0	4217	4193	22200	0	34813	350	354348	0	0	12456	0	21901	0	30298	263784		0	274174	269957	106	
8631																																							1092	1442	0	1816	0	10825	0	1067	177	0	595	45158	38880	0	0	135	39015	0	271	0	0	0	6143	500	45158	0	0	4768	0	800	0	5624	33256		0	28415	28144	75	
9115																																							0	63468	0	338700	192691	353113	0	51531	132	0	9867	1585196	1480500	2611	0	4241	1487352	0	7631	0	0	0	97844	2500	1585196	0	0	60781	0	30873	0	136569	1343931		0	583325	575694	3690	
9160																																							25143	4296	0	21898	6344	0	0	1724	0	0	1764	139727	120861	0	0	1005	129516	0	1153	0	7650	0	10211	4501	139727	0	0	5710	0	0	0	21966	98895		0	79711	78558	0	
9339																																							311	15578	1204	0	0	46975	0	6184	258	0	9942	315471	237722	11982	0	1772	289526	0	2998	0	38050	0	25945	1418	315471	0	0	10190	0	13700	0	22128	215594		0	238017	235019	638	
9357																																							0	18692	0	3000	0	27499	0	528	0	0	9710	456936	282479	3596	0	585	430860	0	2285	0	144200	0	26076	500	456936	0	0	9071	0	16100	293904	87877	194602		0	105888	103603	405	
9553																																							1650	2124	0	0	0	4945	0	298	0	0	2648	54077	45110	0	0	1000	48354	0	430	0	2244	0	5723	400	54077	0	0	3988	0	1200	0	5104	40006		0	42842	42412	135	
9807																																							994	25677	0	117000	122804	198066	0	7183	1693	0	51959	1696695	1373330	44087	0	20782	1533983	0	32154	0	95784	0	162712	20000	1696695	0	0	78450	0	63858	0	43019	1330311		0	1203473	1171319	404	
9955																																							2985	5898	0	2250	0	25060	0	1349	35	0	2263	90034	79724	0	0	891	81347	0	480	2427	732	0	8687	110	90034	0	0	4943	0	3023	0	8474	71250		0	48247	47767	611	
10157																																							15	2152	0	0	8837	13029	0	1194	321	0	2419	71649	57940	140	0	799	65254	0	596	336	6375	0	6395	250	71649	0	0	3428	0	2560	0	9313	48627		0	43942	43346	157	
10250																																							0	7066	0	6572	0	33115	0	5713	73	0	2276	219898	201600	0	0	992	202592	0	1479	0	0	0	17306	1500	219898	0	0	3591	0	12000	0	28610	172990		0	166562	165083	215	
10849																																							10527	2695	0	0	15876	14630	0	4599	0	0	3311	163178	141857	0	0	635	149339	0	1447	694	6847	0	13839	16	163178	0	0	7700	0	6006	0	15584	126273		0	112293	110846	117	
10858																																							40	13644	34	0	43140	0	0	2150	468	0	6433	316692	270343	11939	0	2751	291155	0	3973	1764	6122	0	25537	2500	316692	0	0	11282	0	11755	4223	30330	240013		0	248769	244796	0	
11145																																							47	4629	194	800	3081	10410	0	4911	236	0	1266	117060	95730	0	0	414	107430	0	854	450	11286	0	9630	1000	117060	0	0	4525	0	4000	0	12920	82810		0	91890	91036	105	
11350																																							2071	2552	0	1175	6563	5426	0	248	0	0	758	45195	38055	332	0	235	38776	0	388	2776	154	0	6419	400	45195	0	0	48	0	5766	69	4561	33494		0	23945	23557	205	
11640																																							0	10298	0	500	0	46583	0	2116	0	0	8165	161078	128558	0	0	1490	142801	0	1014	0	12753	0	18277	650	161078	0	0	1272	0	16350	0	28347	100211		0	94430	93416	5	
11837																																							0	1950	0	0	0	22517	0	1094	0	0	1973	71624	57111	6887	0	174	64172	0	1146	0	0	0	7452	314	71624	0	0	602	0	6186	0	5965	51146		0	45236	44090	350	
12030																																							500	6117	0	4756	1286	4305	0	3579	256	0	5035	184926	165583	0	0	3027	168610	0	3690	114	0	0	16316	300	184926	0	0	15678	0	300	0	15747	149836		0	162668	158978	38	
12058																																							0	2563	0	2225	4121	17671	0	1970	273	62	1718	102959	91423	0	62	902	94405	0	726	0	2018	0	8554	200	102959	0	0	6629	0	1650	2498	8730	82693		0	70584	69858	75	
12142																																							765	8785	0	2600	6238	80082	0	5143	22	0	2662	172251	151054	0	0	885	152939	0	1149	0	1000	0	19312	1250	172251	0	0	4149	0	13250	0	28478	122576		0	67103	65954	663	
12245																																							25	3158	0	2800	0	27893	0	1438	0	0	1195	86560	72581	0	0	614	76695	0	701	0	3500	0	9865	1419	86560	0	0	4513	0	3581	0	14359	58222		0	50752	50051	352	
12311	11322	1067262	108205	69168	12322	2716997	5476	444401	6384	13670	4638764	28358274	1913607	13670	833423	25988703	462782	367588	616205	1811575	977642	1906789	40000	28358274	12538	0	1516782	0	326068	629386		0	18373762	18006174	23939	386768	0	386768				69168						13670		28358274	20052018	1913607	13670		25988703				1811575											3826443	16225575						
12357																																							693	2328	0	5000	13785	0	0	104	0	0	441	31409	27286	0	0	335	27621	0	81	0	0	0	3788	120	31409	0	0	2648	0	1020	0	3464	23822		0	9139	9058	0	
12647																																							16	3409	0	1100	6891	0	0	755	22	0	512	45615	40355	0	0	291	40646	0	407	0	0	0	4969	125	45615	0	0	719	0	4125	432	7115	33240		0	32885	32478	0	
12656																																							0	1221	0	330	421	0	0	250	53	0	164	10779	10207	0	0	45	10252	0	321	0	0	0	527	72	10779	0	0	267	0	188	0	1496	8711		0	8661	8340	0	
12937																																							219	4332	0	0	0	13139	68	4487	0	0	1702	121379	103886	1600	0	857	108382	0	768	0	2039	0	12997	750	121379	0	0	6801	0	5250	562	23449	80437		0	97638	96870	196	
12946																																							0	8148	33	3730	9070	166217	812	5687	691	0	11993	402041	347337	0	0	2674	365294	0	3530	2883	15283	0	36747	1	402041	0	0	32462	0	3749	0	33809	313528		0	196307	192777	535	
12955																																							60	4816	0	0	5219	13132	0	3185	341	0	966	87534	73982	225	0	487	78694	0	797	116	4000	0	8840	1567	87534	0	0	2467	0	4433	4079	16472	57510		0	56417	55620	373	
13037																																							0	3772	0	9159	0	8224	0	2850	385	0	2109	131160	116295	0	0	807	117102	0	1163	0	0	0	14058	900	131160	0	0	12620	0	450	0	19041	97254		0	105824	104661	88	
13103																																							70	12654	0	34597	78166	164675	0	9437	0	0	7943	690224	544658	4485	0	26576	578944	104	3814	337	3225	0	111176	500	690224	0	0	43037	0	34018	0	23925	520733		0	386159	382345	33621	
13251																																							311	1441	0	840	0	10164	0	134	137	0	999	30282	27037	0	0	320	27357	0	275	0	0	0	2925	25	30282	0	0	1345	0	1475	0	2559	24478		0	16531	16256	80	
13309																																							1849	54136	0	0	13774	487046	0	14872	710	0	53882	2069250	1509925	120200	0	18783	1888959	0	58829	829	240051	0	180291	25321	2069250	0	0	128403	0	24047	9860	172084	1337841		0	1491121	1432292	2520	
13457																																							101	569	0	0	186	3404	0	58	0	0	1734	20077	15812	0	0	85	15997	0	339	0	100	0	4080	50	20077	0	0	3905	0	50	0	1780	14032		0	14364	14025	75	
14052																																							1290	3588	0	83	100	4147	0	513	0	0	692	55971	50911	595	0	360	51866	0	582	0	0	0	4105	1000	55971	0	0	1589	0	1500	0	10786	40125		0	46140	45558	16	
14155																																							13	1941	0	609	1743	8199	0	1814	151	0	2180	70995	58438	0	0	1049	63387	0	842	0	3900	0	7608	176	70995	0	0	7174	0	160	0	6675	51763		0	55187	54345	98	
14258																																							0	25418	0	17000	0	45741	0	5234	150	0	6329	474184	403072	11900	0	1448	441420	0	4450	0	25000	0	32764	500	474184	0	0	16726	0	15088	5083	77278	325794		0	373679	369229	450	
14409	44387	126853	113121	125000	0	5738307	0	102873	22536	1208	511596	18324899	1499563	1208	265131	15832053	148	208892	1414482	759814	300000	2492698	0	18324899	0	0	371255	0	2095380	0		0	10333428	10124536	26063	279757	0	279757				125000						1208		18324899	12726580	1499563	1208		15832053				759814											2526933	10199647						
14454																																							0	1401	0	225	380	16522	0	192	0	0	1010	45844	32630	0	0	155	41075	0	737	0	8290	0	4769	75	45844	0	0	2875	0	1775	0	2519	30111		0	26851	26114	44	
14650																																							3	1906	0	2100	5161	391	0	278	0	0	979	28254	25482	0	0	91	25573	0	288	0	0	0	2681	200	28254	0	0	2171	0	300	0	4940	20542		0	17724	17436	10	
14753																																							0	1786	0	0	1408	6494	0	199	0	0	566	25545	21163	1275	0	305	22743	0	525	0	0	0	2802	300	25545	0	0	208	977	1277	0	4906	16257		0	15617	15092	40	
14865																																							1307	2136	0	600	0	11589	0	2433	144	0	2237	76448	67613	0	0	655	70068	0	685	0	1800	0	6380	730	76448	0	0	2777	0	2870	0	10533	57080		0	56687	56002	3	
14931																																							0	2327	0	3073	0	10715	0	34	0	0	311	28649	25048	70	0	162	25280	0	131	0	0	0	3369	1903	28649	0	0	-117	0	1560	0	11103	13945		0	12320	12189	23	
14940																																							0	4889	0	0	0	43234	0	297	0	0	1043	133398	117640	4298	0	769	122707	0	893	0	0	0	10691	500	133398	0	0	4354	0	5403	0	6855	110785		0	84828	83935	434	
15536																																							2089	31971	0	14	31621	14037	0	23928	7496	0	13442	1004010	872834	0	0	8532	886366	0	7813	4840	5000	0	117644	356	1004010	0	0	4819	0	112273	0	88273	784561		0	882385	874572	196	
15732																																							0	5313	0	10382	0	21244	0	562	53	0	3500	268981	231157	0	0	1317	247474	0	2906	0	15000	0	21507	1250	268981	0	0	4519	0	15600	0	28348	202809		0	230833	227927	138	
16337																																							4082	11110	0	2380	0	33236	0	6553	849	0	2966	196020	161106	583	0	1042	179801	0	1343	0	17070	0	16219	350	196020	0	0	12378	0	3350	0	33158	127948		0	136187	134844	141	
16355																																							2	1739	0	0	0	6373	0	1783	0	0	651	40319	34589	2280	0	448	37317	0	521	0	0	0	3002	111	40319	0	0	688	0	2143	0	5359	29230		0	30292	29771	60	
16458																																							0	6141	0	819	38495	22498	0	8706	0	0	2102	169395	139330	0	0	1054	145190	0	1458	0	4806	0	24205	941	169395	0	0	20923	0	2059	0	13811	125519		0	92092	90634	282	
16551																																							420	1465	0	1438	479	5739	0	470	0	0	1606	64871	51012	0	0	200	60047	0	1001	0	8835	0	4824	175	64871	0	0	2823	0	1825	0	7401	43611		0	54255	53254	1	
16748																																							48	1948	174	3325	1255	10137	0	1216	45	0	724	49902	42474	0	0	289	44763	0	388	0	2000	0	5139	400	49902	0	0	2121	0	2600	534	6587	35887		0	30884	30496	18	
