RCFD3561,RCFD3562,RCFD7701,RCFD7702,IDRSSD,RCON9999
0,0,0.0000,0.0000,43173,2004-03-31
,,,,43324,2004-03-31
,,,,43351,2004-03-31
,,,,43454,2004-03-31
,,,,43511,2004-03-31
,,,,43641,2004-03-31
,,,,43744,2004-03-31
,,,,43856,2004-03-31
,,,,43959,2004-03-31
,,,,44040,2004-03-31
0,0,0.0000,0.0000,44134,2004-03-31
,,,,44433,2004-03-31
,,,,44451,2004-03-31
,,,,44602,2004-03-31
,,,,44741,2004-03-31
,,,,44750,2004-03-31
,,,,44929,2004-03-31
,,,,45038,2004-03-31
,,,,45047,2004-03-31
,,,,45056,2004-03-31
,,,,45270,2004-03-31
,,,,45430,2004-03-31
,,,,45458,2004-03-31
,,,,45551,2004-03-31
,,,,45560,2004-03-31
,,,,45627,2004-03-31
,,,,45775,2004-03-31
,,,,46053,2004-03-31
,,,,46941,2004-03-31
,,,,47153,2004-03-31
,,,,47247,2004-03-31
,,,,47256,2004-03-31
,,,,47377,2004-03-31
,,,,47452,2004-03-31
,,,,47500,2004-03-31
,,,,48057,2004-03-31
,,,,48150,2004-03-31
,,,,48374,2004-03-31
,,,,48440,2004-03-31
,,,,48552,2004-03-31
,,,,48673,2004-03-31
,,,,48730,2004-03-31
,,,,49054,2004-03-31
,,,,49148,2004-03-31
,,,,49241,2004-03-31
,,,,49344,2004-03-31
,,,,49540,2004-03-31
,,,,49643,2004-03-31
,,,,49652,2004-03-31
,,,,49821,2004-03-31
,,,,49858,2004-03-31
,,,,49951,2004-03-31
,,,,50144,2004-03-31
,,,,50461,2004-03-31
,,,,50546,2004-03-31
,,,,50854,2004-03-31
,,,,50957,2004-03-31
,,,,51253,2004-03-31
,,,,51347,2004-03-31
,,,,51356,2004-03-31
,,,,51459,2004-03-31
,,,,51730,2004-03-31
,,,,51842,2004-03-31
,,,,51972,2004-03-31
,,,,52410,2004-03-31
,,,,52456,2004-03-31
,,,,52719,2004-03-31
,,,,52951,2004-03-31
,,,,53015,2004-03-31
0,0,0.0000,0.0000,53033,2004-03-31
,,,,53051,2004-03-31
,,,,53239,2004-03-31
,,,,53453,2004-03-31
,,,,53752,2004-03-31
,,,,54049,2004-03-31
,,,,54058,2004-03-31
,,,,54357,2004-03-31
,,,,54375,2004-03-31
,,,,54441,2004-03-31
,,,,54656,2004-03-31
,,,,55176,2004-03-31
,,,,55251,2004-03-31
,,,,55336,2004-03-31
,,,,55635,2004-03-31
,,,,55653,2004-03-31
,,,,56230,2004-03-31
,,,,56258,2004-03-31
,,,,56351,2004-03-31
,,,,56427,2004-03-31
,,,,56548,2004-03-31
,,,,56557,2004-03-31
,,,,56717,2004-03-31
,,,,56726,2004-03-31
,,,,57040,2004-03-31
,,,,57134,2004-03-31
,,,,57228,2004-03-31
,,,,57255,2004-03-31
,,,,57451,2004-03-31
,,,,57572,2004-03-31
,,,,57956,2004-03-31
,,,,58074,2004-03-31
,,,,58207,2004-03-31
,,,,58225,2004-03-31
1,637,0.0500,0.0500,58243,2004-03-31
,,,,58355,2004-03-31
,,,,58551,2004-03-31
,,,,58636,2004-03-31
,,,,58757,2004-03-31
,,,,58971,2004-03-31
,,,,59259,2004-03-31
,,,,59316,2004-03-31
,,,,59352,2004-03-31
,,,,59679,2004-03-31
,,,,59754,2004-03-31
0,0,0.0000,0.0000,60143,2004-03-31
,,,,60219,2004-03-31
,,,,60330,2004-03-31
,,,,60433,2004-03-31
,,,,60545,2004-03-31
,,,,60554,2004-03-31
,,,,60648,2004-03-31
,,,,61001,2004-03-31
,,,,61122,2004-03-31
,,,,61355,2004-03-31
,,,,61476,2004-03-31
,,,,61533,2004-03-31
,,,,61757,2004-03-31
,,,,61832,2004-03-31
,,,,61953,2004-03-31
,,,,62044,2004-03-31
,,,,62101,2004-03-31
,,,,62147,2004-03-31
,,,,62651,2004-03-31
,,,,63050,2004-03-31
0,0,0.0000,0.0000,63069,2004-03-31
,,,,63078,2004-03-31
,,,,63201,2004-03-31
,,,,63359,2004-03-31
,,,,63573,2004-03-31
,,,,63733,2004-03-31
,,,,63742,2004-03-31
,,,,63751,2004-03-31
,,,,64150,2004-03-31
,,,,64253,2004-03-31
,,,,64543,2004-03-31
,,,,64552,2004-03-31
0,0,0.0000,0.0000,64619,2004-03-31
,,,,64646,2004-03-31
,,,,64730,2004-03-31
,,,,64758,2004-03-31
,,,,65205,2004-03-31
,,,,65241,2004-03-31
1,14,0.0500,0.0500,65513,2004-03-31
,,,,65559,2004-03-31
,,,,65746,2004-03-31
,,,,65858,2004-03-31
0,0,0.0000,0.0000,66015,2004-03-31
,,,,66154,2004-03-31
,,,,66172,2004-03-31
,,,,66275,2004-03-31
,,,,66837,2004-03-31
,,,,66846,2004-03-31
,,,,66903,2004-03-31
,,,,67142,2004-03-31
,,,,67151,2004-03-31
,,,,67209,2004-03-31
,,,,67254,2004-03-31
,,,,67311,2004-03-31
,,,,67414,2004-03-31
,,,,67777,2004-03-31
,,,,68345,2004-03-31
,,,,68448,2004-03-31
,,,,68756,2004-03-31
,,,,68831,2004-03-31
,,,,68840,2004-03-31
,,,,68859,2004-03-31
,,,,68943,2004-03-31
,,,,69333,2004-03-31
,,,,69351,2004-03-31
,,,,69650,2004-03-31
,,,,69678,2004-03-31
,,,,69847,2004-03-31
,,,,70049,2004-03-31
,,,,70058,2004-03-31
,,,,70076,2004-03-31
,,,,70151,2004-03-31
,,,,70218,2004-03-31
,,,,70254,2004-03-31
,,,,70414,2004-03-31
,,,,70638,2004-03-31
,,,,70955,2004-03-31
,,,,71318,2004-03-31
,,,,71457,2004-03-31
,,,,71671,2004-03-31
,,,,71859,2004-03-31
,,,,72258,2004-03-31
,,,,72351,2004-03-31
,,,,72418,2004-03-31
,,,,72454,2004-03-31
,,,,72614,2004-03-31
,,,,72678,2004-03-31
,,,,73031,2004-03-31
,,,,73116,2004-03-31
,,,,73152,2004-03-31
,,,,73554,2004-03-31
,,,,73956,2004-03-31
,,,,74056,2004-03-31
,,,,74140,2004-03-31
,,,,74159,2004-03-31
,,,,74337,2004-03-31
,,,,74403,2004-03-31
,,,,74449,2004-03-31
,,,,74458,2004-03-31
,,,,75053,2004-03-31
,,,,75259,2004-03-31
,,,,75446,2004-03-31
,,,,75455,2004-03-31
,,,,75558,2004-03-31
,,,,75576,2004-03-31
1,471,0.0550,0.0550,75633,2004-03-31
,,,,75651,2004-03-31
,,,,75857,2004-03-31
,,,,76050,2004-03-31
,,,,76135,2004-03-31
,,,,76153,2004-03-31
0,0,0.0000,0.0000,76201,2004-03-31
,,,,76443,2004-03-31
,,,,76854,2004-03-31
,,,,77150,2004-03-31
,,,,77253,2004-03-31
,,,,77347,2004-03-31
,,,,77374,2004-03-31
,,,,77422,2004-03-31
,,,,77758,2004-03-31
,,,,77851,2004-03-31
,,,,78036,2004-03-31
,,,,78054,2004-03-31
,,,,78157,2004-03-31
,,,,78241,2004-03-31
,,,,78559,2004-03-31
,,,,78643,2004-03-31
,,,,78858,2004-03-31
,,,,79042,2004-03-31
,,,,79127,2004-03-31
,,,,79145,2004-03-31
,,,,79257,2004-03-31
,,,,79855,2004-03-31
,,,,80020,2004-03-31
,,,,80150,2004-03-31
,,,,80431,2004-03-31
,,,,80552,2004-03-31
,,,,80936,2004-03-31
,,,,81054,2004-03-31
,,,,81429,2004-03-31
,,,,82033,2004-03-31
,,,,82257,2004-03-31
,,,,82350,2004-03-31
,,,,82659,2004-03-31
,,,,83151,2004-03-31
,,,,83236,2004-03-31
,,,,83311,2004-03-31
,,,,83357,2004-03-31
,,,,83450,2004-03-31
5,805,0.0425,0.1400,83638,2004-03-31
,,,,83834,2004-03-31
,,,,83852,2004-03-31
,,,,83955,2004-03-31
,,,,84046,2004-03-31
,,,,84055,2004-03-31
,,,,84251,2004-03-31
,,,,84345,2004-03-31
,,,,84541,2004-03-31
,,,,84804,2004-03-31
,,,,85043,2004-03-31
,,,,85052,2004-03-31
,,,,85258,2004-03-31
,,,,85454,2004-03-31
,,,,85856,2004-03-31
,,,,85931,2004-03-31
,,,,86349,2004-03-31
,,,,86358,2004-03-31
,,,,86527,2004-03-31
,,,,86554,2004-03-31
,,,,87047,2004-03-31
,,,,87159,2004-03-31
,,,,87234,2004-03-31
,,,,87476,2004-03-31
,,,,87533,2004-03-31
,,,,88240,2004-03-31
,,,,88259,2004-03-31
,,,,88352,2004-03-31
,,,,88455,2004-03-31
,,,,88530,2004-03-31
,,,,88950,2004-03-31
,,,,89032,2004-03-31
,,,,89135,2004-03-31
,,,,89162,2004-03-31
,,,,89452,2004-03-31
,,,,89751,2004-03-31
,,,,89854,2004-03-31
,,,,89957,2004-03-31
,,,,90047,2004-03-31
,,,,90234,2004-03-31
,,,,90328,2004-03-31
,,,,90337,2004-03-31
,,,,90403,2004-03-31
,,,,90467,2004-03-31
,,,,90627,2004-03-31
,,,,90645,2004-03-31
,,,,90739,2004-03-31
,,,,91129,2004-03-31
,,,,91147,2004-03-31
,,,,91156,2004-03-31
,,,,91259,2004-03-31
,,,,91615,2004-03-31
,,,,91651,2004-03-31
,,,,91754,2004-03-31
,,,,91866,2004-03-31
,,,,91950,2004-03-31
,,,,91969,2004-03-31
,,,,92050,2004-03-31
,,,,92144,2004-03-31
,,,,92162,2004-03-31
,,,,92630,2004-03-31
,,,,92706,2004-03-31
,,,,92854,2004-03-31
,,,,92902,2004-03-31
,,,,93244,2004-03-31
,,,,93329,2004-03-31
,,,,93413,2004-03-31
,,,,93543,2004-03-31
,,,,93619,2004-03-31
,,,,93628,2004-03-31
,,,,93721,2004-03-31
,,,,93758,2004-03-31
,,,,94139,2004-03-31
,,,,94447,2004-03-31
,,,,94456,2004-03-31
,,,,94522,2004-03-31
,,,,94755,2004-03-31
,,,,94858,2004-03-31
,,,,95051,2004-03-31
,,,,95659,2004-03-31
,,,,95725,2004-03-31
,,,,96254,2004-03-31
,,,,96357,2004-03-31
,,,,96553,2004-03-31
,,,,97055,2004-03-31
,,,,97279,2004-03-31
,,,,97457,2004-03-31
,,,,97804,2004-03-31
,,,,97943,2004-03-31
,,,,98351,2004-03-31
,,,,98454,2004-03-31
,,,,98463,2004-03-31
,,,,98548,2004-03-31
,,,,98557,2004-03-31
,,,,98641,2004-03-31
,,,,98717,2004-03-31
,,,,99004,2004-03-31
,,,,99059,2004-03-31
,,,,99143,2004-03-31
,,,,99255,2004-03-31
,,,,99442,2004-03-31
,,,,99536,2004-03-31
,,,,99853,2004-03-31
,,,,99974,2004-03-31
,,,,100160,2004-03-31
,,,,100236,2004-03-31
,,,,100357,2004-03-31
,,,,100553,2004-03-31
,,,,100562,2004-03-31
,,,,100843,2004-03-31
0,0,0.0000,0.0000,101019,2004-03-31
,,,,101037,2004-03-31
,,,,101233,2004-03-31
,,,,101327,2004-03-31
,,,,101345,2004-03-31
,,,,101439,2004-03-31
,,,,101671,2004-03-31
,,,,101738,2004-03-31
,,,,101952,2004-03-31
,,,,102155,2004-03-31
,,,,102333,2004-03-31
,,,,102342,2004-03-31
,,,,102539,2004-03-31
,,,,102557,2004-03-31
,,,,103134,2004-03-31
,,,,103255,2004-03-31
,,,,103536,2004-03-31
,,,,103554,2004-03-31
,,,,103563,2004-03-31
,,,,103602,2004-03-31
,,,,104038,2004-03-31
,,,,104056,2004-03-31
,,,,104234,2004-03-31
,,,,104430,2004-03-31
,,,,104542,2004-03-31
,,,,104663,2004-03-31
,,,,105026,2004-03-31
,,,,105044,2004-03-31
,,,,105053,2004-03-31
,,,,105071,2004-03-31
,,,,105222,2004-03-31
,,,,105530,2004-03-31
,,,,105633,2004-03-31
,,,,106359,2004-03-31
,,,,106377,2004-03-31
,,,,106452,2004-03-31
,,,,106519,2004-03-31
,,,,106546,2004-03-31
,,,,106555,2004-03-31
,,,,106658,2004-03-31
,,,,107057,2004-03-31
,,,,107150,2004-03-31
,,,,107226,2004-03-31
,,,,107244,2004-03-31
,,,,107431,2004-03-31
,,,,107459,2004-03-31
,,,,107758,2004-03-31
,,,,108157,2004-03-31
,,,,108250,2004-03-31
,,,,108269,2004-03-31
,,,,108652,2004-03-31
,,,,108746,2004-03-31
,,,,108951,2004-03-31
,,,,109136,2004-03-31
,,,,109154,2004-03-31
,,,,109453,2004-03-31
,,,,109574,2004-03-31
,,,,109659,2004-03-31
,,,,109855,2004-03-31
,,,,110057,2004-03-31
,,,,110066,2004-03-31
,,,,110356,2004-03-31
,,,,110404,2004-03-31
,,,,110413,2004-03-31
,,,,110655,2004-03-31
,,,,110758,2004-03-31
,,,,110936,2004-03-31
,,,,110945,2004-03-31
,,,,111157,2004-03-31
,,,,111205,2004-03-31
,,,,111559,2004-03-31
,,,,111661,2004-03-31
,,,,111942,2004-03-31
,,,,111951,2004-03-31
,,,,111979,2004-03-31
,,,,112163,2004-03-31
,,,,112332,2004-03-31
,,,,112444,2004-03-31
,,,,112510,2004-03-31
,,,,112556,2004-03-31
0,0,0.0000,0.0000,112837,2004-03-31
,,,,112855,2004-03-31
,,,,113003,2004-03-31
,,,,113030,2004-03-31
,,,,113151,2004-03-31
,,,,113441,2004-03-31
,,,,113601,2004-03-31
,,,,113740,2004-03-31
,,,,113759,2004-03-31
,,,,113937,2004-03-31
,,,,114149,2004-03-31
,,,,114158,2004-03-31
,,,,114251,2004-03-31
,,,,114260,2004-03-31
,,,,114457,2004-03-31
,,,,114756,2004-03-31
,,,,114774,2004-03-31
,,,,114840,2004-03-31
,,,,114859,2004-03-31
,,,,115100,2004-03-31
,,,,115146,2004-03-31
,,,,115155,2004-03-31
,,,,115221,2004-03-31
,,,,115342,2004-03-31
,,,,115575,2004-03-31
,,,,115641,2004-03-31
,,,,116077,2004-03-31
,,,,116358,2004-03-31
,,,,116554,2004-03-31
,,,,116639,2004-03-31
,,,,116732,2004-03-31
,,,,116741,2004-03-31
,,,,117038,2004-03-31
,,,,117458,2004-03-31
,,,,117672,2004-03-31
,,,,117841,2004-03-31
,,,,118156,2004-03-31
,,,,118174,2004-03-31
,,,,118660,2004-03-31
,,,,118736,2004-03-31
,,,,119153,2004-03-31
,,,,119274,2004-03-31
,,,,119331,2004-03-31
,,,,119528,2004-03-31
,,,,119779,2004-03-31
,,,,120542,2004-03-31
,,,,120609,2004-03-31
,,,,120953,2004-03-31
,,,,121576,2004-03-31
,,,,121642,2004-03-31
,,,,121651,2004-03-31
,,,,121709,2004-03-31
,,,,121857,2004-03-31
,,,,121914,2004-03-31
,,,,122153,2004-03-31
,,,,122546,2004-03-31
,,,,122658,2004-03-31
,,,,122751,2004-03-31
,,,,122854,2004-03-31
,,,,123178,2004-03-31
,,,,123440,2004-03-31
,,,,123646,2004-03-31
,,,,124344,2004-03-31
,,,,124353,2004-03-31
,,,,124513,2004-03-31
,,,,124773,2004-03-31
,,,,124830,2004-03-31
,,,,125154,2004-03-31
,,,,125453,2004-03-31
,,,,125855,2004-03-31
,,,,125958,2004-03-31
,,,,126012,2004-03-31
,,,,126049,2004-03-31
,,,,126254,2004-03-31
,,,,126553,2004-03-31
,,,,126740,2004-03-31
,,,,126834,2004-03-31
,,,,126955,2004-03-31
,,,,127055,2004-03-31
,,,,127224,2004-03-31
,,,,127260,2004-03-31
,,,,127701,2004-03-31
,,,,128164,2004-03-31
,,,,128258,2004-03-31
0,0,0.0000,0.0000,128511,2004-03-31
,,,,128904,2004-03-31
,,,,128959,2004-03-31
,,,,129349,2004-03-31
,,,,129358,2004-03-31
,,,,129394,2004-03-31
,,,,129479,2004-03-31
,,,,129732,2004-03-31
,,,,129853,2004-03-31
,,,,129910,2004-03-31
,,,,130345,2004-03-31
,,,,130541,2004-03-31
,,,,130635,2004-03-31
,,,,130813,2004-03-31
3,726,0.04,0.05,130943,2004-03-31
,,,,131034,2004-03-31
,,,,131155,2004-03-31
,,,,131173,2004-03-31
,,,,131351,2004-03-31
,,,,131360,2004-03-31
,,,,131418,2004-03-31
,,,,131436,2004-03-31
,,,,131650,2004-03-31
,,,,131717,2004-03-31
,,,,131753,2004-03-31
,,,,131940,2004-03-31
,,,,132107,2004-03-31
,,,,132152,2004-03-31
,,,,132219,2004-03-31
,,,,132376,2004-03-31
,,,,132442,2004-03-31
,,,,132451,2004-03-31
,,,,132554,2004-03-31
,,,,132778,2004-03-31
,,,,132853,2004-03-31
,,,,132938,2004-03-31
,,,,133243,2004-03-31
,,,,133270,2004-03-31
,,,,133850,2004-03-31
,,,,133971,2004-03-31
,,,,134156,2004-03-31
,,,,134400,2004-03-31
,,,,134437,2004-03-31
,,,,134455,2004-03-31
,,,,134848,2004-03-31
,,,,135359,2004-03-31
,,,,135751,2004-03-31
,,,,135836,2004-03-31
,,,,135854,2004-03-31
,,,,136048,2004-03-31
,,,,136338,2004-03-31
,,,,136459,2004-03-31
,,,,136655,2004-03-31
,,,,137120,2004-03-31
,,,,137205,2004-03-31
,,,,137447,2004-03-31
,,,,137456,2004-03-31
,,,,137559,2004-03-31
,,,,137643,2004-03-31
,,,,137652,2004-03-31
,,,,137821,2004-03-31
,,,,137915,2004-03-31
,,,,138051,2004-03-31
,,,,138163,2004-03-31
,,,,138211,2004-03-31
,,,,138257,2004-03-31
,,,,138350,2004-03-31
,,,,138556,2004-03-31
,,,,138725,2004-03-31
,,,,138752,2004-03-31
,,,,138930,2004-03-31
,,,,139133,2004-03-31
,,,,139432,2004-03-31
,,,,139478,2004-03-31
,,,,139544,2004-03-31
,,,,139553,2004-03-31
,,,,139656,2004-03-31
,,,,139740,2004-03-31
,,,,139834,2004-03-31
,,,,139843,2004-03-31
,,,,139852,2004-03-31
,,,,139955,2004-03-31
,,,,140018,2004-03-31
,,,,140157,2004-03-31
,,,,140362,2004-03-31
,,,,140634,2004-03-31
,,,,141211,2004-03-31
,,,,141341,2004-03-31
,,,,141350,2004-03-31
,,,,141453,2004-03-31
,,,,141556,2004-03-31
,,,,141734,2004-03-31
,,,,141958,2004-03-31
,,,,142049,2004-03-31
,,,,142656,2004-03-31
,,,,142955,2004-03-31
,,,,143158,2004-03-31
,,,,143653,2004-03-31
,,,,143662,2004-03-31
,,,,143859,2004-03-31
,,,,143952,2004-03-31
,,,,144034,2004-03-31
,,,,144043,2004-03-31
,,,,144052,2004-03-31
,,,,144155,2004-03-31
,,,,144436,2004-03-31
,,,,144856,2004-03-31
,,,,144913,2004-03-31
,,,,145059,2004-03-31
,,,,145545,2004-03-31
,,,,145554,2004-03-31
,,,,145741,2004-03-31
,,,,145750,2004-03-31
,,,,145844,2004-03-31
,,,,145956,2004-03-31
,,,,146056,2004-03-31
,,,,146243,2004-03-31
,,,,146458,2004-03-31
,,,,146533,2004-03-31
,,,,146618,2004-03-31
,,,,146654,2004-03-31
,,,,146663,2004-03-31
,,,,146850,2004-03-31
,,,,147053,2004-03-31
,,,,147174,2004-03-31
,,,,147633,2004-03-31
,,,,147651,2004-03-31
,,,,147679,2004-03-31
,,,,147839,2004-03-31
,,,,147857,2004-03-31
,,,,147914,2004-03-31
,,,,147923,2004-03-31
,,,,148144,2004-03-31
,,,,148238,2004-03-31
,,,,148340,2004-03-31
,,,,148715,2004-03-31
,,,,148809,2004-03-31
,,,,148920,2004-03-31
,,,,149150,2004-03-31
,,,,149235,2004-03-31
,,,,149253,2004-03-31
,,,,149271,2004-03-31
,,,,149945,2004-03-31
,,,,150035,2004-03-31
,,,,150044,2004-03-31
,,,,150071,2004-03-31
,,,,150156,2004-03-31
,,,,150334,2004-03-31
,,,,150352,2004-03-31
,,,,150727,2004-03-31
,,,,150754,2004-03-31
,,,,151331,2004-03-31
,,,,151546,2004-03-31
,,,,151555,2004-03-31
,,,,151751,2004-03-31
