RCFD3561,RCFD3562,RCFD7701,RCFD7702,IDRSSD,RCON9999
,,,,61476,2012-12-31
,,,,61757,2012-12-31
,,,,61832,2012-12-31
,,,,61953,2012-12-31
,,,,62044,2012-12-31
,,,,62110,2012-12-31
,,,,62147,2012-12-31
,,,,62772,2012-12-31
,,,,63050,2012-12-31
,,,,63069,2012-12-31
,,,,63078,2012-12-31
,,,,63201,2012-12-31
,,,,63573,2012-12-31
,,,,63733,2012-12-31
,,,,63742,2012-12-31
,,,,63751,2012-12-31
,,,,64150,2012-12-31
,,,,64543,2012-12-31
,,,,64552,2012-12-31
,,,,64619,2012-12-31
,,,,64730,2012-12-31
,,,,65205,2012-12-31
,,,,65241,2012-12-31
,,,,65513,2012-12-31
,,,,65559,2012-12-31
,,,,65746,2012-12-31
,,,,65858,2012-12-31
,,,,66015,2012-12-31
,,,,66154,2012-12-31
,,,,66275,2012-12-31
,,,,66677,2012-12-31
,,,,67142,2012-12-31
,,,,67151,2012-12-31
,,,,67209,2012-12-31
,,,,67254,2012-12-31
,,,,67311,2012-12-31
,,,,67656,2012-12-31
,,,,67870,2012-12-31
,,,,68345,2012-12-31
,,,,68448,2012-12-31
,,,,68671,2012-12-31
,,,,68756,2012-12-31
,,,,68831,2012-12-31
,,,,68840,2012-12-31
,,,,68859,2012-12-31
,,,,68943,2012-12-31
,,,,69333,2012-12-31
,,,,69678,2012-12-31
,,,,70049,2012-12-31
,,,,70058,2012-12-31
,,,,70218,2012-12-31
,,,,70414,2012-12-31
,,,,70638,2012-12-31
,,,,70955,2012-12-31
,,,,71073,2012-12-31
,,,,71318,2012-12-31
,,,,71457,2012-12-31
,,,,71859,2012-12-31
,,,,72258,2012-12-31
,,,,72351,2012-12-31
,,,,72454,2012-12-31
,,,,72678,2012-12-31
,,,,73116,2012-12-31
,,,,73152,2012-12-31
,,,,73554,2012-12-31
,,,,73956,2012-12-31
,,,,74056,2012-12-31
,,,,74140,2012-12-31
,,,,74159,2012-12-31
,,,,74403,2012-12-31
,,,,74449,2012-12-31
,,,,75053,2012-12-31
,,,,75259,2012-12-31
,,,,75446,2012-12-31
,,,,75455,2012-12-31
,,,,75558,2012-12-31
,,,,75633,2012-12-31
,,,,75651,2012-12-31
,,,,76135,2012-12-31
,,,,76153,2012-12-31
,,,,76443,2012-12-31
,,,,76854,2012-12-31
,,,,77150,2012-12-31
,,,,77253,2012-12-31
,,,,77422,2012-12-31
,,,,77758,2012-12-31
,,,,77851,2012-12-31
,,,,78036,2012-12-31
,,,,78157,2012-12-31
,,,,78241,2012-12-31
,,,,78559,2012-12-31
,,,,78858,2012-12-31
,,,,79042,2012-12-31
,,,,79127,2012-12-31
,,,,79145,2012-12-31
,,,,79257,2012-12-31
,,,,79855,2012-12-31
,,,,80020,2012-12-31
,,,,80150,2012-12-31
,,,,80374,2012-12-31
,,,,80431,2012-12-31
,,,,80552,2012-12-31
,,,,80936,2012-12-31
,,,,81175,2012-12-31
,,,,81429,2012-12-31
,,,,82033,2012-12-31
,,,,82079,2012-12-31
,,,,82257,2012-12-31
,,,,82350,2012-12-31
,,,,82659,2012-12-31
,,,,83151,2012-12-31
,,,,83236,2012-12-31
,,,,83375,2012-12-31
,,,,83638,2012-12-31
,,,,83834,2012-12-31
,,,,83852,2012-12-31
,,,,83955,2012-12-31
,,,,84046,2012-12-31
,,,,84055,2012-12-31
,,,,84251,2012-12-31
,,,,84541,2012-12-31
,,,,84804,2012-12-31
,,,,85052,2012-12-31
,,,,85258,2012-12-31
,,,,85454,2012-12-31
,,,,85472,2012-12-31
,,,,85771,2012-12-31
,,,,85931,2012-12-31
,,,,86349,2012-12-31
,,,,86358,2012-12-31
,,,,86527,2012-12-31
,,,,86554,2012-12-31
,,,,86675,2012-12-31
,,,,87047,2012-12-31
,,,,87159,2012-12-31
,,,,87177,2012-12-31
,,,,87234,2012-12-31
,,,,87476,2012-12-31
,,,,87579,2012-12-31
,,,,88231,2012-12-31
,,,,88240,2012-12-31
,,,,88259,2012-12-31
,,,,88352,2012-12-31
,,,,88455,2012-12-31
,,,,88530,2012-12-31
,,,,88772,2012-12-31
,,,,88950,2012-12-31
,,,,89032,2012-12-31
,,,,89135,2012-12-31
,,,,89751,2012-12-31
,,,,89854,2012-12-31
,,,,89957,2012-12-31
,,,,90047,2012-12-31
,,,,90177,2012-12-31
,,,,90328,2012-12-31
,,,,90337,2012-12-31
,,,,90579,2012-12-31
,,,,90645,2012-12-31
,,,,90739,2012-12-31
,,,,91101,2012-12-31
,,,,91156,2012-12-31
,,,,91259,2012-12-31
,,,,91615,2012-12-31
,,,,91651,2012-12-31
,,,,91754,2012-12-31
,,,,91950,2012-12-31
,,,,92050,2012-12-31
,,,,92144,2012-12-31
,,,,92676,2012-12-31
,,,,92706,2012-12-31
,,,,92902,2012-12-31
,,,,93244,2012-12-31
,,,,93543,2012-12-31
,,,,93619,2012-12-31
,,,,93721,2012-12-31
,,,,93758,2012-12-31
,,,,94139,2012-12-31
,,,,94456,2012-12-31
,,,,94522,2012-12-31
,,,,94755,2012-12-31
,,,,94858,2012-12-31
,,,,95051,2012-12-31
,,,,95659,2012-12-31
,,,,95677,2012-12-31
,,,,96553,2012-12-31
,,,,97055,2012-12-31
,,,,97279,2012-12-31
,,,,97457,2012-12-31
,,,,97804,2012-12-31
,,,,97943,2012-12-31
,,,,98351,2012-12-31
,,,,98454,2012-12-31
,,,,98463,2012-12-31
,,,,98548,2012-12-31
,,,,98641,2012-12-31
,,,,98717,2012-12-31
,,,,99059,2012-12-31
,,,,99143,2012-12-31
,,,,99255,2012-12-31
,,,,99376,2012-12-31
,,,,99442,2012-12-31
,,,,99536,2012-12-31
,,,,99853,2012-12-31
,,,,99974,2012-12-31
,,,,100236,2012-12-31
,,,,100357,2012-12-31
,,,,100562,2012-12-31
,,,,100777,2012-12-31
,,,,100843,2012-12-31
,,,,101019,2012-12-31
,,,,101037,2012-12-31
,,,,101345,2012-12-31
,,,,101439,2012-12-31
,,,,101671,2012-12-31
,,,,101738,2012-12-31
,,,,101952,2012-12-31
,,,,102155,2012-12-31
,,,,102173,2012-12-31
,,,,102333,2012-12-31
,,,,102342,2012-12-31
,,,,102539,2012-12-31
,,,,102557,2012-12-31
,,,,102874,2012-12-31
,,,,103134,2012-12-31
,,,,103255,2012-12-31
,,,,103563,2012-12-31
,,,,103602,2012-12-31
,,,,104234,2012-12-31
,,,,104542,2012-12-31
,,,,104971,2012-12-31
,,,,105026,2012-12-31
,,,,105053,2012-12-31
,,,,105071,2012-12-31
,,,,105222,2012-12-31
,,,,105473,2012-12-31
,,,,105530,2012-12-31
,,,,105633,2012-12-31
,,,,106359,2012-12-31
,,,,106377,2012-12-31
,,,,106452,2012-12-31
,,,,106519,2012-12-31
,,,,106676,2012-12-31
,,,,107226,2012-12-31
,,,,107244,2012-12-31
,,,,107431,2012-12-31
,,,,107459,2012-12-31
,,,,107570,2012-12-31
,,,,107758,2012-12-31
,,,,108072,2012-12-31
,,,,108269,2012-12-31
,,,,108474,2012-12-31
,,,,108652,2012-12-31
,,,,108746,2012-12-31
,,,,108951,2012-12-31
,,,,109136,2012-12-31
,,,,109154,2012-12-31
,,,,109453,2012-12-31
,,,,109574,2012-12-31
,,,,109659,2012-12-31
,,,,109686,2012-12-31
,,,,110413,2012-12-31
,,,,110655,2012-12-31
,,,,110936,2012-12-31
,,,,110945,2012-12-31
,,,,110972,2012-12-31
,,,,111157,2012-12-31
,,,,111205,2012-12-31
,,,,111661,2012-12-31
,,,,111942,2012-12-31
,,,,111979,2012-12-31
,,,,112163,2012-12-31
,,,,112332,2012-12-31
,,,,112444,2012-12-31
,,,,112510,2012-12-31
,,,,112556,2012-12-31
,,,,112837,2012-12-31
,,,,113003,2012-12-31
,,,,113030,2012-12-31
,,,,113441,2012-12-31
,,,,113601,2012-12-31
,,,,113740,2012-12-31
,,,,113937,2012-12-31
,,,,114149,2012-12-31
,,,,114158,2012-12-31
,,,,114251,2012-12-31
,,,,114260,2012-12-31
,,,,114457,2012-12-31
,,,,114756,2012-12-31
,,,,114774,2012-12-31
,,,,114840,2012-12-31
,,,,114859,2012-12-31
,,,,115100,2012-12-31
,,,,115146,2012-12-31
,,,,115221,2012-12-31
,,,,115575,2012-12-31
,,,,116077,2012-12-31
,,,,116358,2012-12-31
,,,,116554,2012-12-31
,,,,116639,2012-12-31
,,,,116732,2012-12-31
,,,,116741,2012-12-31
,,,,116871,2012-12-31
,,,,117038,2012-12-31
,,,,117074,2012-12-31
,,,,117458,2012-12-31
,,,,117672,2012-12-31
,,,,117775,2012-12-31
,,,,118156,2012-12-31
,,,,118174,2012-12-31
,,,,118660,2012-12-31
,,,,118736,2012-12-31
,,,,119153,2012-12-31
,,,,119274,2012-12-31
,,,,119528,2012-12-31
,,,,119779,2012-12-31
,,,,119872,2012-12-31
,,,,120476,2012-12-31
,,,,120542,2012-12-31
,,,,120609,2012-12-31
,,,,120953,2012-12-31
,,,,121642,2012-12-31
,,,,121651,2012-12-31
,,,,121679,2012-12-31
,,,,121914,2012-12-31
,,,,122153,2012-12-31
,,,,122546,2012-12-31
,,,,122573,2012-12-31
,,,,122854,2012-12-31
,,,,123075,2012-12-31
,,,,123374,2012-12-31
,,,,123646,2012-12-31
,,,,124344,2012-12-31
,,,,124830,2012-12-31
,,,,125154,2012-12-31
,,,,125471,2012-12-31
,,,,125855,2012-12-31
,,,,125873,2012-12-31
,,,,125958,2012-12-31
,,,,126012,2012-12-31
,,,,126049,2012-12-31
,,,,126254,2012-12-31
,,,,126375,2012-12-31
,,,,126553,2012-12-31
,,,,126740,2012-12-31
,,,,126834,2012-12-31
,,,,127055,2012-12-31
,,,,127224,2012-12-31
,,,,127701,2012-12-31
,,,,128089,2012-12-31
,,,,128258,2012-12-31
,,,,128511,2012-12-31
,,,,128904,2012-12-31
,,,,129349,2012-12-31
,,,,129358,2012-12-31
,,,,129479,2012-12-31
,,,,129732,2012-12-31
,,,,129853,2012-12-31
,,,,129910,2012-12-31
,,,,130345,2012-12-31
,,,,130541,2012-12-31
,,,,130671,2012-12-31
,,,,130813,2012-12-31
,,,,131034,2012-12-31
,,,,131155,2012-12-31
,,,,131173,2012-12-31
,,,,131418,2012-12-31
,,,,131436,2012-12-31
,,,,131650,2012-12-31
,,,,131717,2012-12-31
,,,,131940,2012-12-31
,,,,132107,2012-12-31
,,,,132152,2012-12-31
,,,,132451,2012-12-31
,,,,132554,2012-12-31
,,,,132778,2012-12-31
,,,,132853,2012-12-31
,,,,132938,2012-12-31
,,,,133579,2012-12-31
,,,,133850,2012-12-31
,,,,133971,2012-12-31
,,,,134156,2012-12-31
,,,,134437,2012-12-31
,,,,134455,2012-12-31
,,,,134848,2012-12-31
,,,,135836,2012-12-31
,,,,135854,2012-12-31
,,,,136048,2012-12-31
,,,,136338,2012-12-31
,,,,136459,2012-12-31
,,,,136655,2012-12-31
,,,,137205,2012-12-31
,,,,137447,2012-12-31
,,,,137456,2012-12-31
,,,,137559,2012-12-31
,,,,137643,2012-12-31
,,,,137652,2012-12-31
,,,,137821,2012-12-31
,,,,137915,2012-12-31
,,,,138051,2012-12-31
,,,,138257,2012-12-31
,,,,138556,2012-12-31
,,,,138725,2012-12-31
,,,,138752,2012-12-31
,,,,139133,2012-12-31
,,,,139432,2012-12-31
,,,,139478,2012-12-31
,,,,139553,2012-12-31
,,,,139656,2012-12-31
,,,,139740,2012-12-31
,,,,139834,2012-12-31
,,,,139843,2012-12-31
,,,,139955,2012-12-31
,,,,140018,2012-12-31
,,,,140157,2012-12-31
,,,,140362,2012-12-31
,,,,140634,2012-12-31
,,,,141211,2012-12-31
,,,,141341,2012-12-31
,,,,141350,2012-12-31
,,,,141453,2012-12-31
,,,,141556,2012-12-31
,,,,141677,2012-12-31
,,,,141958,2012-12-31
,,,,142049,2012-12-31
,,,,142179,2012-12-31
,,,,142571,2012-12-31
,,,,142656,2012-12-31
,,,,142955,2012-12-31
,,,,143073,2012-12-31
,,,,143372,2012-12-31
,,,,143662,2012-12-31
,,,,143859,2012-12-31
,,,,143952,2012-12-31
,,,,144034,2012-12-31
,,,,144052,2012-12-31
,,,,144155,2012-12-31
,,,,144436,2012-12-31
,,,,144678,2012-12-31
,,,,144856,2012-12-31
,,,,144913,2012-12-31
,,,,145059,2012-12-31
,,,,145545,2012-12-31
,,,,145554,2012-12-31
,,,,145741,2012-12-31
,,,,145750,2012-12-31
,,,,145844,2012-12-31
,,,,145956,2012-12-31
,,,,146056,2012-12-31
,,,,146618,2012-12-31
,,,,146654,2012-12-31
,,,,146663,2012-12-31
,,,,146672,2012-12-31
,,,,146850,2012-12-31
,,,,147053,2012-12-31
,,,,147633,2012-12-31
,,,,147651,2012-12-31
,,,,147679,2012-12-31
,,,,147857,2012-12-31
,,,,147923,2012-12-31
,,,,148171,2012-12-31
,,,,148238,2012-12-31
,,,,148340,2012-12-31
,,,,148470,2012-12-31
,,,,148715,2012-12-31
,,,,148809,2012-12-31
,,,,148920,2012-12-31
,,,,149150,2012-12-31
,,,,149253,2012-12-31
,,,,149271,2012-12-31
,,,,150035,2012-12-31
,,,,150044,2012-12-31
,,,,150156,2012-12-31
,,,,150334,2012-12-31
,,,,150352,2012-12-31
,,,,150576,2012-12-31
,,,,150727,2012-12-31
,,,,150754,2012-12-31
,,,,151546,2012-12-31
,,,,151555,2012-12-31
,,,,151751,2012-12-31
,,,,151872,2012-12-31
,,,,151957,2012-12-31
,,,,152057,2012-12-31
,,,,152253,2012-12-31
,,,,152374,2012-12-31
,,,,152431,2012-12-31
,,,,152440,2012-12-31
,,,,152646,2012-12-31
,,,,153054,2012-12-31
,,,,153353,2012-12-31
,,,,154154,2012-12-31
,,,,154257,2012-12-31
,,,,154770,2012-12-31
,,,,155245,2012-12-31
,,,,155375,2012-12-31
,,,,155517,2012-12-31
,,,,155759,2012-12-31
,,,,155777,2012-12-31
,,,,156457,2012-12-31
,,,,156635,2012-12-31
,,,,156952,2012-12-31
,,,,156970,2012-12-31
,,,,157155,2012-12-31
,,,,157379,2012-12-31
,,,,157650,2012-12-31
,,,,157744,2012-12-31
,,,,157856,2012-12-31
,,,,157904,2012-12-31
,,,,158376,2012-12-31
,,,,158554,2012-12-31
,,,,158741,2012-12-31
,,,,158750,2012-12-31
,,,,158974,2012-12-31
,,,,159636,2012-12-31
,,,,159645,2012-12-31
,,,,159953,2012-12-31
,,,,159971,2012-12-31
,,,,160360,2012-12-31
,,,,160454,2012-12-31
,,,,160557,2012-12-31
,,,,160614,2012-12-31
,,,,160650,2012-12-31
,,,,160959,2012-12-31
,,,,161273,2012-12-31
,,,,161433,2012-12-31
,,,,161602,2012-12-31
,,,,162337,2012-12-31
,,,,163343,2012-12-31
,,,,163370,2012-12-31
,,,,163473,2012-12-31
,,,,163549,2012-12-31
,,,,163857,2012-12-31
,,,,164153,2012-12-31
,,,,164331,2012-12-31
,,,,164377,2012-12-31
,,,,164854,2012-12-31
,,,,164957,2012-12-31
,,,,164975,2012-12-31
,,,,165039,2012-12-31
,,,,165628,2012-12-31
,,,,165758,2012-12-31
,,,,165806,2012-12-31
,,,,166111,2012-12-31
,,,,166531,2012-12-31
,,,,166652,2012-12-31
,,,,166803,2012-12-31
,,,,166849,2012-12-31
,,,,167060,2012-12-31
,,,,167453,2012-12-31
,,,,167565,2012-12-31
,,,,167752,2012-12-31
,,,,167864,2012-12-31
,,,,168357,2012-12-31
,,,,168441,2012-12-31
,,,,168571,2012-12-31
,,,,169327,2012-12-31
,,,,169354,2012-12-31
,,,,169653,2012-12-31
,,,,169756,2012-12-31
,,,,169952,2012-12-31
,,,,170051,2012-12-31
,,,,170257,2012-12-31
,,,,170275,2012-12-31
,,,,170332,2012-12-31
,,,,170640,2012-12-31
,,,,170976,2012-12-31
,,,,171133,2012-12-31
,,,,171656,2012-12-31
,,,,171759,2012-12-31
,,,,171768,2012-12-31
,,,,172158,2012-12-31
,,,,172251,2012-12-31
,,,,172457,2012-12-31
,,,,172475,2012-12-31
,,,,172859,2012-12-31
,,,,173306,2012-12-31
,,,,173342,2012-12-31
,,,,173548,2012-12-31
,,,,173557,2012-12-31
,,,,173575,2012-12-31
,,,,173641,2012-12-31
,,,,173959,2012-12-31
,,,,174321,2012-12-31
,,,,174367,2012-12-31
,,,,174572,2012-12-31
,,,,175056,2012-12-31
,,,,175140,2012-12-31
,,,,175458,2012-12-31
,,,,175609,2012-12-31
,,,,175672,2012-12-31
,,,,176053,2012-12-31
,,,,176101,2012-12-31
,,,,176325,2012-12-31
,,,,176437,2012-12-31
,,,,176464,2012-12-31
,,,,176642,2012-12-31
,,,,177135,2012-12-31
,,,,177443,2012-12-31
,,,,177500,2012-12-31
,,,,177546,2012-12-31
,,,,177555,2012-12-31
,,,,177751,2012-12-31
,,,,177920,2012-12-31
,,,,177957,2012-12-31
,,,,178057,2012-12-31
,,,,178150,2012-12-31
,,,,178244,2012-12-31
,,,,178271,2012-12-31
,,,,178356,2012-12-31
,,,,178851,2012-12-31
,,,,179148,2012-12-31
,,,,179335,2012-12-31
,,,,179700,2012-12-31
,,,,179755,2012-12-31
,,,,180041,2012-12-31
,,,,180144,2012-12-31
,,,,180443,2012-12-31
,,,,180537,2012-12-31
,,,,180845,2012-12-31
,,,,181347,2012-12-31
,,,,181459,2012-12-31
,,,,181758,2012-12-31
,,,,181963,2012-12-31
,,,,182353,2012-12-31
,,,,182652,2012-12-31
,,,,182951,2012-12-31
,,,,183051,2012-12-31
,,,,183154,2012-12-31
,,,,183668,2012-12-31
,,,,183770,2012-12-31
,,,,183846,2012-12-31
,,,,183958,2012-12-31
,,,,184142,2012-12-31
,,,,184245,2012-12-31
,,,,184656,2012-12-31
,,,,184759,2012-12-31
,,,,185251,2012-12-31
,,,,185448,2012-12-31
,,,,185457,2012-12-31
,,,,185859,2012-12-31
,,,,186221,2012-12-31
,,,,186548,2012-12-31
,,,,186717,2012-12-31
,,,,186744,2012-12-31
,,,,186838,2012-12-31
,,,,186856,2012-12-31
,,,,187358,2012-12-31
,,,,187648,2012-12-31
,,,,187899,2012-12-31
,,,,187947,2012-12-31
,,,,188056,2012-12-31
,,,,188177,2012-12-31
,,,,188430,2012-12-31
,,,,188449,2012-12-31
,,,,188720,2012-12-31
,,,,188739,2012-12-31
,,,,188757,2012-12-31
,,,,188917,2012-12-31
,,,,188926,2012-12-31
,,,,189044,2012-12-31
,,,,189129,2012-12-31
,,,,189352,2012-12-31
,,,,189549,2012-12-31
,,,,189745,2012-12-31
,,,,189820,2012-12-31
,,,,189866,2012-12-31
,,,,189950,2012-12-31
,,,,190246,2012-12-31
,,,,190451,2012-12-31
,,,,190554,2012-12-31
,,,,190563,2012-12-31
,,,,190639,2012-12-31
,,,,190648,2012-12-31
,,,,190947,2012-12-31
