RCFD3561,RCFD3562,RCFD7701,RCFD7702,IDRSSD,RCON9999
,,,,24668,2009-03-31
,,,,24855,2009-03-31
,,,,24949,2009-03-31
,,,,25357,2009-03-31
,,,,25647,2009-03-31
,,,,26149,2009-03-31
,,,,26242,2009-03-31
,,,,26457,2009-03-31
,,,,26765,2009-03-31
,,,,26859,2009-03-31
,,,,26916,2009-03-31
,,,,27548,2009-03-31
,,,,27614,2009-03-31
,,,,27847,2009-03-31
,,,,28152,2009-03-31
,,,,28255,2009-03-31
,,,,28349,2009-03-31
,,,,28406,2009-03-31
,,,,28572,2009-03-31
,,,,28732,2009-03-31
,,,,29104,2009-03-31
,,,,29252,2009-03-31
,,,,29636,2009-03-31
,,,,29850,2009-03-31
,,,,29944,2009-03-31
,,,,29953,2009-03-31
,,,,30052,2009-03-31
,,,,30258,2009-03-31
,,,,30418,2009-03-31
,,,,30502,2009-03-31
,,,,30650,2009-03-31
,,,,30810,2009-03-31
,,,,31134,2009-03-31
,,,,31255,2009-03-31
,,,,31657,2009-03-31
,,,,31826,2009-03-31
,,,,31835,2009-03-31
,,,,32234,2009-03-31
,,,,32766,2009-03-31
,,,,33147,2009-03-31
,,,,33259,2009-03-31
,,,,33268,2009-03-31
,,,,33549,2009-03-31
,,,,33727,2009-03-31
,,,,33754,2009-03-31
,,,,33839,2009-03-31
,,,,33857,2009-03-31
,,,,34153,2009-03-31
,,,,34359,2009-03-31
,,,,34425,2009-03-31
,,,,34434,2009-03-31
,,,,34452,2009-03-31
,,,,34537,2009-03-31
,,,,34555,2009-03-31
,,,,34742,2009-03-31
,,,,34836,2009-03-31
,,,,34863,2009-03-31
,,,,35057,2009-03-31
,,,,35301,2009-03-31
,,,,35570,2009-03-31
,,,,35646,2009-03-31
,,,,35842,2009-03-31
,,,,36054,2009-03-31
,,,,36344,2009-03-31
,,,,36456,2009-03-31
,,,,36858,2009-03-31
,,,,36933,2009-03-31
,,,,37051,2009-03-31
,,,,37341,2009-03-31
,,,,37350,2009-03-31
,,,,37378,2009-03-31
,,,,37435,2009-03-31
,,,,37640,2009-03-31
,,,,37659,2009-03-31
,,,,37743,2009-03-31
,,,,37949,2009-03-31
,,,,38535,2009-03-31
,,,,38740,2009-03-31
,,,,39327,2009-03-31
,,,,39420,2009-03-31
,,,,39475,2009-03-31
,,,,39756,2009-03-31
,,,,40033,2009-03-31
,,,,40350,2009-03-31
,,,,40707,2009-03-31
,,,,40855,2009-03-31
,,,,41245,2009-03-31
,,,,41553,2009-03-31
,,,,41629,2009-03-31
,,,,41647,2009-03-31
,,,,41759,2009-03-31
,,,,41825,2009-03-31
,,,,41937,2009-03-31
,,,,41955,2009-03-31
,,,,42037,2009-03-31
,,,,42055,2009-03-31
,,,,42354,2009-03-31
,,,,42420,2009-03-31
,,,,42448,2009-03-31
,,,,42457,2009-03-31
,,,,43052,2009-03-31
,,,,43155,2009-03-31
,,,,43173,2009-03-31
,,,,43351,2009-03-31
,,,,43454,2009-03-31
,,,,43511,2009-03-31
,,,,43744,2009-03-31
,,,,43856,2009-03-31
,,,,43959,2009-03-31
,,,,44040,2009-03-31
,,,,44134,2009-03-31
,,,,44433,2009-03-31
,,,,44741,2009-03-31
,,,,44750,2009-03-31
,,,,44929,2009-03-31
,,,,45038,2009-03-31
,,,,45047,2009-03-31
,,,,45056,2009-03-31
,,,,45430,2009-03-31
,,,,45458,2009-03-31
,,,,45551,2009-03-31
,,,,45560,2009-03-31
,,,,45775,2009-03-31
,,,,46053,2009-03-31
,,,,46941,2009-03-31
,,,,47153,2009-03-31
,,,,47247,2009-03-31
,,,,47256,2009-03-31
,,,,47452,2009-03-31
,,,,47500,2009-03-31
,,,,48057,2009-03-31
,,,,48150,2009-03-31
,,,,48374,2009-03-31
,,,,48440,2009-03-31
,,,,48730,2009-03-31
,,,,49054,2009-03-31
,,,,49148,2009-03-31
,,,,49241,2009-03-31
,,,,49344,2009-03-31
,,,,49643,2009-03-31
,,,,49652,2009-03-31
,,,,49821,2009-03-31
,,,,49858,2009-03-31
,,,,49951,2009-03-31
,,,,50144,2009-03-31
,,,,50461,2009-03-31
,,,,50546,2009-03-31
,,,,50854,2009-03-31
,,,,50957,2009-03-31
,,,,51253,2009-03-31
,,,,51356,2009-03-31
,,,,51459,2009-03-31
,,,,51730,2009-03-31
,,,,51842,2009-03-31
,,,,52410,2009-03-31
,,,,52719,2009-03-31
,,,,52951,2009-03-31
,,,,53015,2009-03-31
,,,,53033,2009-03-31
,,,,53051,2009-03-31
,,,,53239,2009-03-31
,,,,53453,2009-03-31
,,,,53752,2009-03-31
,,,,54049,2009-03-31
,,,,54058,2009-03-31
,,,,54357,2009-03-31
,,,,54375,2009-03-31
,,,,54441,2009-03-31
,,,,54656,2009-03-31
,,,,55176,2009-03-31
,,,,55336,2009-03-31
,,,,55635,2009-03-31
,,,,55653,2009-03-31
,,,,56258,2009-03-31
,,,,56351,2009-03-31
,,,,56427,2009-03-31
,,,,56548,2009-03-31
,,,,56557,2009-03-31
,,,,56717,2009-03-31
,,,,57040,2009-03-31
,,,,57228,2009-03-31
,,,,57255,2009-03-31
,,,,57451,2009-03-31
,,,,57572,2009-03-31
,,,,57956,2009-03-31
,,,,58074,2009-03-31
,,,,58207,2009-03-31
,,,,58225,2009-03-31
,,,,58243,2009-03-31
,,,,58355,2009-03-31
,,,,58551,2009-03-31
,,,,58636,2009-03-31
,,,,58757,2009-03-31
,,,,58971,2009-03-31
,,,,59316,2009-03-31
,,,,59352,2009-03-31
,,,,59679,2009-03-31
,,,,59754,2009-03-31
,,,,60143,2009-03-31
,,,,60330,2009-03-31
,,,,60433,2009-03-31
,,,,60545,2009-03-31
,,,,60554,2009-03-31
,,,,60648,2009-03-31
,,,,61122,2009-03-31
,,,,61355,2009-03-31
,,,,61476,2009-03-31
,,,,61533,2009-03-31
,,,,61757,2009-03-31
,,,,61832,2009-03-31
,,,,61953,2009-03-31
,,,,62044,2009-03-31
,,,,62147,2009-03-31
,,,,63050,2009-03-31
,,,,63069,2009-03-31
,,,,63078,2009-03-31
,,,,63201,2009-03-31
,,,,63359,2009-03-31
,,,,63573,2009-03-31
,,,,63733,2009-03-31
,,,,63742,2009-03-31
,,,,63751,2009-03-31
,,,,64150,2009-03-31
,,,,64543,2009-03-31
,,,,64552,2009-03-31
,,,,64619,2009-03-31
,,,,64730,2009-03-31
,,,,65205,2009-03-31
,,,,65241,2009-03-31
,,,,65513,2009-03-31
,,,,65559,2009-03-31
,,,,65746,2009-03-31
,,,,65858,2009-03-31
,,,,66015,2009-03-31
,,,,66154,2009-03-31
,,,,66172,2009-03-31
,,,,66275,2009-03-31
,,,,66837,2009-03-31
,,,,67142,2009-03-31
,,,,67151,2009-03-31
,,,,67209,2009-03-31
,,,,67254,2009-03-31
,,,,67311,2009-03-31
,,,,68345,2009-03-31
,,,,68448,2009-03-31
,,,,68756,2009-03-31
,,,,68831,2009-03-31
,,,,68840,2009-03-31
,,,,68859,2009-03-31
,,,,68943,2009-03-31
,,,,69333,2009-03-31
,,,,69678,2009-03-31
,,,,69847,2009-03-31
,,,,70049,2009-03-31
,,,,70058,2009-03-31
,,,,70218,2009-03-31
,,,,70254,2009-03-31
,,,,70414,2009-03-31
,,,,70638,2009-03-31
,,,,70955,2009-03-31
,,,,71318,2009-03-31
,,,,71457,2009-03-31
,,,,71859,2009-03-31
,,,,72258,2009-03-31
,,,,72351,2009-03-31
,,,,72454,2009-03-31
,,,,72678,2009-03-31
,,,,73031,2009-03-31
,,,,73116,2009-03-31
,,,,73152,2009-03-31
,,,,73554,2009-03-31
,,,,73956,2009-03-31
,,,,74056,2009-03-31
,,,,74140,2009-03-31
,,,,74159,2009-03-31
,,,,74403,2009-03-31
,,,,74449,2009-03-31
,,,,74458,2009-03-31
,,,,75053,2009-03-31
,,,,75259,2009-03-31
,,,,75446,2009-03-31
,,,,75455,2009-03-31
,,,,75558,2009-03-31
,,,,75633,2009-03-31
,,,,75651,2009-03-31
,,,,76135,2009-03-31
,,,,76153,2009-03-31
,,,,76443,2009-03-31
,,,,76854,2009-03-31
,,,,77150,2009-03-31
,,,,77253,2009-03-31
,,,,77347,2009-03-31
,,,,77422,2009-03-31
,,,,77758,2009-03-31
,,,,77851,2009-03-31
,,,,78036,2009-03-31
,,,,78157,2009-03-31
,,,,78241,2009-03-31
,,,,78559,2009-03-31
,,,,78858,2009-03-31
,,,,79042,2009-03-31
,,,,79127,2009-03-31
,,,,79145,2009-03-31
,,,,79257,2009-03-31
,,,,79855,2009-03-31
,,,,80020,2009-03-31
,,,,80150,2009-03-31
,,,,80431,2009-03-31
,,,,80552,2009-03-31
,,,,80936,2009-03-31
,,,,81429,2009-03-31
,,,,82033,2009-03-31
,,,,82257,2009-03-31
,,,,82350,2009-03-31
,,,,82659,2009-03-31
,,,,83151,2009-03-31
,,,,83236,2009-03-31
,,,,83311,2009-03-31
,,,,83357,2009-03-31
,,,,83375,2009-03-31
,,,,83638,2009-03-31
,,,,83834,2009-03-31
,,,,83852,2009-03-31
,,,,83955,2009-03-31
,,,,84046,2009-03-31
,,,,84055,2009-03-31
,,,,84251,2009-03-31
,,,,84345,2009-03-31
,,,,84541,2009-03-31
,,,,84804,2009-03-31
,,,,85043,2009-03-31
,,,,85052,2009-03-31
,,,,85258,2009-03-31
,,,,85454,2009-03-31
,,,,85856,2009-03-31
,,,,85931,2009-03-31
,,,,86349,2009-03-31
,,,,86358,2009-03-31
,,,,86527,2009-03-31
,,,,86554,2009-03-31
,,,,87047,2009-03-31
,,,,87159,2009-03-31
,,,,87234,2009-03-31
,,,,87476,2009-03-31
,,,,87533,2009-03-31
,,,,88240,2009-03-31
,,,,88259,2009-03-31
,,,,88352,2009-03-31
,,,,88455,2009-03-31
,,,,88530,2009-03-31
,,,,88950,2009-03-31
,,,,89032,2009-03-31
,,,,89135,2009-03-31
,,,,89162,2009-03-31
,,,,89452,2009-03-31
,,,,89751,2009-03-31
,,,,89854,2009-03-31
,,,,89957,2009-03-31
,,,,90047,2009-03-31
,,,,90328,2009-03-31
,,,,90337,2009-03-31
,,,,90467,2009-03-31
,,,,90645,2009-03-31
,,,,90739,2009-03-31
,,,,91156,2009-03-31
,,,,91259,2009-03-31
,,,,91615,2009-03-31
,,,,91651,2009-03-31
,,,,91754,2009-03-31
,,,,91950,2009-03-31
,,,,91969,2009-03-31
,,,,92050,2009-03-31
,,,,92144,2009-03-31
,,,,92630,2009-03-31
,,,,92706,2009-03-31
,,,,92854,2009-03-31
,,,,92902,2009-03-31
,,,,93244,2009-03-31
,,,,93413,2009-03-31
,,,,93543,2009-03-31
,,,,93619,2009-03-31
,,,,93721,2009-03-31
,,,,93758,2009-03-31
,,,,94139,2009-03-31
,,,,94456,2009-03-31
,,,,94522,2009-03-31
,,,,94755,2009-03-31
,,,,94858,2009-03-31
,,,,95051,2009-03-31
,,,,95659,2009-03-31
,,,,96553,2009-03-31
,,,,97055,2009-03-31
,,,,97279,2009-03-31
,,,,97457,2009-03-31
,,,,97804,2009-03-31
,,,,97943,2009-03-31
,,,,98351,2009-03-31
,,,,98454,2009-03-31
,,,,98463,2009-03-31
,,,,98548,2009-03-31
,,,,98641,2009-03-31
,,,,98717,2009-03-31
,,,,99004,2009-03-31
,,,,99059,2009-03-31
,,,,99143,2009-03-31
,,,,99255,2009-03-31
,,,,99442,2009-03-31
,,,,99536,2009-03-31
,,,,99853,2009-03-31
,,,,99974,2009-03-31
,,,,100236,2009-03-31
,,,,100357,2009-03-31
,,,,100553,2009-03-31
,,,,100562,2009-03-31
,,,,100843,2009-03-31
,,,,101019,2009-03-31
,,,,101037,2009-03-31
,,,,101233,2009-03-31
,,,,101345,2009-03-31
,,,,101439,2009-03-31
,,,,101671,2009-03-31
,,,,101738,2009-03-31
,,,,101952,2009-03-31
,,,,102155,2009-03-31
,,,,102333,2009-03-31
,,,,102342,2009-03-31
,,,,102539,2009-03-31
,,,,102557,2009-03-31
,,,,103134,2009-03-31
,,,,103255,2009-03-31
,,,,103536,2009-03-31
,,,,103554,2009-03-31
,,,,103563,2009-03-31
,,,,103602,2009-03-31
,,,,104038,2009-03-31
,,,,104056,2009-03-31
,,,,104234,2009-03-31
,,,,104430,2009-03-31
,,,,104542,2009-03-31
,,,,104663,2009-03-31
,,,,105026,2009-03-31
,,,,105044,2009-03-31
,,,,105053,2009-03-31
,,,,105071,2009-03-31
,,,,105222,2009-03-31
,,,,105530,2009-03-31
,,,,105633,2009-03-31
,,,,106359,2009-03-31
,,,,106377,2009-03-31
,,,,106452,2009-03-31
,,,,106519,2009-03-31
,,,,106546,2009-03-31
,,,,106555,2009-03-31
,,,,106658,2009-03-31
,,,,107057,2009-03-31
,,,,107226,2009-03-31
,,,,107244,2009-03-31
,,,,107431,2009-03-31
,,,,107459,2009-03-31
,,,,107758,2009-03-31
,,,,108269,2009-03-31
,,,,108652,2009-03-31
,,,,108746,2009-03-31
,,,,108951,2009-03-31
,,,,109136,2009-03-31
,,,,109154,2009-03-31
,,,,109453,2009-03-31
,,,,109574,2009-03-31
,,,,109659,2009-03-31
,,,,109855,2009-03-31
,,,,110413,2009-03-31
,,,,110655,2009-03-31
,,,,110936,2009-03-31
,,,,110945,2009-03-31
,,,,111157,2009-03-31
,,,,111205,2009-03-31
,,,,111559,2009-03-31
,,,,111661,2009-03-31
,,,,111942,2009-03-31
,,,,111979,2009-03-31
,,,,112163,2009-03-31
,,,,112332,2009-03-31
,,,,112444,2009-03-31
,,,,112510,2009-03-31
,,,,112556,2009-03-31
,,,,112837,2009-03-31
,,,,113003,2009-03-31
,,,,113030,2009-03-31
,,,,113441,2009-03-31
,,,,113601,2009-03-31
,,,,113740,2009-03-31
,,,,113937,2009-03-31
,,,,114149,2009-03-31
,,,,114158,2009-03-31
,,,,114251,2009-03-31
,,,,114260,2009-03-31
,,,,114457,2009-03-31
,,,,114756,2009-03-31
,,,,114774,2009-03-31
,,,,114840,2009-03-31
,,,,114859,2009-03-31
,,,,115100,2009-03-31
,,,,115146,2009-03-31
,,,,115155,2009-03-31
,,,,115221,2009-03-31
,,,,115575,2009-03-31
,,,,115641,2009-03-31
,,,,116077,2009-03-31
,,,,116358,2009-03-31
,,,,116554,2009-03-31
,,,,116639,2009-03-31
,,,,116732,2009-03-31
,,,,116741,2009-03-31
,,,,117038,2009-03-31
,,,,117458,2009-03-31
,,,,117672,2009-03-31
,,,,117775,2009-03-31
,,,,117841,2009-03-31
,,,,118156,2009-03-31
,,,,118174,2009-03-31
,,,,118660,2009-03-31
,,,,118736,2009-03-31
,,,,119153,2009-03-31
,,,,119274,2009-03-31
,,,,119528,2009-03-31
,,,,119779,2009-03-31
,,,,120542,2009-03-31
,,,,120609,2009-03-31
,,,,120953,2009-03-31
,,,,121576,2009-03-31
,,,,121642,2009-03-31
,,,,121651,2009-03-31
,,,,121914,2009-03-31
,,,,122153,2009-03-31
,,,,122546,2009-03-31
,,,,122658,2009-03-31
,,,,122751,2009-03-31
,,,,122854,2009-03-31
,,,,123178,2009-03-31
,,,,123440,2009-03-31
,,,,123646,2009-03-31
,,,,124344,2009-03-31
,,,,124353,2009-03-31
,,,,124773,2009-03-31
,,,,124830,2009-03-31
,,,,125154,2009-03-31
,,,,125855,2009-03-31
,,,,125958,2009-03-31
,,,,126012,2009-03-31
,,,,126049,2009-03-31
,,,,126254,2009-03-31
,,,,126553,2009-03-31
,,,,126740,2009-03-31
,,,,126834,2009-03-31
,,,,127055,2009-03-31
,,,,127224,2009-03-31
,,,,127260,2009-03-31
,,,,127701,2009-03-31
,,,,128258,2009-03-31
,,,,128511,2009-03-31
,,,,128904,2009-03-31
,,,,128959,2009-03-31
,,,,129349,2009-03-31
,,,,129358,2009-03-31
,,,,129394,2009-03-31
,,,,129479,2009-03-31
,,,,129732,2009-03-31
,,,,129853,2009-03-31
,,,,129910,2009-03-31
,,,,130345,2009-03-31
,,,,130541,2009-03-31
,,,,130635,2009-03-31
,,,,130813,2009-03-31
,,,,130943,2009-03-31
,,,,131034,2009-03-31
,,,,131155,2009-03-31
,,,,131173,2009-03-31
,,,,131418,2009-03-31
,,,,131436,2009-03-31
,,,,131650,2009-03-31
,,,,131717,2009-03-31
,,,,131940,2009-03-31
,,,,132107,2009-03-31
,,,,132152,2009-03-31
,,,,132219,2009-03-31
,,,,132451,2009-03-31
,,,,132554,2009-03-31
,,,,132853,2009-03-31
,,,,132938,2009-03-31
,,,,133243,2009-03-31
,,,,133850,2009-03-31
,,,,133971,2009-03-31
,,,,134156,2009-03-31
,,,,134437,2009-03-31
,,,,134455,2009-03-31
,,,,134848,2009-03-31
,,,,135751,2009-03-31
,,,,135836,2009-03-31
,,,,135854,2009-03-31
,,,,136048,2009-03-31
,,,,136338,2009-03-31
,,,,136459,2009-03-31
,,,,136655,2009-03-31
,,,,137205,2009-03-31
,,,,137447,2009-03-31
,,,,137456,2009-03-31
,,,,137559,2009-03-31
,,,,137643,2009-03-31
,,,,137652,2009-03-31
,,,,137821,2009-03-31
,,,,137915,2009-03-31
,,,,138051,2009-03-31
,,,,138257,2009-03-31
,,,,138350,2009-03-31
,,,,138556,2009-03-31
,,,,138725,2009-03-31
,,,,138752,2009-03-31
,,,,139133,2009-03-31
,,,,139432,2009-03-31
,,,,139478,2009-03-31
,,,,139553,2009-03-31
,,,,139656,2009-03-31
,,,,139740,2009-03-31
,,,,139834,2009-03-31
,,,,139843,2009-03-31
,,,,139955,2009-03-31
,,,,140018,2009-03-31
,,,,140157,2009-03-31
,,,,140362,2009-03-31
,,,,140634,2009-03-31
,,,,141211,2009-03-31
,,,,141341,2009-03-31
,,,,141350,2009-03-31
,,,,141453,2009-03-31
,,,,141556,2009-03-31
,,,,141734,2009-03-31
,,,,141958,2009-03-31
,,,,142049,2009-03-31
,,,,142571,2009-03-31
,,,,142656,2009-03-31
,,,,142955,2009-03-31
,,,,143158,2009-03-31
,,,,143653,2009-03-31
,,,,143662,2009-03-31
,,,,143859,2009-03-31
,,,,143952,2009-03-31
,,,,144034,2009-03-31
,,,,144052,2009-03-31
,,,,144155,2009-03-31
,,,,144436,2009-03-31
,,,,144856,2009-03-31
,,,,144913,2009-03-31
,,,,145059,2009-03-31
,,,,145545,2009-03-31
,,,,145554,2009-03-31
,,,,145741,2009-03-31
,,,,145750,2009-03-31
,,,,145844,2009-03-31
,,,,145956,2009-03-31
,,,,146056,2009-03-31
,,,,146533,2009-03-31
,,,,146618,2009-03-31
,,,,146654,2009-03-31
,,,,146663,2009-03-31
,,,,146850,2009-03-31
,,,,147053,2009-03-31
,,,,147174,2009-03-31
,,,,147633,2009-03-31
,,,,147651,2009-03-31
,,,,147679,2009-03-31
,,,,147839,2009-03-31
,,,,147857,2009-03-31
,,,,147923,2009-03-31
,,,,148144,2009-03-31
,,,,148238,2009-03-31
,,,,148340,2009-03-31
,,,,148715,2009-03-31
,,,,148809,2009-03-31
,,,,148920,2009-03-31
,,,,149150,2009-03-31
,,,,149235,2009-03-31
,,,,149253,2009-03-31
,,,,149271,2009-03-31
,,,,150035,2009-03-31
,,,,150044,2009-03-31
,,,,150071,2009-03-31
,,,,150156,2009-03-31
,,,,150334,2009-03-31
,,,,150352,2009-03-31
,,,,150727,2009-03-31
,,,,150754,2009-03-31
,,,,151331,2009-03-31
,,,,151546,2009-03-31
,,,,151555,2009-03-31
,,,,151751,2009-03-31
,,,,151818,2009-03-31
,,,,151957,2009-03-31
,,,,152048,2009-03-31
,,,,152057,2009-03-31
,,,,152235,2009-03-31
,,,,152253,2009-03-31
,,,,152431,2009-03-31
,,,,152440,2009-03-31
,,,,152673,2009-03-31
,,,,152851,2009-03-31
,,,,153054,2009-03-31
,,,,153353,2009-03-31
,,,,154154,2009-03-31
,,,,154257,2009-03-31
,,,,154770,2009-03-31
,,,,155245,2009-03-31
,,,,155517,2009-03-31
,,,,155759,2009-03-31
,,,,155777,2009-03-31
,,,,156457,2009-03-31
,,,,156635,2009-03-31
,,,,156877,2009-03-31
,,,,156952,2009-03-31
,,,,157155,2009-03-31
,,,,157379,2009-03-31
,,,,157650,2009-03-31
,,,,157744,2009-03-31
,,,,157838,2009-03-31
,,,,157856,2009-03-31
,,,,157904,2009-03-31
,,,,158554,2009-03-31
,,,,158741,2009-03-31
,,,,158750,2009-03-31
,,,,158947,2009-03-31
,,,,158974,2009-03-31
,,,,159636,2009-03-31
,,,,159645,2009-03-31
,,,,159953,2009-03-31
,,,,160360,2009-03-31
,,,,160454,2009-03-31
,,,,160557,2009-03-31
,,,,160614,2009-03-31
,,,,160650,2009-03-31
,,,,160959,2009-03-31
,,,,161031,2009-03-31
,,,,161107,2009-03-31
,,,,161273,2009-03-31
,,,,161433,2009-03-31
,,,,161602,2009-03-31
,,,,162337,2009-03-31
,,,,163343,2009-03-31
,,,,163370,2009-03-31
,,,,163549,2009-03-31
,,,,163857,2009-03-31
,,,,164032,2009-03-31
,,,,164153,2009-03-31
,,,,164331,2009-03-31
,,,,164377,2009-03-31
,,,,164854,2009-03-31
,,,,164957,2009-03-31
,,,,164975,2009-03-31
,,,,165039,2009-03-31
,,,,165628,2009-03-31
,,,,165758,2009-03-31
,,,,165806,2009-03-31
,,,,166111,2009-03-31
,,,,166531,2009-03-31
,,,,166652,2009-03-31
,,,,166803,2009-03-31
,,,,166849,2009-03-31
,,,,167060,2009-03-31
,,,,167453,2009-03-31
,,,,167556,2009-03-31
,,,,167565,2009-03-31
,,,,167752,2009-03-31
,,,,167855,2009-03-31
,,,,167864,2009-03-31
,,,,168441,2009-03-31
,,,,168571,2009-03-31
,,,,168731,2009-03-31
,,,,169073,2009-03-31
,,,,169327,2009-03-31
,,,,169354,2009-03-31
,,,,169653,2009-03-31
,,,,169756,2009-03-31
,,,,169952,2009-03-31
,,,,170051,2009-03-31
,,,,170257,2009-03-31
,,,,170332,2009-03-31
,,,,170640,2009-03-31
,,,,170716,2009-03-31
,,,,170976,2009-03-31
,,,,171133,2009-03-31
,,,,171656,2009-03-31
,,,,171759,2009-03-31
,,,,171768,2009-03-31
,,,,172158,2009-03-31
,,,,172251,2009-03-31
,,,,172457,2009-03-31
,,,,172747,2009-03-31
,,,,172859,2009-03-31
,,,,173306,2009-03-31
,,,,173342,2009-03-31
,,,,173548,2009-03-31
,,,,173557,2009-03-31
,,,,173575,2009-03-31
,,,,173641,2009-03-31
,,,,173959,2009-03-31
,,,,174321,2009-03-31
,,,,174367,2009-03-31
,,,,175056,2009-03-31
,,,,175140,2009-03-31
,,,,175458,2009-03-31
,,,,175609,2009-03-31
,,,,175672,2009-03-31
,,,,176053,2009-03-31
,,,,176101,2009-03-31
,,,,176325,2009-03-31
,,,,176437,2009-03-31
,,,,176464,2009-03-31
,,,,176642,2009-03-31
,,,,177135,2009-03-31
,,,,177443,2009-03-31
,,,,177500,2009-03-31
,,,,177546,2009-03-31
,,,,177555,2009-03-31
,,,,177751,2009-03-31
,,,,177920,2009-03-31
,,,,177957,2009-03-31
,,,,178057,2009-03-31
,,,,178150,2009-03-31
,,,,178244,2009-03-31
,,,,178271,2009-03-31
,,,,178356,2009-03-31
,,,,178851,2009-03-31
,,,,179148,2009-03-31
,,,,179335,2009-03-31
,,,,179700,2009-03-31
,,,,179755,2009-03-31
,,,,180041,2009-03-31
,,,,180078,2009-03-31
,,,,180144,2009-03-31
,,,,180416,2009-03-31
,,,,180443,2009-03-31
,,,,180537,2009-03-31
,,,,180845,2009-03-31
,,,,181347,2009-03-31
,,,,181459,2009-03-31
,,,,181758,2009-03-31
,,,,181963,2009-03-31
,,,,182157,2009-03-31
,,,,182353,2009-03-31
,,,,182401,2009-03-31
,,,,182652,2009-03-31
,,,,182951,2009-03-31
,,,,183042,2009-03-31
,,,,183051,2009-03-31
,,,,183154,2009-03-31
,,,,183668,2009-03-31
,,,,183770,2009-03-31
,,,,183846,2009-03-31
,,,,183958,2009-03-31
,,,,184142,2009-03-31
,,,,184245,2009-03-31
