RCFD3561,RCFD3562,RCFD7701,RCFD7702,IDRSSD,RCON9999
,,,,28406,2007-09-30
,,,,28572,2007-09-30
,,,,28732,2007-09-30
,,,,29104,2007-09-30
,,,,29252,2007-09-30
,,,,29636,2007-09-30
,,,,29850,2007-09-30
,,,,29944,2007-09-30
,,,,29953,2007-09-30
,,,,30052,2007-09-30
,,,,30155,2007-09-30
,,,,30258,2007-09-30
,,,,30418,2007-09-30
,,,,30502,2007-09-30
,,,,30650,2007-09-30
,,,,30810,2007-09-30
,,,,30856,2007-09-30
,,,,31134,2007-09-30
,,,,31255,2007-09-30
,,,,31657,2007-09-30
,,,,31826,2007-09-30
,,,,31835,2007-09-30
,,,,32159,2007-09-30
,,,,32234,2007-09-30
,,,,32766,2007-09-30
,,,,33147,2007-09-30
,,,,33259,2007-09-30
,,,,33268,2007-09-30
,,,,33549,2007-09-30
,,,,33727,2007-09-30
,,,,33754,2007-09-30
,,,,33839,2007-09-30
,,,,33857,2007-09-30
,,,,34153,2007-09-30
,,,,34359,2007-09-30
,,,,34425,2007-09-30
,,,,34434,2007-09-30
,,,,34452,2007-09-30
,,,,34537,2007-09-30
,,,,34555,2007-09-30
,,,,34742,2007-09-30
,,,,34836,2007-09-30
,,,,34863,2007-09-30
,,,,35057,2007-09-30
,,,,35244,2007-09-30
,,,,35301,2007-09-30
,,,,35570,2007-09-30
,,,,35646,2007-09-30
,,,,35842,2007-09-30
,,,,35936,2007-09-30
,,,,36054,2007-09-30
,,,,36344,2007-09-30
,,,,36456,2007-09-30
,,,,36858,2007-09-30
,,,,36933,2007-09-30
,,,,37051,2007-09-30
,,,,37341,2007-09-30
,,,,37350,2007-09-30
,,,,37378,2007-09-30
,,,,37435,2007-09-30
,,,,37640,2007-09-30
,,,,37659,2007-09-30
,,,,37743,2007-09-30
,,,,37949,2007-09-30
,,,,38526,2007-09-30
,,,,38535,2007-09-30
,,,,38740,2007-09-30
,,,,39327,2007-09-30
,,,,39420,2007-09-30
,,,,39475,2007-09-30
,,,,39756,2007-09-30
,,,,40033,2007-09-30
,,,,40305,2007-09-30
,,,,40350,2007-09-30
,,,,40707,2007-09-30
,,,,40855,2007-09-30
,,,,41245,2007-09-30
,,,,41553,2007-09-30
,,,,41629,2007-09-30
,,,,41647,2007-09-30
,,,,41759,2007-09-30
,,,,41825,2007-09-30
,,,,41937,2007-09-30
,,,,41955,2007-09-30
,,,,42037,2007-09-30
,,,,42055,2007-09-30
,,,,42354,2007-09-30
,,,,42420,2007-09-30
,,,,42448,2007-09-30
,,,,42457,2007-09-30
,,,,43052,2007-09-30
,,,,43155,2007-09-30
,,,,43173,2007-09-30
,,,,43351,2007-09-30
,,,,43454,2007-09-30
,,,,43511,2007-09-30
,,,,43641,2007-09-30
,,,,43744,2007-09-30
,,,,43856,2007-09-30
,,,,43959,2007-09-30
,,,,44040,2007-09-30
,,,,44134,2007-09-30
,,,,44433,2007-09-30
,,,,44602,2007-09-30
,,,,44741,2007-09-30
,,,,44750,2007-09-30
,,,,44929,2007-09-30
,,,,45038,2007-09-30
,,,,45047,2007-09-30
,,,,45056,2007-09-30
,,,,45430,2007-09-30
,,,,45458,2007-09-30
,,,,45551,2007-09-30
,,,,45560,2007-09-30
,,,,45627,2007-09-30
,,,,45775,2007-09-30
,,,,46053,2007-09-30
,,,,46941,2007-09-30
,,,,47153,2007-09-30
,,,,47247,2007-09-30
,,,,47256,2007-09-30
,,,,47452,2007-09-30
,,,,47500,2007-09-30
,,,,48057,2007-09-30
,,,,48150,2007-09-30
,,,,48374,2007-09-30
,,,,48440,2007-09-30
,,,,48552,2007-09-30
,,,,48730,2007-09-30
,,,,49054,2007-09-30
,,,,49148,2007-09-30
,,,,49241,2007-09-30
,,,,49344,2007-09-30
,,,,49643,2007-09-30
,,,,49652,2007-09-30
,,,,49821,2007-09-30
,,,,49858,2007-09-30
,,,,49951,2007-09-30
,,,,50144,2007-09-30
,,,,50461,2007-09-30
,,,,50546,2007-09-30
,,,,50854,2007-09-30
,,,,50957,2007-09-30
,,,,51253,2007-09-30
,,,,51356,2007-09-30
,,,,51459,2007-09-30
,,,,51730,2007-09-30
,,,,51842,2007-09-30
,,,,52410,2007-09-30
,,,,52456,2007-09-30
,,,,52719,2007-09-30
,,,,52951,2007-09-30
,,,,53015,2007-09-30
,,,,53033,2007-09-30
,,,,53051,2007-09-30
,,,,53239,2007-09-30
,,,,53453,2007-09-30
,,,,53752,2007-09-30
,,,,54049,2007-09-30
,,,,54058,2007-09-30
,,,,54357,2007-09-30
,,,,54375,2007-09-30
,,,,54441,2007-09-30
,,,,54656,2007-09-30
,,,,55176,2007-09-30
,,,,55251,2007-09-30
,,,,55336,2007-09-30
,,,,55635,2007-09-30
,,,,55653,2007-09-30
,,,,56230,2007-09-30
,,,,56258,2007-09-30
,,,,56351,2007-09-30
,,,,56427,2007-09-30
,,,,56548,2007-09-30
,,,,56557,2007-09-30
,,,,56717,2007-09-30
,,,,57040,2007-09-30
,,,,57228,2007-09-30
,,,,57255,2007-09-30
,,,,57451,2007-09-30
,,,,57572,2007-09-30
,,,,57956,2007-09-30
,,,,58074,2007-09-30
,,,,58207,2007-09-30
,,,,58225,2007-09-30
,,,,58243,2007-09-30
,,,,58355,2007-09-30
,,,,58551,2007-09-30
,,,,58636,2007-09-30
,,,,58757,2007-09-30
,,,,58971,2007-09-30
,,,,59316,2007-09-30
,,,,59352,2007-09-30
,,,,59679,2007-09-30
,,,,59754,2007-09-30
,,,,60143,2007-09-30
,,,,60330,2007-09-30
,,,,60433,2007-09-30
,,,,60545,2007-09-30
,,,,60554,2007-09-30
,,,,60648,2007-09-30
,,,,61122,2007-09-30
,,,,61355,2007-09-30
,,,,61476,2007-09-30
,,,,61533,2007-09-30
,,,,61757,2007-09-30
,,,,61832,2007-09-30
,,,,61953,2007-09-30
,,,,62044,2007-09-30
,,,,62147,2007-09-30
,,,,63050,2007-09-30
,,,,63069,2007-09-30
,,,,63078,2007-09-30
,,,,63201,2007-09-30
,,,,63359,2007-09-30
,,,,63573,2007-09-30
,,,,63733,2007-09-30
,,,,63742,2007-09-30
,,,,63751,2007-09-30
,,,,64150,2007-09-30
,,,,64543,2007-09-30
,,,,64552,2007-09-30
,,,,64619,2007-09-30
,,,,64730,2007-09-30
,,,,65205,2007-09-30
,,,,65241,2007-09-30
,,,,65513,2007-09-30
,,,,65559,2007-09-30
,,,,65746,2007-09-30
,,,,65858,2007-09-30
,,,,66015,2007-09-30
,,,,66154,2007-09-30
,,,,66172,2007-09-30
,,,,66275,2007-09-30
,,,,66837,2007-09-30
,,,,66846,2007-09-30
,,,,67142,2007-09-30
,,,,67151,2007-09-30
,,,,67209,2007-09-30
,,,,67254,2007-09-30
,,,,67311,2007-09-30
,,,,68345,2007-09-30
,,,,68448,2007-09-30
,,,,68756,2007-09-30
,,,,68831,2007-09-30
,,,,68840,2007-09-30
,,,,68859,2007-09-30
,,,,68943,2007-09-30
,,,,69333,2007-09-30
,,,,69678,2007-09-30
,,,,69847,2007-09-30
,,,,70049,2007-09-30
,,,,70058,2007-09-30
,,,,70076,2007-09-30
,,,,70151,2007-09-30
,,,,70218,2007-09-30
,,,,70254,2007-09-30
,,,,70414,2007-09-30
,,,,70638,2007-09-30
,,,,70955,2007-09-30
,,,,71318,2007-09-30
,,,,71457,2007-09-30
,,,,71859,2007-09-30
,,,,72258,2007-09-30
,,,,72351,2007-09-30
,,,,72454,2007-09-30
,,,,72678,2007-09-30
,,,,73031,2007-09-30
,,,,73116,2007-09-30
,,,,73152,2007-09-30
,,,,73554,2007-09-30
,,,,73956,2007-09-30
,,,,74056,2007-09-30
,,,,74140,2007-09-30
,,,,74159,2007-09-30
,,,,74337,2007-09-30
,,,,74403,2007-09-30
,,,,74449,2007-09-30
,,,,74458,2007-09-30
,,,,75053,2007-09-30
,,,,75259,2007-09-30
,,,,75446,2007-09-30
,,,,75455,2007-09-30
,,,,75558,2007-09-30
,,,,75633,2007-09-30
,,,,75651,2007-09-30
,,,,76050,2007-09-30
,,,,76135,2007-09-30
,,,,76153,2007-09-30
,,,,76443,2007-09-30
,,,,76854,2007-09-30
,,,,77150,2007-09-30
,,,,77253,2007-09-30
,,,,77347,2007-09-30
,,,,77422,2007-09-30
,,,,77758,2007-09-30
,,,,77851,2007-09-30
,,,,78036,2007-09-30
,,,,78157,2007-09-30
,,,,78241,2007-09-30
,,,,78559,2007-09-30
,,,,78643,2007-09-30
,,,,78858,2007-09-30
,,,,79042,2007-09-30
,,,,79127,2007-09-30
,,,,79145,2007-09-30
,,,,79257,2007-09-30
,,,,79855,2007-09-30
,,,,80020,2007-09-30
,,,,80150,2007-09-30
,,,,80431,2007-09-30
,,,,80552,2007-09-30
,,,,80936,2007-09-30
,,,,81429,2007-09-30
,,,,82033,2007-09-30
,,,,82257,2007-09-30
,,,,82350,2007-09-30
,,,,82659,2007-09-30
,,,,83151,2007-09-30
,,,,83236,2007-09-30
,,,,83311,2007-09-30
,,,,83357,2007-09-30
,,,,83450,2007-09-30
,,,,83638,2007-09-30
,,,,83834,2007-09-30
,,,,83852,2007-09-30
,,,,83955,2007-09-30
,,,,84046,2007-09-30
,,,,84055,2007-09-30
,,,,84251,2007-09-30
,,,,84345,2007-09-30
,,,,84541,2007-09-30
,,,,84804,2007-09-30
,,,,85043,2007-09-30
,,,,85052,2007-09-30
,,,,85258,2007-09-30
,,,,85454,2007-09-30
,,,,85856,2007-09-30
,,,,85931,2007-09-30
,,,,86349,2007-09-30
,,,,86358,2007-09-30
,,,,86527,2007-09-30
,,,,86554,2007-09-30
,,,,87047,2007-09-30
,,,,87159,2007-09-30
,,,,87234,2007-09-30
,,,,87476,2007-09-30
,,,,87533,2007-09-30
,,,,88240,2007-09-30
,,,,88259,2007-09-30
,,,,88352,2007-09-30
,,,,88455,2007-09-30
,,,,88530,2007-09-30
,,,,88950,2007-09-30
,,,,89032,2007-09-30
,,,,89135,2007-09-30
,,,,89162,2007-09-30
,,,,89452,2007-09-30
,,,,89751,2007-09-30
,,,,89854,2007-09-30
,,,,89957,2007-09-30
,,,,90047,2007-09-30
,,,,90328,2007-09-30
,,,,90337,2007-09-30
,,,,90467,2007-09-30
,,,,90645,2007-09-30
,,,,90739,2007-09-30
,,,,91147,2007-09-30
,,,,91156,2007-09-30
,,,,91259,2007-09-30
,,,,91615,2007-09-30
,,,,91651,2007-09-30
,,,,91754,2007-09-30
,,,,91950,2007-09-30
,,,,91969,2007-09-30
,,,,92050,2007-09-30
,,,,92144,2007-09-30
,,,,92630,2007-09-30
,,,,92706,2007-09-30
,,,,92854,2007-09-30
,,,,92902,2007-09-30
,,,,93244,2007-09-30
,,,,93413,2007-09-30
,,,,93543,2007-09-30
,,,,93619,2007-09-30
,,,,93721,2007-09-30
,,,,93758,2007-09-30
,,,,94139,2007-09-30
,,,,94456,2007-09-30
,,,,94522,2007-09-30
,,,,94755,2007-09-30
,,,,94858,2007-09-30
,,,,95051,2007-09-30
,,,,95659,2007-09-30
,,,,96254,2007-09-30
,,,,96357,2007-09-30
,,,,96553,2007-09-30
,,,,97055,2007-09-30
,,,,97279,2007-09-30
,,,,97457,2007-09-30
,,,,97804,2007-09-30
,,,,97943,2007-09-30
,,,,98351,2007-09-30
,,,,98454,2007-09-30
,,,,98463,2007-09-30
,,,,98548,2007-09-30
,,,,98557,2007-09-30
,,,,98641,2007-09-30
,,,,98717,2007-09-30
,,,,99004,2007-09-30
,,,,99059,2007-09-30
,,,,99143,2007-09-30
,,,,99255,2007-09-30
,,,,99442,2007-09-30
,,,,99536,2007-09-30
,,,,99853,2007-09-30
,,,,99974,2007-09-30
,,,,100236,2007-09-30
,,,,100357,2007-09-30
,,,,100553,2007-09-30
,,,,100562,2007-09-30
,,,,100843,2007-09-30
,,,,101019,2007-09-30
,,,,101037,2007-09-30
,,,,101233,2007-09-30
,,,,101345,2007-09-30
,,,,101439,2007-09-30
,,,,101671,2007-09-30
,,,,101738,2007-09-30
,,,,101952,2007-09-30
,,,,102155,2007-09-30
,,,,102333,2007-09-30
,,,,102342,2007-09-30
,,,,102539,2007-09-30
,,,,102557,2007-09-30
,,,,103134,2007-09-30
,,,,103255,2007-09-30
,,,,103536,2007-09-30
,,,,103554,2007-09-30
,,,,103563,2007-09-30
,,,,103602,2007-09-30
,,,,104038,2007-09-30
,,,,104056,2007-09-30
,,,,104234,2007-09-30
,,,,104430,2007-09-30
,,,,104542,2007-09-30
,,,,104663,2007-09-30
,,,,105026,2007-09-30
,,,,105044,2007-09-30
,,,,105053,2007-09-30
,,,,105071,2007-09-30
,,,,105222,2007-09-30
,,,,105530,2007-09-30
,,,,105633,2007-09-30
,,,,106359,2007-09-30
,,,,106377,2007-09-30
,,,,106452,2007-09-30
,,,,106519,2007-09-30
,,,,106546,2007-09-30
,,,,106555,2007-09-30
,,,,106658,2007-09-30
,,,,107057,2007-09-30
,,,,107150,2007-09-30
,,,,107226,2007-09-30
,,,,107244,2007-09-30
,,,,107431,2007-09-30
,,,,107459,2007-09-30
,,,,107758,2007-09-30
,,,,108269,2007-09-30
,,,,108652,2007-09-30
,,,,108746,2007-09-30
,,,,108951,2007-09-30
,,,,109136,2007-09-30
,,,,109154,2007-09-30
,,,,109453,2007-09-30
,,,,109574,2007-09-30
,,,,109659,2007-09-30
,,,,109855,2007-09-30
,,,,110404,2007-09-30
,,,,110413,2007-09-30
,,,,110655,2007-09-30
,,,,110936,2007-09-30
,,,,110945,2007-09-30
,,,,111157,2007-09-30
,,,,111205,2007-09-30
,,,,111559,2007-09-30
,,,,111661,2007-09-30
,,,,111942,2007-09-30
,,,,111979,2007-09-30
,,,,112163,2007-09-30
,,,,112332,2007-09-30
,,,,112444,2007-09-30
,,,,112510,2007-09-30
,,,,112556,2007-09-30
,,,,112837,2007-09-30
,,,,113003,2007-09-30
,,,,113030,2007-09-30
,,,,113441,2007-09-30
,,,,113601,2007-09-30
,,,,113740,2007-09-30
,,,,113937,2007-09-30
,,,,114149,2007-09-30
,,,,114158,2007-09-30
,,,,114251,2007-09-30
,,,,114260,2007-09-30
,,,,114457,2007-09-30
,,,,114756,2007-09-30
,,,,114774,2007-09-30
,,,,114840,2007-09-30
,,,,114859,2007-09-30
,,,,115100,2007-09-30
,,,,115146,2007-09-30
,,,,115155,2007-09-30
,,,,115221,2007-09-30
,,,,115575,2007-09-30
,,,,115641,2007-09-30
,,,,116077,2007-09-30
,,,,116358,2007-09-30
,,,,116554,2007-09-30
,,,,116639,2007-09-30
,,,,116732,2007-09-30
,,,,116741,2007-09-30
,,,,117038,2007-09-30
,,,,117458,2007-09-30
,,,,117672,2007-09-30
,,,,117841,2007-09-30
,,,,118156,2007-09-30
,,,,118174,2007-09-30
,,,,118660,2007-09-30
,,,,118736,2007-09-30
,,,,119153,2007-09-30
,,,,119274,2007-09-30
,,,,119528,2007-09-30
,,,,119779,2007-09-30
,,,,120542,2007-09-30
,,,,120609,2007-09-30
,,,,120953,2007-09-30
,,,,121576,2007-09-30
,,,,121642,2007-09-30
,,,,121651,2007-09-30
,,,,121914,2007-09-30
,,,,122153,2007-09-30
,,,,122546,2007-09-30
,,,,122658,2007-09-30
,,,,122751,2007-09-30
,,,,122854,2007-09-30
,,,,123178,2007-09-30
,,,,123440,2007-09-30
,,,,123646,2007-09-30
,,,,124344,2007-09-30
,,,,124353,2007-09-30
,,,,124773,2007-09-30
,,,,124830,2007-09-30
,,,,125154,2007-09-30
,,,,125855,2007-09-30
,,,,125958,2007-09-30
,,,,126012,2007-09-30
,,,,126049,2007-09-30
,,,,126254,2007-09-30
,,,,126553,2007-09-30
,,,,126740,2007-09-30
,,,,126834,2007-09-30
,,,,127055,2007-09-30
,,,,127224,2007-09-30
,,,,127260,2007-09-30
,,,,127701,2007-09-30
,,,,128164,2007-09-30
,,,,128258,2007-09-30
,,,,128511,2007-09-30
,,,,128904,2007-09-30
,,,,128959,2007-09-30
,,,,129349,2007-09-30
,,,,129358,2007-09-30
,,,,129394,2007-09-30
,,,,129479,2007-09-30
,,,,129732,2007-09-30
,,,,129853,2007-09-30
,,,,129910,2007-09-30
,,,,130345,2007-09-30
,,,,130541,2007-09-30
,,,,130635,2007-09-30
,,,,130813,2007-09-30
,,,,130943,2007-09-30
,,,,131034,2007-09-30
,,,,131155,2007-09-30
,,,,131173,2007-09-30
,,,,131418,2007-09-30
,,,,131436,2007-09-30
,,,,131650,2007-09-30
,,,,131717,2007-09-30
,,,,131940,2007-09-30
,,,,132107,2007-09-30
,,,,132152,2007-09-30
,,,,132219,2007-09-30
,,,,132451,2007-09-30
,,,,132554,2007-09-30
,,,,132778,2007-09-30
,,,,132853,2007-09-30
,,,,132938,2007-09-30
,,,,133243,2007-09-30
,,,,133850,2007-09-30
,,,,133971,2007-09-30
,,,,134156,2007-09-30
,,,,134437,2007-09-30
,,,,134455,2007-09-30
,,,,134848,2007-09-30
,,,,135359,2007-09-30
,,,,135751,2007-09-30
,,,,135836,2007-09-30
,,,,135854,2007-09-30
,,,,136048,2007-09-30
,,,,136338,2007-09-30
,,,,136459,2007-09-30
,,,,136655,2007-09-30
,,,,137205,2007-09-30
,,,,137447,2007-09-30
,,,,137456,2007-09-30
,,,,137559,2007-09-30
,,,,137643,2007-09-30
,,,,137652,2007-09-30
,,,,137821,2007-09-30
,,,,137915,2007-09-30
,,,,138051,2007-09-30
,,,,138163,2007-09-30
,,,,138211,2007-09-30
,,,,138257,2007-09-30
,,,,138350,2007-09-30
,,,,138556,2007-09-30
,,,,138725,2007-09-30
,,,,138752,2007-09-30
,,,,139133,2007-09-30
,,,,139432,2007-09-30
,,,,139478,2007-09-30
,,,,139544,2007-09-30
,,,,139553,2007-09-30
,,,,139656,2007-09-30
,,,,139740,2007-09-30
,,,,139834,2007-09-30
,,,,139843,2007-09-30
,,,,139955,2007-09-30
,,,,140018,2007-09-30
,,,,140157,2007-09-30
,,,,140362,2007-09-30
,,,,140634,2007-09-30
,,,,141211,2007-09-30
,,,,141341,2007-09-30
,,,,141350,2007-09-30
,,,,141453,2007-09-30
,,,,141556,2007-09-30
,,,,141734,2007-09-30
,,,,141958,2007-09-30
,,,,142049,2007-09-30
,,,,142656,2007-09-30
,,,,142955,2007-09-30
,,,,143158,2007-09-30
,,,,143653,2007-09-30
,,,,143662,2007-09-30
,,,,143859,2007-09-30
,,,,143952,2007-09-30
,,,,144034,2007-09-30
,,,,144052,2007-09-30
,,,,144155,2007-09-30
,,,,144436,2007-09-30
,,,,144856,2007-09-30
,,,,144913,2007-09-30
,,,,145059,2007-09-30
,,,,145545,2007-09-30
,,,,145554,2007-09-30
,,,,145741,2007-09-30
,,,,145750,2007-09-30
,,,,145844,2007-09-30
,,,,145956,2007-09-30
,,,,146056,2007-09-30
,,,,146533,2007-09-30
,,,,146618,2007-09-30
,,,,146654,2007-09-30
,,,,146663,2007-09-30
,,,,146850,2007-09-30
,,,,147053,2007-09-30
,,,,147174,2007-09-30
,,,,147633,2007-09-30
,,,,147651,2007-09-30
,,,,147679,2007-09-30
,,,,147839,2007-09-30
,,,,147857,2007-09-30
,,,,147923,2007-09-30
,,,,148144,2007-09-30
,,,,148238,2007-09-30
,,,,148340,2007-09-30
,,,,148715,2007-09-30
,,,,148809,2007-09-30
,,,,148920,2007-09-30
,,,,149150,2007-09-30
,,,,149235,2007-09-30
,,,,149253,2007-09-30
,,,,149271,2007-09-30
,,,,149945,2007-09-30
,,,,150035,2007-09-30
,,,,150044,2007-09-30
,,,,150071,2007-09-30
,,,,150156,2007-09-30
,,,,150334,2007-09-30
,,,,150352,2007-09-30
,,,,150727,2007-09-30
,,,,150754,2007-09-30
,,,,151331,2007-09-30
,,,,151546,2007-09-30
,,,,151555,2007-09-30
,,,,151751,2007-09-30
,,,,151818,2007-09-30
,,,,151957,2007-09-30
,,,,152048,2007-09-30
,,,,152057,2007-09-30
,,,,152235,2007-09-30
,,,,152253,2007-09-30
,,,,152431,2007-09-30
,,,,152440,2007-09-30
,,,,152673,2007-09-30
,,,,152851,2007-09-30
,,,,153054,2007-09-30
,,,,153353,2007-09-30
,,,,154154,2007-09-30
,,,,154257,2007-09-30
,,,,154770,2007-09-30
,,,,155245,2007-09-30
,,,,155441,2007-09-30
,,,,155517,2007-09-30
,,,,155759,2007-09-30
,,,,156457,2007-09-30
,,,,156635,2007-09-30
,,,,156877,2007-09-30
,,,,156916,2007-09-30
,,,,156952,2007-09-30
,,,,157155,2007-09-30
,,,,157379,2007-09-30
,,,,157650,2007-09-30
,,,,157744,2007-09-30
,,,,157838,2007-09-30
,,,,157856,2007-09-30
,,,,157904,2007-09-30
,,,,158554,2007-09-30
,,,,158741,2007-09-30
,,,,158750,2007-09-30
,,,,158947,2007-09-30
,,,,158974,2007-09-30
,,,,159243,2007-09-30
,,,,159636,2007-09-30
,,,,159645,2007-09-30
,,,,159953,2007-09-30
,,,,160360,2007-09-30
,,,,160454,2007-09-30
,,,,160557,2007-09-30
,,,,160614,2007-09-30
,,,,160650,2007-09-30
,,,,160959,2007-09-30
,,,,161031,2007-09-30
,,,,161107,2007-09-30
,,,,161273,2007-09-30
,,,,161433,2007-09-30
,,,,161602,2007-09-30
,,,,162337,2007-09-30
,,,,163343,2007-09-30
,,,,163370,2007-09-30
,,,,163549,2007-09-30
,,,,163857,2007-09-30
,,,,164032,2007-09-30
,,,,164153,2007-09-30
,,,,164331,2007-09-30
,,,,164377,2007-09-30
,,,,164854,2007-09-30
,,,,164957,2007-09-30
,,,,164975,2007-09-30
,,,,165039,2007-09-30
,,,,165628,2007-09-30
,,,,165758,2007-09-30
,,,,165806,2007-09-30
,,,,166111,2007-09-30
,,,,166531,2007-09-30
,,,,166652,2007-09-30
,,,,166803,2007-09-30
,,,,166849,2007-09-30
,,,,167060,2007-09-30
,,,,167453,2007-09-30
,,,,167556,2007-09-30
,,,,167565,2007-09-30
,,,,167752,2007-09-30
,,,,167855,2007-09-30
,,,,167864,2007-09-30
,,,,168366,2007-09-30
,,,,168441,2007-09-30
,,,,168571,2007-09-30
,,,,168731,2007-09-30
,,,,169073,2007-09-30
,,,,169233,2007-09-30
,,,,169327,2007-09-30
,,,,169354,2007-09-30
,,,,169653,2007-09-30
,,,,169756,2007-09-30
,,,,169952,2007-09-30
,,,,170051,2007-09-30
,,,,170257,2007-09-30
,,,,170332,2007-09-30
,,,,170640,2007-09-30
,,,,170716,2007-09-30
,,,,170976,2007-09-30
,,,,171133,2007-09-30
,,,,171348,2007-09-30
,,,,171656,2007-09-30
,,,,171759,2007-09-30
,,,,171768,2007-09-30
,,,,172158,2007-09-30
,,,,172251,2007-09-30
,,,,172457,2007-09-30
,,,,172747,2007-09-30
,,,,172840,2007-09-30
,,,,172859,2007-09-30
,,,,173306,2007-09-30
,,,,173342,2007-09-30
,,,,173548,2007-09-30
,,,,173557,2007-09-30
,,,,173575,2007-09-30
,,,,173641,2007-09-30
,,,,173959,2007-09-30
,,,,174321,2007-09-30
,,,,174367,2007-09-30
,,,,175056,2007-09-30
,,,,175140,2007-09-30
,,,,175458,2007-09-30
,,,,175609,2007-09-30
,,,,175672,2007-09-30
,,,,176053,2007-09-30
,,,,176101,2007-09-30
,,,,176325,2007-09-30
