"IDRSSD"	RCFD1578	RCFD1752	RCFD2148	RCFD2160	RCFD2166	RCFD2168	RCFD3549	RCFD3550	RCFD3551	RCFDA519	RCFDA520	RCFDB556	RCFDC009	RCFDC010	RCFDC436	RCON1578	RCON1752	RCON2148	RCON2160	RCON2166	RCON2168	RCON3549	RCON3550	RCON3551	RCONA519	RCONA520	RCONB556	RCONC009	RCONC010	RCONC436	TEXT3549	TEXT3550	TEXT3551	
	REPOSSESSED PERSONAL PROPERTY	HISTCL COST OF ALL OTH AVL-FOR-SALE	NET DEFERRED TAX ASSETS	OTHER ASSETS	PREPAID EXPENSES	ALL OTHER ASSETS	1ST ITM AMT FOR OTH AS OV25% OF 2160	2ND ITM AMT FOR OTH AS OV25% OF 2160	3RD ITM AMT FOR OTH AS OV25% OF 2160	INT-ONLY STRIPS RCVBL ON:MORTG LOANS	INT-ONLY STRPS RCVBL ON:OT FIN ASSTS	ACCRUED INTEREST RECEIVABLE	CASH SURRENDER VAL OF LIFE INSURANCE	DERIVATIVES W/POSITIVE FAIR VALUE	RETAINED INT IN ACCURED INTEREST	REPOSSESSED PERSONAL PROPERTY	HISTCL COST OF ALL OTH AVL-FOR-SALE	NET DEFERRED TAX ASSETS	OTHER ASSETS	PREPAID EXPENSES	ALL OTHER ASSETS	1ST ITM AMT FOR OTH AS OV25% OF 2160	2ND ITM AMT FOR OTH AS OV25% OF 2160	3RD ITM AMT FOR OTH AS OV25% OF 2160	INT-ONLY STRIPS RCVBL ON:MORTG LOANS	INT-ONLY STRPS RCVBL ON:OT FIN ASSTS	ACCRUED INTEREST RECEIVABLE	CASH SURRENDER VAL OF LIFE INSURANCE	DERIVATIVES W/POSITIVE FAIR VALUE	RETAINED INT IN ACCURED INTEREST	1ST ITM AMT FOR OTH AS OV25% OF 2160	2ND ITM AMT FOR OTH AS OV25% OF 2160	3RD ITM AMT FOR OTH AS OV25% OF 2160	
37																0	144	334	1468	66	66	0	0	0	0	0	924	0	0	0				
242																0	201	0	525	11	15	0	0	0	0	0	309	0	0	0				
279																0	1142	244	2311	81	83	0	0	0	0	0	783	59	0	0				
354																0	4	73	188	0	3	0	0	0	0	0	108	0	0	0				
457																0	124	0	1014	0	27	0	0	0	0	0	380	483	0	0				
505																0	3097	304	6853	1548	2035	0	0	0	0	0	1417	0	0	0				
1155																0	785	0	5962	47	125	41	0	0	0	0	1633	3419	0	0	Credit Card Settlement Deposits			
1351																0	0	0	1742	72	151	79	0	0	0	0	1591	0	0	0	Computer Software			
1454																0	1092	0	8915	484	1292	0	0	0	0	0	2300	4231	0	0				
1557																0	140	0	754	44	93	0	0	0	0	0	521	0	0	0				
1632																0	3836	2969	15274	0	1783	1425	0	0	0	0	6001	685	0	0	Reserve For Taxes			
1669																10	426	436	8903	100	116	0	0	0	0	0	1868	6057	0	0				
1829																0	3059	1654	8481	0	1783	0	0	0	0	0	1985	0	0	0				
1856																0	4620	0	6089	216	216	0	0	0	0	0	1253	0	0	0				
2040																0	1368	190	5189	364	421	38	18	0	0	0	1024	2186	0	0	Computer Software	Generations Title		
2161																0	259	0	3525	96	2383	2286	0	0	0	375	508	0	0	0	Cash Surrender Value-Life Ins			
2376																0	15505	16143	65501	883	2229	1110	0	0	0	0	5736	25888	0	0	Suspense- ACH Clearing			
2451																0	939	0	1497	38	116	0	0	0	0	0	442	0	0	0				
2554																0	0	0	102	5	9	0	0	0	0	0	93	0	0	0				
2732																0	174	637	4596	88	929	82	20	687	0	0	2567	289	0	0	Leasehold Purchase	Safe Dep Box Receivable	Current FIT Receivable	
2750																0	493	0	2285	57	70	0	0	0	0	0	1067	655	0	0				
2938																1128	2010	1762	9170	0	1540	0	0	0	0	0	3858	0	0	0				
3252																0	312	0	3053	400	604	0	0	0	0	0	2137	0	0	0				
3458																0	177	0	457	40	50	0	0	0	0	0	230	0	0	0				
3720																0	557	646	4991	309	360	0	0	0	0	0	1529	1899	0	0				
3953																0	1013	0	3171	123	123	0	0	0	0	0	1359	676	0	0				
4138																0	953	0	2703	256	380	0	0	0	0	0	1370	0	0	0				
4156																1	1799	0	8116	8	1308	0	0	0	0	0	2017	2992	0	0				
4231																0	0	241	1994	0	152	0	0	0	0	0	1601	0	0	0				
4437																0	823	571	4606	0	1806	1398	0	0	0	0	1406	0	0	0	Due from Parent Company			
4839																0	1795	0	3379	150	161	0	0	0	0	0	1423	0	0	0				
5005																0	3675	0	15118	1321	2621	447	0	0	0	0	1720	7102	0	0	PRESENT VALUE OF SERP			
5069																0	0	444	4098	611	1786	1152	0	0	0	0	1868	0	0	0	Accts. Rec.			
5135																65	993	883	11279	199	958	534	0	0	0	0	5419	3026	0	0	Overpaid Income Tax			
5210																0	9045	1579	44214	1806	4275	1400	0	0	0	0	5018	24297	0	0	receivable from FRB			
5331																0	3491	0	8222	1386	3806	2198	0	0	0	0	660	265	0	0	accrued interest on securities purchased			
5461																0	1862	0	9488	0	4748	4135	0	0	0	0	2257	621	0	0	QZAB			
5751																0	274	4	4145	39	564	525	0	0	0	0	1100	2203	0	0	Unposted DDA Debit Items			
6039																0	424	98	1778	75	142	43	0	0	0	0	779	335	0	0	Unposted Debits			
6057																0	213	0	459	52	71	0	0	0	0	0	175	0	0	0				
6141																0	0	98	574	100	100	0	0	0	0	0	376	0	0	0				
6329																322	892	1319	11039	488	1452	0	0	0	0	0	3508	3868	0	0				
6972																0	718	0	17879	0	5053	0	0	0	0	0	5359	6749	0	0				
7009																0	0	144	7547	0	5017	4670	0	0	0	0	2386	0	0	0	RECEIVABLES			
7045																0	0	0	1401	0	267	0	0	0	0	0	1134	0	0	0				
7157																0	23	0	462	0	43	0	0	0	0	0	396	0	0	0				
7456																0	201	0	764	0	122	100	0	0	0	0	441	0	0	0	Prepaid Health Insurance			
7634																0	100	4	1476	702	755	0	0	0	0	0	617	0	0	0				
8033																0	1390	173	3998	89	132	0	0	0	0	0	1602	701	0	0				
8462																0	21	0	916	0	70	66	0	0	0	0	825	0	0	0	Accrued Interest Purchased			
8631																0	128	75	2252	54	54	0	0	0	0	0	292	1703	0	0				
9357																0	1286	0	48551	0	45871	45711	0	0	0	0	1394	0	0	0	Cash in Customer Owned ATMs			
9553																0	739	0	5008	154	235	81	0	0	0	0	2793	1241	0	0	IRS Refund			
9807																0	22677	0	70739	0	540	321	0	0	0	0	13488	34034	0	0	ACCRUED INTEREST ON SWAPS			
9955																0	448	0	2406	0	1043	550	419	0	0	0	915	0	0	0	KWMI - Notes Receivable	Federated - sweeps		
10157																0	589	0	1288	76	85	0	0	0	0	0	614	0	0	0				
10250																374	1233	0	5112	408	1172	300	0	0	0	0	2476	231	0	0	Computer Software			
10849																0	1941	942	7550	170	174	0	0	0	0	0	2987	1506	0	0				
10858																0	1450	0	7363	878	1334	0	0	0	0	0	4579	0	0	0				
11145																87	1263	338	2366	100	187	0	0	0	0	0	551	27	0	0				
11640																0	1533	813	12224	170	230	0	0	0	0	0	3549	6099	0	0				
11837																0	600	0	1705	0	322	290	0	0	0	0	783	0	0	0	DDA Non Post			
12030																0	1010	1008	7064	107	4263	0	0	0	0	0	235	548	0	0				
12058																0	432	0	1765	67	67	0	0	0	0	0	1266	0	0	0				
12142																0	513	328	2967	175	892	0	0	0	0	0	1234	0	0	0				
12245																0	395	87	1237	83	177	0	0	0	0	0	578	0	0	0				
12311	0	414583	0	2773106	55908	816159	0	0	0	0	0	231939	1310425	0	0		414583																	
12647																0	180	0	857	42	43	0	0	0	0	0	634	0	0	0				
12656																0	29	0	170	30	30	0	0	0	0	0	111	0	0	0				
12937																0	776	0	2051	324	444	0	0	0	0	0	831	0	0	0				
12946																0	2265	0	15929	311	783	367	0	0	0	0	3831	9050	0	0	Accounts Receivable			
12955																0	748	0	1601	90	106	0	0	0	0	0	747	0	0	0				
13037																0	204	1583	3235	0	771	217	0	0	0	0	677	0	0	0	Deferred compensation trust			
13103																0	12036	1086	27724	0	7775	4922	0	0	0	0	4150	2677	0	0	dealer reserve			
13251																0	141	0	773	0	0	0	0	0	0	0	367	265	0	0				
13457																0	3	0	1712	0	0	0	0	0	0	0	467	1242	0	0				
14052																0	247	126	1912	52	78	0	0	0	0	0	304	1157	0	0				
14155																35	620	0	3798	125	165	0	0	0	0	0	1563	1450	0	0				
14258																0	4022	0	11101	0	2323	1085	0	0	0	0	4756	0	0	0	Fine Arts			
14454																0	95	0	211	0	18	0	0	0	0	0	98	0	0	0				
