"IDRSSD"	RCFDF236	RCFDF237	RCFDF238	RCFDF239	RCFNF234	RCFNF235	RCON0030	RCON0031	RCON0032	RCON2211	RCON2229	RCON2314	RCON2315	RCON2351	RCON2383	RCON3510	RCON3512	RCON3514	RCON3520	RCON5514	RCON5515	RCON5516	RCON5517	RCON5597	RCON8432	RCON8785	RCONA181	RCONA182	RCONA527	RCONA528	RCONA545	RCONF045	RCONF046	RCONF047	RCONF048	RCONF049	RCONF050	RCONF051	RCONF052	RCONF236	RCONF237	RCONF238	RCONF239	TEXTA545	
1557							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	1867		0	0	19870		9559	39						
1632							0	0	0	0		0	0	0		0	0	0	0	0		30	0		0	0	0	0	0	0	0	23118		6210	14	282602		250438	821						
1669							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	10945		0	0	112325		57794	196						
1829							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	19021		4006	7	180725		78663	367						
1856							28	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	14		0	0	87457		24531	17						
2040																															0	8930		0	0	59615		73219	180	142773	1	142711	0		
2161							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	6459		319	1	46795		36619	183						
2376							0	0	0	0		0	0	60		0	0	0	0	0		0	0	61000	0	0	0	0	0	0	0	47747		0	0	486300		162150	1010						
2451							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	530		0	0	12370		11169	32						
2554							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	0		0	0	3521		3199	18						
2732																															0	9375		539	2	138057		284198	629	434200	0				
2750																															0	1679		0	0	23729		11192	57	36724	0				
2938							0	0	0	0		0	0	0		0	0	0	0	0		118	0		0	0	0	0	0	0	0	6239		1183	3	138005		151230	504						
3252							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	5265		0	0	37548		51681	126						
3458							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	456		0	0	12963		9036	46						
3720							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	4768		329	1	66696		67273	102						
3953							0	132	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	330		0	0	52375		43992	209						
4138							155	0	0	0		0	0	0		2	0	0	0	0		0	0		0	0	0	0	0	0	0	9620		789	3	103283		58158	302						
4156							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	5816		252	1	72858		57517	154						
4231							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	11351		3584	9	45689		48927	216						
4437							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	7892		267	1	113338		61426	323						
4839							0	0	0	0		0	0	0		0	0	0	0	0		32	0		0	0	0	0	0	0	0	12079		2660	3	103992		80762	383						
5005							0	0	0	170		0	0	769		0	0	0	0	0		0	0		0	0	0	0	0	0	0	16162		1042	3	194106		106224	598						
5069							0	0	0	464		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	510		0	0	115719		120630	435						
5135							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	10896		284	1	94350		147722	317						
5210							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	51684		1126	4	481769		136492	705						
5331							0	0	0	3530		0	0	60		0	0	0	0	0		0	0		0	0	0	0	0	0	0	7611		0	0	126437		82999	386						
5461																															0	4936		0	0	112085		222290	245	339406	0				
5751							0	525	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	4900		0	0	32391		49527	118						
6039							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	7617		922	3	43558		26952	78						
6057							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	624		0	0	12252		2465	19						
6141							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	981		0	0	18857		15525	51						
6329							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	10483		1548	4	174051		156962	709						
6972							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	27553		256	1	304101		354928	930						
7009							0	0	0	0		0	0	648		0	0	0	0	2		0	0		0	0	0	0	0	0	0	345		13014	6	58100		502882	737						
7045							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	4408		636	2	65214		40110	126						
7157							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	2458		0	0	21148		9637	38						
7456																															0	2043		0	0	26633		13781	48	42611	0				
7634							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	2578		394	1	27613		30406	70						
8033							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	2099		0	0	47578		30598	132						
8462							3	0	0	0		0	0	0		2	0	0	0	0		0	0		0	0	0	0	0	0	0	2623		0	0	31246		55642	168						
8631																															0	2795		0	0	28784		19308	88	50971	0				
9357							0	16	11	0		0	0	0		0	12	25	0	0		0	0		0	0	0	0	0	0	0	1329		338	1	42902		235435	435						
9553							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	6963		326	1	37169		15272	76						
9807																								482353							0	76819		6382	17	889543		891000	3017	1869291	0				
9955							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	1978		0	0	44132		24069	73						
10157							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	1818		0	0	27958		17527	57						
10250							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	39141		4804	12	195783		139690	465						
10849							0	47	0	0		0	0	0		0	0	1	0	0		0	0		0	0	0	0	0	0	0	7667		0	0	133214		126814	556						
10858							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	10044		368	1	213289		121802	517						
11145							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	4812		1375	3	82143		34889	129						
11640							104	0	0	0		0	0	0		15	0	0	0	0		0	0		0	0	0	0	0	0	0	9200		1616	5	94453		114151	327						
11837							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	4318		0	0	41916		35963	115						
12030							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	20428		1334	4	169395		108041	485						
12058							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	4889		621	1	55671		20900	92						
12142							519	0	0	0		0	0	0		5	0	0	0	0		0	0		0	0	0	0	0	0	0	7050		0	0	63436		60095	223						
12245							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	4678		399	1	52865		31843	143						
12311							0	0	0	524066	0	0	0	0	0	0	0	0	222469	0	0	1983	0	12226639	0	0	0	0	0	0	0	1195614		38086	99	19589207		16321359	44003						
12647							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	4052		469	1	28176		28730	85						
12656							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	344		0	0	7250		3836	19						
12937							82	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	3443		1695	2	40881		92096	198						
12946							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	24712		1797	4	201402		199538	607						
12955							158	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	5639		0	0	55679		49945	164						
13037							0	6	9	0		0	0	0		0	2	0	0	0		0	0		0	0	0	0	0	0	0	4151		1100	3	63300		23754	159						
13103							0	0	0	29		0	0	0		0	0	0	0	0		0	0	211412	0	0	0	0	0	0	0	47740		3764	11	384341		310565	1168						
13251							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	1953		560	1	23074		4255	37						
13457							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	1021		0	0	9956		5677	40						
14052																															0	2556		514	1	38329		21374	62	63140	0				
14155							0	51	49	0		0	0	0		0	6	1	0	0		4	0		0	0	0	0	0	0	0	4211		0	0	57580		27023	111						
14258							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	23283		2684	8	195183		733406	1424						
14454							0	58	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	1465		0	0	13803		5775	40						
14650							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	1304		0	0	15280		5882	22						
14753							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	3483		0	0	18756		5541	23						
14865							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	6620		293	1	98457		64764	257						
14977																															0	3090		284	1	22319		10427	81	36318	0				
15536																								831112							0	187711		11996	30	1686168		1287955	6027	3199770	0				
16337							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	23899		1841	5	230554		133792	503						
16458							3259	0	0	0		0	0	0		19	0	0	0	0		0	0		0	0	0	0	0	0	0	6733		1677	5	100217		63026	244						
16551							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	11258		1661	5	74466		32875	142						
16748							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	3746		0	0	31472		8550	44						
16944							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	755		0	0	20713		6409	36						
16953							12	0	0	0		0	0	0		2	0	0	0	0		0	0		0	0	0	0	0	0	0	568		0	0	19922		5963	27						
17110																															0	2500		901	2	12633		86330	182	102857	0				
17147							0	0	0	0		0	0	0		0	0	0	0	0		0	0	388560	0	0	0	0	0	0	0	68273		4027	12	653192		711863	1624						
17259							0	21	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	4798		0	0	31666		14078	39						
17464							0	0	0	0		0	0	0		74	0	0	0	0		0	0	1136577	0	0	0	0	0	0	0	15657		2016	3	461679		1191811	2449						
17839							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	10125		726	2	60909		108644	347						
17950							0	24	1	0		0	0	0		0	6	2	0	0		0	0		0	0	0	0	0	0	0	5872		0	0	84897		81315	254						
18050							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	9432		485	1	151766		94507	398						
18135							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	2317		0	0	66360		92608	293						
18377							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	2307		770	2	18276		968	7						
18827							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	7216		0	0	85636		49954	178						
18836							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	11479		1237	4	78653		28276	185						
18854							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	1203		0	0	40058		31862	127						
18957							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	4334		0	0	25649		17653	82						
19356							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	2863		0	0	48817		17816	85						
19730																								571312							0	63609		859	3	1008861		730092	2862	1809396	0	1744146	0		
19936							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	7665		507	1	71738		146034	378						
19972							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	0		0	0	33977		8390	58						
20053							0	0	0	0		0	0	6057		0	0	0	0	0		0	0		0	0	0	0	0	0	0	10886		0	0	35543		18885	90						
20147																															0	2391		0	0	37640		10631	68	50840	0				
20259							0	0	0	0		0	0	0		44	0	0	0	0		0	0		0	0	0	0	0	0	0	719		0	0	30356		56931	133						
20370							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	3454		0	0	85938		50684	171						
20512							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	5227		717	2	40057		17098	68						
20633																															0	12843		272	1	133170		65018	95	224932	12365				
20839							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	7070		255	1	92519		80758	495						
20857							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	699		0	0	20959		133485	64						
20866							286	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	0		0	0	91491		78282	418						
21256							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	1920		0	0	4082		1507	6						
21359							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	1154		272	1	9388		7234	42						
21630							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	2257		0	0	27275		30234	104						
21658																															0	9124		355	1	85770		21931	127	117588	1				
22048							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	6449		454	1	78136		62729	315						
22235							0	0	0	2		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	15629		514	2	166086		102009	550						
22356							8	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	5583		0	0	111616		121130	300						
22459							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	5225		0	0	56467		24604	115						
22543																															0	3364		0	0	37695		24532	104	65701	420				
22552							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	1050		0	0	27994		13486	26						
22730							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	3694		0	0	52562		23843	120						
22936							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	11491		1179	4	109916		107674	441						
22954							0	0	118	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	2089		0	0	32382		27651	86						
23036							0	0	0	0		0	0	0		0	0	0	0	0		117	0		0	0	0	0	0	0	0	21803		329	1	323429		192099	738						
23045							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	977		0	0	10098		13399	31						
23241							0	0	0	273		0	0	13165		0	0	0	0	0		0	0	1108620	0	0	0	0	0	0	0	116874		1787	6	1275407		952075	2734						
23456							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	5806		252	1	49120		15569	92						
23504							0	0	0	768		0	0	51091		0	0	0	0	0		0	0		0	0	0	0	0	0	0	5064		0	0	147488		362108	777						
23540																															0	11487		614	2	71976		41176	210	131642	0	127638	0		
23643							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	9798		670	2	73162		60744	318						
23755							85	0	0	0		0	0	0		3	0	0	0	0		0	0		0	0	0	0	0	0	0	8507		0	0	57972		57281	177						
23812							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	30318		1930	3	347393		327491	880						
24006							0	42	0	2543		0	0	73		0	172	33	0	0		0	0		0	0	0	0	0	0	0	51341		568	2	491210		238332	1253						
24453							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	1154		0	0	111581		114634	309						
24659							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	2623		487	1	16829		5138	33						
24668							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	10144		1600	4	78251		42701	230						
24855							14	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	0		0	0	5832		2311	10						
24949							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	25877		529	2	308057		196610	667						
25357							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	1474		0	0	34050		27931	106						
25647							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	6175		1342	3	24592		49179	149						
25852							0	0	0	11806		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	19361		0	0	200347		112143	392						
26149							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	1517		0	0	31030		12904	82						
26242																															0	17229		330	1	170026		100574	338	288775	0				
26457							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	594		0	0	14423		5307	19						
26765							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	1413		0	0	43990		38261	74						
26859							1254	0	0	0		0	0	0		8	0	0	0	0		0	0		0	0	0	0	0	0	0	11365		0	0	100811		178293	634						
26916							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	9128		332	1	150486		93558	370						
27548							0	7	1	0		0	0	0		0	284	0	0	0		0	0		0	0	0	0	0	0	0	19127		523	2	164130		148748	321						
27614							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	22344		3570	6	140709		85328	263						
27838							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	9035		792	2	133158		150244	500						
27847							0	0	0	490		0	0	1608		0	0	0	0	4		0	0		0	0	0	0	0	0	0	20496		2910	6	187141		100769	445						
28152							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	19333		1454	2	22114		17929	54						
28255							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	2493		0	0	67655		58797	242						
28349							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	7205		937	2	58133		48500	278						
28406							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	51132		6165	10	474125		300262	1644						
28572																															0	5244		1057	3	29023		13912	88	49253	0				
28732							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	1754		0	0	38571		21982	105						
29104							0	0	0	4023		0	0	21600		0	0	0	0	33		0	0	254967	0	0	0	0	0	0	0	11812		328	1	321785		365281	1120						
29252							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	4542		0	0	54206		36742	153						
29636							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	19037		1355	3	233659		224032	790						
29850																															0	1033		0	0	30003		31105	94	62169	0				
29944							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	2271		0	0	37530		135023	344						
29953							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	2468		0	0	25377		26489	123						
30052							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	189		0	0	7627		2979	17						
30155							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	3452		0	0	40482		25515	131						
30258							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	15084		972	3	197391		150216	487						
30418																															0	1309		0	0	235180		5412	19	246387	0				
30502							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	24193		1170	4	318895		134308	697						
30650							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	7392		895	2	56855		76796	179						
30810							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7027	786	609951	0	0	0	0	0	0	0	7032		0	0	21071151		4292317	6600						
30856							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	1492		955	3	57949		122079	383						
31134							0	315	1	0		0	0	0		0	41	1	0	0		0	0		0	0	0	0	0	0	0	5570		499	1	43834		26318	95						
31255							493	0	0	0		0	0	0		18	0	0	0	0		0	0		0	0	0	0	0	0	0	8461		328	1	103610		78085	417						
31657							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	3928		403	1	38270		30672	178						
31826																															0	12167		1998	5	100915		75621	417	191079	0				
31835							0	0	0	7		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	2128		328	1	30503		36013	151						
32159							0	144	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	2030		865	2	50116		57695	295						
32234							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	2835		264	1	29314		14749	54						
32766							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	1571		0	0	24931		19899	80						
33147							0	0	0	0		0	0	0		0	0	0	0	0		0	56		0	0	0	0	0	0	0	14463		475	1	109207		177735	740						
33259							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	25828		252	1	257631		186676	710						
33268																															0	3577		628	1	48969		35514	132	88940	0	77788	0		
33549							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	5028		0	0	21251		14246	70						
33727							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	17566		711	1	144391		83236	375						
33754							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	683		0	0	18914		3944	24						
33839							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	665		0	0	16116		3939	31						
33857																															0	2596		0	0	40534		14214	48	57516	2900				
34153							0	0	0	0		0	0	0		0	0	0	0	0		0	24		0	0	0	0	0	0	0	34370		1532	5	306659		155950	724						
34359																															0	1751		0	0	11959		6588	48	20412	0				
34425							595	0	0	0		0	0	0		7	0	0	0	0		0	0		0	0	0	0	0	0	0	10947		298	1	153949		94991	558						
34434							73	0	0	0		0	0	0		57	0	0	0	0		0	0		0	0	0	0	0	0	0	11512		1832	2	85341		64623	233						
34452							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	4889		0	0	40529		23123	111						
34537							0	0	0	132813		0	0	0		0	0	0	0	0		0	0	824416	0	0	0	0	0	0	0	46351		2706	8	838680		1099606	3316						
34555							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	12842		478	1	71096		42306	121						
34742							0	31	0	1285		0	0	0		0	14	34	0	0		0	0		0	0	0	0	0	0	0	9252		447	1	133115		100343	428						
34836							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	550		0	0	14733		10208	29						
34863							0	54	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	1612		0	0	13819		4196	23						
35057							0	7	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	2561		0	0	48743		44001	131						
35244							0	0	0	1080		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	12040		571	1	148460		109144	356						
35301							0	0	0	224812	0	0	0	0	0	0	0	0	78700	0	0	0	0	28374756	0	0	0	0	0	0	0	0		0	0	147455		28732483	4434						
35570																								86585							0	363107		9565	26	2396311		1127197	6154	3896954	0	3831294	0		
35646							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	1232		470	1	25702		9761	39						
35842							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	3981		534	1	54160		21976	106						
35936							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	579		0	0	11853		2094	12						
36054							0	0	0	994		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	19243		647	2	308078		539891	1286						
36344							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	16991		1328	2	195524		113034	460						
36456							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	3496		275	1	46573		26543	134						
