"IDRSSD"	RCFD0010	RCFD0022	RCFD0073	RCFD0074	RCFD0083	RCFD0085	RCFD0090	RCON0010	RCON0020	RCON0070	RCON0073	RCON0074	RCON0080	RCON0082	RCON0083	RCON0085	RCON0090	
	CASH AND DUE FROM DEPOSITORIES	CASH & CASH ITEMS IN PROCESS OF COLL	BAL WITH FGN BRCHS OF OTHER U.S. BKS	BAL WITH OTHER BKS IN FGN COUNTRIES	BALS DUE FR US BRNCHS&AGENC OF FGNBK	BALS DUE FR OTH DEPOSITORY INSTS-US	BALANCES WITH F. R. BKS (COML BK BOO	CASH AND DUE FROM DEPOSITORIES	CASH ITEMS IN PROCESS OF COLLECTION	BALANCES WITH BKS IN FGN COUNTRIES	BAL WITH FGN BRCHS OF OTHER U.S. BKS	BAL WITH OTHER BKS IN FGN COUNTRIES	CURR&COIN (U.S. & FGN) VAULT CASH	BALS DUE FROM DEPOSITORY INSTS IN US	BALS DUE FR US BRNCHS&AGENC OF FGNBK	BALS DUE FR OTH DEPOSITORY INSTS-US	BALANCES WITH F. R. BKS (COML BK BOO	
37								1890										
242								1287										
279								3218										
354								82										
457								888										
505								6038	3	0	0	0	1823	4124	0	4124	88	
1155								6683										
1351								4214										
1454								43147	11938	0	0	0	6066	15659	0	15659	9484	
1557								3324										
1632								18013	15341	0	0	0	2589	83	0	83	0	
1669								9745										
1829								6470	0	0	0	0	1871	1225	0	1225	3374	
1856								628										
2040								3116										
2161								3405										
2376								25384	0	0	0	0	2219	23153	0	23153	12	
2451								933										
2554								400										
2732								12454	1581	0	0	0	3831	1880	0	1880	5162	
2750								1465										
2938								12057	7232	0	0	0	3692	1133	0	1133	0	
3252								4782										
3458								4120										
3720								6539										
3953								4121										
4138								6062										
4156								2953										
4231								2830										
4437								5014										
4839								6393										
5005								4212	0	0	0	0	1345	2836	0	2836	31	
5069								2258	0	63	0	63	177	2011	0	2011	7	
5135								8148										
5210								19196	10364	0	0	0	7524	1190	0	1190	118	
5331								4381	1305	0	0	0	1458	1346	0	1346	272	
5461								13633	7798	0	0	0	5359	207	0	207	269	
5751								2311										
6039								12990										
6057								703										
6141								1935										
6329								13712	433	0	0	0	6414	6817	0	6817	48	
6972								20813	12969	0	0	0	6937	874	0	874	33	
7009								42206	7	2000	2000	0	10	40164	0	40164	25	
7045								23480										
7157								640										
7456								1388										
7634								1136										
8033								3764										
8462								9671										
8631								2179										
9357								17469	15636	0	0	0	719	993	0	993	121	
9553								2915										
9807								67313	19002	0	0	0	6473	39530	0	39530	2308	
9955								7553										
10157								2067										
10250								13169	5409	0	0	0	1462	6298	6298	0	0	
10849								13141										
10858								15007	9425	0	0	0	2075	2897	0	2897	610	
11145								4218										
11640								8908										
11837								1269										
12030								12377	1	0	0	0	3139	9237	0	9237	0	
12058								2617										
12142								7919										
12245								3011										
12311	1590578	1342579	0	2188	0	241952	3859	1590578	981048	2188			361531	241952			3859	
12647								4526										
12656								569	0	0	0	0	184	374	0	374	11	
12937								11599										
12946								9995	4313	0	0	0	3238	2155	0	2155	289	
12955								7726										
13037								3174										
13103								12899	0	0	0	0	2844	9297	0	9297	758	
13251								2114										
13457								885										
14052								5684										
14155								1779										
14258								20199	13179	0	0	0	4720	177	0	177	2123	
14454								3194										
14650								3368										
14753								793										
14865								6187										
14977								18550										
15536								68882	33638	618	0	618	16903	12236	0	12236	5487	
16337								12168	2	0	0	0	4627	7539	0	7539	0	
16458								6056										
16551								5223										
16748								2008										
16944								1895										
16953								1599										
17110								21400										
17147								99568	0	0	0	0	17262	79668	0	79668	2638	
17259								1408										
17464								62519	46446	0	0	0	12442	1688	0	1688	1943	
17839								5364										
17950								4688										
18050								10744										
18135								7217										
18377								5111										
18827								5766										
18836								3476										
18854								2880										
18957								1917										
19356								3180										
19730								73183	21915	0	0	0	45131	3004	0	3004	3133	
19936								8525										
19972								9134										
20053								7604										
20147								1159										
20259								2674										
20370								7823										
20512								3112										
20633								5149										
20839								4256										
20857								57070										
20866								6037										
21256								1225										
21359								759										
21630								2290										
21658								2459										
22048								5180										
22235								8887	19	0	0	0	2731	6137	0	6137	0	
22356								16928										
22459								3672										
22543								2479										
22552								1466										
22730								2619										
22936								17646										
22954								3612										
23036								11143	5869	0	0	0	4141	1133	0	1133	0	
23045								1198										
23241								75582	7665	0	0	0	30772	33331	0	33331	3814	
23456								1500										
23504								14348	6682	0	0	0	6530	321	0	321	815	
23540								2927										
23643								7453										
23755								3991										
23812								29100	0	0	0	0	4745	23226	0	23226	1129	
24006								29702	10560	0	0	0	3709	11036	0	11036	4397	
24453								1743										
24659								1277										
24668								14204										
24855								2821										
24949								16417	0	0	0	0	5322	11049	0	11049	46	
25357								3998										
25647								2100										
25852								13083	12	0	0	0	4134	8825	0	8825	112	
26149								1116										
26242								7817	0	0	0	0	2708	4882	0	4882	227	
26457								645										
26765								3042										
26859								11892	29	0	0	0	3779	7372	0	7372	712	
26916								7080	11	0	0	0	2135	4728	0	4728	206	
27548								14397	7159	0	0	0	4969	2253	0	2253	16	
27614								6787										
27838								4217	1	0	0	0	1234	2848	0	2848	134	
27847								16921	0	0	0	0	3263	11690	0	11690	1968	
28152								4651										
28255								35123										
28349								3337										
28406								6103	1623	0	0	0	2558	1119	0	1119	803	
28572								1952										
28732								1304										
29104								20541	12330	0	0	0	4441	3141	0	3141	629	
29252								2469										
29636								19131	521	0	0	0	6829	11781	0	11781	0	
29850								2672										
29944								3265										
29953								2263										
30052								1005										
30155								3661										
30258								12603	8220	0	0	0	2074	871	0	871	1438	
