"IDRSSD"	RIAD3123	RIAD4230	RIAD4605	RIAD5523	RIADB522	RIADC079	RIADC233	RIADC389	RIADC390	RIADC435	RIADC781	
	ALLL_AMT	PROVISION FOR CREDIT LOSSES	RECOVERIES CREDITED TO RESERVES	WRITE DOWN ARISING FRM TRNSFR TO HFS	BEGIN BALANCE (MOST RECENT) IN ALLL	CHRG-OFFS ON ALLWNCE FOR L&L LOSSES	ADJUSTMENTS	SEPARATE VAL ALLOW CRED/FIN CHGS	AMT ALLOW LN&LSE LOSS CC/FIN CHGS	ALLOCATED TRANSFER RISK RESERVE	AMT OF ALLOWNCE FOR POST-ACQUISTN LO	
37	1089	110	100	0	1082	203	0			0	0	
242	161	25	7	0	160	31	0			0	0	
279	340	39	1	0	349	49	0			0	0	
354	208	0	29	0	190	11	0			0	0	
457	269	107	43	0	348	229	0			0	0	
505	2936	500	85	0	2627	276	0			0	0	
1155	1695	330	42	0	1709	386	0			0	0	
1351	1120	141	22	0	1120	163	0	0	0	0	0	
1454	2093	360	60	0	1740	67	0			0	0	
1557	381	0	4	0	377	0	0	0	0	0	0	
1632	7843	1304	150	0	7059	670	0			0	0	
1669	1698	322	139	0	1609	372	0			0	0	
1829	3919	240	308	0	4196	825	0			0	0	
1856	176	40	9	0	150	23	0			0	0	
2040	1952	392	220	0	1642	302	0			0	0	
2161	584	83	27	0	552	78	0			0	0	
2376	10182	2085	0	0	8097	0	0			0	0	
2451	347	295	0	0	201	149	0			0	0	
2554	38	20	0	0	26	8	0			0	0	
2732	3754	405	20	0	3758	429	0			0	0	
2750	341	84	23	0	380	146	0			0	0	
2938	5594	1459	299	0	5871	2035	0			0	0	
3252	962	330	270	0	944	582	0			0	0	
3458	294	0	7	0	331	44	0			0	0	
3720	1397	86	0	0	1323	12	0			0	0	
3953	1269	475	138	0	1085	429	0			0	0	
4138	1220	530	178	0	1201	689	0			0	0	
4156	1608	1360	1306	0	1412	2470	0			0	0	
4231	712	144	27	0	736	195	0			0	0	
4437	1882	605	105	0	1632	460	0			0	0	
4839	2389	610	34	0	1837	92	0			0	0	
5005	2609	335	0	0	2283	9	0			0	0	
5069	8204	1500	0	0	6704	0	0			0	0	
5135	3287	525	34	0	2791	63	0			0	0	
5210	5848	500	18	0	5375	45	0			0	0	
5331	1632	750	1	0	886	5	0			0	0	
5461	2876	0	1234	0	1943	301	0			0	0	
5751	973	206	1	0	766	0	0			0	0	
6039	985	227	53	0	899	194	0			0	0	
6057	136	121	14	0	199	198	0			0	0	
6141	388	60	94	0	406	172	0			0	0	
6329	3756	2100	202	0	3656	2202	0			0	0	
6972	10057	2160	282	0	8989	1374	0			0	0	
7009	0	0	0	0	0	0	0			0	0	
7045	740	115	22	0	702	99	0	0	0	0	0	
7157	231	0	19	0	275	63	0			0	0	
7456	190	30	0	0	233	73	0	0	0	0	0	
7634	674	222	24	0	694	266	0			0	0	
8033	894	0	87	0	843	36	0			0	0	
8462	342	0	41	0	349	48	0			0	0	
8631	362	88	6	0	324	56	0			0	0	
9357	5938	2150	515	0	3385	112	0			0	0	
9553	617	0	4	0	616	3	0			0	0	
9807	68353	15500	871	0	59828	7846	0			0	0	
9955	469	30	24	0	452	37	0			0	0	
10157	832	44	34	0	788	34	0			0	0	
10250	3741	605	44	0	3457	365	0			0	0	
10849	3564	805	23	0	2816	80	0			0	0	
10858	3236	1255	208	0	3336	1919	356			0	0	
11145	1479	315	15	0	1626	477	0			0	0	
11640	1510	252	247	0	1527	516	0			0	0	
11837	1003	-120	52	0	1085	14	0			0	0	
12030	6920	3400	4889	0	6664	8033	0			0	0	
12058	731	186	138	0	705	298	0	0	0	0	0	
12142	1298	270	140	0	1193	305	0			0	0	
12245	836	12	2	0	825	3	0			0	0	
12311	563154	602840	40164	32925	263736	498873	188212			0	0	
12647	558	74	1	0	506	23	0			0	0	
12656	171	3	11	0	182	25	0			0	0	
12937	1141	72	0	0	1072	3	0			0	0	
12946	3972	261	238	0	4156	683	0			0	0	
12955	911	165	2	0	849	105	0			0	0	
13037	2191	0	484	0	2066	359	0			0	0	
13103	7864	1019	80	0	7248	483	0			0	0	
13251	424	118	42	0	398	134	0			0	0	
13457	85	62	23	0	129	129	0			0	0	
14052	647	0	13	0	694	60	0			0	0	
14155	1117	341	111	0	1071	406	0			0	0	
14258	9903	960	9	0	8983	49	0			0	0	
14454	359	35	1	0	329	6	0			0	0	
14650	254	0	68	0	286	100	0			0	0	
14753	522	0	2	0	523	3	0			0	0	
14865	1665	240	4	0	1446	25	0			0	0	
14977	332	0	0	0	333	1	0	0	0	0	0	
15536	42091	0	438	0	40042	1720	3331			0	0	
16337	4543	900	64	0	3966	387	0			0	0	
16458	2029	6	55	0	2027	59	0			0	0	
16551	2356	160	27	0	2422	253	0			0	0	
16748	425	115	25	0	405	120	0			0	0	
16944	247	0	35	0	231	19	0			0	0	
16953	182	40	7	0	151	16	0			0	0	
17110	409	200	0	0	856	647	0			0	0	
17147	15114	4390	911	0	7415	3916	6314			0	0	
17259	123	22	19	0	141	59	0			0	0	
17464	33875	19400	1300	0	23586	10411	0			0	0	
17839	2063	493	136	0	1805	371	0			0	0	
17950	1388	240	46	0	1189	87	0			0	0	
18050	2307	120	85	0	2378	276	0			0	0	
18135	1170	60	3	0	1120	13	0			0	0	
18377	102	0	0	0	102	0	0			0	0	
18827	1304	120	17	0	1288	78	-43			0	0	
18836	1516	172	214	0	1407	277	0			0	0	
18854	197	76	0	0	202	81	0			0	0	
18957	438	146	50	0	526	284	0			0	0	
19356	874	8	31	0	874	39	0			0	0	
19730	22231	3000	81	0	20985	1835	0			0	0	
19936	2169	1246	254	0	1970	1301	0			0	0	
19972	95	0	0	0	95	0	0	0	0	0	0	
20053	688	266	11	0	299	801	913			0	0	
20147	403	602	86	0	388	673	0			0	0	
20259	677	595	53	0	253	224	0			0	0	
20370	1691	130	138	0	1548	125	0			0	0	
20512	482	83	43	0	493	137	0			0	0	
20633	2251	118	55	0	2251	173	0			0	0	
20839	3200	2145	160	0	2110	1215	0			0	0	
20857	278	82	16	0	195	15	0			0	0	
20866	1143	0	3	0	1142	2	0			0	0	
21256	64	-22	59	0	30	3	0			0	0	
21359	141	12	2	0	127	0	0			0	0	
21630	263	5	0	0	261	3	0			0	0	
21658	1099	327	30	0	1003	261	0			0	0	
22048	2529	650	194	0	2906	1221	0			0	0	
22235	4933	1951	94	0	3575	687	0			0	0	
22356	2303	1508	208	0	2000	1413	0			0	0	
22459	928	0	20	0	963	55	0			0	0	
22543	563	65	17	0	507	26	0			0	0	
22552	635	104	20	0	551	40	0			0	0	
22730	685	0	60	0	693	68	0			0	0	
22936	3382	840	131	0	2849	438	0			0	0	
22954	807	138	19	0	853	203	0	0	0	0	0	
23036	7448	2082	38	0	5073	1075	1330			0	0	
23045	231	0	0	0	231	0	0			0	0	
23241	27261	4193	1372	0	21155	5441	5982			0	0	
23456	1070	240	15	0	936	121	0			0	0	
23504	2954	600	68	0	2512	226	0			0	0	
23540	409	30	5	0	393	19	0			0	0	
23643	1754	3762	102	0	1133	3243	0			0	0	
23755	866	161	13	0	790	98	0			0	0	
23812	7817	80	140	0	8186	582	-7			0	0	
24006	3124	240	8	0	2942	66	0			0	0	
24453	1494	827	5	284	946	0	0			0	0	
24659	294	226	21	0	222	175	0			0	0	
24668	1363	95	108	0	1265	105	0			0	0	
24855	33	0	1	0	36	4	0			0	0	
24949	6396	564	74	0	6047	289	0			0	0	
25357	360	125	21	0	280	66	0			0	0	
25647	605	0	1	0	650	46	0			0	0	
25852	2979	0	124	0	3957	1102	0			0	0	
26149	321	0	7	0	335	21	0			0	0	
26242	3012	0	409	0	3101	498	0			0	0	
26457	203	0	0	0	203	0	0			0	0	
26765	228	113	10	0	121	30	14			0	0	
26859	4748	863	130	0	4032	277	0			0	0	
26916	2172	367	101	0	2435	431	-300			0	0	
27548	2412	566	176	0	2291	621	0			0	0	
27614	1209	160	32	0	1204	187	0			0	0	
27838	3005	280	1	0	2745	21	0			0	0	
27847	2824	457	151	0	1941	865	1140			0	0	
28152	360	8	0	0	352	0	0			0	0	
28255	544	120	27	0	517	120	0			0	0	
28349	892	150	28	0	766	52	0			0	0	
28406	1560	306	7	0	1773	526	0			0	0	
28572	863	1637	26	0	442	1242	0	0	0	0	0	
28732	569	77	8	0	504	20	0			0	0	
29104	5163	350	9	0	4960	156	0			40	0	
29252	1143	30	125	0	1139	151	0			0	0	
29636	3968	784	358	0	3712	886	0			0	0	
29850	241	-36	3	0	305	31	0			0	0	
29944	2328	1299	65	0	1101	137	0			0	0	
29953	902	105	18	0	853	74	0			0	0	
30052	279	6	9	0	264	0	0			0	0	
30155	1492	120	6	0	1599	233	0			0	0	
30258	6138	1394	17	0	1390	731	4068			0	0	
30418	15	15	0	0	0	0	0			0	0	
30502	6240	810	205	0	5581	356	0			0	0	
30650	2829	2672	17	0	1874	1734	0			0	0	
30810	786750	756470	161609	0	711886	843215	0	0	219571	0	0	
30856	1498	140	1	0	1485	128	0			0	0	
31134	570	88	46	0	570	134	0			0	0	
31255	1927	-900	148	0	3119	440	0			0	0	
31657	344	150	25	0	612	443	0			0	0	
31826	1720	375	146	0	1911	712	0			0	0	
31835	1302	0	93	0	1347	138	0			0	0	
32159	1607	350	2	0	1409	19	-135			0	0	
32234	272	0	0	0	272	0	0			0	0	
32766	170	0	2	0	196	28	0			0	0	
33147	3506	735	25	0	3049	303	0			0	0	
33259	7509	4736	37	0	5659	2923	0			0	0	
33268	582	0	7	0	598	23	0			0	0	
33549	350	246	2	0	307	205	0			0	0	
33727	2612	121	166	0	2568	243	0			0	0	
33754	41	0	0	0	50	9	0			0	0	
33839	123	7	1	0	133	18	0			0	0	
33857	895	0	30	0	887	22	0			0	0	
34153	12264	6500	1417	0	8628	4323	42			0	0	
34359	475	0	95	0	414	34	0	0	0	0	0	
34425	2347	298	24	0	2235	210	0			0	0	
34434	857	100	11	0	839	93	0			0	0	
34452	293	65	1	0	339	112	0			0	0	
34537	21902	12746	191	0	14915	5950	0			0	0	
34555	812	182	34	0	709	113	0			0	0	
34742	3051	1275	47	0	2318	589	0			0	0	
34836	213	15	3	0	206	11	0			75	0	
34863	231	262	33	0	235	299	0			0	0	
35057	1095	382	295	0	951	533	0			0	0	
35244	6540	-1500	519	0	7668	147	0			0	0	
35301	18216	0	513	0	17603	0	100			0	0	
35570	8858	2350	3	0	6526	21	0			0	0	
35646	316	0	9	0	317	10	0			0	0	
35842	484	130	30	0	467	143	0			0	0	
35936	37	0	3	0	37	3	0			0	0	
36054	10495	1619	354	0	9571	1049	0			0	0	
36344	2044	525	132	0	2029	642	0			0	0	
36456	432	0	83	0	521	172	0			0	0	
36858	1430	-254	10	0	1879	205	0			0	0	
36933	1050	180	129	0	1127	386	0			0	0	
37051	576	318	24	0	508	274	0			0	0	
37341	411	60	1	0	355	5	0			0	0	
37350	229	169	80	0	298	318	0			0	0	
37378	1209	240	0	0	989	20	0			0	0	
37435	8395	1368	165	0	7720	858	0			0	0	
37640	8044	3591	568	0	7129	3244	0			0	0	
