RCFN2133,RCFN2898,IDRSSD,RCON9999
,,126375,2017-06-30
,,126553,2017-06-30
,,126740,2017-06-30
,,126834,2017-06-30
,,127055,2017-06-30
,,127224,2017-06-30
,,128258,2017-06-30
,,128904,2017-06-30
,,129349,2017-06-30
,,129358,2017-06-30
,,129479,2017-06-30
,,129732,2017-06-30
,,129853,2017-06-30
,,129910,2017-06-30
,,130345,2017-06-30
,,130541,2017-06-30
,,130813,2017-06-30
,,131034,2017-06-30
,,131155,2017-06-30
,,131173,2017-06-30
,,131418,2017-06-30
,,131436,2017-06-30
,,131650,2017-06-30
,,131717,2017-06-30
,,131940,2017-06-30
,,132107,2017-06-30
,,132152,2017-06-30
,,132451,2017-06-30
,,132554,2017-06-30
,,132778,2017-06-30
,,132938,2017-06-30
,,133579,2017-06-30
,,133850,2017-06-30
,,133971,2017-06-30
,,134156,2017-06-30
,,134437,2017-06-30
,,134455,2017-06-30
,,134848,2017-06-30
,,135836,2017-06-30
,,135854,2017-06-30
,,136048,2017-06-30
,,136338,2017-06-30
,,136459,2017-06-30
,,136655,2017-06-30
,,137205,2017-06-30
,,137447,2017-06-30
,,137456,2017-06-30
,,137559,2017-06-30
,,137643,2017-06-30
,,137652,2017-06-30
,,137915,2017-06-30
,,138051,2017-06-30
,,138257,2017-06-30
,,138556,2017-06-30
,,138725,2017-06-30
,,139133,2017-06-30
,,139478,2017-06-30
,,139553,2017-06-30
,,139656,2017-06-30
,,139740,2017-06-30
,,139834,2017-06-30
,,139843,2017-06-30
,,139955,2017-06-30
,,140018,2017-06-30
,,140157,2017-06-30
,,140362,2017-06-30
,,140634,2017-06-30
,,141211,2017-06-30
,,141341,2017-06-30
,,141350,2017-06-30
,,141453,2017-06-30
,,141556,2017-06-30
,,141677,2017-06-30
,,141958,2017-06-30
,,142049,2017-06-30
,,142179,2017-06-30
,,142571,2017-06-30
,,142656,2017-06-30
,,142955,2017-06-30
,,143073,2017-06-30
,,143372,2017-06-30
,,143662,2017-06-30
,,143859,2017-06-30
,,143952,2017-06-30
,,144034,2017-06-30
,,144052,2017-06-30
,,144155,2017-06-30
,,144436,2017-06-30
,,144678,2017-06-30
,,144856,2017-06-30
,,144913,2017-06-30
,,145059,2017-06-30
,,145545,2017-06-30
,,145554,2017-06-30
,,145741,2017-06-30
,,145750,2017-06-30
,,145844,2017-06-30
,,145956,2017-06-30
,,146056,2017-06-30
,,146654,2017-06-30
,,146663,2017-06-30
,,146672,2017-06-30
,,146850,2017-06-30
,,147633,2017-06-30
,,147651,2017-06-30
,,147679,2017-06-30
,,147857,2017-06-30
,,147923,2017-06-30
,,148171,2017-06-30
,,148238,2017-06-30
,,148340,2017-06-30
,,148470,2017-06-30
,,148715,2017-06-30
,,148809,2017-06-30
,,148920,2017-06-30
,,149150,2017-06-30
,,150035,2017-06-30
,,150044,2017-06-30
,,150156,2017-06-30
,,150352,2017-06-30
,,150727,2017-06-30
,,151546,2017-06-30
,,151555,2017-06-30
,,151751,2017-06-30
,,151957,2017-06-30
,,152057,2017-06-30
,,152253,2017-06-30
,,152374,2017-06-30
,,152431,2017-06-30
,,152440,2017-06-30
,,153054,2017-06-30
,,153353,2017-06-30
,,154154,2017-06-30
,,154770,2017-06-30
,,155759,2017-06-30
,,155777,2017-06-30
,,156457,2017-06-30
,,156635,2017-06-30
,,156952,2017-06-30
,,156970,2017-06-30
,,157155,2017-06-30
,,157379,2017-06-30
,,157650,2017-06-30
,,157744,2017-06-30
,,157856,2017-06-30
,,158376,2017-06-30
,,158741,2017-06-30
,,159636,2017-06-30
,,159645,2017-06-30
,,159953,2017-06-30
,,159971,2017-06-30
,,160360,2017-06-30
,,160454,2017-06-30
,,160650,2017-06-30
,,160959,2017-06-30
,,161273,2017-06-30
,,161602,2017-06-30
,,162337,2017-06-30
,,163343,2017-06-30
,,163370,2017-06-30
,,163549,2017-06-30
,,163857,2017-06-30
,,164153,2017-06-30
,,164331,2017-06-30
,,164377,2017-06-30
,,164854,2017-06-30
,,164957,2017-06-30
,,164975,2017-06-30
,,165039,2017-06-30
,,165628,2017-06-30
,,165758,2017-06-30
,,165806,2017-06-30
,,166111,2017-06-30
,,166531,2017-06-30
,,166652,2017-06-30
,,166849,2017-06-30
,,167060,2017-06-30
,,167453,2017-06-30
0,0,167565,2017-06-30
,,167752,2017-06-30
,,167864,2017-06-30
,,168357,2017-06-30
,,168571,2017-06-30
,,169327,2017-06-30
,,169354,2017-06-30
,,169653,2017-06-30
,,169756,2017-06-30
,,170257,2017-06-30
,,170275,2017-06-30
,,170332,2017-06-30
,,170640,2017-06-30
41825,318891,171133,2017-06-30
,,171656,2017-06-30
,,171759,2017-06-30
,,171768,2017-06-30
,,172158,2017-06-30
,,172251,2017-06-30
,,172457,2017-06-30
,,172475,2017-06-30
,,172859,2017-06-30
,,173306,2017-06-30
,,173342,2017-06-30
,,173548,2017-06-30
,,173557,2017-06-30
,,173575,2017-06-30
,,173641,2017-06-30
,,173959,2017-06-30
,,174321,2017-06-30
,,174367,2017-06-30
,,174572,2017-06-30
,,175056,2017-06-30
,,175140,2017-06-30
,,175458,2017-06-30
,,175609,2017-06-30
,,175672,2017-06-30
,,176053,2017-06-30
,,176101,2017-06-30
,,176325,2017-06-30
,,176437,2017-06-30
,,176464,2017-06-30
,,176642,2017-06-30
,,177135,2017-06-30
,,177443,2017-06-30
,,177500,2017-06-30
,,177555,2017-06-30
,,177751,2017-06-30
,,177920,2017-06-30
,,177957,2017-06-30
,,178057,2017-06-30
,,178150,2017-06-30
,,178244,2017-06-30
,,178271,2017-06-30
,,178356,2017-06-30
,,178851,2017-06-30
,,179148,2017-06-30
,,179335,2017-06-30
,,179700,2017-06-30
,,180144,2017-06-30
,,180443,2017-06-30
,,180537,2017-06-30
,,180845,2017-06-30
,,181963,2017-06-30
,,182353,2017-06-30
,,182951,2017-06-30
,,183668,2017-06-30
,,183770,2017-06-30
,,183846,2017-06-30
,,183958,2017-06-30
,,184142,2017-06-30
,,184245,2017-06-30
,,184656,2017-06-30
,,184759,2017-06-30
,,185251,2017-06-30
,,185448,2017-06-30
,,185859,2017-06-30
,,186221,2017-06-30
,,186548,2017-06-30
,,186717,2017-06-30
,,186744,2017-06-30
,,186838,2017-06-30
,,186856,2017-06-30
,,187648,2017-06-30
,,187899,2017-06-30
,,187947,2017-06-30
,,188056,2017-06-30
,,188177,2017-06-30
,,188430,2017-06-30
,,188449,2017-06-30
,,188720,2017-06-30
,,188739,2017-06-30
,,188917,2017-06-30
,,188926,2017-06-30
,,189044,2017-06-30
,,189129,2017-06-30
,,189549,2017-06-30
,,189745,2017-06-30
,,189820,2017-06-30
,,189950,2017-06-30
,,190451,2017-06-30
,,190563,2017-06-30
,,190648,2017-06-30
,,190947,2017-06-30
,,190956,2017-06-30
,,191355,2017-06-30
,,191449,2017-06-30
,,191935,2017-06-30
,,192147,2017-06-30
,,192558,2017-06-30
,,192651,2017-06-30
,,192857,2017-06-30
,,193162,2017-06-30
,,193247,2017-06-30
,,193537,2017-06-30
,,193649,2017-06-30
,,193809,2017-06-30
,,194440,2017-06-30
,,194570,2017-06-30
,,194936,2017-06-30
,,195111,2017-06-30
,,195157,2017-06-30
,,195456,2017-06-30
,,196743,2017-06-30
,,196752,2017-06-30
,,196800,2017-06-30
,,197142,2017-06-30
,,197254,2017-06-30
,,197302,2017-06-30
,,197478,2017-06-30
,,197759,2017-06-30
,,198046,2017-06-30
,,198073,2017-06-30
,,198149,2017-06-30
,,198251,2017-06-30
,,198961,2017-06-30
,,199052,2017-06-30
,,199137,2017-06-30
,,199351,2017-06-30
,,199436,2017-06-30
,,199463,2017-06-30
,,200042,2017-06-30
,,200378,2017-06-30
,,200435,2017-06-30
,,200640,2017-06-30
,,201254,2017-06-30
,,201647,2017-06-30
,,201834,2017-06-30
,,202514,2017-06-30
,,202541,2017-06-30
,,202907,2017-06-30
,,203043,2017-06-30
,,203052,2017-06-30
,,203070,2017-06-30
,,203418,2017-06-30
,,203575,2017-06-30
,,204004,2017-06-30
,,204077,2017-06-30
,,204237,2017-06-30
,,204826,2017-06-30
,,205243,2017-06-30
,,205346,2017-06-30
,,205458,2017-06-30
,,205542,2017-06-30
,,205654,2017-06-30
,,206156,2017-06-30
,,206174,2017-06-30
,,206473,2017-06-30
,,206772,2017-06-30
,,206950,2017-06-30
,,207041,2017-06-30
,,207050,2017-06-30
,,207452,2017-06-30
,,207470,2017-06-30
,,207555,2017-06-30
,,207845,2017-06-30
,,207872,2017-06-30
,,207957,2017-06-30
,,208057,2017-06-30
,,208244,2017-06-30
,,208347,2017-06-30
,,208440,2017-06-30
,,208459,2017-06-30
,,208570,2017-06-30
,,208655,2017-06-30
,,208972,2017-06-30
,,209148,2017-06-30
,,209362,2017-06-30
,,209447,2017-06-30
,,209559,2017-06-30
,,209830,2017-06-30
,,209858,2017-06-30
,,210238,2017-06-30
,,210256,2017-06-30
0,14680,210434,2017-06-30
,,210452,2017-06-30
,,210779,2017-06-30
,,211114,2017-06-30
,,211271,2017-06-30
,,211338,2017-06-30
,,211851,2017-06-30
,,212018,2017-06-30
,,212335,2017-06-30
,,212344,2017-06-30
0,0,212465,2017-06-30
,,212522,2017-06-30
,,212577,2017-06-30
,,213471,2017-06-30
,,213538,2017-06-30
,,213912,2017-06-30
,,213958,2017-06-30
,,214106,2017-06-30
,,214414,2017-06-30
,,214722,2017-06-30
,,214807,2017-06-30
,,214843,2017-06-30
,,215345,2017-06-30
,,215354,2017-06-30
,,215653,2017-06-30
,,215662,2017-06-30
,,215710,2017-06-30
,,216164,2017-06-30
,,216230,2017-06-30
,,216632,2017-06-30
,,216922,2017-06-30
,,217059,2017-06-30
,,218131,2017-06-30
,,218261,2017-06-30
,,218850,2017-06-30
,,218878,2017-06-30
,,219044,2017-06-30
,,219343,2017-06-30
,,219651,2017-06-30
,,219679,2017-06-30
,,220059,2017-06-30
,,220527,2017-06-30
,,220844,2017-06-30
,,220974,2017-06-30
,,221476,2017-06-30
,,221775,2017-06-30
,,222156,2017-06-30
,,222446,2017-06-30
,,222558,2017-06-30
,,222754,2017-06-30
,,223005,2017-06-30
,,223322,2017-06-30
,,223331,2017-06-30
,,223452,2017-06-30
,,223751,2017-06-30
,,223845,2017-06-30
,,224552,2017-06-30
,,224954,2017-06-30
,,225054,2017-06-30
,,225157,2017-06-30
,,225241,2017-06-30
,,225335,2017-06-30
,,225559,2017-06-30
,,225942,2017-06-30
,,226949,2017-06-30
,,227151,2017-06-30
,,227179,2017-06-30
,,227357,2017-06-30
,,227656,2017-06-30
,,227777,2017-06-30
,,228000,2017-06-30
,,228055,2017-06-30
,,228158,2017-06-30
,,228279,2017-06-30
,,228345,2017-06-30
,,229070,2017-06-30
,,229173,2017-06-30
,,229342,2017-06-30
,,229454,2017-06-30
,,229801,2017-06-30
324046,17416,229913,2017-06-30
,,230423,2017-06-30
,,230610,2017-06-30
,,230759,2017-06-30
,,231149,2017-06-30
,,231279,2017-06-30
,,231336,2017-06-30
,,231671,2017-06-30
,,232258,2017-06-30
,,232847,2017-06-30
,,232856,2017-06-30
,,233031,2017-06-30
,,233246,2017-06-30
,,233358,2017-06-30
,,233442,2017-06-30
,,233451,2017-06-30
,,233527,2017-06-30
,,233554,2017-06-30
,,234355,2017-06-30
,,234506,2017-06-30
,,234739,2017-06-30
,,234841,2017-06-30
,,235174,2017-06-30
,,235231,2017-06-30
,,235316,2017-06-30
,,235446,2017-06-30
,,235530,2017-06-30
,,235558,2017-06-30
,,235950,2017-06-30
,,236153,2017-06-30
,,236256,2017-06-30
,,236603,2017-06-30
,,236706,2017-06-30
,,236957,2017-06-30
,,237066,2017-06-30
,,237619,2017-06-30
,,237954,2017-06-30
,,238139,2017-06-30
,,238250,2017-06-30
,,238737,2017-06-30
,,239275,2017-06-30
,,239556,2017-06-30
,,239613,2017-06-30
,,239659,2017-06-30
,,239752,2017-06-30
,,240954,2017-06-30
,,241009,2017-06-30
,,241157,2017-06-30
,,241559,2017-06-30
,,241607,2017-06-30
,,242257,2017-06-30
,,242444,2017-06-30
,,242949,2017-06-30
,,242958,2017-06-30
,,242976,2017-06-30
,,243375,2017-06-30
,,243414,2017-06-30
,,243955,2017-06-30
,,244037,2017-06-30
,,244149,2017-06-30
,,244158,2017-06-30
,,244251,2017-06-30
30359,203828,245016,2017-06-30
,,245276,2017-06-30
,,245351,2017-06-30
,,245557,2017-06-30
,,246022,2017-06-30
,,246134,2017-06-30
,,246237,2017-06-30
,,246451,2017-06-30
,,246657,2017-06-30
,,246947,2017-06-30
,,246956,2017-06-30
,,247140,2017-06-30
,,247355,2017-06-30
,,247476,2017-06-30
,,247551,2017-06-30
,,247908,2017-06-30
,,248240,2017-06-30
,,248352,2017-06-30
,,248455,2017-06-30
,,248633,2017-06-30
,,248745,2017-06-30
,,249416,2017-06-30
,,249564,2017-06-30
,,249612,2017-06-30
,,249658,2017-06-30
,,249957,2017-06-30
,,250047,2017-06-30
,,250430,2017-06-30
,,250476,2017-06-30
,,250850,2017-06-30
,,251352,2017-06-30
,,251558,2017-06-30
,,251745,2017-06-30
,,251857,2017-06-30
,,251978,2017-06-30
,,252041,2017-06-30
,,252256,2017-06-30
,,252452,2017-06-30
,,252658,2017-06-30
,,253356,2017-06-30
,,253468,2017-06-30
,,253646,2017-06-30
,,253730,2017-06-30
,,253776,2017-06-30
,,254317,2017-06-30
,,254504,2017-06-30
,,254849,2017-06-30
,,255350,2017-06-30
,,255547,2017-06-30
,,255556,2017-06-30
,,255574,2017-06-30
,,255659,2017-06-30
,,255873,2017-06-30
,,256049,2017-06-30
,,256058,2017-06-30
,,256076,2017-06-30
,,256179,2017-06-30
,,256553,2017-06-30
,,257233,2017-06-30
,,257345,2017-06-30
,,257466,2017-06-30
,,257578,2017-06-30
,,257653,2017-06-30
,,257756,2017-06-30
,,258146,2017-06-30
,,258306,2017-06-30
,,258379,2017-06-30
,,258445,2017-06-30
,,258539,2017-06-30
,,258771,2017-06-30
,,258874,2017-06-30
,,259059,2017-06-30
,,259330,2017-06-30
,,259442,2017-06-30
,,259956,2017-06-30
,,260055,2017-06-30
,,260831,2017-06-30
,,260868,2017-06-30
,,261146,2017-06-30
,,261360,2017-06-30
,,261940,2017-06-30
,,262059,2017-06-30
,,262237,2017-06-30
,,262358,2017-06-30
,,262741,2017-06-30
,,262844,2017-06-30
,,262956,2017-06-30
,,263243,2017-06-30
,,263551,2017-06-30
,,263627,2017-06-30
,,264455,2017-06-30
,,264772,2017-06-30
,,265340,2017-06-30
,,265407,2017-06-30
,,265452,2017-06-30
