RCFN2133,RCFN2898,IDRSSD,RCON9999
,,271631,2018-06-30
,,271752,2018-06-30
,,272030,2018-06-30
,,272058,2018-06-30
,,272151,2018-06-30
,,272272,2018-06-30
,,272302,2018-06-30
,,273336,2018-06-30
,,273550,2018-06-30
,,273653,2018-06-30
,,273662,2018-06-30
,,273840,2018-06-30
,,273859,2018-06-30
,,274025,2018-06-30
,,274052,2018-06-30
,,274164,2018-06-30
,,274548,2018-06-30
,,274641,2018-06-30
,,274829,2018-06-30
,,274856,2018-06-30
,,275255,2018-06-30
,,275358,2018-06-30
,,275479,2018-06-30
,,275657,2018-06-30
,,276074,2018-06-30
,,276159,2018-06-30
,,276551,2018-06-30
,,276579,2018-06-30
,,276645,2018-06-30
,,276654,2018-06-30
,,276850,2018-06-30
,,276953,2018-06-30
,,277053,2018-06-30
,,277240,2018-06-30
,,277277,2018-06-30
,,277679,2018-06-30
,,277736,2018-06-30
,,277820,2018-06-30
,,278078,2018-06-30
,,278153,2018-06-30
,,278256,2018-06-30
,,278555,2018-06-30
,,278733,2018-06-30
,,278751,2018-06-30
,,278818,2018-06-30
,,278872,2018-06-30
,,279105,2018-06-30
,,279842,2018-06-30
,,279954,2018-06-30
0,0,280110,2018-06-30
,,280138,2018-06-30
,,280352,2018-06-30
,,280558,2018-06-30
,,282048,2018-06-30
,,282075,2018-06-30
,,282226,2018-06-30
,,282824,2018-06-30
,,283157,2018-06-30
,,283438,2018-06-30
,,283652,2018-06-30
,,283737,2018-06-30
,,283858,2018-06-30
,,283867,2018-06-30
,,284154,2018-06-30
,,284239,2018-06-30
,,284248,2018-06-30
,,284556,2018-06-30
,,284752,2018-06-30
,,284958,2018-06-30
,,285151,2018-06-30
,,285348,2018-06-30
,,285544,2018-06-30
,,285553,2018-06-30
,,285740,2018-06-30
,,285759,2018-06-30
,,285777,2018-06-30
,,285852,2018-06-30
,,285928,2018-06-30
,,286251,2018-06-30
,,286457,2018-06-30
,,286840,2018-06-30
,,287007,2018-06-30
,,287342,2018-06-30
,,287856,2018-06-30
,,287922,2018-06-30
,,287959,2018-06-30
,,288152,2018-06-30
,,288358,2018-06-30
,,288376,2018-06-30
,,288853,2018-06-30
,,289056,2018-06-30
,,289225,2018-06-30
,,289515,2018-06-30
,,289702,2018-06-30
,,289739,2018-06-30
,,289757,2018-06-30
,,290052,2018-06-30
,,290230,2018-06-30
,,290249,2018-06-30
,,290838,2018-06-30
,,290922,2018-06-30
,,291059,2018-06-30
,,291273,2018-06-30
,,291330,2018-06-30
,,291376,2018-06-30
,,291611,2018-06-30
,,291732,2018-06-30
,,292234,2018-06-30
,,292467,2018-06-30
,,292850,2018-06-30
,,292908,2018-06-30
,,293053,2018-06-30
,,293352,2018-06-30
,,293437,2018-06-30
,,293651,2018-06-30
,,293754,2018-06-30
,,294023,2018-06-30
,,294564,2018-06-30
,,294676,2018-06-30
,,294751,2018-06-30
,,294779,2018-06-30
,,294827,2018-06-30
,,295011,2018-06-30
,,295057,2018-06-30
,,295646,2018-06-30
,,296456,2018-06-30
,,296474,2018-06-30
,,296559,2018-06-30
,,296755,2018-06-30
,,296858,2018-06-30
,,297051,2018-06-30
,,297257,2018-06-30
,,297547,2018-06-30
,,297631,2018-06-30
,,297761,2018-06-30
,,298049,2018-06-30
,,298218,2018-06-30
,,298245,2018-06-30
,,299046,2018-06-30
,,299251,2018-06-30
,,299868,2018-06-30
,,300009,2018-06-30
,,300036,2018-06-30
,,300063,2018-06-30
,,300157,2018-06-30
,,300353,2018-06-30
,,300456,2018-06-30
,,300933,2018-06-30
,,300942,2018-06-30
,,300960,2018-06-30
,,301574,2018-06-30
,,301800,2018-06-30
,,302030,2018-06-30
,,302133,2018-06-30
,,302553,2018-06-30
,,302656,2018-06-30
,,303550,2018-06-30
,,303653,2018-06-30
,,303701,2018-06-30
,,303747,2018-06-30
,,303952,2018-06-30
,,304155,2018-06-30
,,304173,2018-06-30
,,304520,2018-06-30
,,304575,2018-06-30
,,304762,2018-06-30
,,304913,2018-06-30
,,305059,2018-06-30
,,305077,2018-06-30
,,305152,2018-06-30
,,305237,2018-06-30
,,305433,2018-06-30
,,305442,2018-06-30
,,305648,2018-06-30
,,305750,2018-06-30
,,306056,2018-06-30
,,306140,2018-06-30
,,306159,2018-06-30
,,306270,2018-06-30
,,306337,2018-06-30
,,306908,2018-06-30
,,307062,2018-06-30
,,307334,2018-06-30
,,307361,2018-06-30
,,307679,2018-06-30
,,307932,2018-06-30
,,308256,2018-06-30
,,308340,2018-06-30
,,308836,2018-06-30
,,309150,2018-06-30
,,309655,2018-06-30
,,309851,2018-06-30
,,310071,2018-06-30
,,310754,2018-06-30
,,310950,2018-06-30
,,310978,2018-06-30
,,311050,2018-06-30
,,311144,2018-06-30
,,311256,2018-06-30
,,311265,2018-06-30
,,311603,2018-06-30
,,311649,2018-06-30
,,311658,2018-06-30
,,311845,2018-06-30
,,311939,2018-06-30
,,312244,2018-06-30
,,312356,2018-06-30
,,312730,2018-06-30
,,313009,2018-06-30
,,313157,2018-06-30
,,313223,2018-06-30
,,313401,2018-06-30
,,313577,2018-06-30
,,314257,2018-06-30
,,314444,2018-06-30
,,315357,2018-06-30
,,315656,2018-06-30
,,316354,2018-06-30
,,316840,2018-06-30
,,316859,2018-06-30
,,316934,2018-06-30
,,317258,2018-06-30
,,317342,2018-06-30
,,317379,2018-06-30
,,317650,2018-06-30
,,318639,2018-06-30
,,318835,2018-06-30
,,318947,2018-06-30
,,318974,2018-06-30
,,319047,2018-06-30
,,319458,2018-06-30
,,319551,2018-06-30
,,320034,2018-06-30
,,320052,2018-06-30
,,320070,2018-06-30
,,320119,2018-06-30
,,321152,2018-06-30
,,321255,2018-06-30
,,321273,2018-06-30
,,321330,2018-06-30
,,321947,2018-06-30
,,322056,2018-06-30
,,322449,2018-06-30
,,322476,2018-06-30
,,322551,2018-06-30
,,322757,2018-06-30
,,322850,2018-06-30
,,323204,2018-06-30
,,323651,2018-06-30
,,324153,2018-06-30
,,324229,2018-06-30
,,324256,2018-06-30
,,324274,2018-06-30
,,324340,2018-06-30
,,324854,2018-06-30
,,324863,2018-06-30
,,324975,2018-06-30
,,325141,2018-06-30
,,325459,2018-06-30
,,325534,2018-06-30
,,326054,2018-06-30
,,326344,2018-06-30
,,326858,2018-06-30
,,326979,2018-06-30
,,327220,2018-06-30
,,327305,2018-06-30
,,327435,2018-06-30
,,327556,2018-06-30
,,327855,2018-06-30
,,328058,2018-06-30
,,328357,2018-06-30
,,328656,2018-06-30
,,328777,2018-06-30
,,329149,2018-06-30
,,329345,2018-06-30
,,329550,2018-06-30
,,329952,2018-06-30
,,330239,2018-06-30
,,330248,2018-06-30
,,330855,2018-06-30
,,330873,2018-06-30
,,330949,2018-06-30
,,331076,2018-06-30
,,331375,2018-06-30
,,331544,2018-06-30
,,331553,2018-06-30
,,331713,2018-06-30
,,332055,2018-06-30
,,332224,2018-06-30
,,332345,2018-06-30
,,332402,2018-06-30
,,332671,2018-06-30
,,332756,2018-06-30
,,333034,2018-06-30
,,333203,2018-06-30
,,333650,2018-06-30
,,333856,2018-06-30
,,333940,2018-06-30
,,334264,2018-06-30
,,334648,2018-06-30
,,334657,2018-06-30
,,335346,2018-06-30
,,335355,2018-06-30
,,336147,2018-06-30
,,336361,2018-06-30
,,336576,2018-06-30
,,336950,2018-06-30
,,337247,2018-06-30
,,337340,2018-06-30
,,338178,2018-06-30
,,338646,2018-06-30
,,338851,2018-06-30
,,338945,2018-06-30
,,339054,2018-06-30
,,339072,2018-06-30
,,339353,2018-06-30
,,339456,2018-06-30
,,339607,2018-06-30
,,339773,2018-06-30
,,339858,2018-06-30
,,339876,2018-06-30
,,340135,2018-06-30
,,340144,2018-06-30
,,340256,2018-06-30
,,340443,2018-06-30
,,340742,2018-06-30
,,340751,2018-06-30
,,341310,2018-06-30
,,342054,2018-06-30
,,342362,2018-06-30
,,342410,2018-06-30
,,342634,2018-06-30
,,343051,2018-06-30
,,343248,2018-06-30
,,343257,2018-06-30
,,343378,2018-06-30
,,343770,2018-06-30
,,343903,2018-06-30
,,343958,2018-06-30
,,344647,2018-06-30
,,344816,2018-06-30
,,344852,2018-06-30
,,345309,2018-06-30
,,345345,2018-06-30
,,345747,2018-06-30
,,345756,2018-06-30
,,345877,2018-06-30
,,346379,2018-06-30
,,346566,2018-06-30
,,346771,2018-06-30
,,347022,2018-06-30
,,347639,2018-06-30
,,347956,2018-06-30
,,348159,2018-06-30
,,348207,2018-06-30
,,348551,2018-06-30
,,348720,2018-06-30
,,349129,2018-06-30
,,349343,2018-06-30
,,349370,2018-06-30
,,350572,2018-06-30
,,350657,2018-06-30
,,350750,2018-06-30
,,351131,2018-06-30
,,351560,2018-06-30
,,351878,2018-06-30
,,352035,2018-06-30
,,352370,2018-06-30
,,352651,2018-06-30
,,352745,2018-06-30
,,352772,2018-06-30
,,352820,2018-06-30
,,353238,2018-06-30
,,353546,2018-06-30
,,353555,2018-06-30
,,353724,2018-06-30
,,353957,2018-06-30
,,354057,2018-06-30
,,354253,2018-06-30
,,354310,2018-06-30
,,354552,2018-06-30
,,354851,2018-06-30
,,355120,2018-06-30
,,355559,2018-06-30
,,355858,2018-06-30
,,356239,2018-06-30
,,356659,2018-06-30
,,356752,2018-06-30
,,357151,2018-06-30
,,357526,2018-06-30
,,357553,2018-06-30
,,357777,2018-06-30
,,357937,2018-06-30
,,358112,2018-06-30
,,358448,2018-06-30
,,358756,2018-06-30
,,359324,2018-06-30
,,359472,2018-06-30
,,359650,2018-06-30
,,359744,2018-06-30
,,359838,2018-06-30
,,360777,2018-06-30
,,361055,2018-06-30
,,361167,2018-06-30
,,361279,2018-06-30
,,361354,2018-06-30
,,361439,2018-06-30
,,361653,2018-06-30
,,362043,2018-06-30
,,362155,2018-06-30
,,362717,2018-06-30
,,362856,2018-06-30
,,362940,2018-06-30
,,363442,2018-06-30
,,363648,2018-06-30
,,363657,2018-06-30
,,363778,2018-06-30
,,364131,2018-06-30
,,364270,2018-06-30
,,364430,2018-06-30
,,364449,2018-06-30
,,364850,2018-06-30
,,365325,2018-06-30
,,365576,2018-06-30
,,365745,2018-06-30
,,365848,2018-06-30
,,365950,2018-06-30
,,366078,2018-06-30
,,366238,2018-06-30
,,366247,2018-06-30
,,366359,2018-06-30
,,366658,2018-06-30
,,366854,2018-06-30
,,367150,2018-06-30
,,367178,2018-06-30
,,367431,2018-06-30
,,367543,2018-06-30
,,367954,2018-06-30
,,368054,2018-06-30
,,368344,2018-06-30
,,368522,2018-06-30
,,368933,2018-06-30
,,368951,2018-06-30
,,369453,2018-06-30
,,369659,2018-06-30
,,370020,2018-06-30
,,370271,2018-06-30
,,370347,2018-06-30
,,370721,2018-06-30
,,370833,2018-06-30
,,370954,2018-06-30
,,371223,2018-06-30
,,371232,2018-06-30
,,371362,2018-06-30
,,371559,2018-06-30
,,371755,2018-06-30
,,371849,2018-06-30
,,371924,2018-06-30
,,371942,2018-06-30
,,372444,2018-06-30
,,372538,2018-06-30
,,372640,2018-06-30
,,372855,2018-06-30
,,373058,2018-06-30
,,373115,2018-06-30
,,373272,2018-06-30
,,373553,2018-06-30
,,373601,2018-06-30
,,374130,2018-06-30
,,374354,2018-06-30
,,374653,2018-06-30
,,374774,2018-06-30
,,375034,2018-06-30
,,375043,2018-06-30
,,375379,2018-06-30
,,375502,2018-06-30
,,375566,2018-06-30
,,375650,2018-06-30
,,376237,2018-06-30
,,376273,2018-06-30
,,376442,2018-06-30
,,376947,2018-06-30
,,377663,2018-06-30
,,377850,2018-06-30
,,377908,2018-06-30
,,378044,2018-06-30
,,378110,2018-06-30
,,379050,2018-06-30
,,379153,2018-06-30
,,379171,2018-06-30
,,379470,2018-06-30
,,379649,2018-06-30
,,379920,2018-06-30
,,380346,2018-06-30
,,380458,2018-06-30
,,380533,2018-06-30
,,380654,2018-06-30
,,380841,2018-06-30
,,380878,2018-06-30
,,380944,2018-06-30
,,381026,2018-06-30
,,381343,2018-06-30
,,381839,2018-06-30
,,381932,2018-06-30
,,381950,2018-06-30
,,382050,2018-06-30
,,382069,2018-06-30
,,382256,2018-06-30
,,382274,2018-06-30
,,382443,2018-06-30
,,382537,2018-06-30
,,382649,2018-06-30
,,382658,2018-06-30
,,382742,2018-06-30
,,382854,2018-06-30
,,384018,2018-06-30
,,384278,2018-06-30
,,384353,2018-06-30
,,384652,2018-06-30
,,384830,2018-06-30
,,385350,2018-06-30
,,385471,2018-06-30
,,385547,2018-06-30
,,385686,2018-06-30
,,386432,2018-06-30
,,386450,2018-06-30
,,386731,2018-06-30
,,386825,2018-06-30
,,386852,2018-06-30
,,387055,2018-06-30
,,387671,2018-06-30
,,388155,2018-06-30
,,388258,2018-06-30
,,388557,2018-06-30
,,388744,2018-06-30
,,388753,2018-06-30
,,388874,2018-06-30
,,388940,2018-06-30
,,389059,2018-06-30
,,389358,2018-06-30
,,389376,2018-06-30
,,389826,2018-06-30
,,390336,2018-06-30
,,390372,2018-06-30
,,390840,2018-06-30
,,391418,2018-06-30
,,391557,2018-06-30
,,391575,2018-06-30
,,391959,2018-06-30
,,391977,2018-06-30
,,392152,2018-06-30
,,392255,2018-06-30
,,392778,2018-06-30
,,393252,2018-06-30
,,393355,2018-06-30
,,393850,2018-06-30
,,393953,2018-06-30
,,394156,2018-06-30
,,394259,2018-06-30
,,395238,2018-06-30
,,395274,2018-06-30
,,396057,2018-06-30
,,396244,2018-06-30
,,396253,2018-06-30
,,396356,2018-06-30
,,396954,2018-06-30
,,397456,2018-06-30
,,397531,2018-06-30
,,397540,2018-06-30
,,397559,2018-06-30
,,397755,2018-06-30
,,397858,2018-06-30
,,398051,2018-06-30
,,398248,2018-06-30
,,398631,2018-06-30
,,398668,2018-06-30
,,398837,2018-06-30
,,399357,2018-06-30
,,399517,2018-06-30
,,399731,2018-06-30
,,399973,2018-06-30
,,400057,2018-06-30
,,400141,2018-06-30
,,400365,2018-06-30
,,400767,2018-06-30
,,400945,2018-06-30
,,401072,2018-06-30
,,401559,2018-06-30
,,401755,2018-06-30
,,401906,2018-06-30
,,401951,2018-06-30
,,402462,2018-06-30
,,402846,2018-06-30
,,402873,2018-06-30
,,403067,2018-06-30
,,403106,2018-06-30
,,403151,2018-06-30
,,403179,2018-06-30
,,403254,2018-06-30
,,403357,2018-06-30
,,403656,2018-06-30
,,403870,2018-06-30
,,403946,2018-06-30
,,404653,2018-06-30
,,404943,2018-06-30
,,406022,2018-06-30
,,406059,2018-06-30
,,406666,2018-06-30
,,406778,2018-06-30
,,406974,2018-06-30
,,407168,2018-06-30
,,407506,2018-06-30
,,407645,2018-06-30
,,407850,2018-06-30
,,408307,2018-06-30
,,408642,2018-06-30
,,408875,2018-06-30
,,409265,2018-06-30
,,410159,2018-06-30
,,410560,2018-06-30
,,410748,2018-06-30
,,410917,2018-06-30
,,410944,2018-06-30
,,411062,2018-06-30
,,411174,2018-06-30
,,411231,2018-06-30
,,411240,2018-06-30
,,411473,2018-06-30
,,411512,2018-06-30
,,411549,2018-06-30
,,411576,2018-06-30
,,411624,2018-06-30
,,411651,2018-06-30
,,412153,2018-06-30
,,412452,2018-06-30
,,412555,2018-06-30
,,412667,2018-06-30
,,412751,2018-06-30
,,412845,2018-06-30
,,412872,2018-06-30
,,413141,2018-06-30
283350,6122118,413208,2018-06-30
,,413347,2018-06-30
,,413543,2018-06-30
,,413646,2018-06-30
,,413673,2018-06-30
,,413758,2018-06-30
,,413851,2018-06-30
,,414102,2018-06-30
,,414652,2018-06-30
,,414764,2018-06-30
,,414858,2018-06-30
,,415770,2018-06-30
,,415855,2018-06-30
,,416245,2018-06-30
,,416272,2018-06-30
,,416339,2018-06-30
,,416357,2018-06-30
,,416656,2018-06-30
,,416674,2018-06-30
,,416973,2018-06-30
,,417626,2018-06-30
,,417710,2018-06-30
,,418100,2018-06-30
,,418249,2018-06-30
,,418436,2018-06-30
,,418856,2018-06-30
,,419255,2018-06-30
,,419406,2018-06-30
,,419460,2018-06-30
,,419675,2018-06-30
,,419947,2018-06-30
,,420578,2018-06-30
,,420644,2018-06-30
,,420653,2018-06-30
,,420877,2018-06-30
,,421445,2018-06-30
,,421539,2018-06-30
,,422059,2018-06-30
,,422116,2018-06-30
,,422433,2018-06-30
,,422657,2018-06-30
,,423159,2018-06-30
,,423449,2018-06-30
,,423636,2018-06-30
,,423739,2018-06-30
,,423841,2018-06-30
,,424156,2018-06-30
,,424240,2018-06-30
,,424352,2018-06-30
,,424437,2018-06-30
,,424633,2018-06-30
,,425050,2018-06-30
,,425108,2018-06-30
,,425818,2018-06-30
,,425845,2018-06-30
,,425911,2018-06-30
,,426057,2018-06-30
,,426141,2018-06-30
,,426534,2018-06-30
,,426758,2018-06-30
,,426945,2018-06-30
,,427241,2018-06-30
,,427353,2018-06-30
,,427858,2018-06-30
,,427960,2018-06-30
,,428060,2018-06-30
,,428462,2018-06-30
,,428471,2018-06-30
,,428547,2018-06-30
,,428855,2018-06-30
,,429021,2018-06-30
,,429487,2018-06-30
,,430036,2018-06-30
,,430054,2018-06-30
,,430344,2018-06-30
,,431172,2018-06-30
,,431323,2018-06-30
,,431350,2018-06-30
,,431846,2018-06-30
,,431958,2018-06-30
,,432012,2018-06-30
,,432058,2018-06-30
,,432432,2018-06-30
,,433158,2018-06-30
,,433505,2018-06-30
,,433550,2018-06-30
,,433608,2018-06-30
,,433859,2018-06-30
,,433943,2018-06-30
,,434203,2018-06-30
,,434539,2018-06-30
,,435059,2018-06-30
,,435077,2018-06-30
,,435255,2018-06-30
,,435666,2018-06-30
,,435750,2018-06-30
,,436159,2018-06-30
,,436542,2018-06-30
,,436739,2018-06-30
,,436953,2018-06-30
,,437044,2018-06-30
,,437914,2018-06-30
,,438050,2018-06-30
,,438434,2018-06-30
,,439132,2018-06-30
,,439338,2018-06-30
,,439356,2018-06-30
,,439404,2018-06-30
,,439730,2018-06-30
,,440857,2018-06-30
,,440978,2018-06-30
,,441050,2018-06-30
,,441078,2018-06-30
,,441135,2018-06-30
,,441256,2018-06-30
,,441359,2018-06-30
,,441434,2018-06-30
,,441470,2018-06-30
,,441630,2018-06-30
,,442011,2018-06-30
,,442057,2018-06-30
,,442244,2018-06-30
,,442655,2018-06-30
,,442806,2018-06-30
,,443148,2018-06-30
,,443205,2018-06-30
,,443353,2018-06-30
,,443625,2018-06-30
,,443634,2018-06-30
,,444350,2018-06-30
,,444556,2018-06-30
,,444677,2018-06-30
,,444958,2018-06-30
,,445674,2018-06-30
,,445777,2018-06-30
,,445852,2018-06-30
,,445955,2018-06-30
,,446130,2018-06-30
,,446149,2018-06-30
,,446176,2018-06-30
,,446877,2018-06-30
,,447070,2018-06-30
,,447100,2018-06-30
,,447557,2018-06-30
,,447874,2018-06-30
,,448040,2018-06-30
,,448554,2018-06-30
,,449038,2018-06-30
,,449430,2018-06-30
,,449832,2018-06-30
,,449841,2018-06-30
,,449935,2018-06-30
,,450472,2018-06-30
,,450632,2018-06-30
,,450669,2018-06-30
,,450753,2018-06-30
,,450856,2018-06-30
,,450959,2018-06-30
,,451068,2018-06-30
,,451246,2018-06-30
,,451273,2018-06-30
0,36021000,451965,2018-06-30
,,452104,2018-06-30
,,452159,2018-06-30
,,452739,2018-06-30
,,452841,2018-06-30
,,452850,2018-06-30
,,453147,2018-06-30
,,453370,2018-06-30
,,453446,2018-06-30
,,453839,2018-06-30
,,454340,2018-06-30
,,454546,2018-06-30
,,454658,2018-06-30
,,454676,2018-06-30
,,454975,2018-06-30
,,455150,2018-06-30
,,455253,2018-06-30
,,455459,2018-06-30
,,455477,2018-06-30
,,455552,2018-06-30
,,455945,2018-06-30
,,455972,2018-06-30
,,456045,2018-06-30
,,456054,2018-06-30
,,456157,2018-06-30
,,456250,2018-06-30
,,456344,2018-06-30
,,456755,2018-06-30
,,457060,2018-06-30
,,457220,2018-06-30
,,457426,2018-06-30
,,457752,2018-06-30
,,458142,2018-06-30
,,458544,2018-06-30
,,458553,2018-06-30
,,458665,2018-06-30
,,458946,2018-06-30
,,459130,2018-06-30
,,459354,2018-06-30
,,459372,2018-06-30
,,459644,2018-06-30
,,459671,2018-06-30
,,460033,2018-06-30
,,460275,2018-06-30
,,460332,2018-06-30
,,460341,2018-06-30
,,460350,2018-06-30
,,460556,2018-06-30
,,460770,2018-06-30
,,461058,2018-06-30
,,462774,2018-06-30
,,463203,2018-06-30
,,463342,2018-06-30
,,463605,2018-06-30
,,463650,2018-06-30
,,463735,2018-06-30
,,463977,2018-06-30
,,464255,2018-06-30
,,464853,2018-06-30
,,465038,2018-06-30
,,465243,2018-06-30
,,465337,2018-06-30
,,465524,2018-06-30
,,465618,2018-06-30
,,465672,2018-06-30
,,466044,2018-06-30
,,466240,2018-06-30
,,466754,2018-06-30
,,466857,2018-06-30
,,466932,2018-06-30
,,467144,2018-06-30
,,467265,2018-06-30
,,467470,2018-06-30
,,467658,2018-06-30
,,467733,2018-06-30
,,468673,2018-06-30
,,468806,2018-06-30
,,469250,2018-06-30
,,469559,2018-06-30
,,469737,2018-06-30
,,470032,2018-06-30
,,470050,2018-06-30
,,470434,2018-06-30
,,470452,2018-06-30
,,471057,2018-06-30
,,472018,2018-06-30
,,472045,2018-06-30
,,472148,2018-06-30
,,472250,2018-06-30
,,472531,2018-06-30
,,472616,2018-06-30
,,472643,2018-06-30
,,472951,2018-06-30
,,472979,2018-06-30
,,473042,2018-06-30
,,473257,2018-06-30
,,473266,2018-06-30
,,473501,2018-06-30
,,473930,2018-06-30
,,474058,2018-06-30
,,474245,2018-06-30
,,474254,2018-06-30
,,474357,2018-06-30
,,474450,2018-06-30
,,474544,2018-06-30
,,474656,2018-06-30
,,474759,2018-06-30
,,474777,2018-06-30
,,474919,2018-06-30
,,475046,2018-06-30
,,475345,2018-06-30
,,475354,2018-06-30
,,475653,2018-06-30
,,475756,2018-06-30
,,476342,2018-06-30
,,476445,2018-06-30
,,476472,2018-06-30
,,476539,2018-06-30
5238000,24269000,476810,2018-06-30
,,477303,2018-06-30
,,477321,2018-06-30
,,477349,2018-06-30
,,477376,2018-06-30
,,477639,2018-06-30
,,477648,2018-06-30
,,477844,2018-06-30
,,478140,2018-06-30
,,478195,2018-06-30
,,478252,2018-06-30
,,478430,2018-06-30
,,478533,2018-06-30
,,478766,2018-06-30
,,479071,2018-06-30
,,479268,2018-06-30
,,479370,2018-06-30
,,479446,2018-06-30
,,479567,2018-06-30
,,479754,2018-06-30
,,479839,2018-06-30
,,480059,2018-06-30
8298000,108000,480228,2018-06-30
,,480246,2018-06-30
,,480330,2018-06-30
,,480433,2018-06-30
,,480723,2018-06-30
,,480808,2018-06-30
,,480853,2018-06-30
,,481140,2018-06-30
,,481159,2018-06-30
,,481177,2018-06-30
,,481430,2018-06-30
,,481542,2018-06-30
,,481579,2018-06-30
,,481627,2018-06-30
,,481748,2018-06-30
,,481944,2018-06-30
,,482053,2018-06-30
,,482156,2018-06-30
,,482370,2018-06-30
,,482446,2018-06-30
,,483274,2018-06-30
,,483537,2018-06-30
,,483751,2018-06-30
,,484057,2018-06-30
,,484141,2018-06-30
,,484776,2018-06-30
,,484927,2018-06-30
,,485054,2018-06-30
,,485139,2018-06-30
,,485214,2018-06-30
,,485456,2018-06-30
,,485559,2018-06-30
,,487142,2018-06-30
,,487357,2018-06-30
,,487843,2018-06-30
,,488318,2018-06-30
,,488420,2018-06-30
,,488653,2018-06-30
,,488756,2018-06-30
,,489155,2018-06-30
,,489249,2018-06-30
,,489548,2018-06-30
,,489623,2018-06-30
,,489641,2018-06-30
,,489913,2018-06-30
,,490179,2018-06-30
,,490348,2018-06-30
,,490450,2018-06-30
,,490535,2018-06-30
,,490843,2018-06-30
,,490955,2018-06-30
,,491224,2018-06-30
,,491251,2018-06-30
,,491402,2018-06-30
,,491653,2018-06-30
,,491934,2018-06-30
,,492650,2018-06-30
,,492810,2018-06-30
,,493077,2018-06-30
,,493152,2018-06-30
,,493741,2018-06-30
,,493844,2018-06-30
,,494168,2018-06-30
,,494261,2018-06-30
,,494654,2018-06-30
,,495044,2018-06-30
,,495419,2018-06-30
,,495558,2018-06-30
,,496434,2018-06-30
,,496845,2018-06-30
,,496957,2018-06-30
,,497039,2018-06-30
,,497404,2018-06-30
,,497570,2018-06-30
,,497655,2018-06-30
,,497851,2018-06-30
,,497954,2018-06-30
,,498148,2018-06-30
,,498317,2018-06-30
,,498362,2018-06-30
,,498456,2018-06-30
,,498531,2018-06-30
,,498625,2018-06-30
,,498942,2018-06-30
,,499154,2018-06-30
,,499453,2018-06-30
,,499501,2018-06-30
,,499743,2018-06-30
,,499752,2018-06-30
,,499855,2018-06-30
,,500256,2018-06-30
,,500658,2018-06-30
0,0,501105,2018-06-30
,,501132,2018-06-30
,,501459,2018-06-30
,,501655,2018-06-30
,,501767,2018-06-30
,,501815,2018-06-30
,,502111,2018-06-30
,,502353,2018-06-30
,,502447,2018-06-30
,,502559,2018-06-30
,,502652,2018-06-30
,,502746,2018-06-30
,,502849,2018-06-30
,,503547,2018-06-30
,,503640,2018-06-30
,,504142,2018-06-30
,,504311,2018-06-30
,,504535,2018-06-30
,,504647,2018-06-30
,,504713,2018-06-30
,,505550,2018-06-30
,,505831,2018-06-30
,,505916,2018-06-30
,,506052,2018-06-30
,,506249,2018-06-30
,,506922,2018-06-30
,,507068,2018-06-30
,,507152,2018-06-30
,,507330,2018-06-30
,,507349,2018-06-30
,,507509,2018-06-30
,,508270,2018-06-30
,,508346,2018-06-30
,,508355,2018-06-30
,,508841,2018-06-30
,,509811,2018-06-30
,,509857,2018-06-30
,,509950,2018-06-30
,,510330,2018-06-30
,,510648,2018-06-30
,,510871,2018-06-30
,,510938,2018-06-30
,,510947,2018-06-30
,,511618,2018-06-30
,,511832,2018-06-30
,,513256,2018-06-30
,,513322,2018-06-30
,,513340,2018-06-30
,,513546,2018-06-30
,,513854,2018-06-30
,,513920,2018-06-30
,,514048,2018-06-30
,,514057,2018-06-30
,,514066,2018-06-30
,,514132,2018-06-30
,,514356,2018-06-30
,,514440,2018-06-30
,,514655,2018-06-30
,,514936,2018-06-30
,,515054,2018-06-30
,,515979,2018-06-30
,,516154,2018-06-30
,,516855,2018-06-30
,,516873,2018-06-30
,,517049,2018-06-30
,,517357,2018-06-30
,,517441,2018-06-30
,,517674,2018-06-30
,,518037,2018-06-30
,,518176,2018-06-30
,,518354,2018-06-30
,,518877,2018-06-30
,,519146,2018-06-30
,,519360,2018-06-30
,,519445,2018-06-30
,,519874,2018-06-30
,,520003,2018-06-30
,,520423,2018-06-30
,,520777,2018-06-30
,,521064,2018-06-30
,,521158,2018-06-30
,,521804,2018-06-30
,,521952,2018-06-30
,,521970,2018-06-30
,,522034,2018-06-30
,,522454,2018-06-30
,,522605,2018-06-30
,,522669,2018-06-30
,,522753,2018-06-30
,,522847,2018-06-30
,,522856,2018-06-30
,,523161,2018-06-30
,,524579,2018-06-30
,,524757,2018-06-30
,,524766,2018-06-30
,,524953,2018-06-30
,,524971,2018-06-30
,,525053,2018-06-30
,,525352,2018-06-30
,,525549,2018-06-30
,,526452,2018-06-30
,,526519,2018-06-30
,,526676,2018-06-30
,,526854,2018-06-30
,,527057,2018-06-30
,,527178,2018-06-30
,,527507,2018-06-30
,,527600,2018-06-30
,,527749,2018-06-30
,,527954,2018-06-30
,,528102,2018-06-30
,,528241,2018-06-30
,,528849,2018-06-30
,,528960,2018-06-30
,,529172,2018-06-30
,,529275,2018-06-30
,,529341,2018-06-30
,,529659,2018-06-30
,,529958,2018-06-30
,,530655,2018-06-30
,,530703,2018-06-30
,,530851,2018-06-30
,,531157,2018-06-30
,,531250,2018-06-30
,,532042,2018-06-30
,,532453,2018-06-30
,,532752,2018-06-30
,,533124,2018-06-30
