RCFD0071,RCFD0081,RCFD0426,RCFD2130,RCFD2145,RCFD2155,RCFD2920,RCFD2948,RCFD3000,RCFD3200,RCFD3210,RCFD3230,RCFD3300,RCFD3632,RCFD3656,RCFD3838,RCFD3839,RCFD5369,RCFD6724,RCFDA130,RCFDB528,RCFDB529,RCFDB530,RCFDB989,RCFDB995,RCFDG105,RCFDJA22,RCFDJJ34,RCFN6631,RCFN6636,RCON0071,RCON0081,RCON2130,RCON2145,RCON2200,RCON2948,RCON3000,RCON3200,RCON3210,RCON3230,RCON3300,RCON3545,RCON3548,RCON3632,RCON3656,RCON3838,RCON3839,RCON5369,RCON6631,RCON6636,RCON6724,RCONA130,RCONB528,RCONB529,RCONB530,RCONB987,RCONB989,RCONB993,RCONB995,RCONG105,RCONJA22,RCONJJ34,IDRSSD,RCON9999,RCON8678
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4039,0,581,65475,65798,0,0,17124,1200,82922,0,0,12000,0,0,3500,0,7074,58401,,0,44922,43958,424,0,0,0,0,17124,,,37,2010-06-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,598,850,0,220,24569,28956,0,0,4311,120,33267,0,0,3899,0,0,120,0,4486,20083,,0,21181,21004,172,1261,0,0,0,4311,,,242,2010-06-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4615,1837,263,6332,103121,135428,0,0,22998,1,158426,0,0,22381,0,0,0,0,5667,97454,,0,75590,75094,616,2400,0,0,0,22998,,,279,2010-06-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,290,0,48,8324,8446,0,0,987,25,9433,0,0,425,0,0,500,0,1997,6327,,0,4330,4119,37,0,0,108,0,987,,,354,2010-06-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,622,2092,0,120,28919,33583,0,0,3279,60,36862,0,0,774,0,0,2440,0,2680,26239,,0,31358,30993,5,234,0,0,0,3279,,,457,2010-06-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21647,2516,0,4182,278220,326974,58,0,29277,6480,356309,0,0,12674,0,0,10653,0,43158,235062,,0,246192,241695,-530,3000,0,0,0,29335,,,505,2010-06-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16618,5124,0,4458,173137,187643,0,0,18864,1600,206507,0,0,11617,0,0,4900,1030,17817,155320,,0,145856,143492,747,0,0,0,12693,18864,,,1155,2010-06-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2815,0,1066,125060,125680,0,0,19534,240,145214,0,0,18682,0,0,530,0,12874,112186,,0,71856,70374,82,6015,0,0,0,19534,,,1351,2010-06-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38683,11363,0,4620,421367,422344,0,0,48650,1000,470994,0,0,43505,0,0,1214,1621,107135,314232,,0,214729,211544,2931,0,0,0,0,48650,,,1454,2010-06-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1990,672,0,261,45375,48228,0,0,5313,200,53541,0,0,4029,0,0,1000,0,7499,37876,,0,31635,31254,84,3546,0,0,0,5313,,,1557,2010-06-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14881,6997,0,1633,206069,206824,0,0,44094,800,250918,0,0,41493,0,0,800,0,27675,178394,,0,84127,82119,1001,3521,0,0,0,44094,,,1669,2010-06-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49097,3456,0,3019,334214,370714,0,0,42057,390,412771,0,0,37198,0,0,3100,0,64452,269762,,0,264063,260204,1369,0,0,0,6748,42057,,,1829,2010-06-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15020,20500,0,384,105351,159558,0,0,20397,500,179955,0,0,-422,0,0,17782,0,1891,103460,,0,23896,23649,2537,11162,0,0,0,20397,,,1856,2010-06-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,2500,0,3481,164423,192464,0,0,19385,480,211849,0,0,14841,0,0,4270,171,11414,153009,,0,153200,149831,-206,3427,0,0,3595,19385,,,2040,2010-06-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7246,7037,0,1700,107123,108868,0,0,13359,1000,122227,0,0,10494,0,0,1253,0,19315,87808,,0,60724,60163,612,0,0,0,0,13359,,,2161,2010-06-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339877,6446,0,14833,1306399,2052148,65,0,389453,500,2441666,0,0,396920,1445,0,20053,0,56224,1250175,,-30033,1500173,1474271,2013,0,0,186117,0,389518,,,2376,2010-06-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002,204,0,281,27048,28081,0,0,167,50,28248,0,0,-3772,0,0,3889,0,2387,24661,,0,24845,23262,0,323,0,0,0,167,,,2451,2010-06-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3464,272,0,110,8595,8631,0,0,1130,50,9761,0,0,105,0,0,975,0,1673,6922,,0,5461,5379,0,42,0,0,0,1130,,,2554,2010-06-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22973,19147,0,5177,445263,448101,0,0,73196,0,521297,0,0,66172,0,0,5789,0,77540,367723,,0,406617,401904,1235,0,0,0,0,73196,,,2732,2010-06-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199,657,0,294,45765,54360,0,0,5491,83,59851,0,0,5156,0,0,93,0,2961,42804,,0,42645,42088,159,629,0,0,0,5491,,,2750,2010-06-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1431,4452,0,549,128256,132160,0,0,18234,200,150394,0,0,16952,0,0,300,0,11517,116739,,0,74390,73223,782,3700,0,0,0,18234,,,3252,2010-06-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3263,2289,0,373,24766,27793,0,0,3097,100,30890,0,0,1801,0,0,1101,0,2789,21977,,0,14148,13871,95,915,0,0,2795,3097,,,3458,2010-06-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15519,4241,0,3414,159721,168456,0,0,27107,2400,195563,0,0,13035,0,0,10800,480,18052,141669,,0,112934,111461,872,0,0,0,2423,27107,,,3720,2010-06-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2141,0,3569,104911,114563,0,0,8069,500,122632,0,0,3889,0,0,3680,9952,22665,82246,,0,104443,101800,0,0,0,0,0,8069,,,3953,2010-06-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10534,4363,23,6805,161252,166573,0,0,15610,300,182183,0,0,12815,0,0,1800,0,22506,138746,,0,124780,121828,695,50,0,0,3589,15610,,,4138,2010-06-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132,3877,0,7488,146034,178300,0,0,18596,1200,196896,0,0,10661,0,0,5981,766,19136,126898,,0,141609,139464,754,0,0,0,498,18596,,,4156,2010-06-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,5954,0,985,114098,115037,0,0,14713,500,129750,0,0,1995,0,0,12100,0,15302,98797,,0,84882,84077,118,0,0,0,0,14713,,,4231,2010-06-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2237,3713,0,5875,233560,242808,0,0,24799,963,267607,0,0,19196,0,0,3750,0,18903,214657,,0,164788,161013,890,4960,0,0,3562,24799,,,4437,2010-06-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201,4870,82,5955,248600,283593,0,0,30287,1875,313880,0,0,14719,0,0,12929,0,34819,213782,,0,234332,230614,764,4700,0,0,8790,30287,,,4839,2010-06-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16333,2448,0,7281,310304,372310,0,0,26996,0,399306,0,0,-950,0,0,28132,0,31721,278583,,0,281258,279227,-186,4333,0,0,0,26996,,,5005,2010-06-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33077,4314,0,18028,371037,376993,0,0,109226,4500,486219,0,0,100065,0,0,4129,0,13503,357534,,0,423704,393606,532,0,0,0,0,109226,,,5069,2010-06-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27172,7771,0,4846,251222,274096,0,0,36174,651,310270,0,0,15983,0,0,19349,0,31671,219550,,0,243443,239938,191,0,0,0,0,36174,,,5135,2010-06-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14807,14193,0,14383,754639,883431,0,0,79944,4798,963375,0,0,67958,0,0,5455,3662,56572,698067,,0,662303,647959,1733,0,0,0,39573,79944,,,5210,2010-06-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6431,3917,0,12481,238538,383148,0,0,32905,2580,416053,0,0,16810,0,0,16610,0,41363,197175,,0,142453,140084,-3095,0,0,8000,93500,32905,,,5331,2010-06-30,
