RCFD0071,RCFD0081,RCFD0426,RCFD2130,RCFD2145,RCFD2155,RCFD2920,RCFD2948,RCFD3000,RCFD3200,RCFD3210,RCFD3230,RCFD3300,RCFD3632,RCFD3656,RCFD3838,RCFD3839,RCFD5369,RCFD6724,RCFDA130,RCFDB528,RCFDB529,RCFDB530,RCFDB989,RCFDB995,RCFDG105,RCFDJA22,RCFDJJ34,RCFN6631,RCFN6636,RCON0071,RCON0081,RCON2130,RCON2145,RCON2200,RCON2948,RCON3000,RCON3200,RCON3210,RCON3230,RCON3300,RCON3545,RCON3548,RCON3632,RCON3656,RCON3838,RCON3839,RCON5369,RCON6631,RCON6636,RCON6724,RCON8678,RCONA130,RCONB528,RCONB529,RCONB530,RCONB987,RCONB989,RCONB993,RCONB995,RCONG105,RCONJA22,RCONJJ34,IDRSSD,RCON9999
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1647,0,511,56687,57082,0,0,12222,1200,69304,0,0,8522,,0,2500,0,6192,50495,,,0,42564,41490,0,5023,0,0,0,,,,37,2002-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,803,0,288,20273,21333,0,0,3803,120,25136,0,0,3422,,0,120,0,2696,17577,,,0,17327,17197,141,153,0,66,0,,,,242,2002-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264,1249,230,728,76269,99410,0,0,16522,0,115932,0,0,16177,,0,0,0,1612,74657,,,0,27916,27574,345,1545,0,0,0,,,,279,2002-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,167,0,25,6770,6975,0,0,1215,25,8190,0,0,629,,0,500,0,1167,5603,,,0,4246,4119,61,0,0,140,0,,,,354,2002-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7335,0,2503,128038,129164,0,0,16409,596,145573,0,0,9101,,0,6503,0,28335,99703,,,0,102199,101133,209,9551,0,0,0,,,,439,2002-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,785,0,74,17881,18157,0,0,2039,60,20196,0,0,1039,,0,940,0,2230,15651,,,0,14270,14114,0,150,0,0,0,,,,457,2002-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,6724,23,5213,216934,231798,52,0,19579,6480,251429,0,0,5343,,0,6480,0,40392,176542,,,0,166972,164481,1275,0,0,0,0,,,,505,2002-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2397,13478,0,9277,287837,299585,0,6000,27972,19,327557,0,0,18970,,0,8629,0,59436,228401,,,0,209163,206436,354,0,0,0,0,,,,1146,2002-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,5527,0,5187,106423,118911,0,0,9762,1600,128673,0,0,4536,,0,3400,0,8251,98172,,,0,82176,80901,226,3000,0,0,11750,,,,1155,2002-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1894,0,1170,75628,77097,0,0,12498,240,89595,0,0,11668,,0,530,0,9380,66248,,,0,47197,46824,60,1466,0,0,0,,,,1351,2002-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187,17919,0,3093,261298,261798,0,0,30016,1000,291814,0,0,25489,,0,1214,1252,68208,193090,,,0,136651,135805,2313,23600,0,0,0,,,,1454,2002-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2064,0,130,28709,29190,0,0,5840,200,35030,0,0,4684,,0,800,0,3554,25155,,,0,19490,19127,156,1675,0,0,0,,,,1557,2002-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181,8252,0,5002,173502,207796,0,0,16946,1900,224742,0,0,6399,,0,8011,0,41443,132059,,,0,174671,172379,636,0,0,0,16769,,,,1632,2002-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4698,12192,0,900,200329,202037,0,0,38679,800,240716,0,0,36426,,0,800,0,31027,169302,,,0,65172,64256,653,11243,0,0,0,,,,1669,2002-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2600,6158,0,3717,231791,239151,0,0,35792,390,274943,0,0,29647,,0,3100,0,54706,177085,,,0,139422,137627,2655,0,0,0,100,,,,1829,2002-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1042,147,0,169,7831,7876,0,0,776,100,8652,0,0,486,,0,150,0,1147,6684,,,0,4019,3911,40,683,0,0,0,,,,1856,2002-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148,2664,0,2724,102189,114773,0,0,12676,480,127449,0,0,7476,,0,4270,183,9073,93116,,,0,99750,98573,450,0,0,1307,0,,,,2040,2002-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6500,3891,0,1645,85586,86066,0,0,8955,1000,95021,0,0,6633,,0,1000,0,13701,71885,,,0,50851,50345,322,6175,0,0,0,,,,2161,2002-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,5806,2778,4103,586802,676964,69,0,94287,500,771320,0,0,91031,,0,0,0,19189,567613,,,0,359122,353976,2756,13200,0,2165,0,,,,2376,2002-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,363,0,64,10081,12222,0,0,1002,50,13224,0,0,444,,0,499,0,910,9171,,,0,10703,10575,9,215,0,0,0,,,,2451,2002-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,622,0,102,5647,5694,0,0,712,50,6406,0,0,211,,0,450,0,1054,4593,,,0,4053,4012,1,0,0,0,0,,,,2554,2002-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,15736,0,5669,363215,366436,0,0,48247,2320,414683,0,0,41105,,0,3728,0,65440,297775,,,0,305762,303408,1094,13300,0,0,0,,,,2732,2002-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,594,326,0,415,36543,40105,0,0,4468,90,44573,0,0,4179,,0,93,0,1801,34742,,,0,35153,34418,106,0,0,75,0,,,,2750,2002-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9978,0,6368,173800,233425,0,0,21535,1250,254960,0,0,14289,,0,5083,0,46158,127642,,,0,196452,193099,913,0,0,19649,3039,,,,2938,2002-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,388,2840,0,1601,103645,103996,0,0,12968,100,116964,0,0,10900,,0,1700,0,8112,95533,,,0,63482,62624,268,8675,0,0,0,,,,2956,2002-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,6556,0,643,72066,80773,0,0,9926,200,90699,0,0,9309,,0,300,0,9445,62621,,,0,59886,58983,117,0,0,1975,0,,,,3252,2002-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2575,1616,0,94,17817,19893,0,0,2239,100,22132,0,0,1550,,0,450,0,2355,15462,,,0,8378,8038,139,723,0,0,2000,,,,3458,2002-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,18132,0,10537,793252,831845,54,0,73547,2879,905446,0,0,47064,,0,21448,0,111590,681662,,,0,621909,615479,2156,0,0,0,7155,,,,3506,2002-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176,4925,0,5660,160332,205766,0,0,21099,5000,226865,0,0,2362,,0,14220,0,21148,139184,,,-643,172961,171170,160,0,0,0,6018,,,,3579,2002-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4412,0,1468,100771,113248,0,0,16261,1200,129509,0,0,3834,,0,10800,0,12588,88183,,,0,72493,71439,427,2334,0,0,2531,,,,3720,2002-06-30
