RCFD0071,RCFD0081,RCFD0426,RCFD2130,RCFD2145,RCFD2155,RCFD2920,RCFD2948,RCFD3000,RCFD3200,RCFD3210,RCFD3230,RCFD3300,RCFD3632,RCFD3656,RCFD3838,RCFD3839,RCFD5369,RCFD6724,RCFDA130,RCFDB528,RCFDB529,RCFDB530,RCFDB989,RCFDB995,RCFDG105,RCFDJA22,RCFDJJ34,RCFN6631,RCFN6636,RCON0071,RCON0081,RCON2130,RCON2145,RCON2200,RCON2948,RCON3000,RCON3200,RCON3210,RCON3230,RCON3300,RCON3545,RCON3548,RCON3632,RCON3656,RCON3838,RCON3839,RCON5369,RCON6631,RCON6636,RCON6724,RCONA130,RCONB528,RCONB529,RCONB530,RCONB987,RCONB989,RCONB993,RCONB995,RCONG105,RCONJA22,RCONJJ34,IDRSSD,RCON9999,RCON8678
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2415,827,0,281,56476,56686,0,0,16497,1200,73183,0,0,11093,0,0,3500,0,14977,41498,,0,26079,25088,704,0,0,0,0,16497,,0,37,2019-09-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3090,1243,0,277,31028,35956,0,0,5158,120,41114,0,0,4756,0,0,120,0,8179,22849,,0,24073,23886,162,404,0,0,500,5158,,0,242,2019-09-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20105,4604,0,6095,202279,232760,0,0,30746,1,263506,0,0,30636,0,0,0,0,26374,175905,,0,174447,173395,109,1141,0,0,0,30746,,34660,279,2019-09-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,945,766,0,81,12660,12714,0,0,1502,100,14216,0,0,466,0,0,936,537,6089,6571,,0,8953,8791,0,1579,0,0,0,1502,,0,354,2019-09-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2746,1145,0,284,43473,50190,0,0,4567,60,54757,0,0,567,0,0,3940,0,7542,35931,,0,49006,48513,0,419,0,0,0,4567,,38,457,2019-09-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12571,12073,0,10458,504959,526318,55,0,50792,6480,577165,0,0,29253,0,0,18403,148,106165,398794,,0,459583,453555,-3344,600,0,0,0,50847,,0,505,2019-09-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17343,8213,0,4138,228150,230301,0,0,24460,1600,254761,0,0,17741,0,0,4900,281,20078,208072,,0,196356,192653,219,1962,0,0,0,24460,0,0,1155,2019-09-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5138,4484,0,4934,141751,142668,0,0,26213,240,168881,0,0,25449,0,0,530,0,19679,122072,,0,100717,99735,-6,0,0,0,0,26213,,43901,1351,2019-09-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54213,11906,0,3918,658178,662985,0,0,96543,1000,759528,0,0,91637,0,0,1214,1818,222731,435447,,0,275942,272493,2692,0,0,0,0,96543,,0,1454,2019-09-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16168,3686,0,4186,245074,245431,0,0,49863,800,295294,0,0,48043,0,0,800,0,59166,185908,,0,168572,165636,220,0,0,0,0,49863,,31626,1669,2019-09-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29892,473,0,440,62133,92278,0,0,13901,500,106179,0,0,-590,0,0,13732,0,3213,58920,,0,36977,36743,259,1173,0,0,0,13901,,0,1856,2019-09-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000,7063,0,4739,151068,154220,0,0,19813,1000,174033,0,0,15060,0,0,3785,0,40757,110311,,-309,122604,121157,277,6426,0,0,0,19813,,0,2161,2019-09-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6773,20275,0,14796,2966533,3492621,66,0,496009,500,3988696,0,0,449584,0,0,63348,0,180692,2785840,,-14733,3449876,3421268,-2690,0,0,13278,0,496075,0,321871,2376,2019-09-30,
