RCFD0071,RCFD0081,RCFD0426,RCFD2130,RCFD2145,RCFD2155,RCFD2920,RCFD2948,RCFD3000,RCFD3200,RCFD3210,RCFD3230,RCFD3300,RCFD3632,RCFD3656,RCFD3838,RCFD3839,RCFD5369,RCFD6724,RCFDA130,RCFDB528,RCFDB529,RCFDB530,RCFDB989,RCFDB995,RCFDG105,RCFDJA22,RCFDJJ34,RCFN6631,RCFN6636,RCON0071,RCON0081,RCON2130,RCON2145,RCON2200,RCON2948,RCON3000,RCON3200,RCON3210,RCON3230,RCON3300,RCON3545,RCON3548,RCON3632,RCON3656,RCON3838,RCON3839,RCON5369,RCON6631,RCON6636,RCON6724,RCON8678,RCONA130,RCONB528,RCONB529,RCONB530,RCONB987,RCONB989,RCONB993,RCONB995,RCONG105,RCONJA22,RCONJJ34,IDRSSD,RCON9999
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1906,0,694,68008,68384,0,0,13432,1200,81816,0,0,8732,,0,3500,0,6203,61805,,,0,45298,44276,0,4447,0,0,0,,,,37,2004-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,564,0,241,22370,23847,0,0,3572,120,27419,0,0,3401,,0,120,0,3199,19171,,,0,19331,19167,-69,616,0,0,0,,,,242,2004-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,540,1385,243,1210,77763,109015,0,0,18018,0,127033,0,0,18144,,0,0,0,2182,75580,,,0,34046,33663,-126,2060,0,0,0,,,,279,2004-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,141,0,22,7276,7330,0,0,1086,25,8416,0,0,601,,0,500,0,1056,6220,,,0,4658,4436,-40,0,0,38,0,,,,354,2004-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6897,0,2386,145336,146084,0,0,19157,596,165241,0,0,9913,,0,9004,0,34954,110382,,,0,121191,119581,-356,1182,0,0,0,,,,439,2004-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,937,0,103,22419,22660,0,0,2762,60,25422,0,0,512,,0,2190,0,2463,19956,,,0,22056,21822,0,100,0,0,0,,,,457,2004-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154,8992,0,4575,242573,268127,53,0,22534,6480,290714,0,0,6370,,0,10653,61,43420,199153,,,0,153150,150920,-969,0,0,0,0,,,,505,2004-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146,15771,0,14189,312237,334901,0,6000,32213,19,367114,0,0,23663,,0,8854,23144,69091,243146,,,0,262703,259599,-323,0,0,0,0,,,,1146,2004-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,4759,0,4796,115642,138034,0,0,10938,1600,148972,0,0,6142,,0,3400,0,12189,103453,,,0,100556,98893,-204,0,0,600,18360,,,,1155,2004-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1902,0,1038,86265,86672,0,0,13869,240,100541,0,0,13160,,0,530,0,10152,76113,,,0,56292,55870,-61,3161,0,0,0,,,,1351,2004-06-30
