RCFD0071,RCFD0081,RCFD0426,RCFD2130,RCFD2145,RCFD2155,RCFD2920,RCFD2948,RCFD3000,RCFD3200,RCFD3210,RCFD3230,RCFD3300,RCFD3632,RCFD3656,RCFD3838,RCFD3839,RCFD5369,RCFD6724,RCFDA130,RCFDB528,RCFDB529,RCFDB530,RCFDB989,RCFDB995,RCFDG105,RCFDJA22,RCFDJJ34,RCFN6631,RCFN6636,RCON0071,RCON0081,RCON2130,RCON2145,RCON2200,RCON2948,RCON3000,RCON3200,RCON3210,RCON3230,RCON3300,RCON3545,RCON3548,RCON3632,RCON3656,RCON3838,RCON3839,RCON5369,RCON6631,RCON6636,RCON6724,RCON8678,RCONA130,RCONB528,RCONB529,RCONB530,RCONB987,RCONB989,RCONB993,RCONB995,RCONG105,RCONJA22,RCONJJ34,IDRSSD,RCON9999
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1855,0,493,66492,66857,0,0,14270,1200,81127,0,0,9859,,0,3500,0,6962,59530,1,,0,45198,44188,-289,5992,0,0,0,,,,37,2006-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,848,0,337,23156,26461,0,0,3698,120,30159,0,0,3566,,0,120,0,3486,19670,3,,0,20078,19920,-108,363,0,114,500,,,,242,2006-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289,2031,249,2929,81059,109401,0,0,19332,0,128733,0,0,19764,,0,0,0,4733,76326,1,,0,45811,45355,-432,2170,0,0,0,,,,279,2006-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,233,0,32,7162,7188,0,0,936,25,8124,0,0,477,,0,500,0,1553,5609,4,,0,3981,3790,-66,30,0,0,0,,,,354,2006-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8251,0,3516,158742,160081,0,0,27743,596,187824,0,0,487,,0,26808,0,40216,118526,1,,0,125729,124101,-148,9820,0,0,0,,,,439,2006-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,316,0,117,24812,25050,0,0,2635,60,27685,0,0,286,,0,2290,0,2894,21918,4,,0,24973,24649,-1,107,0,0,0,,,,457,2006-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152,6667,0,4202,260466,297233,52,0,22097,6480,319382,0,0,6735,,0,10653,0,43025,217441,2,,0,216553,214189,-1771,0,0,0,0,,,,505,2006-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3190,24683,0,24366,397631,444363,0,6000,38488,18,482851,0,0,30184,,0,8854,31350,80153,317478,2,,0,319969,315730,-568,0,0,4000,0,,,,1146,2006-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2517,5479,0,4411,143551,163024,0,0,12507,1600,175531,0,0,7713,,0,3400,738,21130,122421,5,,0,120861,118869,-206,0,0,0,15187,,,,1155,2006-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2168,0,1006,90928,91596,0,0,14195,240,105791,0,0,13545,,0,530,0,10715,80213,9,,0,58453,57327,-120,4998,0,0,0,,,,1351,2006-03-31
