RCFD0071,RCFD0081,RCFD0426,RCFD2130,RCFD2145,RCFD2155,RCFD2920,RCFD2948,RCFD3000,RCFD3200,RCFD3210,RCFD3230,RCFD3300,RCFD3632,RCFD3656,RCFD3838,RCFD3839,RCFD5369,RCFD6724,RCFDA130,RCFDB528,RCFDB529,RCFDB530,RCFDB989,RCFDB995,RCFDG105,RCFDJA22,RCFDJJ34,RCFN6631,RCFN6636,RCON0071,RCON0081,RCON2130,RCON2145,RCON2200,RCON2948,RCON3000,RCON3200,RCON3210,RCON3230,RCON3300,RCON3545,RCON3548,RCON3632,RCON3656,RCON3838,RCON3839,RCON5369,RCON6631,RCON6636,RCON6724,RCON8678,RCONA130,RCONB528,RCONB529,RCONB530,RCONB987,RCONB989,RCONB993,RCONB995,RCONG105,RCONJA22,RCONJJ34,IDRSSD,RCON9999
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1558,0,521,65146,65390,0,0,13180,1200,78570,0,0,8480,,0,3500,0,5722,59424,,,0,46197,45227,0,6817,0,0,0,,,,37,2003-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,1313,0,259,21492,23168,0,0,3732,120,26900,0,0,3475,,0,120,0,2932,18560,,,0,19946,19789,17,264,0,0,0,,,,242,2003-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,445,1616,241,1172,78729,110544,0,0,17812,0,128356,0,0,17603,,0,0,0,1810,76918,,,0,31154,30773,209,1085,0,0,0,,,,279,2003-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,152,0,34,7305,7328,0,0,1134,25,8462,0,0,586,,0,500,0,1260,6045,,,0,4860,4665,23,421,0,0,0,,,,354,2003-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6673,0,2446,142979,144300,0,0,18454,596,162754,0,0,10446,,0,7404,0,32685,110294,,,0,114236,112817,8,5619,0,0,0,,,,439,2003-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1321,0,107,22870,23088,0,0,2523,60,25611,0,0,523,,0,1940,0,3013,19857,,,0,19615,19390,0,2300,0,0,0,,,,457,2003-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253,7935,0,4681,242582,260169,56,0,23783,6480,284008,0,0,6273,,0,10653,0,43190,199392,,,0,151396,149153,377,0,0,0,0,,,,505,2003-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,15290,0,13051,308225,334833,0,6000,30826,19,365659,0,0,21886,,0,8854,24534,67901,240324,,,0,233375,230334,67,0,0,0,0,,,,1146,2003-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,4007,0,4664,117944,132303,0,0,10916,1600,143219,0,0,5692,,0,3400,0,11955,105989,,,0,95975,94542,224,0,0,700,10236,,,,1155,2003-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2293,0,1018,85618,86992,0,0,13622,240,100614,0,0,12878,,0,530,0,9611,76007,,,0,55367,54950,-26,2588,0,0,0,,,,1351,2003-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1315,17448,0,3606,294547,294879,0,0,29371,1000,324250,0,0,26689,,0,1214,1078,80054,214493,,,0,129649,128831,468,39000,0,0,0,,,,1454,2003-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,2027,0,109,26555,27476,0,0,5874,200,33350,0,0,4663,,0,800,0,3959,22596,,,0,19575,19214,211,0,0,523,0,,,,1557,2003-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201,7353,0,5791,204311,234837,0,0,20962,1900,255799,0,0,7253,,0,11419,0,43913,160398,,,0,211483,208708,390,0,0,3441,2332,,,,1632,2003-12-31
