RCFD0071,RCFD0081,RCFD0426,RCFD2130,RCFD2145,RCFD2155,RCFD2920,RCFD2948,RCFD3000,RCFD3200,RCFD3210,RCFD3230,RCFD3300,RCFD3632,RCFD3656,RCFD3838,RCFD3839,RCFD5369,RCFD6724,RCFDA130,RCFDB528,RCFDB529,RCFDB530,RCFDB989,RCFDB995,RCFDG105,RCFDJA22,RCFDJJ34,RCFN6631,RCFN6636,RCON0071,RCON0081,RCON2130,RCON2145,RCON2200,RCON2948,RCON3000,RCON3200,RCON3210,RCON3230,RCON3300,RCON3545,RCON3548,RCON3632,RCON3656,RCON3838,RCON3839,RCON5369,RCON6631,RCON6636,RCON6724,RCON8678,RCONA130,RCONB528,RCONB529,RCONB530,RCONB987,RCONB989,RCONB993,RCONB995,RCONG105,RCONJA22,RCONJJ34,IDRSSD,RCON9999
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1893,0,469,65095,65504,0,0,14313,1200,79817,0,0,10007,,0,3500,0,7243,57852,,,0,47886,46820,-394,2035,0,0,0,,,,37,2006-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,1024,0,324,23850,27060,0,0,3599,120,30659,0,0,3502,,0,120,0,4141,19709,,,0,20930,20771,-143,449,0,0,500,,,,242,2006-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277,1980,250,3008,80297,109393,0,0,19222,0,128615,0,0,19910,,0,0,0,4065,76232,,,0,49368,48922,-688,1790,0,0,0,,,,279,2006-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,191,0,34,6634,7259,0,0,936,25,8195,0,0,498,,0,500,0,1568,5067,,,0,4085,3907,-87,0,0,595,0,,,,354,2006-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,9639,0,3478,158184,159652,0,0,28209,596,187861,0,0,1198,,0,26808,0,41245,116939,,,0,130506,128795,-393,4142,0,0,0,,,,439,2006-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,1133,0,124,24646,26185,0,0,2629,60,28814,0,0,284,,0,2290,0,2926,21720,,,0,25220,24819,-5,366,0,1300,0,,,,457,2006-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167,6052,0,4069,258000,302082,52,0,22383,6480,324517,0,0,7022,,0,10653,0,46881,211119,,,0,226466,224105,-1772,0,0,0,0,,,,505,2006-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312,18796,0,23319,393045,452209,0,6000,38993,19,491202,0,0,31167,,0,8854,38282,78130,314915,,,0,339859,335648,-1047,0,0,4000,0,,,,1146,2006-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1201,4723,0,4846,140087,159342,0,0,12651,1600,171993,0,0,8066,,0,3400,300,18598,121489,,,0,118846,117179,-415,0,0,0,14831,,,,1155,2006-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2346,0,1013,89464,90027,0,0,14476,240,104503,0,0,13844,,0,530,0,11106,78358,,,0,59530,58340,-138,2064,0,0,0,,,,1351,2006-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,373,25671,0,3202,400212,400725,0,0,28734,1000,429459,0,0,30961,,0,1214,1253,96898,303314,,,0,196445,194960,-4441,51800,0,0,0,,,,1454,2006-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,1003,0,155,28303,30676,0,0,4547,200,35223,0,0,3675,,0,800,0,4445,23858,,,0,17613,17238,-128,3345,0,0,0,,,,1557,2006-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133,13443,0,10558,441865,483915,0,0,45255,1900,529170,0,0,16820,,0,26935,0,43996,397869,,,0,468659,462041,-400,0,0,22170,5796,,,,1632,2006-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2545,10936,0,1643,182313,183206,0,0,39052,800,222258,0,0,38635,,0,800,0,36854,145459,,,0,69268,67729,-1183,9703,0,0,0,,,,1669,2006-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,672,5210,0,2759,252648,265217,0,0,37908,390,303125,0,0,35266,,0,3100,0,55375,197273,,,0,188901,185592,-848,0,0,0,2883,,,,1829,2006-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,247,0,546,77124,203049,0,0,8648,400,211697,0,0,1173,,0,13882,0,1787,75337,,,0,14992,14866,-6807,0,0,12660,25000,,,,1856,2006-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,3288,0,2236,129062,150757,0,0,15802,480,166559,0,0,11237,,0,4270,569,12068,116994,,,0,130271,128299,-185,1440,0,0,0,,,,2040,2006-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000,3706,0,1605,86474,87150,0,0,10251,1000,97401,0,0,8425,,0,1253,0,18209,68265,,,0,57142,56590,-427,1085,0,0,0,,,,2161,2006-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,7199,2764,10171,698939,883953,68,0,122340,500,1006361,0,0,121970,,0,0,0,18527,680412,,,0,631472,623800,-130,0,0,5719,0,,,,2376,2006-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,747,491,0,245,21795,28663,0,0,3076,50,31739,0,0,722,,0,2304,0,2037,19758,,,0,28196,28001,0,312,0,0,0,,,,2451,2006-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,474,0,85,6163,6202,0,0,522,50,6724,0,0,113,,0,550,0,2878,3285,,,0,3159,3103,-191,455,0,0,0,,,,2554,2006-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,14909,0,6459,483463,488111,0,0,62784,2320,550895,0,0,57463,,0,3728,35432,83225,400238,,,0,390396,386787,-727,40000,0,0,0,,,,2732,2006-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1089,459,0,527,40332,47395,0,0,4627,90,52022,0,0,4924,,0,93,0,1803,38529,,,0,32363,31847,-480,2132,0,0,606,,,,2750,2006-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1944,13168,0,6442,299046,343643,0,0,28762,1250,372405,0,0,13811,,0,14408,0,58652,240394,,,0,305031,299503,-707,0,0,22093,3503,,,,2938,2006-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1983,4010,0,692,80147,88494,0,0,12080,200,100574,0,0,12239,,0,300,0,9756,70391,,,0,50204,49268,-659,0,0,3800,0,,,,3252,2006-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2838,1302,0,100,19873,21778,0,0,2589,100,24367,0,0,2140,,0,450,0,2110,17763,,,0,10040,9655,-101,365,0,500,1325,,,,3458,2006-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,39636,8,17018,1243532,1457764,35,0,204171,2879,1661970,0,0,125200,,0,79952,0,249799,993733,,,0,1137287,1126638,-3860,0,0,0,6088,,,,3506,2006-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5113,0,1892,126410,136015,0,0,19658,2400,155673,0,0,7477,,0,10800,291,19145,107265,,,0,92280,91002,-1019,0,0,223,3621,,,,3720,2006-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,3214,0,4622,91481,92595,0,0,6875,500,99470,0,0,4695,,0,1680,10850,24688,66793,,,0,68472,66946,0,10420,0,0,0,,,,3953,2006-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4675,23,6670,160447,166678,0,0,16277,300,182955,0,0,16719,,0,300,0,22756,137691,,,0,129443,128214,-1042,0,0,3000,0,,,,4138,2006-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,798,2641,0,3711,88105,103240,0,0,13088,1950,116328,0,0,8985,,0,2230,0,14315,73791,,,0,76871,76295,-77,949,0,1372,0,,,,4147,2006-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116,6306,0,3827,117418,137088,0,0,14519,1200,151607,0,0,7801,,0,5981,701,16707,100711,,,0,95966,94600,-463,0,0,0,0,,,,4156,2006-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1961,0,1132,102966,105690,0,0,11573,500,117263,0,0,1673,,0,11100,0,14051,88915,,,0,56426,55722,-1700,791,0,2000,0,,,,4231,2006-06-30
