RCFD0071,RCFD0081,RCFD0426,RCFD2130,RCFD2145,RCFD2155,RCFD2920,RCFD2948,RCFD3000,RCFD3200,RCFD3210,RCFD3230,RCFD3300,RCFD3632,RCFD3656,RCFD3838,RCFD3839,RCFD5369,RCFD6724,RCFDA130,RCFDB528,RCFDB529,RCFDB530,RCFDB989,RCFDB995,RCFDG105,RCFDJA22,RCFDJJ34,RCFN6631,RCFN6636,RCON0071,RCON0081,RCON2130,RCON2145,RCON2200,RCON2948,RCON3000,RCON3200,RCON3210,RCON3230,RCON3300,RCON3545,RCON3548,RCON3632,RCON3656,RCON3838,RCON3839,RCON5369,RCON6631,RCON6636,RCON6724,RCONA130,RCONB528,RCONB529,RCONB530,RCONB987,RCONB989,RCONB993,RCONB995,RCONG105,RCONJA22,RCONJJ34,IDRSSD,RCON9999,RCON8678
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8493,1058,0,441,69187,69495,0,0,19678,1200,89173,0,0,14195,0,0,3500,0,15417,53769,1,0,31801,30763,783,0,0,0,0,19678,,,37,2015-03-31,1231
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1274,673,0,282,31072,35331,0,0,5210,120,40541,0,0,4717,0,0,120,0,7034,24038,3,0,24804,24615,253,576,0,0,0,5210,,,242,2015-03-31,1231
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4378,2289,0,5553,133592,159600,0,0,27057,1,186657,0,0,26896,0,0,0,0,10098,123494,1,0,128900,128178,160,638,0,0,0,27057,,,279,2015-03-31,1231
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,100,0,67,9150,9152,0,0,1013,25,10165,0,0,511,0,0,500,0,3055,6095,5,0,2977,2794,-23,786,0,0,0,1013,,,354,2015-03-31,1231
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2242,530,0,314,34884,36145,0,0,4243,60,40388,0,0,742,0,0,3440,0,5916,28968,4,0,36071,35578,1,130,0,0,0,4243,,,457,2015-03-31,1231
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63180,1104,0,10373,374424,399510,54,0,34629,6480,434193,0,0,19267,0,0,10653,0,51748,322676,2,0,268646,264465,-1771,0,0,0,0,34683,,,505,2015-03-31,1231
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21865,4764,0,4193,180811,199328,0,0,19251,1600,218579,0,0,12386,0,0,4900,934,24278,156533,5,0,148709,146528,365,0,0,0,16193,19251,,,1155,2015-03-31,1231
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4338,0,1370,135530,135966,0,0,23535,240,159501,0,0,22762,0,0,530,0,17962,117568,4,0,77362,76003,3,3417,0,0,0,23535,,,1351,2015-03-31,1231
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107619,14960,0,5068,654309,655541,0,0,74937,1000,730478,0,0,68712,0,0,1214,704,186302,468007,2,0,244600,241756,4011,0,0,0,0,74937,,,1454,2015-03-31,1231
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2542,832,0,708,65517,72442,0,0,10866,200,83308,0,0,1057,0,0,9624,0,24638,40879,4,0,60554,60103,-15,0,0,86,0,10866,,,1557,2015-03-31,1231
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25985,7325,0,2070,211682,212134,0,0,45093,800,257227,0,0,43127,0,0,800,0,48432,163250,1,0,92255,89416,366,0,0,0,0,45093,,,1669,2015-03-31,1231
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6567,4792,0,3140,329511,363901,0,0,47105,390,411006,0,0,41779,0,0,3100,642,105715,223796,2,0,276919,273347,1836,0,0,0,0,47105,,,1829,2015-03-31,1231
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61535,460,0,365,82514,112644,0,0,16145,500,128789,0,0,1530,0,0,14282,0,3982,78532,4,0,45396,44352,-167,489,0,0,0,16145,,,1856,2015-03-31,1231
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3790,2684,0,2415,148860,172604,0,0,21968,480,194572,0,0,16957,0,0,4270,0,19300,129560,2,0,121181,117620,261,613,0,2820,7528,21968,,,2040,2015-03-31,1231
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6815,10027,0,2188,110822,112913,0,0,15900,1000,128813,0,0,13008,0,0,1356,0,24299,86523,8,0,75147,74389,536,5317,0,0,0,15900,,,2161,2015-03-31,1231
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,514,12176,0,14267,1976604,2826204,64,0,451168,500,3277436,0,0,430423,4549,0,45778,0,128020,1848583,2,-23133,2713205,2682566,-2400,5855,0,0,0,451232,,,2376,2015-03-31,630
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3992,45,0,118,11671,12318,0,0,1316,50,13634,0,0,257,0,0,975,0,3328,8343,4,0,5438,5267,34,0,0,625,0,1316,,,2554,2015-03-31,1231
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135013,19327,0,3906,504427,505796,0,0,81911,0,587707,0,0,75825,0,0,5789,0,143518,360909,2,0,329114,325244,297,0,0,0,0,81911,,,2732,2015-03-31,1231
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,340,0,289,44054,52059,0,0,6336,121,58395,0,0,977,0,0,5200,0,5640,38414,4,0,40199,39524,38,0,0,356,0,6336,,,2750,2015-03-31,1231
