RCFD0071,RCFD0081,RCFD0426,RCFD2130,RCFD2145,RCFD2155,RCFD2920,RCFD2948,RCFD3000,RCFD3200,RCFD3210,RCFD3230,RCFD3300,RCFD3632,RCFD3656,RCFD3838,RCFD3839,RCFD5369,RCFD6724,RCFDA130,RCFDB528,RCFDB529,RCFDB530,RCFDB989,RCFDB995,RCFDG105,RCFDJA22,RCFDJJ34,RCFN6631,RCFN6636,RCON0071,RCON0081,RCON2130,RCON2145,RCON2200,RCON2948,RCON3000,RCON3200,RCON3210,RCON3230,RCON3300,RCON3545,RCON3548,RCON3632,RCON3656,RCON3838,RCON3839,RCON5369,RCON6631,RCON6636,RCON6724,RCON8678,RCONA130,RCONB528,RCONB529,RCONB530,RCONB987,RCONB989,RCONB993,RCONB995,RCONG105,RCONJA22,RCONJJ34,IDRSSD,RCON9999
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1864,0,434,63966,64374,0,0,15169,1200,79543,0,0,10588,,0,3500,0,6974,56992,1,,0,45008,43860,-119,3710,0,0,0,,,,37,2007-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,699,0,291,24967,28080,0,0,3810,120,31890,0,0,3591,,0,120,0,4130,20837,4,,0,19424,19264,-21,2258,0,0,212,,,,242,2007-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,502,2065,253,2916,83629,111201,0,0,20159,0,131360,0,0,20494,,0,0,0,5323,78306,1,,0,56386,56062,-335,3280,0,0,0,,,,279,2007-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,83,0,59,6540,6631,0,0,941,25,7572,0,0,451,,0,500,0,1343,5197,5,,0,4269,4084,-35,0,0,56,0,,,,354,2007-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,8095,0,3430,168379,170737,0,0,29467,596,200204,0,0,2034,,0,26808,0,42352,126027,1,,0,147352,145439,29,3507,0,0,0,,,,439,2007-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,336,0,111,23656,23943,0,0,2712,60,26655,0,0,364,,0,2290,0,2677,20979,4,,0,22663,22346,-2,1178,0,0,0,,,,457,2007-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162,4811,0,3941,269124,294297,53,0,24230,6480,318580,0,0,7886,,0,10653,0,42398,226726,2,,0,233592,230943,-789,6950,0,0,0,,,,505,2007-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2233,17807,0,34177,439315,497943,0,6000,132427,19,630370,0,0,581,,0,131672,63209,76926,362389,2,,0,347928,343295,155,0,0,0,15499,,,,1146,2007-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,14299,0,5050,138228,171093,0,0,14067,1600,185160,0,0,8088,,0,4400,331,17031,121197,5,,0,122338,120512,-21,0,0,0,22898,,,,1155,2007-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2440,0,1043,94471,95097,0,0,15279,240,110376,0,0,14557,,0,530,0,10476,83995,8,,0,57890,56760,-48,4726,0,0,0,,,,1351,2007-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389,29377,0,3436,382874,383625,0,0,32404,1000,416029,0,0,31125,,0,1214,1931,97261,285613,2,,0,197967,196098,-935,39400,0,0,0,,,,1454,2007-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,1998,0,168,28427,30859,0,0,4581,200,35440,0,0,3582,,0,800,0,4480,23947,4,,0,18999,18621,-1,1587,0,0,0,,,,1557,2007-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,13356,0,14804,528701,548481,0,0,51965,1900,600446,0,0,22310,,0,27773,0,42471,486230,2,,0,530180,522844,-18,0,0,4057,6139,,,,1632,2007-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2663,10351,0,1550,183321,184722,0,0,39298,800,224020,0,0,38161,,0,800,0,37476,145845,4,,0,71413,69813,-463,16723,0,0,0,,,,1669,2007-03-31
