RCFD0071,RCFD0081,RCFD0426,RCFD2130,RCFD2145,RCFD2155,RCFD2920,RCFD2948,RCFD3000,RCFD3200,RCFD3210,RCFD3230,RCFD3300,RCFD3632,RCFD3656,RCFD3838,RCFD3839,RCFD5369,RCFD6724,RCFDA130,RCFDB528,RCFDB529,RCFDB530,RCFDB989,RCFDB995,RCFDG105,RCFDJA22,RCFDJJ34,RCFN6631,RCFN6636,RCON0071,RCON0081,RCON2130,RCON2145,RCON2200,RCON2948,RCON3000,RCON3200,RCON3210,RCON3230,RCON3300,RCON3545,RCON3548,RCON3632,RCON3656,RCON3838,RCON3839,RCON5369,RCON6631,RCON6636,RCON6724,RCON8678,RCONA130,RCONB528,RCONB529,RCONB530,RCONB987,RCONB989,RCONB993,RCONB995,RCONG105,RCONJA22,RCONJJ34,IDRSSD,RCON9999
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1597,0,636,63070,63520,0,0,15662,1200,79182,0,0,11213,,0,3500,0,6611,56459,,,0,46233,45031,-251,3886,0,0,0,,,,37,2008-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,675,1109,0,247,26694,30371,0,0,3796,120,34167,0,0,3633,,0,120,0,5339,21355,,,0,20056,19885,-77,3385,0,0,110,,,,242,2008-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,2403,258,4999,92076,122050,0,0,20887,1,142937,0,0,21329,,0,0,0,6653,85424,,,0,61559,61209,-443,485,0,0,0,,,,279,2008-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,526,0,81,7063,7467,0,0,942,25,8409,0,0,444,,0,500,0,1755,5308,,,0,4466,4265,-27,0,0,367,0,,,,354,2008-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,970,0,132,25483,28607,0,0,3068,60,31675,0,0,573,,0,2440,0,3382,22101,,,0,27975,27810,-5,0,0,900,0,,,,457,2008-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,654,5249,0,4112,245402,315638,53,0,26285,6480,341976,0,0,9771,,0,10653,0,45403,199999,,,0,266960,263777,-619,0,0,0,0,,,,505,2008-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1812,5753,0,4870,136747,168318,0,0,15345,1600,183663,0,0,9185,,0,4400,188,13109,123638,,,0,130100,128267,160,0,0,0,26739,,,,1155,2008-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2139,0,989,109808,110639,0,0,17133,240,127772,0,0,16346,,0,530,0,11731,98077,,,0,65156,64009,17,2074,0,0,0,,,,1351,2008-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25636,33303,0,4664,390240,391378,0,0,35638,1000,427016,0,0,35444,,0,1214,1651,113542,276698,,,0,211986,209868,-2020,0,0,0,0,,,,1454,2008-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,1656,0,157,31733,34373,0,0,4847,200,39220,0,0,3765,,0,800,0,6409,25324,,,0,21552,21171,82,3082,0,0,0,,,,1557,2008-06-30
