RCFD0071,RCFD0081,RCFD0426,RCFD2130,RCFD2145,RCFD2155,RCFD2920,RCFD2948,RCFD3000,RCFD3200,RCFD3210,RCFD3230,RCFD3300,RCFD3632,RCFD3656,RCFD3838,RCFD3839,RCFD5369,RCFD6724,RCFDA130,RCFDB528,RCFDB529,RCFDB530,RCFDB989,RCFDB995,RCFDG105,RCFDJA22,RCFDJJ34,RCFN6631,RCFN6636,RCON0071,RCON0081,RCON2130,RCON2145,RCON2200,RCON2948,RCON3000,RCON3200,RCON3210,RCON3230,RCON3300,RCON3545,RCON3548,RCON3632,RCON3656,RCON3838,RCON3839,RCON5369,RCON6631,RCON6636,RCON6724,RCONA130,RCONB528,RCONB529,RCONB530,RCONB987,RCONB989,RCONB993,RCONB995,RCONG105,RCONJA22,RCONJJ34,IDRSSD,RCON9999,RCON8678
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6091,2064,0,278,59910,60154,0,0,14813,1200,74967,0,0,10711,0,0,3500,0,13791,46119,,0,23511,22514,-598,0,0,0,0,14813,,,37,2018-12-31,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2665,1276,0,259,33835,38177,0,0,4879,120,43056,0,0,4763,0,0,120,0,9133,24702,,0,25104,24916,-124,0,0,201,0,4879,,,242,2018-12-31,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13839,4189,0,6303,197749,222032,0,0,29673,1,251705,0,0,29913,0,0,0,0,24481,173268,,0,159603,158630,-241,6476,0,0,0,29673,,,279,2018-12-31,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1185,373,0,56,8357,8365,0,0,1338,100,9703,0,0,309,0,0,936,0,2933,5424,,0,5324,5188,-7,1108,0,0,0,1338,,,354,2018-12-31,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,516,1208,0,308,39842,45507,0,0,5406,60,50913,0,0,1406,0,0,3940,0,7272,32570,,0,44815,44362,0,2785,0,0,0,5406,,,457,2018-12-31,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2538,6294,0,10180,419911,484905,55,0,47008,6480,531968,0,0,26661,0,0,18403,0,77794,342118,,0,430614,424962,-4536,0,0,0,0,47063,0,,505,2018-12-31,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15444,11955,0,4171,228471,230745,0,0,22423,1600,253168,0,0,16213,0,0,4900,442,26962,201509,,0,187905,184492,-290,4571,0,0,0,22423,0,,1155,2018-12-31,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4971,0,4639,133093,133576,0,0,25768,240,159344,0,0,25143,0,0,530,0,19869,113224,,0,96911,95711,-145,4420,0,0,0,25768,,,1351,2018-12-31,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127098,15244,0,3763,724573,728787,0,0,81199,1000,809986,0,0,87288,0,0,1214,652,208545,516028,,0,265418,262034,-8303,0,0,0,0,81199,,,1454,2018-12-31,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7401,2375,0,3416,233254,237433,0,0,45925,800,283358,0,0,45076,0,0,800,0,56049,177205,,0,156982,154024,-751,0,0,4000,0,45925,,,1669,2018-12-31,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31229,495,0,424,62740,92898,0,0,13231,500,106129,0,0,255,0,0,13732,0,3107,59633,,0,41351,40776,-1256,0,0,0,0,13231,,,1856,2018-12-31,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2579,3605,0,1905,154661,174031,0,0,23255,480,197286,0,0,18752,0,0,4270,0,26631,128029,,0,130727,127896,-247,12595,0,0,3,23255,,,2040,2018-12-31,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12101,8353,0,3718,142891,144506,0,0,16515,1000,161021,0,0,14157,0,0,1356,0,38784,104107,,0,112212,110747,2,3385,0,0,0,16515,,,2161,2018-12-31,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,469,18591,0,13143,2930786,3583173,58,0,506101,500,4089332,0,0,452484,0,0,62161,0,167095,2763691,,-15789,3511812,3483173,6745,0,0,1719,0,506159,0,,2376,2018-12-31,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1545,401,0,230,11940,14083,0,0,1606,50,15689,0,0,296,0,0,1350,0,3449,8491,,0,11276,11120,-90,0,0,0,0,1606,,,2554,2018-12-31,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92121,11575,0,3293,504508,505766,0,0,95078,0,600844,0,0,89427,0,0,5789,0,131552,372956,,0,426956,422022,-138,0,0,0,0,95078,,,2732,2018-12-31,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1251,2100,0,244,51459,54887,0,0,7187,116,62074,0,0,658,0,0,6700,0,5526,45933,,0,47833,46966,-287,0,0,0,0,7187,,,2750,2018-12-31,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4435,0,580,155459,165079,0,0,25457,200,190536,0,0,25655,0,0,300,0,31780,123679,,0,104747,100237,-698,0,0,2000,0,25457,,,3252,2018-12-31,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1786,1162,0,330,48189,48892,0,0,4883,100,53775,0,0,3719,0,0,1101,0,5335,42854,,0,40763,40397,-37,263,0,0,500,4883,0,,3458,2018-12-31,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24103,6747,0,3643,229741,234398,0,0,37239,2400,271637,0,0,17605,0,0,18600,0,49400,180341,,0,151078,149393,-1366,0,0,0,2246,37239,,,3720,2018-12-31,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32655,4434,905,7924,578980,683901,0,0,102386,2,786287,0,0,984,0,0,100966,2741,100051,478929,,0,635987,635776,434,1254,0,0,0,102386,,,3971,2018-12-31,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8047,5332,0,6330,202612,205301,0,0,22611,1200,227912,0,0,15480,0,0,6657,88,45648,156964,,0,160069,158218,-726,1665,0,0,836,22611,,,4156,2018-12-31,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25701,1124,0,859,98254,98419,0,0,16297,500,114716,0,0,4750,0,0,12100,0,25208,73046,,0,43291,42615,-1053,0,0,0,0,16297,,,4231,2018-12-31,
