RCFD0071,RCFD0081,RCFD0426,RCFD2130,RCFD2145,RCFD2155,RCFD2920,RCFD2948,RCFD3000,RCFD3200,RCFD3210,RCFD3230,RCFD3300,RCFD3632,RCFD3656,RCFD3838,RCFD3839,RCFD5369,RCFD6724,RCFDA130,RCFDB528,RCFDB529,RCFDB530,RCFDB989,RCFDB995,RCFDG105,RCFDJA22,RCFDJJ34,RCFN6631,RCFN6636,RCON0071,RCON0081,RCON2130,RCON2145,RCON2200,RCON2948,RCON3000,RCON3200,RCON3210,RCON3230,RCON3300,RCON3545,RCON3548,RCON3632,RCON3656,RCON3838,RCON3839,RCON5369,RCON6631,RCON6636,RCON6724,RCONA130,RCONB528,RCONB529,RCONB530,RCONB987,RCONB989,RCONB993,RCONB995,RCONG105,RCONJA22,RCONJJ34,IDRSSD,RCON9999,RCON8678
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7432,1320,0,357,65599,65665,0,0,19972,1200,85637,0,0,15531,0,0,3500,0,13613,51986,,0,27173,26147,-259,0,0,0,0,19972,,,37,2016-12-31,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1251,1261,0,291,30259,35841,0,0,5301,120,41142,0,0,5042,0,0,120,0,7395,22864,,0,27723,27539,19,0,0,566,0,5301,,,242,2016-12-31,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3421,2838,0,5058,155098,173634,0,0,28153,1,201787,0,0,28282,0,0,0,0,10176,144922,,0,138763,137810,-130,1776,0,0,0,28153,,,279,2016-12-31,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,227,0,53,7196,7197,0,0,1000,25,8197,0,0,527,0,0,500,0,2198,4998,,0,3624,3469,-52,75,0,0,0,1000,,,354,2016-12-31,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3962,501,0,257,35702,41722,0,0,4611,60,46333,0,0,611,0,0,3940,0,6063,29639,,0,40298,39797,0,70,0,0,0,4611,,,457,2016-12-31,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11142,1307,0,9919,401350,406229,54,0,35923,6480,442206,0,0,21329,0,0,10653,0,70098,331252,,0,330173,326133,-2539,0,0,0,0,35977,,,505,2016-12-31,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21859,6825,0,4545,199993,209529,0,0,19600,1600,229129,0,0,13078,0,0,4900,222,30354,169639,,0,164381,162118,22,0,0,0,7558,19600,,,1155,2016-12-31,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5232,0,2569,128411,128728,0,0,23918,240,152646,0,0,23275,0,0,530,0,17358,111053,,0,84866,83666,-127,2192,0,0,0,23918,,,1351,2016-12-31,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179788,12214,0,3780,775036,776640,0,0,72841,1000,849481,0,0,77960,0,0,1214,978,205381,569655,,0,246173,242733,-7333,0,0,0,0,72841,,,1454,2016-12-31,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2811,792,0,578,53057,58541,0,0,9872,200,68413,0,0,209,0,0,9624,0,18965,34092,,0,49961,49027,-161,764,0,0,0,9872,,,1557,2016-12-31,
