RCFD0071,RCFD0081,RCFD0426,RCFD2130,RCFD2145,RCFD2155,RCFD2920,RCFD2948,RCFD3000,RCFD3200,RCFD3210,RCFD3230,RCFD3300,RCFD3632,RCFD3656,RCFD3838,RCFD3839,RCFD5369,RCFD6724,RCFDA130,RCFDB528,RCFDB529,RCFDB530,RCFDB989,RCFDB995,RCFDG105,RCFDJA22,RCFDJJ34,RCFN6631,RCFN6636,RCON0071,RCON0081,RCON2130,RCON2145,RCON2200,RCON2948,RCON3000,RCON3200,RCON3210,RCON3230,RCON3300,RCON3545,RCON3548,RCON3632,RCON3656,RCON3838,RCON3839,RCON5369,RCON6631,RCON6636,RCON6724,RCON8678,RCONA130,RCONB528,RCONB529,RCONB530,RCONB987,RCONB989,RCONB993,RCONB995,RCONG105,RCONJA22,RCONJJ34,IDRSSD,RCON9999
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1890,0,576,63078,63414,0,0,15759,1200,79173,0,0,10988,,0,3500,0,6499,56579,,,0,44862,43773,71,5509,0,0,0,,,,37,2007-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,1187,0,265,24081,28253,0,0,3987,120,32240,0,0,3677,,0,120,0,4348,19733,,,0,21086,20925,70,188,0,280,111,,,,242,2007-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,727,2491,256,3229,87940,113115,0,0,20917,0,134032,0,0,21028,,0,0,0,4595,83345,,,0,57944,57604,-111,3025,0,0,0,,,,279,2007-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,82,0,81,6646,6709,0,0,942,25,7651,0,0,418,,0,500,0,1649,4997,,,0,4409,4201,-1,409,0,0,0,,,,354,2007-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,867,0,85,25074,25341,0,0,2920,60,28261,0,0,415,,0,2440,0,3555,21519,,,0,24401,24132,5,562,0,0,0,,,,457,2007-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163,5875,0,4189,266572,313879,53,0,25982,6480,339914,0,0,8879,,0,10653,0,43923,222649,,,0,254052,251116,-30,0,0,0,0,,,,505,2007-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,6676,0,4913,127131,165573,0,0,15876,1600,181449,0,0,9404,,0,4400,264,15260,111871,,,0,125289,123594,472,0,0,0,23932,,,,1155,2007-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4214,0,1025,103628,104393,0,0,16359,240,120752,0,0,15562,,0,530,0,9817,93811,,,0,61584,60464,27,2440,0,0,0,,,,1351,2007-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15519,27628,0,3908,369911,373424,0,0,35843,1000,409267,0,0,33429,,0,1214,1137,101909,268002,,,0,212222,210129,200,0,0,2400,0,,,,1454,2007-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,3274,0,194,31296,33757,0,0,4797,200,38554,0,0,3713,,0,800,0,7748,23548,,,0,20722,20341,84,3062,0,0,0,,,,1557,2007-12-31
