RCFD0071,RCFD0081,RCFD0426,RCFD2130,RCFD2145,RCFD2155,RCFD2920,RCFD2948,RCFD3000,RCFD3200,RCFD3210,RCFD3230,RCFD3300,RCFD3632,RCFD3656,RCFD3838,RCFD3839,RCFD5369,RCFD6724,RCFDA130,RCFDB528,RCFDB529,RCFDB530,RCFDB989,RCFDB995,RCFDG105,RCFDJA22,RCFDJJ34,RCFN6631,RCFN6636,RCON0071,RCON0081,RCON2130,RCON2145,RCON2200,RCON2948,RCON3000,RCON3200,RCON3210,RCON3230,RCON3300,RCON3545,RCON3548,RCON3632,RCON3656,RCON3838,RCON3839,RCON5369,RCON6631,RCON6636,RCON6724,RCON8678,RCONA130,RCONB528,RCONB529,RCONB530,RCONB987,RCONB989,RCONB993,RCONB995,RCONG105,RCONJA22,RCONJJ34,IDRSSD,RCON9999
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1583,0,530,62481,62963,0,0,13033,1200,75996,0,0,8333,,0,3500,0,5935,56546,,,0,45938,44952,0,3072,0,0,0,,,,37,2003-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,631,0,277,20543,22215,0,0,3713,120,25928,0,0,3434,,0,120,0,2823,17720,,,0,19712,19589,39,159,0,0,0,,,,242,2003-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3068,1857,240,1010,79215,111942,0,0,17526,0,129468,0,0,17348,,0,0,0,2148,77067,,,0,30632,30284,178,1865,0,0,0,,,,279,2003-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,110,0,30,6941,6964,0,0,1175,25,8139,0,0,622,,0,500,0,1049,5892,,,0,5006,4787,28,62,0,0,0,,,,354,2003-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7836,0,2495,146105,147139,0,0,18195,596,165334,0,0,10205,,0,7404,0,34473,111632,,,0,114273,112945,-10,6584,0,0,0,,,,439,2003-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1018,0,109,22520,22773,0,0,2612,60,25385,0,0,612,,0,1940,0,2274,20246,,,0,19207,18997,0,2700,0,0,0,,,,457,2003-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153,11446,0,4591,245740,254859,56,0,22790,6480,277705,0,0,5934,,0,10653,386,45085,200655,,,0,150633,147993,-277,3200,0,0,0,,,,505,2003-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3799,14082,0,11578,314167,347100,0,6000,32780,19,379880,0,0,23800,,0,8854,38549,69851,244316,,,0,224874,222008,107,0,0,0,0,,,,1146,2003-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5548,0,4743,115990,132085,0,0,10901,1600,142986,0,0,5715,,0,3400,0,10347,105643,,,0,96042,94661,186,0,0,300,12405,,,,1155,2003-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1672,0,1044,81792,83332,0,0,13972,240,97304,0,0,13219,,0,530,0,9555,72237,,,0,53006,52587,-17,2105,0,0,0,,,,1351,2003-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1299,17396,0,3770,279670,280091,0,0,28317,1000,308408,0,0,25965,,0,1214,1294,78374,201296,,,0,127635,126830,138,34000,0,0,0,,,,1454,2003-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,2044,0,112,27263,27685,0,0,5820,200,33505,0,0,4570,,0,800,0,3343,23920,,,0,15366,15013,250,4526,0,0,0,,,,1557,2003-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194,2030,0,5828,191532,227118,0,0,20634,1900,247752,0,0,6961,,0,11314,0,37998,153534,,,0,210935,208167,459,0,0,6756,2909,,,,1632,2003-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3788,7949,0,1090,191381,192366,0,0,40557,800,232923,0,0,38259,,0,800,0,32627,158754,,,0,68327,67320,698,12638,0,0,0,,,,1669,2003-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6716,4684,0,3149,246869,259439,0,0,39357,390,298796,0,0,32925,,0,3100,0,50618,196251,,,0,168811,166618,2942,0,0,0,1443,,,,1829,2003-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1405,498,0,476,25132,39082,0,0,2446,100,41528,0,0,151,,0,2182,0,1571,23561,,,0,6539,6445,13,76,0,0,0,,,,1856,2003-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,3625,0,2552,113483,130988,0,0,14666,480,145654,0,0,9333,,0,4270,160,9528,103955,,,0,114707,113373,583,0,0,370,0,,,,2040,2003-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7000,3749,0,1534,87242,87538,0,0,9534,1000,97072,0,0,7398,,0,1000,0,16478,70764,,,0,51479,50985,136,5145,0,0,0,,,,2161,2003-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125,11938,2745,6260,738029,881467,69,0,107286,500,988822,0,0,106260,,0,0,0,32707,705322,,,0,333901,327729,526,14050,0,7828,0,,,,2376,2003-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,217,0,85,10940,13535,0,0,1244,50,14779,0,0,690,,0,499,0,1037,9903,,,0,13255,13107,5,130,0,0,0,,,,2451,2003-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,608,0,91,6264,6303,0,0,711,50,7014,0,0,155,,0,550,0,1134,5130,,,0,3835,3791,-44,0,0,0,0,,,,2554,2003-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,20944,0,6298,366870,369712,0,0,52986,2320,422698,0,0,45933,,0,3728,0,73577,293293,,,0,290064,287105,1005,28600,0,0,0,,,,2732,2003-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,496,603,0,371,33479,37180,0,0,4673,90,41853,0,0,4407,,0,93,0,1648,31831,,,0,28478,27825,83,200,0,0,518,,,,2750,2003-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,15781,0,6216,193662,266589,0,0,22330,1250,288919,0,0,11014,,0,9314,0,53892,139770,,,0,221762,218137,752,0,0,25868,4421,,,,2938,2003-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291,2989,0,2037,102819,103073,0,0,12827,100,115900,0,0,11157,,0,1750,0,8784,94035,,,0,60696,59968,-180,10569,0,0,0,,,,2956,2003-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2081,5104,0,774,88404,93279,0,0,10533,200,103812,0,0,9925,,0,300,0,12284,76120,,,0,62166,60876,108,8620,0,0,0,,,,3252,2003-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3070,2134,0,100,19885,20538,0,0,2328,100,22866,0,0,1728,,0,450,0,2336,17549,,,0,8754,8395,50,1319,0,0,600,,,,3458,2003-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15020,35368,4,20428,1167117,1209183,152,0,142483,2879,1351818,0,0,100161,,0,36128,0,217303,949814,,,0,783686,774331,3315,0,0,2150,16469,,,,3506,2003-09-30
