RCFD0071,RCFD0081,RCFD0426,RCFD2130,RCFD2145,RCFD2155,RCFD2920,RCFD2948,RCFD3000,RCFD3200,RCFD3210,RCFD3230,RCFD3300,RCFD3632,RCFD3656,RCFD3838,RCFD3839,RCFD5369,RCFD6724,RCFDA130,RCFDB528,RCFDB529,RCFDB530,RCFDB989,RCFDB995,RCFDG105,RCFDJA22,RCFDJJ34,RCFN6631,RCFN6636,RCON0071,RCON0081,RCON2130,RCON2145,RCON2200,RCON2948,RCON3000,RCON3200,RCON3210,RCON3230,RCON3300,RCON3545,RCON3548,RCON3632,RCON3656,RCON3838,RCON3839,RCON5369,RCON6631,RCON6636,RCON6724,RCON8678,RCONA130,RCONB528,RCONB529,RCONB530,RCONB987,RCONB989,RCONB993,RCONB995,RCONG105,RCONJA22,RCONJJ34,IDRSSD,RCON9999
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1681,0,623,65568,65881,0,0,13877,1200,79758,0,0,9177,,0,3500,0,6506,59062,1,,0,44341,43280,0,3672,0,0,0,,,,37,2005-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199,629,0,253,22825,25164,0,0,3641,120,28805,0,0,3507,,0,120,0,3499,19326,3,,0,19213,19055,-106,1168,0,0,0,,,,242,2005-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1697,246,1399,78998,108631,0,0,18742,0,127373,0,0,18913,,0,0,0,2614,76384,1,,0,38085,37649,-171,1060,0,0,0,,,,279,2005-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,142,0,26,7210,7227,0,0,925,25,8152,0,0,448,,0,500,0,1237,5973,4,,0,4056,3888,-48,334,0,0,0,,,,354,2005-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6934,0,2387,149535,150615,0,0,20656,596,171271,0,0,10930,,0,9404,0,33956,115579,2,,0,128269,126660,-274,4456,0,0,0,,,,439,2005-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,738,0,89,23703,23945,0,0,3036,60,26981,0,0,786,,0,2190,0,2877,20826,4,,0,22569,22240,0,1100,0,0,0,,,,457,2005-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149,7086,0,4579,261440,279552,53,0,21622,6480,301227,0,0,6278,,0,10653,0,42488,218952,1,,0,179359,177175,-1789,5200,0,0,0,,,,505,2005-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244,17879,0,22859,325336,390671,0,6000,33696,19,424367,0,0,25350,,0,8854,34642,70975,254361,2,,0,298916,295452,-527,0,0,4000,0,,,,1146,2005-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2916,4795,0,4642,121343,144823,0,0,11274,1600,156097,0,0,6506,,0,3400,248,12902,108441,5,,0,103058,101335,-232,0,0,0,19744,,,,1155,2005-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1960,0,1023,89348,89692,0,0,13510,240,103202,0,0,12851,,0,530,0,10985,78363,8,,0,58129,57423,-111,2984,0,0,0,,,,1351,2005-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356,24135,0,3526,340274,340642,0,0,28750,1000,369392,0,0,28658,,0,1214,1129,78406,261868,2,,0,165637,164752,-2122,33700,0,0,0,,,,1454,2005-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,1650,0,186,28015,28243,0,0,4567,200,32810,0,0,3576,,0,800,0,4210,23805,4,,0,16161,15783,-9,1737,0,0,0,,,,1557,2005-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259,7255,0,6292,314826,359763,0,0,31322,1900,391085,0,0,9244,,0,20290,0,52202,262624,5,,0,342575,338107,-112,5582,0,0,2980,,,,1632,2005-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2164,9234,0,1677,181909,183096,0,0,39078,800,222174,0,0,37943,,0,800,0,35066,146843,4,,0,70052,68842,-465,11076,0,0,0,,,,1669,2005-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8712,4485,0,2773,261259,273251,0,0,38233,390,311484,0,0,34013,,0,3100,0,54019,207240,2,,0,180674,177587,730,0,0,0,2043,,,,1829,2005-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,861,0,590,67641,202008,0,0,12237,400,214245,0,0,2035,,0,13882,0,1621,66020,4,,0,13651,13539,-4080,0,0,3090,50000,,,,1856,2005-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,3046,0,2425,115491,132568,0,0,15544,480,148112,0,0,10565,,0,4270,303,9492,105998,4,,0,111978,110285,229,2965,0,0,0,,,,2040,2005-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14500,2986,0,1481,97683,98307,0,0,9598,1000,107905,0,0,7606,,0,1253,0,17373,80310,1,,0,54617,54100,-261,1880,0,0,0,,,,2161,2005-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328,7931,2956,10013,716384,894249,69,0,121900,500,1016218,0,0,121785,,0,0,0,36158,680226,2,,0,444390,438218,-385,0,0,4232,0,,,,2376,2005-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,315,0,86,16351,17882,0,0,2331,50,20213,0,0,222,,0,2059,0,1724,14627,5,,0,18334,18148,0,177,0,0,0,,,,2451,2005-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,747,0,89,6327,6347,0,0,630,50,6977,0,0,112,,0,550,0,1382,4944,4,,0,3232,3182,-82,500,0,0,0,,,,2554,2005-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,17067,0,6663,444413,447543,0,0,56714,2320,504257,0,0,51150,,0,3728,26532,76799,367614,2,,0,363879,360628,-484,14800,0,0,0,,,,2732,2005-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1089,545,0,352,39199,43963,0,0,4544,90,48507,0,0,4670,,0,93,0,2895,36304,1,,0,30760,30189,-309,0,0,0,592,,,,2750,2005-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3164,8401,0,5875,253153,314338,0,0,26535,1250,340873,0,0,14519,,0,10976,0,61783,191370,2,,0,274411,269615,-210,0,0,10563,7553,,,,2938,2005-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2087,0,2761,97483,97839,0,0,9187,100,107026,0,0,188,,0,9536,0,9001,88482,9,,0,57854,57150,-637,4293,0,0,0,,,,2956,2005-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4744,4631,0,787,71255,75700,0,0,11376,200,87076,0,0,11033,,0,300,0,13391,57864,1,,0,43671,42766,-157,780,0,0,0,,,,3252,2005-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3060,1588,0,135,19126,21299,0,0,2343,100,23642,0,0,1875,,0,450,0,2353,16773,1,,0,8861,8488,-82,252,0,0,2125,,,,3458,2005-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,31762,4,17579,1233321,1339258,36,0,150250,2878,1489544,0,0,113854,,0,36128,0,238364,994957,1,,0,977089,967213,-2610,0,0,0,3729,,,,3506,2005-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,10921,0,9489,240550,296575,0,0,36630,5000,333205,0,0,7214,,0,24490,0,35266,205284,2,,-513,256033,253868,439,0,0,10000,10057,,,,3579,2005-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4580,0,1726,125936,138925,0,0,17963,2400,156888,0,0,5348,,0,10800,230,17836,108100,1,,0,87003,85815,-585,8186,0,0,1877,,,,3720,2005-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,3734,0,4467,78842,85867,0,0,7321,500,93188,0,0,5141,,0,1680,14381,17721,61121,4,,0,68607,67532,0,0,0,0,0,,,,3953,2005-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5505,23,5108,149967,154662,0,0,16550,300,171212,0,0,16402,,0,300,0,18775,131192,1,,0,113243,112039,-452,0,0,1500,0,,,,4138,2005-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178,2376,0,3979,84352,98370,0,0,12831,1950,111201,0,0,8528,,0,2230,0,15397,68954,4,,0,73488,73089,123,1629,0,0,0,,,,4147,2005-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,2830,0,3958,100402,121651,0,0,13901,1200,135552,0,0,6727,,0,5981,752,15290,85112,4,,0,90194,88782,-7,0,0,0,0,,,,4156,2005-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3512,0,1161,93518,104174,0,0,11506,500,115680,0,0,2964,,0,9100,0,12523,80995,1,,0,48902,48246,-1058,0,0,2159,8000,,,,4231,2005-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1477,3900,0,2467,167575,201057,0,0,16773,963,217830,0,0,12336,,0,3750,0,23015,144560,2,,0,155888,154339,-276,1792,0,0,22649,,,,4437,2005-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,6087,81,7143,184470,223957,0,0,18097,1875,242054,0,0,8729,,0,7929,0,40098,144373,2,,0,156102,154534,-436,0,0,3000,10371,,,,4839,2005-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,739,4182,0,8197,251616,280310,0,0,32484,0,312794,0,0,545,,0,31305,0,28665,222951,1,,0,201587,199786,634,5913,0,0,0,,,,5005,2005-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,2139,0,1515,78213,79261,0,0,7384,400,86645,0,0,5448,,0,1400,0,13534,64679,4,,0,53848,53171,136,0,0,0,0,,,,5050,2005-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1391,0,18955,249694,253498,0,0,66257,4500,319755,0,0,57492,,0,4129,0,10630,239064,1,,0,250408,243724,136,30300,0,0,0,,,,5069,2005-03-31
