RCFD0071,RCFD0081,RCFD0426,RCFD2130,RCFD2145,RCFD2155,RCFD2920,RCFD2948,RCFD3000,RCFD3200,RCFD3210,RCFD3230,RCFD3300,RCFD3632,RCFD3656,RCFD3838,RCFD3839,RCFD5369,RCFD6724,RCFDA130,RCFDB528,RCFDB529,RCFDB530,RCFDB989,RCFDB995,RCFDG105,RCFDJA22,RCFDJJ34,RCFN6631,RCFN6636,RCON0071,RCON0081,RCON2130,RCON2145,RCON2200,RCON2948,RCON3000,RCON3200,RCON3210,RCON3230,RCON3300,RCON3545,RCON3548,RCON3632,RCON3656,RCON3838,RCON3839,RCON5369,RCON6631,RCON6636,RCON6724,RCON8678,RCONA130,RCONB528,RCONB529,RCONB530,RCONB987,RCONB989,RCONB993,RCONB995,RCONG105,RCONJA22,RCONJJ34,IDRSSD,RCON9999
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1658,0,556,63119,63652,0,0,15559,1200,79211,0,0,10922,,0,3500,0,6771,56348,,,0,47853,46734,-63,2552,0,0,0,,,,37,2007-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,675,0,268,24490,27423,0,0,3829,120,31252,0,0,3569,,0,120,0,4040,20450,,,0,19777,19612,20,51,0,163,107,,,,242,2007-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,584,2566,255,3042,87413,112159,0,0,20554,0,132713,0,0,20767,,0,0,0,6192,81221,,,0,59864,59501,-213,1200,0,0,0,,,,279,2007-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,233,0,83,6174,6561,0,0,912,25,7473,0,0,402,,0,500,0,1456,4718,,,0,4317,4122,-15,0,0,352,0,,,,354,2007-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,1382,0,94,24416,24947,0,0,2794,60,27741,0,0,446,,0,2290,0,2671,21745,,,0,23968,23641,-2,0,0,276,0,,,,457,2007-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143,6632,0,4006,259196,319426,53,0,25291,6480,344770,0,0,8600,,0,10653,0,45474,213722,,,0,252572,249842,-442,0,0,0,0,,,,505,2007-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6979,8568,0,4952,131595,176231,0,0,14790,1600,191021,0,0,8757,,0,4400,463,15704,115891,,,0,125712,123741,33,0,0,0,39808,,,,1155,2007-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2348,0,1019,97053,97919,0,0,15967,240,113886,0,0,15211,,0,530,0,9828,87225,,,0,60883,59780,-14,4197,0,0,0,,,,1351,2007-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402,23979,0,3511,368125,369183,0,0,34681,1000,403864,0,0,33263,,0,1214,1374,102660,265465,,,0,211361,209260,-796,16300,0,0,0,,,,1454,2007-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,1633,0,201,29176,31665,0,0,4649,200,36314,0,0,3615,,0,800,0,5594,23582,,,0,18924,18544,34,4021,0,0,0,,,,1557,2007-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,10898,0,14918,506658,599914,0,0,56975,1900,656889,0,0,25278,,0,29638,0,19228,487430,,,0,580962,573483,159,0,0,77079,4745,,,,1632,2007-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2743,9117,0,1653,185460,187425,0,0,40824,800,228249,0,0,39427,,0,800,0,38591,146869,,,0,72877,71220,-203,19245,0,0,0,,,,1669,2007-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1971,4365,0,3038,279817,332684,0,0,39317,390,372001,0,0,36047,,0,3100,0,51255,228562,,,0,244899,240453,-220,0,0,0,2340,,,,1829,2007-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,1404,0,503,115982,201710,0,0,15417,500,217127,0,0,236,,0,17782,0,2514,113468,,,0,18458,18283,-3101,0,0,0,0,,,,1856,2007-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,462,2749,0,2059,141037,162744,0,0,16281,480,179025,0,0,11432,,0,4270,130,11205,129833,,,0,139413,137381,99,127,0,0,1501,,,,2040,2007-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000,4065,0,1762,90537,91428,0,0,11533,1000,102961,0,0,9369,,0,1253,0,17007,73530,,,0,58464,57887,-89,45,0,0,0,,,,2161,2007-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26111,5699,4535,8286,695526,1027527,67,0,183311,500,1210905,0,0,198610,,0,297,0,18897,676629,,,-15300,781462,772230,-796,4000,0,52297,0,,,,2376,2007-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157,247,0,385,25903,34954,0,0,3375,50,38329,0,0,1021,,0,2304,1274,3373,22530,,,0,32628,32191,0,1163,0,0,0,,,,2451,2007-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,610,0,73,6247,6309,0,0,630,50,6939,0,0,111,,0,550,0,1407,4840,,,0,2843,2812,-81,780,0,0,0,,,,2554,2007-09-30
