RCFD0071,RCFD0081,RCFD0426,RCFD2130,RCFD2145,RCFD2155,RCFD2920,RCFD2948,RCFD3000,RCFD3200,RCFD3210,RCFD3230,RCFD3300,RCFD3632,RCFD3656,RCFD3838,RCFD3839,RCFD5369,RCFD6724,RCFDA130,RCFDB528,RCFDB529,RCFDB530,RCFDB989,RCFDB995,RCFDG105,RCFDJA22,RCFDJJ34,RCFN6631,RCFN6636,RCON0071,RCON0081,RCON2130,RCON2145,RCON2200,RCON2948,RCON3000,RCON3200,RCON3210,RCON3230,RCON3300,RCON3545,RCON3548,RCON3632,RCON3656,RCON3838,RCON3839,RCON5369,RCON6631,RCON6636,RCON6724,RCON8678,RCONA130,RCONB528,RCONB529,RCONB530,RCONB987,RCONB989,RCONB993,RCONB995,RCONG105,RCONJA22,RCONJJ34,IDRSSD,RCON9999
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1437,0,522,56290,56662,0,0,12104,1200,68766,0,0,8404,,0,2500,0,6231,50059,1,,0,41539,40491,0,5797,0,0,0,,,,37,2002-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,888,0,287,20637,21781,0,0,3671,120,25452,0,0,3364,,0,120,0,3004,17633,1,,0,16267,16137,67,791,0,0,0,,,,242,2002-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142,1420,229,737,77702,102129,0,0,15949,0,118078,0,0,15905,,0,0,0,1515,76187,1,,0,27521,27196,44,2630,0,0,0,,,,279,2002-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,32,7367,7408,0,0,1142,25,8550,0,0,612,,0,500,0,1330,6037,4,,0,4146,3999,5,724,0,0,0,,,,354,2002-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7270,0,2419,128256,129497,0,0,15921,596,145418,0,0,8785,,0,6503,0,28419,99837,1,,0,100117,99292,37,10455,0,0,0,,,,439,2002-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,479,0,78,17651,17959,0,0,1959,60,19918,0,0,959,,0,940,0,2012,15639,4,,0,12523,12368,0,1700,0,0,0,,,,457,2002-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,7677,23,5287,219981,225980,52,0,18759,6480,244791,0,0,5229,,0,6480,0,39794,180187,1,,0,161276,159078,570,0,0,0,0,,,,505,2002-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4569,14964,0,9112,293360,307230,0,6000,26491,19,333721,0,0,18051,,0,8629,0,58020,235340,2,,0,211342,208507,-208,5500,0,0,0,,,,1146,2002-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,4715,0,5235,107010,120398,0,0,9477,1600,129875,0,0,4402,,0,3400,0,7244,99766,5,,0,81301,80026,75,5900,0,0,12485,,,,1155,2002-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1732,0,1171,75971,77447,0,0,12319,240,89766,0,0,11504,,0,530,0,8719,67252,4,,0,44964,44612,45,8419,0,0,0,,,,1351,2002-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184,15672,0,3128,257627,258209,0,0,27648,1000,285857,0,0,24986,,0,1214,1366,58621,199006,2,,0,133251,132399,448,24000,0,0,0,,,,1454,2002-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1234,0,135,28527,29061,0,0,5625,200,34686,0,0,4570,,0,800,0,3068,25459,4,,0,19029,18697,55,3325,0,0,0,,,,1557,2002-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,5380,0,4661,166841,188781,0,0,16269,1900,205050,0,0,6507,,0,7511,0,30876,135965,5,,0,157211,154986,351,1076,0,0,3823,,,,1632,2002-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4674,8036,0,921,201035,203261,0,0,37349,800,240610,0,0,35452,,0,800,0,30463,170572,4,,0,64339,63390,297,6795,0,0,0,,,,1669,2002-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5466,4958,0,3826,214284,220858,0,0,33468,390,254326,0,0,29039,,0,3100,0,53572,160712,2,,0,131850,130080,939,0,0,0,0,,,,1829,2002-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,745,252,0,177,8286,8340,0,0,738,100,9078,0,0,469,,0,150,0,1383,6903,5,,0,3891,3780,19,937,0,0,0,,,,1856,2002-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160,2679,0,2775,100127,116406,0,0,12427,480,128833,0,0,7443,,0,4270,0,9072,91055,4,,0,95948,94822,234,5776,0,0,0,,,,2040,2002-03-31
