RCFD0071,RCFD0081,RCFD0426,RCFD2130,RCFD2145,RCFD2155,RCFD2920,RCFD2948,RCFD3000,RCFD3200,RCFD3210,RCFD3230,RCFD3300,RCFD3632,RCFD3656,RCFD3838,RCFD3839,RCFD5369,RCFD6724,RCFDA130,RCFDB528,RCFDB529,RCFDB530,RCFDB989,RCFDB995,RCFDG105,RCFDJA22,RCFDJJ34,RCFN6631,RCFN6636,RCON0071,RCON0081,RCON2130,RCON2145,RCON2200,RCON2948,RCON3000,RCON3200,RCON3210,RCON3230,RCON3300,RCON3545,RCON3548,RCON3632,RCON3656,RCON3838,RCON3839,RCON5369,RCON6631,RCON6636,RCON6724,RCON8678,RCONA130,RCONB528,RCONB529,RCONB530,RCONB987,RCONB989,RCONB993,RCONB995,RCONG105,RCONJA22,RCONJJ34,IDRSSD,RCON9999
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1672,0,555,67556,67864,0,0,13355,1200,81219,0,0,8655,,0,3500,0,6622,60934,1,,0,44444,43422,0,3980,0,0,0,,,,37,2004-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,683,0,250,22291,23968,0,0,3672,120,27640,0,0,3387,,0,120,0,2994,19297,4,,0,18918,18755,45,2661,0,0,0,,,,242,2004-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1150,1548,242,1179,79235,110108,0,0,18215,0,128323,0,0,17872,,0,0,0,2284,76951,1,,0,32279,31898,343,2650,0,0,0,,,,279,2004-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,54,0,28,7968,8005,0,0,1152,25,9157,0,0,590,,0,500,0,1355,6614,4,,0,4811,4607,37,948,0,0,0,,,,354,2004-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8633,0,2427,146270,147269,0,0,19101,596,166370,0,0,10151,,0,8204,0,34505,111765,2,,0,116059,114546,150,6770,0,0,0,,,,439,2004-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,581,0,102,21859,22090,0,0,2685,60,24775,0,0,435,,0,2190,0,2596,19263,4,,0,21258,21031,0,700,0,0,0,,,,457,2004-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149,9793,0,4679,244608,267810,56,0,24378,6480,292244,0,0,6276,,0,10653,0,38842,205766,1,,0,148873,146639,969,0,0,0,0,,,,505,2004-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3020,20356,0,13192,301226,335474,0,6000,31409,19,366883,0,0,22402,,0,8854,33886,65223,236003,2,,0,238986,235899,134,0,0,4000,0,,,,1146,2004-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,4049,0,4617,113600,137820,0,0,11083,1600,148903,0,0,5712,,0,3400,0,9839,103761,5,,0,100785,99276,371,0,0,7475,13297,,,,1155,2004-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1582,0,992,85521,85894,0,0,13581,240,99475,0,0,12807,,0,530,0,9367,76154,4,,0,55093,54632,4,2770,0,0,0,,,,1351,2004-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1331,16438,0,3491,302299,302626,0,0,30177,1000,332803,0,0,26514,,0,1214,673,86364,215935,2,,0,140415,139605,1449,23300,0,0,0,,,,1454,2004-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,954,0,112,27201,27634,0,0,5801,200,33435,0,0,4566,,0,800,0,3991,23210,4,,0,16930,16557,235,4595,0,0,0,,,,1557,2004-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208,5661,0,5718,205587,242740,0,0,20957,1900,263697,0,0,7266,,0,11419,0,43528,162059,5,,0,222154,219182,372,0,0,7925,2814,,,,1632,2004-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1808,9261,0,1709,185730,186920,0,0,39761,800,226681,0,0,37313,,0,800,0,33630,152100,4,,0,69410,68191,848,5760,0,0,0,,,,1669,2004-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13793,4527,0,3055,261512,274719,0,0,40800,390,315519,0,0,33637,,0,3100,0,53794,207718,2,,0,175829,173773,3673,0,0,0,1723,,,,1829,2004-03-31
