RCFD0071,RCFD0081,RCFD0426,RCFD2130,RCFD2145,RCFD2155,RCFD2920,RCFD2948,RCFD3000,RCFD3200,RCFD3210,RCFD3230,RCFD3300,RCFD3632,RCFD3656,RCFD3838,RCFD3839,RCFD5369,RCFD6724,RCFDA130,RCFDB528,RCFDB529,RCFDB530,RCFDB989,RCFDB995,RCFDG105,RCFDJA22,RCFDJJ34,RCFN6631,RCFN6636,RCON0071,RCON0081,RCON2130,RCON2145,RCON2200,RCON2948,RCON3000,RCON3200,RCON3210,RCON3230,RCON3300,RCON3545,RCON3548,RCON3632,RCON3656,RCON3838,RCON3839,RCON5369,RCON6631,RCON6636,RCON6724,RCONA130,RCONB528,RCONB529,RCONB530,RCONB987,RCONB989,RCONB993,RCONB995,RCONG105,RCONJA22,RCONJJ34,IDRSSD,RCON9999,RCON8678
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2193,1200,0,383,65566,65767,0,0,19818,1200,85585,0,0,14602,0,0,3500,0,13514,52051,,0,32742,31729,516,0,0,0,0,19818,,,37,2015-09-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1074,972,0,267,29449,34988,0,0,5244,120,40232,0,0,4812,0,0,120,0,6929,22520,,0,25440,25243,192,480,0,0,0,5244,,,242,2015-09-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5436,1964,0,5488,139867,171840,0,0,27415,1,199255,0,0,27259,0,0,0,0,10873,128994,,0,143445,142581,155,2119,0,0,0,27415,,,279,2015-09-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,58,0,64,7812,8157,0,0,997,25,9154,0,0,491,0,0,500,0,2377,5435,,0,3224,3038,-19,0,0,343,0,997,,,354,2015-09-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3047,597,0,300,38973,42476,0,0,4395,60,46871,0,0,392,0,0,3940,0,8076,30897,,0,41460,40969,3,137,0,0,0,4395,,,457,2015-09-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47973,1663,0,10433,380264,395137,54,0,35068,6480,430259,0,0,19916,0,0,10653,0,81693,298571,,0,287728,283500,-1981,0,0,0,0,35122,,,505,2015-09-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15621,3568,0,4108,175345,187317,0,0,19211,1600,206528,0,0,12430,0,0,4900,64,27455,147890,,0,146346,144040,281,0,0,0,9903,19211,,,1155,2015-09-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1945,0,1761,129025,129535,0,0,24725,240,154260,0,0,23952,0,0,530,0,16140,112885,,0,81732,80436,3,0,0,0,0,24725,,,1351,2015-09-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136077,11670,0,4840,673179,674712,0,0,75620,1000,750332,0,0,71196,0,0,1214,488,178813,494366,,0,250741,247844,2210,0,0,0,0,75620,,,1454,2015-09-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4129,1826,0,744,61360,64800,0,0,11428,200,76228,0,0,1604,0,0,9624,0,23268,38092,,0,54905,54270,0,0,0,24,0,11428,,,1557,2015-09-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27231,6099,0,2027,215181,215588,0,0,46302,800,261890,0,0,44367,0,0,800,0,49068,166113,,0,93772,90861,335,0,0,0,0,46302,,,1669,2015-09-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4240,4038,0,3067,317766,361468,0,0,47642,390,409110,0,0,42750,0,0,3100,1526,98782,218984,,0,277547,273887,1402,0,0,0,0,47642,,,1829,2015-09-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55636,585,0,387,87055,117192,0,0,16088,500,133280,0,0,1536,0,0,14282,0,2977,84078,,0,43321,42274,-230,85,0,0,0,16088,,,1856,2015-09-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3516,2559,0,2428,140558,172966,0,0,22517,480,195483,0,0,17608,0,0,4270,0,26602,113957,,0,123549,119902,159,1690,0,0,8810,22517,,,2040,2015-09-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13815,8566,86,2135,116495,119093,0,0,16248,1000,135341,0,0,13413,0,0,1356,0,25224,91271,,0,75900,75155,479,7196,0,0,0,16248,,,2161,2015-09-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,607,9182,0,14443,2032463,2867546,64,0,450704,500,3318314,0,0,426510,4797,0,50425,0,120534,1911929,,-22474,2767603,2737209,-4257,0,0,27561,0,450768,,,2376,2015-09-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2981,248,0,110,12044,12481,0,0,1343,50,13824,0,0,305,0,0,1025,0,3459,8585,,0,6282,6189,-37,0,0,0,0,1343,,,2554,2015-09-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53938,17257,0,3803,477302,480073,0,0,83132,0,563205,0,0,77028,0,0,5789,0,127793,349509,,0,351876,348109,315,0,0,0,0,83132,,,2732,2015-09-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1249,942,0,264,45811,52791,0,0,6443,121,59234,0,0,1166,0,0,5200,0,5213,40598,,0,42836,42191,-44,0,0,115,0,6443,,,2750,2015-09-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106659,8855,0,12496,839338,962666,0,0,102013,0,1064679,0,0,42547,0,0,63439,0,197847,641491,,-3507,788665,785549,-466,0,0,0,0,102013,,,3177,2015-09-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7345,0,510,152195,157442,0,0,23926,200,181368,0,0,22821,0,0,300,0,22875,129320,,0,94444,91523,605,1000,0,0,0,23926,,,3252,2015-09-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,1395,0,335,29420,36715,0,0,4011,100,40726,0,0,2755,0,0,1101,0,4261,25159,,0,24515,24195,55,355,0,0,7000,4011,,,3458,2015-09-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23378,4929,0,4226,189552,195446,0,0,33401,2400,228847,0,0,12153,0,0,18600,0,33485,156067,,0,139913,138212,248,0,0,0,4063,33401,,,3720,2015-09-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61754,5271,676,10918,571537,623187,0,0,109686,2,732873,0,0,-67158,0,0,176276,9541,87957,483580,,0,553184,542055,566,1822,0,0,0,109686,,,3971,2015-09-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1127,3643,0,6972,173943,191331,0,0,22834,1200,214165,0,0,14910,0,0,6657,201,30622,143321,,0,160047,158047,67,2520,0,0,1183,22834,,,4156,2015-09-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8260,0,864,96791,97351,0,0,15223,500,112574,0,0,2929,0,0,12100,0,19380,77412,,0,49815,48997,-306,0,0,0,0,15223,,,4231,2015-09-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10366,3598,0,4692,210860,215769,0,0,29426,963,245195,0,0,24088,0,0,3750,0,27085,183775,,0,137139,135163,625,0,0,0,2244,29426,,,4437,2015-09-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15741,6996,257,5262,270028,306166,0,0,37918,1875,344084,0,0,21310,0,0,14840,652,51192,218836,,0,239705,234335,-107,0,0,0,9573,37918,,,4839,2015-09-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41195,1111,0,17360,223346,229745,0,0,173392,4500,403137,0,0,161561,0,0,4128,0,26579,196767,,0,312877,301077,3203,0,0,0,0,173392,,,5069,2015-09-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35014,6392,0,5305,360703,384405,0,0,55656,651,440061,0,0,30579,0,0,24391,0,59165,301538,,0,344713,340623,35,0,0,0,0,55656,,,5135,2015-09-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33076,13013,2040,16887,900547,1023666,0,0,95940,4798,1119606,0,0,88847,0,0,5455,1229,39712,860835,,0,825252,810490,-3160,0,0,0,37724,95940,,,5210,2015-09-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35177,14072,689,10826,470768,473919,0,0,50740,2059,524659,0,0,43815,0,0,4241,0,167980,302788,,0,307974,302243,625,0,0,0,0,50740,,,5461,2015-09-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,988,3135,0,2122,148235,156616,0,0,32763,600,189379,0,0,22065,0,0,8752,101,19165,129070,,0,134876,133448,1346,135,0,527,0,32763,,,5751,2015-09-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11263,5030,0,1364,77988,78210,0,0,7996,469,86206,0,0,1916,0,0,5600,0,25821,52167,,0,52410,51504,11,1600,0,0,0,7996,,,6039,2015-09-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8798,0,151,52518,52600,0,0,5871,400,58471,0,0,1171,0,0,4300,0,15426,37092,,0,18568,18147,0,8550,0,0,0,5871,,,6141,2015-09-30,
