RCFD0071,RCFD0081,RCFD0426,RCFD2130,RCFD2145,RCFD2155,RCFD2920,RCFD2948,RCFD3000,RCFD3200,RCFD3210,RCFD3230,RCFD3300,RCFD3632,RCFD3656,RCFD3838,RCFD3839,RCFD5369,RCFD6724,RCFDA130,RCFDB528,RCFDB529,RCFDB530,RCFDB989,RCFDB995,RCFDG105,RCFDJA22,RCFDJJ34,RCFN6631,RCFN6636,RCON0071,RCON0081,RCON2130,RCON2145,RCON2200,RCON2948,RCON3000,RCON3200,RCON3210,RCON3230,RCON3300,RCON3545,RCON3548,RCON3632,RCON3656,RCON3838,RCON3839,RCON5369,RCON6631,RCON6636,RCON6724,RCONA130,RCONB528,RCONB529,RCONB530,RCONB987,RCONB989,RCONB993,RCONB995,RCONG105,RCONJA22,RCONJJ34,IDRSSD,RCON9999,RCON8678
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5005,1791,0,401,67496,67605,0,0,17273,1200,84878,0,0,13292,0,0,3500,0,10844,56652,,0,34433,33493,-719,0,0,0,0,17273,,,37,2013-12-31,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,700,837,0,274,29107,34431,0,0,4563,120,38994,0,0,4518,0,0,120,0,7229,21878,,0,25535,25346,-195,0,0,430,130,4563,,,242,2013-12-31,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3939,2370,265,5820,115869,132397,0,0,26028,1,158425,0,0,25768,0,0,0,0,8188,107681,,0,92892,92192,259,2876,0,0,0,26028,,,279,2013-12-31,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,24,0,31,8969,8988,0,0,720,25,9708,0,0,516,0,0,500,0,2869,6100,,0,3402,3218,-321,412,0,0,0,720,,,354,2013-12-31,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2988,749,0,143,36533,37776,0,0,4010,60,41786,0,0,512,0,0,3440,0,5338,31195,,0,36468,36033,-2,166,0,0,0,4010,,,457,2013-12-31,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43182,1286,0,10410,336173,372755,57,0,33997,6480,406809,0,0,17528,0,0,10653,0,48284,287889,,0,261877,257602,-664,0,0,0,0,34054,,,505,2013-12-31,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21367,6070,0,4320,183594,193781,0,0,18041,1600,211822,0,0,12042,0,0,4900,99,26671,156923,,0,146175,143706,-501,0,0,0,8403,18041,,,1155,2013-12-31,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3952,0,1001,139408,139776,0,0,21724,240,161500,0,0,21096,0,0,530,0,15598,123810,,0,73838,72456,-142,344,0,0,0,21724,,,1351,2013-12-31,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70378,13068,0,5324,596429,597862,0,0,52250,1000,650112,0,0,62594,0,0,1214,934,156928,439501,,0,236299,233365,-12558,0,0,0,0,52250,,,1454,2013-12-31,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2817,1553,0,875,62965,69294,0,0,9183,200,78477,0,0,348,0,0,9623,0,24597,38368,,0,40636,40460,-988,1908,0,0,0,9183,,,1557,2013-12-31,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17263,6573,0,2177,201918,202289,0,0,43952,800,246241,0,0,42080,0,0,800,0,42555,159363,,0,88458,85616,272,0,0,0,0,43952,,,1669,2013-12-31,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2680,4472,0,3330,331994,349075,0,0,43006,390,392081,0,0,39980,0,0,3100,52,97129,234866,,0,271393,268072,-464,0,0,0,5684,43006,,,1829,2013-12-31,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30406,847,0,382,80899,111001,0,0,13373,500,124374,0,0,821,0,0,14282,0,3323,77576,,0,70026,68960,-2230,0,0,0,0,13373,,,1856,2013-12-31,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5820,3908,0,2717,177207,184477,0,0,19369,480,203846,0,0,16206,0,0,4270,0,19987,157220,,0,116898,112642,-1587,12339,0,0,6776,19369,,,2040,2013-12-31,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7300,8248,0,2271,106898,108851,0,0,14042,1000,122893,0,0,12174,0,0,1356,0,23630,83268,,0,69206,68444,-488,4894,0,0,0,14042,,,2161,2013-12-31,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4519,4501,0,14833,1483156,2487869,64,0,423113,500,2911046,0,0,409480,1109,0,35952,1742,104369,1378786,,-24980,2368476,2338086,2161,0,0,37235,0,423177,,,2376,2013-12-31,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4029,920,0,114,12832,12847,0,0,1274,50,14121,0,0,206,0,0,975,0,5141,7691,,0,5616,5471,43,0,0,0,0,1274,,,2554,2013-12-31,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107125,15766,0,4380,446300,447099,0,0,80327,0,527426,0,0,74059,0,0,5789,0,87625,358675,,0,309361,304166,479,0,0,0,0,80327,,,2732,2013-12-31,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1851,696,0,248,44676,53451,0,0,5290,121,58741,0,0,960,0,0,4800,0,5796,38880,,0,40571,39664,-591,0,0,412,0,5290,,,2750,2013-12-31,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78626,8993,0,13143,788154,910020,0,0,103232,0,1013252,0,0,47322,0,0,62811,0,100572,687582,,-4482,748583,744802,-2419,0,0,0,0,103232,,,3177,2013-12-31,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4290,0,607,137467,143214,0,0,20391,200,163605,0,0,19990,0,0,300,0,19862,117605,,0,87005,85115,-99,0,0,2000,0,20391,,,3252,2013-12-31,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4079,2636,0,321,26828,34038,0,0,3317,100,37355,0,0,2306,0,0,1101,0,3535,23293,,0,14389,13999,-190,195,0,0,7150,3317,,,3458,2013-12-31,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25428,7244,0,5049,183179,188113,0,0,29750,2400,217863,0,0,17031,0,0,10800,0,33852,149327,,0,132501,130894,-481,0,0,0,3016,29750,,,3720,2013-12-31,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51480,7160,198,14107,542151,566976,0,0,105967,2,672943,0,0,-69655,0,0,176276,2510,66378,475773,,0,480668,467453,-656,2126,0,0,0,105967,,,3971,2013-12-31,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3647,5432,0,7651,173020,195164,0,0,21227,1200,216391,0,0,13470,0,0,6657,0,28313,144707,,0,142550,140756,-100,0,0,3350,2456,21227,,,4156,2013-12-31,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11725,0,930,101896,102171,0,0,12746,500,114917,0,0,2366,0,0,12100,0,16886,85010,,0,55550,54704,-2220,0,0,0,0,12746,,,4231,2013-12-31,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9254,4577,0,4996,207031,213002,0,0,25977,963,238979,0,0,21749,0,0,3750,0,25384,181647,,0,126296,124145,-485,0,0,0,2222,25977,,,4437,2013-12-31,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1475,4334,183,5620,261413,290408,0,0,33029,1875,323437,0,0,18734,0,0,14276,0,42381,219032,,0,237676,232707,-1856,4900,0,0,5711,33029,,,4839,2013-12-31,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35931,1743,0,17697,250633,253444,0,0,151547,4500,404991,0,0,141299,0,0,4129,0,22887,227746,,0,302776,289596,1619,0,0,0,0,151547,,,5069,2013-12-31,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66546,9224,0,4895,311174,331269,0,0,46306,651,377575,0,0,22917,0,0,23349,0,47292,263882,,0,261084,257069,-611,0,0,0,0,46306,,,5135,2013-12-31,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4153,13963,2260,15910,805188,942273,0,0,90294,4798,1032567,0,0,80097,0,0,5455,496,58215,746973,,0,728648,712557,-56,0,0,0,42252,90294,,,5210,2013-12-31,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19773,14056,695,11175,433010,451087,0,0,43003,2059,494090,0,0,41574,0,0,4241,0,151223,281787,,0,303389,297122,-4871,0,0,0,0,43003,,,5461,2013-12-31,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4924,0,2166,154815,156236,0,0,28087,600,184323,0,0,17864,0,0,8752,0,20577,134238,,0,116352,115298,871,3573,0,0,0,28087,,,5751,2013-12-31,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14761,1722,0,1307,76939,77156,0,0,7736,469,84892,0,0,1799,0,0,5600,0,21436,55503,,0,50479,49152,-132,600,0,0,0,7736,,,6039,2013-12-31,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7015,0,163,52651,52727,0,0,5507,400,58234,0,0,907,0,0,4200,0,18772,33879,,0,21290,20831,0,9500,0,0,0,5507,,,6141,2013-12-31,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24867,15081,0,16517,420501,422720,0,0,37433,2600,460153,0,0,14740,0,0,20000,0,134804,285697,,0,351332,343964,93,3669,0,0,0,37433,,,6329,2013-12-31,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8144,352,0,431,691844,697084,0,0,57612,500,754696,28,0,54272,0,0,553,0,87192,604652,,0,240252,240252,2287,0,0,0,0,57612,,,7009,2013-12-31,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4642,2221,0,1551,160788,161159,0,0,16570,100,177729,0,0,14652,0,0,2325,0,20616,140172,,0,77704,76641,-507,0,0,0,0,16570,,,7045,2013-12-31,
