RCFD0071,RCFD0081,RCFD0426,RCFD2130,RCFD2145,RCFD2155,RCFD2920,RCFD2948,RCFD3000,RCFD3200,RCFD3210,RCFD3230,RCFD3300,RCFD3632,RCFD3656,RCFD3838,RCFD3839,RCFD5369,RCFD6724,RCFDA130,RCFDB528,RCFDB529,RCFDB530,RCFDB989,RCFDB995,RCFDG105,RCFDJA22,RCFDJJ34,RCFN6631,RCFN6636,RCON0071,RCON0081,RCON2130,RCON2145,RCON2200,RCON2948,RCON3000,RCON3200,RCON3210,RCON3230,RCON3300,RCON3545,RCON3548,RCON3632,RCON3656,RCON3838,RCON3839,RCON5369,RCON6631,RCON6636,RCON6724,RCON8678,RCONA130,RCONB528,RCONB529,RCONB530,RCONB987,RCONB989,RCONB993,RCONB995,RCONG105,RCONJA22,RCONJJ34,IDRSSD,RCON9999
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4391,0,565,67629,68142,0,0,14145,1200,82287,0,0,9521,,0,3500,0,6895,60734,,,0,47307,46278,-76,3483,0,0,0,,,,37,2005-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,962,0,342,21973,25640,0,0,3608,120,29248,0,0,3444,,0,120,0,3342,18631,,,0,20527,20367,-76,0,0,421,201,,,,242,2005-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267,1933,248,2040,80134,107981,0,0,19218,0,127199,0,0,19378,,0,0,0,4057,76077,,,0,42042,41446,-160,2400,0,0,0,,,,279,2005-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,242,0,32,6860,6975,0,0,971,25,7946,0,0,481,,0,500,0,1372,5487,,,0,4065,3884,-35,0,0,93,0,,,,354,2005-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8486,0,2295,140841,142083,0,0,21974,596,164057,0,0,12148,,0,9404,0,36003,104838,,,0,123171,121569,-174,1029,0,0,0,,,,439,2005-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,750,0,109,24989,25243,0,0,3049,60,28292,0,0,799,,0,2190,0,2981,22008,,,0,24951,24669,0,0,0,0,0,,,,457,2005-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148,12677,0,4433,267884,287671,53,0,22596,6480,310320,0,0,6553,,0,10653,0,49922,217962,,,0,195034,192776,-1090,0,0,0,0,,,,505,2005-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,541,27149,0,23143,392271,430166,0,6000,35133,19,465299,0,0,26636,,0,8854,46433,77926,314345,,,0,323744,319961,-376,0,0,3000,0,,,,1146,2005-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3821,0,4513,117510,152963,0,0,12082,1600,165045,0,0,7190,,0,3400,665,12306,105204,,,0,114058,112220,-108,0,0,1900,20512,,,,1155,2005-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2491,0,1040,85089,85646,0,0,14201,240,99847,0,0,13528,,0,530,0,9904,75185,,,0,59032,58288,-97,651,0,0,0,,,,1351,2005-09-30
