RCFD0071,RCFD0081,RCFD0426,RCFD2130,RCFD2145,RCFD2155,RCFD2920,RCFD2948,RCFD3000,RCFD3200,RCFD3210,RCFD3230,RCFD3300,RCFD3632,RCFD3656,RCFD3838,RCFD3839,RCFD5369,RCFD6724,RCFDA130,RCFDB528,RCFDB529,RCFDB530,RCFDB989,RCFDB995,RCFDG105,RCFDJA22,RCFDJJ34,RCFN6631,RCFN6636,RCON0071,RCON0081,RCON2130,RCON2145,RCON2200,RCON2948,RCON3000,RCON3200,RCON3210,RCON3230,RCON3300,RCON3545,RCON3548,RCON3632,RCON3656,RCON3838,RCON3839,RCON5369,RCON6631,RCON6636,RCON6724,RCONA130,RCONB528,RCONB529,RCONB530,RCONB987,RCONB989,RCONB993,RCONB995,RCONG105,RCONJA22,RCONJJ34,IDRSSD,RCON9999,RCON8678
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12249,0,477,65579,66035,0,0,18253,1200,84288,0,0,12587,0,0,3500,0,14245,51334,,0,36644,35554,966,0,0,0,0,18253,,,37,2012-06-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2093,937,0,278,26157,30479,0,0,4805,120,35284,0,0,4161,0,0,120,0,6234,19923,,0,21298,21130,404,653,0,0,0,4805,,,242,2012-06-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4211,2941,264,6125,113204,126998,0,0,24779,1,151777,0,0,24320,0,0,0,0,7842,105362,,0,78021,77396,458,1540,0,0,0,24779,,,279,2012-06-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249,959,0,26,9242,10211,0,0,1085,25,11296,0,0,512,0,0,500,0,2917,6325,,0,3983,3818,48,0,0,965,0,1085,,,354,2012-06-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1219,991,0,117,32491,35359,0,0,3424,60,38783,0,0,624,0,0,2740,0,4960,27531,,0,34943,34506,0,0,0,324,0,3424,,,457,2012-06-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56178,916,0,10741,311356,359818,52,0,30941,6480,390811,0,0,15256,0,0,10653,916,45437,265919,,0,241342,237112,-1448,0,0,0,0,30993,,,505,2012-06-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42620,4679,0,4126,183371,196304,0,0,19918,1600,216222,0,0,12755,0,0,4900,950,22060,161311,,0,129884,127246,663,0,0,0,11224,19918,,,1155,2012-06-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8571,0,1027,142632,143171,0,0,19257,240,162428,0,0,18368,0,0,530,0,14830,127802,,0,70711,69223,119,285,0,0,0,19257,,,1351,2012-06-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93721,18434,0,4643,544058,545333,0,0,62598,1000,607931,0,0,54546,0,0,1214,1360,156854,387204,,0,233703,230631,5838,0,0,0,0,62598,,,1454,2012-06-30,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3226,1497,0,279,58914,61509,0,0,5988,200,67497,0,0,4748,0,0,1000,0,20405,38509,,0,35512,35091,40,4685,0,0,0,5988,,,1557,2012-06-30,
