RCFD0071,RCFD0081,RCFD0426,RCFD2130,RCFD2145,RCFD2155,RCFD2920,RCFD2948,RCFD3000,RCFD3200,RCFD3210,RCFD3230,RCFD3300,RCFD3632,RCFD3656,RCFD3838,RCFD3839,RCFD5369,RCFD6724,RCFDA130,RCFDB528,RCFDB529,RCFDB530,RCFDB989,RCFDB995,RCFDG105,RCFDJA22,RCFDJJ34,RCFN6631,RCFN6636,RCON0071,RCON0081,RCON2130,RCON2145,RCON2200,RCON2948,RCON3000,RCON3200,RCON3210,RCON3230,RCON3300,RCON3545,RCON3548,RCON3632,RCON3656,RCON3838,RCON3839,RCON5369,RCON6631,RCON6636,RCON6724,RCONA130,RCONB528,RCONB529,RCONB530,RCONB987,RCONB989,RCONB993,RCONB995,RCONG105,RCONJA22,RCONJJ34,IDRSSD,RCON9999,RCON8678
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4752,1739,0,375,65804,66195,0,0,20504,1200,86699,0,0,14950,0,0,3500,0,13398,52406,1,0,28547,27534,854,0,0,0,0,20504,,,37,2016-03-31,1231
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1300,871,0,323,29790,35530,0,0,5310,120,40840,0,0,4882,0,0,120,0,6729,23061,3,0,24765,24597,188,2694,0,0,0,5310,,,242,2016-03-31,1231
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7855,2297,0,5346,146317,168628,0,0,27951,1,196579,0,0,27817,0,0,0,0,10880,135437,2,0,147336,146404,133,383,0,0,0,27951,,,279,2016-03-31,1231
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,186,0,58,8483,8493,0,0,1014,25,9507,0,0,493,0,0,500,0,2716,5767,5,0,3586,3398,-4,153,0,0,0,1014,,,354,2016-03-31,1231
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3194,441,0,291,36648,40099,0,0,4752,60,44851,0,0,751,0,0,3940,0,6234,30414,4,0,39713,39220,1,95,0,0,0,4752,,,457,2016-03-31,1231
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38365,1361,0,10209,388915,403606,54,0,35735,6480,439395,0,0,20593,0,0,10653,0,59576,329339,2,0,298157,294075,-1991,0,0,0,0,35789,,,505,2016-03-31,1231
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25967,3972,0,4209,180174,196377,0,0,18788,1600,215165,0,0,11987,0,0,4900,182,26336,153838,5,0,145999,143564,301,0,0,0,14230,18788,,,1155,2016-03-31,1231
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4527,0,1736,131542,131862,0,0,22982,240,154844,0,0,22201,0,0,530,0,17279,114263,4,0,82121,80769,11,6550,0,0,0,22982,,,1351,2016-03-31,1231
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290761,12036,0,4064,856600,858131,0,0,79267,1000,937398,0,0,73905,0,0,1214,1352,317800,538800,2,0,253876,250491,3148,0,0,0,0,79267,,,1454,2016-03-31,1231
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3518,3513,0,615,58976,67324,0,0,11256,200,78580,0,0,1363,0,0,9624,0,21283,37693,4,0,55747,55062,69,2230,0,0,0,11256,,,1557,2016-03-31,1231
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24163,7947,0,2047,221457,221979,0,0,45395,800,267374,0,0,43501,0,0,800,0,49852,171605,1,0,97222,94288,294,0,0,0,0,45395,,,1669,2016-03-31,1231
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4223,3568,0,3023,311553,377079,0,0,48560,390,425639,0,0,43453,0,0,3100,0,99535,212018,2,0,289836,286164,1617,0,0,0,0,48560,,,1829,2016-03-31,1231
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43788,556,0,375,79479,120070,0,0,16597,500,136667,0,0,1728,0,0,14282,0,3309,76170,4,0,40050,39072,87,844,0,0,0,16597,,,1856,2016-03-31,1231
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2300,2166,0,2351,140499,174389,0,0,22879,480,197268,0,0,17900,0,0,4270,0,21333,119166,2,0,126559,123115,229,1707,0,0,9665,22879,,,2040,2016-03-31,1231
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13816,6792,0,2150,119945,122363,0,0,16338,1000,138701,0,0,13353,0,0,1356,0,28748,91197,8,0,80714,79977,629,9013,0,0,0,16338,,,2161,2016-03-31,1231
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,9061,0,14489,2251292,3145470,63,0,447265,500,3592798,0,0,420200,4511,0,55029,0,132710,2118582,2,-20820,3036950,3007088,-7644,0,0,58521,0,447328,,,2376,2016-03-31,0630
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2588,645,0,103,11777,11796,0,0,1393,50,13189,0,0,306,0,0,1100,0,3708,8069,4,0,5956,5843,-63,0,0,0,0,1393,,,2554,2016-03-31,1231
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57645,15119,0,3700,477785,479406,0,0,84911,0,564317,0,0,78655,0,0,5789,0,117566,360219,2,0,359984,356368,467,0,0,0,0,84911,,,2732,2016-03-31,1231
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1253,898,0,256,45138,51413,0,0,6976,121,58389,0,0,1075,0,0,5800,0,5100,40038,4,0,40913,40268,-20,3372,0,0,0,6976,,,2750,2016-03-31,1231
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85743,7811,0,12179,827975,945629,0,0,103876,0,1049505,0,0,44116,0,0,63699,0,197618,630357,1,-3368,796004,792784,-571,0,0,0,0,103876,,,3177,2016-03-31,1231
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4170,0,481,154153,159571,0,0,24410,200,183981,0,0,23148,0,0,300,0,25466,128687,4,0,97490,94428,762,0,0,0,0,24410,,,3252,2016-03-31,1231
