RCFD0071,RCFD0081,RCFD0426,RCFD2130,RCFD2145,RCFD2155,RCFD2920,RCFD2948,RCFD3000,RCFD3200,RCFD3210,RCFD3230,RCFD3300,RCFD3632,RCFD3656,RCFD3838,RCFD3839,RCFD5369,RCFD6724,RCFDA130,RCFDB528,RCFDB529,RCFDB530,RCFDB989,RCFDB995,RCFDG105,RCFDJA22,RCFDJJ34,RCFN6631,RCFN6636,RCON0071,RCON0081,RCON2130,RCON2145,RCON2200,RCON2948,RCON3000,RCON3200,RCON3210,RCON3230,RCON3300,RCON3545,RCON3548,RCON3632,RCON3656,RCON3838,RCON3839,RCON5369,RCON6631,RCON6636,RCON6724,RCONA130,RCONB528,RCONB529,RCONB530,RCONB987,RCONB989,RCONB993,RCONB995,RCONG105,RCONJA22,RCONJJ34,IDRSSD,RCON9999,RCON8678
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7374,0,598,64564,64867,0,0,16961,1200,81828,0,0,11965,0,0,3500,0,6888,57676,1,0,43966,43003,296,0,0,0,0,16961,,,37,2010-03-31,1231
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,981,916,0,225,24529,28117,0,0,4304,120,32421,0,0,3932,0,0,120,0,4228,20301,4,0,20903,20729,132,477,0,0,0,4304,,,242,2010-03-31,1231
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4574,2132,263,6394,100490,135432,0,0,22777,1,158209,0,0,22236,0,0,0,0,5344,95146,1,0,72833,72264,540,1840,0,0,0,22777,,,279,2010-03-31,1231
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,87,0,51,8141,8156,0,0,995,25,9151,0,0,441,0,0,500,0,1999,6142,4,0,4142,3939,29,698,0,0,0,995,,,354,2010-03-31,1231
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,596,486,0,118,29062,32977,0,0,3189,60,36166,0,0,681,0,0,2440,0,2807,26255,4,0,32659,32184,8,0,0,263,0,3189,,,457,2010-03-31,1231
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22368,1521,0,4079,288783,337473,58,0,28645,6480,366176,0,0,12261,0,0,10653,0,40248,248535,2,0,250328,245902,-749,3000,0,0,0,28703,,,505,2010-03-31,1231
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17523,5073,0,4517,176961,190263,0,0,17649,1600,207912,0,0,11065,0,0,4400,245,22157,154804,5,0,144508,142159,584,0,0,0,11571,17649,,,1155,2010-03-31,1231
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2485,0,1082,121328,121969,0,0,18994,240,140963,0,0,18273,0,0,530,0,11786,109542,9,0,71977,70270,-49,4910,0,0,0,18994,,,1351,2010-03-31,12312009
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24300,10527,0,4724,414380,415254,0,0,46782,1000,462036,0,0,42306,0,0,1214,1703,100404,313976,2,0,210956,207864,2262,0,0,0,0,46782,,,1454,2010-03-31,1231
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1745,816,0,260,39639,42537,0,0,5193,200,47730,0,0,3912,0,0,1000,0,6930,32709,4,0,30090,29709,81,3261,0,0,0,5193,,,1557,2010-03-31,1231
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,7419,0,13423,638212,708580,0,0,63036,1900,771616,0,0,392,0,0,60000,0,76480,561732,2,0,607627,596076,744,100409,0,0,0,63036,,,1632,2010-03-31,1231
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15847,5586,0,1667,203889,204997,0,0,42764,800,247761,0,0,40600,0,0,800,0,25974,177915,4,0,83316,81336,564,3531,0,0,0,42764,,,1669,2010-03-31,1231
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43769,5944,0,3073,342344,377890,0,0,41102,390,418992,0,0,36705,0,0,3100,0,70510,271834,2,0,266608,262535,907,0,0,0,5592,41102,,,1829,2010-03-31,1231
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38890,2549,0,387,119813,174051,0,0,18486,500,192537,0,0,-1560,0,0,17782,0,2944,116869,4,0,21562,21320,1764,0,0,0,0,18486,,,1856,2010-03-31,1231
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2203,0,3558,164798,193966,0,0,19118,480,213084,0,0,14636,0,0,4270,122,11564,153233,2,0,155164,151932,-268,2897,0,0,4961,19118,,,2040,2010-03-31,1231
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6250,9732,0,1684,110374,112029,0,0,13224,1000,125253,0,0,10440,0,0,1253,0,20094,90280,1,0,60095,59524,531,0,0,0,0,13224,,,2161,2010-03-31,1210
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34257,5424,0,14888,1271768,1822385,65,0,200728,500,2023178,0,0,203619,1591,0,8347,0,58869,1212899,2,-13313,1418008,1393415,1575,0,0,9810,0,200793,,,2376,2010-03-31,0630
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2938,400,0,294,28493,30545,0,0,2046,50,32591,0,0,-1893,0,0,3889,70,2960,25533,5,0,26304,24356,0,1068,0,0,0,2046,,,2451,2010-03-31,1231
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4112,316,0,110,9041,9421,0,0,1127,50,10548,0,0,102,0,0,975,0,1746,7295,9,0,5557,5481,0,0,0,344,0,1127,,,2554,2010-03-31,1231
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21144,21716,0,5285,444732,447294,0,0,72645,0,519939,0,0,65606,0,0,5789,0,72176,372556,2,0,409337,404673,1250,0,0,0,0,72645,,,2732,2010-03-31,1231
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199,921,0,303,45893,54550,0,0,5295,83,59845,0,0,5076,0,0,93,0,2741,43152,4,0,42658,42126,43,1920,0,0,0,5295,,,2750,2010-03-31,1231
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158,11884,0,11963,522682,560928,0,0,51945,2050,612873,0,0,6452,0,0,41825,0,82470,440212,2,0,463215,452239,1618,53531,0,0,6200,51945,,,2938,2010-03-31,1231
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1827,3170,0,518,127389,131606,0,0,18128,200,149734,0,0,16568,0,0,300,0,11403,115986,4,0,74717,73483,1060,0,0,0,0,18128,,,3252,2010-03-31,1231
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2709,2518,0,379,24328,26808,0,0,3011,100,29819,0,0,1729,0,0,1101,0,2752,21576,5,0,13559,13281,81,35,0,0,2295,3011,,,3458,2010-03-31,1231
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16989,4054,0,3427,159278,168879,0,0,26401,2400,195280,0,0,12498,0,0,10800,354,16931,142347,1,0,110414,108959,703,0,0,0,3188,26401,,,3720,2010-03-31,1231
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,2084,0,3633,103860,114307,0,0,10294,500,124601,0,0,6114,0,0,3680,14378,22637,81223,4,0,101472,99120,0,0,0,0,0,10294,,,3953,2010-03-31,1231
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7324,3244,23,6804,163948,167611,0,0,15304,300,182915,0,0,12788,0,0,1800,0,20997,142951,1,0,128636,125953,416,49,0,0,1958,15304,,,4138,2010-03-31,1231
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,1648,0,7567,152251,182417,0,0,18573,1200,200990,0,0,10223,0,0,5981,1407,18323,133928,4,0,141626,139145,1169,0,0,0,861,18573,,,4156,2010-03-31,1231
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,7459,0,1002,115865,116626,0,0,14418,500,131044,0,0,1847,0,0,12100,0,16311,99554,1,0,85077,84476,-29,0,0,0,0,14418,,,4231,2010-03-31,1231
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2237,3847,0,5954,226225,238871,0,0,24381,963,263252,0,0,18934,0,0,3750,0,16070,210155,2,0,169225,165735,734,5434,0,0,3280,24381,,,4437,2010-03-31,12/31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151,4280,78,6019,251464,285363,0,0,28691,1875,314054,0,0,14169,0,0,12579,0,35056,216408,2,0,231993,228454,68,3800,0,0,6491,28691,,,4839,2010-03-31,1231
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16722,2906,0,7412,311111,380467,0,0,28170,0,408637,0,0,-272,0,0,28132,0,29380,281731,1,0,291684,289438,310,2405,0,0,0,28170,,,5005,2010-03-31,0331
