RCFD0071,RCFD0081,RCFD0426,RCFD2130,RCFD2145,RCFD2155,RCFD2920,RCFD2948,RCFD3000,RCFD3200,RCFD3210,RCFD3230,RCFD3300,RCFD3632,RCFD3656,RCFD3838,RCFD3839,RCFD5369,RCFD6724,RCFDA130,RCFDB528,RCFDB529,RCFDB530,RCFDB989,RCFDB995,RCFDG105,RCFDJA22,RCFDJJ34,RCFN6631,RCFN6636,RCON0071,RCON0081,RCON2130,RCON2145,RCON2200,RCON2948,RCON3000,RCON3200,RCON3210,RCON3230,RCON3300,RCON3545,RCON3548,RCON3632,RCON3656,RCON3838,RCON3839,RCON5369,RCON6631,RCON6636,RCON6724,RCONA130,RCONB528,RCONB529,RCONB530,RCONB987,RCONB989,RCONB993,RCONB995,RCONG105,RCONJA22,RCONJJ34,IDRSSD,RCON9999,RCON8678
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,13927,0,487,68669,68901,0,0,17875,1200,86776,0,0,12467,0,0,3500,0,6262,62407,,0,38727,37479,708,0,0,0,0,17875,,,37,2011-12-31,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,493,1178,0,280,25225,30501,0,0,4721,120,35222,0,0,4146,0,0,120,0,5908,19317,,0,23653,23484,335,45,0,0,550,4721,,,242,2011-12-31,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3999,2339,264,6193,106144,120973,0,0,24308,1,145281,0,0,23787,0,0,0,0,6500,99644,,0,74337,73840,520,1180,0,0,0,24308,,,279,2011-12-31,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,278,0,29,8997,9030,0,0,1050,25,10080,0,0,475,0,0,500,0,2657,6341,,0,4102,3904,50,49,0,0,0,1050,,,354,2011-12-31,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1524,212,0,100,31606,34166,0,0,3450,60,37616,0,0,650,0,0,2740,0,3961,27645,,0,32282,31904,0,2375,0,0,0,3450,,,457,2011-12-31,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51029,1432,0,10833,308565,357541,52,0,30277,6480,387870,0,0,14546,0,0,10653,1572,44433,264132,,0,236915,233013,-1402,0,0,0,0,30329,,,505,2011-12-31,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39995,7380,0,4163,190179,199490,0,0,19568,1600,219058,0,0,12374,0,0,4900,139,21472,168707,,0,135375,132664,694,0,0,0,7483,19568,,,1155,2011-12-31,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6075,0,1053,137078,137563,0,0,22118,240,159681,0,0,21257,0,0,530,0,12411,124667,,0,71761,70379,91,2581,0,0,0,22118,,,1351,2011-12-31,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62878,20321,0,4837,513567,514817,0,0,57373,1000,572190,0,0,51014,0,0,1214,1834,137179,376388,,0,227215,224302,4145,0,0,0,0,57373,,,1454,2011-12-31,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1745,2206,0,289,52684,55421,0,0,5757,200,61178,0,0,4506,0,0,1000,0,16778,35906,,0,33922,33341,51,3679,0,0,0,5757,,,1557,2011-12-31,
