RCFD0071,RCFD0081,RCFD0426,RCFD2130,RCFD2145,RCFD2155,RCFD2920,RCFD2948,RCFD3000,RCFD3200,RCFD3210,RCFD3230,RCFD3300,RCFD3632,RCFD3656,RCFD3838,RCFD3839,RCFD5369,RCFD6724,RCFDA130,RCFDB528,RCFDB529,RCFDB530,RCFDB989,RCFDB995,RCFDG105,RCFDJA22,RCFDJJ34,RCFN6631,RCFN6636,RCON0071,RCON0081,RCON2130,RCON2145,RCON2200,RCON2948,RCON3000,RCON3200,RCON3210,RCON3230,RCON3300,RCON3545,RCON3548,RCON3632,RCON3656,RCON3838,RCON3839,RCON5369,RCON6631,RCON6636,RCON6724,RCON8678,RCONA130,RCONB528,RCONB529,RCONB530,RCONB987,RCONB989,RCONB993,RCONB995,RCONG105,RCONJA22,RCONJJ34,IDRSSD,RCON9999
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2030,0,456,64387,64914,0,0,14683,1200,79597,0,0,10218,,0,3500,0,6935,57452,,,0,46573,45458,-235,2965,0,0,0,,,,37,2006-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,762,0,315,23094,26296,0,0,3727,120,30023,0,0,3522,,0,120,0,3877,19217,,,0,20588,20429,-35,634,0,0,310,,,,242,2006-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,2508,250,2960,81975,110203,0,0,19596,0,129799,0,0,20081,,0,0,0,4960,77015,,,0,53546,53100,-485,660,0,0,0,,,,279,2006-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,111,0,33,6310,6983,0,0,974,25,7957,0,0,505,,0,500,0,1435,4875,,,0,4328,4142,-56,0,0,642,0,,,,354,2006-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,10294,0,3448,158442,160414,0,0,29151,596,189565,0,0,1816,,0,26808,0,40195,118247,,,0,128923,127154,-69,7198,0,0,0,,,,439,2006-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,574,0,125,24691,26157,0,0,2575,60,28732,0,0,227,,0,2290,0,2829,21862,,,0,25337,24754,-2,747,0,0,0,,,,457,2006-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,14013,0,3973,275836,310234,52,0,23239,6480,333525,0,0,7227,,0,10653,0,46948,228888,,,0,232952,230508,-1121,0,0,0,0,,,,505,2006-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,421,22202,0,24398,406692,461898,0,6000,39953,19,501851,0,0,31500,,0,8854,40368,68448,338244,,,0,349142,344669,-420,0,0,4000,0,,,,1146,2006-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6854,4148,0,4910,136301,166893,0,0,12964,1600,179857,0,0,7994,,0,3400,365,13703,122598,,,0,119109,117380,-30,0,0,0,25898,,,,1155,2006-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2227,0,997,90810,91543,0,0,14816,240,106359,0,0,14126,,0,530,0,10506,80304,,,0,59055,57861,-80,3707,0,0,0,,,,1351,2006-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378,28164,0,3255,369603,370275,0,0,31246,1000,401521,0,0,30855,,0,1214,1370,108857,260746,,,0,196504,194875,-1823,19800,0,0,0,,,,1454,2006-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,1185,0,140,27296,29719,0,0,4547,200,34266,0,0,3572,,0,800,0,4031,23265,,,0,16922,16546,-25,1996,0,0,0,,,,1557,2006-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,10779,0,11573,489736,515945,0,0,47858,1900,563803,0,0,18469,,0,27630,0,40178,449558,,,0,502979,495833,-141,0,0,5447,5587,,,,1632,2006-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2586,9897,0,1600,179881,181676,0,0,40030,800,221706,0,0,39262,,0,800,0,35518,144363,,,0,70416,68840,-832,12639,0,0,0,,,,1669,2006-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,605,8447,0,3044,307181,326575,0,0,38965,390,365540,0,0,34727,,0,3100,0,56377,250804,,,0,244389,240284,748,0,0,0,2168,,,,1829,2006-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,476,0,564,73340,198383,0,0,12448,400,210831,0,0,1202,,0,13882,0,2149,71191,,,0,15985,15846,-3036,0,0,14800,25000,,,,1856,2006-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,3554,0,2217,127297,152020,0,0,16812,480,168832,0,0,11827,,0,4270,666,11206,116091,,,0,133117,131013,235,0,0,1978,0,,,,2040,2006-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000,3408,0,1809,90956,91591,0,0,10784,1000,102375,0,0,8745,,0,1253,0,17824,73132,,,0,56026,55475,-214,7535,0,0,0,,,,2161,2006-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,6378,4154,10195,697443,921697,68,0,124171,500,1045936,0,0,123730,,0,0,0,16899,680544,,,0,655632,647810,-59,35175,0,5895,0,,,,2376,2006-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399,321,0,287,23391,29766,0,0,3188,50,32954,0,0,834,,0,2304,0,1907,21484,,,0,28921,28723,0,1152,0,0,0,,,,2451,2006-09-30
