RCFD0071,RCFD0081,RCFD0426,RCFD2130,RCFD2145,RCFD2155,RCFD2920,RCFD2948,RCFD3000,RCFD3200,RCFD3210,RCFD3230,RCFD3300,RCFD3632,RCFD3656,RCFD3838,RCFD3839,RCFD5369,RCFD6724,RCFDA130,RCFDB528,RCFDB529,RCFDB530,RCFDB989,RCFDB995,RCFDG105,RCFDJA22,RCFDJJ34,RCFN6631,RCFN6636,RCON0071,RCON0081,RCON2130,RCON2145,RCON2200,RCON2948,RCON3000,RCON3200,RCON3210,RCON3230,RCON3300,RCON3545,RCON3548,RCON3632,RCON3656,RCON3838,RCON3839,RCON5369,RCON6631,RCON6636,RCON6724,RCON8678,RCONA130,RCONB528,RCONB529,RCONB530,RCONB987,RCONB989,RCONB993,RCONB995,RCONG105,RCONJA22,RCONJJ34,IDRSSD,RCON9999
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2192,0,593,64785,65189,0,0,13997,1200,79186,0,0,9297,,0,3500,0,6603,58182,,,0,46555,45543,0,1750,0,0,0,,,,37,2005-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199,725,0,341,22592,25038,0,0,3641,120,28679,0,0,3440,,0,120,0,3397,19195,,,0,19821,19662,-39,12,0,0,0,,,,242,2005-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,840,1890,247,1521,79307,107980,0,0,19062,0,127042,0,0,19118,,0,0,0,3019,76288,,,0,39808,39368,-56,1635,0,0,0,,,,279,2005-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,274,0,20,6852,6870,0,0,952,25,7822,0,0,446,,0,500,0,1227,5625,,,0,4172,3999,-19,12,0,0,0,,,,354,2005-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7631,0,2325,147740,148801,0,0,21412,596,170213,0,0,11526,,0,9404,0,35982,111758,,,0,124063,122511,-114,7079,0,0,0,,,,439,2005-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,732,0,96,23303,23942,0,0,2955,60,26897,0,0,705,,0,2190,0,2482,20821,,,0,23486,23197,0,0,0,400,0,,,,457,2005-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155,7914,0,4466,254713,280136,53,0,22524,6480,302713,0,0,6506,,0,10653,0,43723,210990,,,0,188981,186804,-1115,0,0,0,0,,,,505,2005-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142,25687,0,22804,381923,421713,0,6000,34658,19,456371,0,0,26019,,0,8854,40651,78668,303255,,,0,320437,316874,-234,0,0,5000,0,,,,1146,2005-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,4493,0,4581,120864,149853,0,0,11803,1600,161656,0,0,6821,,0,3400,45,14490,106374,,,0,110870,109096,-18,0,0,0,21957,,,,1155,2005-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2019,0,1056,86217,86632,0,0,13879,240,100511,0,0,13183,,0,530,0,10122,76095,,,0,58569,57851,-74,769,0,0,0,,,,1351,2005-06-30
