RCFD0071,RCFD0081,RCFD0426,RCFD2130,RCFD2145,RCFD2155,RCFD2920,RCFD2948,RCFD3000,RCFD3200,RCFD3210,RCFD3230,RCFD3300,RCFD3632,RCFD3656,RCFD3838,RCFD3839,RCFD5369,RCFD6724,RCFDA130,RCFDB528,RCFDB529,RCFDB530,RCFDB989,RCFDB995,RCFDG105,RCFDJA22,RCFDJJ34,RCFN6631,RCFN6636,RCON0071,RCON0081,RCON2130,RCON2145,RCON2200,RCON2948,RCON3000,RCON3200,RCON3210,RCON3230,RCON3300,RCON3545,RCON3548,RCON3632,RCON3656,RCON3838,RCON3839,RCON5369,RCON6631,RCON6636,RCON6724,RCON8678,RCONA130,RCONB528,RCONB529,RCONB530,RCONB987,RCONB989,RCONB993,RCONB995,RCONG105,RCONJA22,RCONJJ34,IDRSSD,RCON9999
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2828,0,454,64405,64822,0,0,14925,1200,79747,0,0,10378,,0,3500,0,6247,58158,,,0,45043,43960,-153,3457,0,0,0,,,,37,2006-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,939,0,304,24481,29720,0,0,3840,120,33560,0,0,3623,,0,120,0,4098,20383,,,0,20566,20406,-23,3035,0,0,2312,,,,242,2006-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,2154,252,2914,81235,108346,0,0,19946,0,128292,0,0,20321,,0,0,0,4580,76654,,,0,54747,54398,-375,510,0,0,0,,,,279,2006-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,474,0,47,6206,7247,0,0,947,25,8194,0,0,465,,0,500,0,1370,4836,,,0,4368,4178,-43,0,0,983,0,,,,354,2006-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,6991,0,3467,155696,157682,0,0,29920,596,187602,0,0,2554,,0,26808,0,38087,117609,,,0,138109,136289,-38,112,0,0,0,,,,439,2006-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,537,0,117,24635,24871,0,0,2713,60,27584,0,0,365,,0,2290,0,2919,21716,,,0,22741,22393,-2,2045,0,0,0,,,,457,2006-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162,5810,0,3886,271780,295844,53,0,23592,6480,319489,0,0,7455,,0,10653,0,45715,226065,,,0,234769,232142,-996,0,0,0,0,,,,505,2006-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,18450,0,24249,422782,460162,0,6000,39254,19,499416,0,0,30796,,0,8854,41459,69850,352932,,,0,354973,350262,-415,0,0,0,0,,,,1146,2006-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5109,6429,0,5019,145406,171978,0,0,13503,1600,185481,0,0,8546,,0,3400,726,16934,128472,,,0,123656,121947,-43,0,0,0,21705,,,,1155,2006-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4843,0,1060,92462,93088,0,0,14944,240,108032,0,0,14227,,0,530,0,9707,82755,,,0,57672,56552,-53,3327,0,0,0,,,,1351,2006-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384,23762,0,3329,355699,356622,0,0,32227,1000,388849,0,0,31091,,0,1214,718,100390,255309,,,0,200263,198523,-1078,14600,0,0,0,,,,1454,2006-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,1999,0,173,28786,31191,0,0,4634,200,35825,0,0,3648,,0,800,0,5505,23281,,,0,18782,18405,-14,1997,0,0,0,,,,1557,2006-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,13799,0,13624,496571,534296,0,0,49972,1900,584268,0,0,20506,,0,27679,0,42386,454185,,,0,520073,513014,-113,0,0,21802,5592,,,,1632,2006-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2624,8553,0,1570,178964,180478,0,0,38636,800,219114,0,0,37627,,0,800,0,37363,141601,,,0,71440,69831,-591,12775,0,0,0,,,,1669,2006-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,622,7038,0,3098,300426,326177,0,0,39324,390,365501,0,0,35163,,0,3100,0,58460,241967,,,0,240908,236712,671,0,0,0,2180,,,,1829,2006-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,598,0,592,95064,201812,0,0,13109,400,214921,0,0,1344,,0,13882,0,2076,92988,,,0,18647,18497,-2517,0,0,23475,0,,,,1856,2006-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288,7349,0,2160,139170,161871,0,0,16733,480,178604,0,0,11853,,0,4270,515,11831,127340,,,0,134502,132860,130,4108,0,0,0,,,,2040,2006-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000,2982,0,1830,89899,90575,0,0,10416,1000,100991,0,0,8326,,0,1253,0,18676,71223,,,0,55493,54941,-163,5520,0,0,0,,,,2161,2006-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,477524,9699,4161,10089,729459,1397427,67,0,126444,500,1523938,0,0,125989,,0,0,0,17536,711923,,,0,677572,669475,-45,13600,0,6213,0,,,,2376,2006-12-31
