RCFD0071,RCFD0081,RCFD0426,RCFD2130,RCFD2145,RCFD2155,RCFD2920,RCFD2948,RCFD3000,RCFD3200,RCFD3210,RCFD3230,RCFD3300,RCFD3632,RCFD3656,RCFD3838,RCFD3839,RCFD5369,RCFD6724,RCFDA130,RCFDB528,RCFDB529,RCFDB530,RCFDB989,RCFDB995,RCFDG105,RCFDJA22,RCFDJJ34,RCFN6631,RCFN6636,RCON0071,RCON0081,RCON2130,RCON2145,RCON2200,RCON2948,RCON3000,RCON3200,RCON3210,RCON3230,RCON3300,RCON3545,RCON3548,RCON3632,RCON3656,RCON3838,RCON3839,RCON5369,RCON6631,RCON6636,RCON6724,RCONA130,RCONB528,RCONB529,RCONB530,RCONB987,RCONB989,RCONB993,RCONB995,RCONG105,RCONJA22,RCONJJ34,IDRSSD,RCON9999,RCON8678
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8867,0,532,66462,66687,0,0,16828,1200,83515,0,0,12192,0,0,3500,0,6809,59653,,0,45531,44552,-64,0,0,0,0,16828,,,37,2010-12-31,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398,896,0,299,23566,28445,0,0,4311,120,32756,0,0,4066,0,0,120,0,4558,19008,,0,23226,23059,5,11,0,0,0,4311,,,242,2010-12-31,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4251,1980,264,6408,102736,130233,0,0,23160,1,153393,0,0,22700,0,0,0,0,5857,96880,,0,75752,75302,459,2735,0,0,0,23160,,,279,2010-12-31,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,331,0,42,8836,8880,0,0,995,25,9875,0,0,463,0,0,500,0,2503,6333,,0,4533,4320,7,181,0,0,0,995,,,354,2010-12-31,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1237,1826,0,106,30681,33299,0,0,3411,60,36710,0,0,911,0,0,2440,0,3580,27101,,0,31765,31354,0,774,0,0,0,3411,,,457,2010-12-31,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50497,1548,0,4158,307810,356258,54,0,29036,6480,385348,0,0,13289,0,0,10653,195,42747,265063,,0,234349,229754,-1386,0,0,0,0,29090,,,505,2010-12-31,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18933,5726,0,4348,172195,185121,0,0,17630,1600,202751,0,0,10607,0,0,4900,625,18552,153643,,0,138502,136381,523,0,0,0,11029,17630,,,1155,2010-12-31,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2645,0,1022,131933,132462,0,0,20544,240,153006,0,0,19719,0,0,530,0,12412,119521,,0,71032,69912,55,7920,0,0,0,20544,,,1351,2010-12-31,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18768,12036,0,4686,434375,435678,0,0,46628,1000,482306,0,0,45135,0,0,1214,1543,99227,335148,,0,219308,215837,-721,0,0,0,0,46628,,,1454,2010-12-31,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1990,1240,0,248,47466,49831,0,0,5296,200,55127,0,0,4034,0,0,1000,0,9180,38286,,0,33198,32717,62,2705,0,0,0,5296,,,1557,2010-12-31,
